"table","section_id","item","instrument","instructions","section_prompt","item_text","item_text_translated","option_text","resp","option_text_translated"
"namprb_siwiak_2024_aot","main","AOT_5","Actively Open-minded Thinking Scale(AOT)",NA,NA,"Myślę, że prawie w każdej sytuacji jest wiele złych wyjść, ale tylko jedno właściwe","I think that in almost every situation there are many wrong solutions, but only one right one.","całkowi-cie zgadzam się",6,"Strongly agree"
"namprb_siwiak_2024_aot","main","AOT_5","Actively Open-minded Thinking Scale(AOT)",NA,NA,"Myślę, że prawie w każdej sytuacji jest wiele złych wyjść, ale tylko jedno właściwe","I think that in almost every situation there are many wrong solutions, but only one right one.",NA,3,NA
"namprb_siwiak_2024_aot","main","AOT_5","Actively Open-minded Thinking Scale(AOT)",NA,NA,"Myślę, że prawie w każdej sytuacji jest wiele złych wyjść, ale tylko jedno właściwe","I think that in almost every situation there are many wrong solutions, but only one right one.","zdecydowanie nie zgadzam się",1,"Strongly disagree"
"namprb_siwiak_2024_aot","main","AOT_5","Actively Open-minded Thinking Scale(AOT)",NA,NA,"Myślę, że prawie w każdej sytuacji jest wiele złych wyjść, ale tylko jedno właściwe","I think that in almost every situation there are many wrong solutions, but only one right one.",NA,5,NA
"namprb_siwiak_2024_aot","main","AOT_5","Actively Open-minded Thinking Scale(AOT)",NA,NA,"Myślę, że prawie w każdej sytuacji jest wiele złych wyjść, ale tylko jedno właściwe","I think that in almost every situation there are many wrong solutions, but only one right one.",NA,4,NA
"namprb_siwiak_2024_aot","main","AOT_5","Actively Open-minded Thinking Scale(AOT)",NA,NA,"Myślę, że prawie w każdej sytuacji jest wiele złych wyjść, ale tylko jedno właściwe","I think that in almost every situation there are many wrong solutions, but only one right one.",NA,2,NA
"namprb_siwiak_2024_aot","main","AOT_6","Actively Open-minded Thinking Scale(AOT)",NA,NA,"Poglądy zawsze powinny być weryfikowane w odpowie-dzi na nowe informacje i dowody","Views should always be verified in response to new information and evidence.",NA,2,NA
"namprb_siwiak_2024_aot","main","AOT_6","Actively Open-minded Thinking Scale(AOT)",NA,NA,"Poglądy zawsze powinny być weryfikowane w odpowie-dzi na nowe informacje i dowody","Views should always be verified in response to new information and evidence.","zdecydowanie nie zgadzam się",1,"Strongly disagree"
"namprb_siwiak_2024_aot","main","AOT_6","Actively Open-minded Thinking Scale(AOT)",NA,NA,"Poglądy zawsze powinny być weryfikowane w odpowie-dzi na nowe informacje i dowody","Views should always be verified in response to new information and evidence.","całkowi-cie zgadzam się",6,"Strongly agree"
"namprb_siwiak_2024_aot","main","AOT_6","Actively Open-minded Thinking Scale(AOT)",NA,NA,"Poglądy zawsze powinny być weryfikowane w odpowie-dzi na nowe informacje i dowody","Views should always be verified in response to new information and evidence.",NA,5,NA
"namprb_siwiak_2024_aot","main","AOT_6","Actively Open-minded Thinking Scale(AOT)",NA,NA,"Poglądy zawsze powinny być weryfikowane w odpowie-dzi na nowe informacje i dowody","Views should always be verified in response to new information and evidence.",NA,3,NA
"namprb_siwiak_2024_aot","main","AOT_6","Actively Open-minded Thinking Scale(AOT)",NA,NA,"Poglądy zawsze powinny być weryfikowane w odpowie-dzi na nowe informacje i dowody","Views should always be verified in response to new information and evidence.",NA,4,NA
"namprb_siwiak_2024_aot","main","AOT_7","Actively Open-minded Thinking Scale(AOT)",NA,NA,"Uważam, że lojalność w stosunku do własnych przeko-nań jest bardziej istotna niż „otwartość umysłu”.","I believe that loyalty to one's own beliefs is more important than ""open-mindedness.""",NA,3,NA
"namprb_siwiak_2024_aot","main","AOT_7","Actively Open-minded Thinking Scale(AOT)",NA,NA,"Uważam, że lojalność w stosunku do własnych przeko-nań jest bardziej istotna niż „otwartość umysłu”.","I believe that loyalty to one's own beliefs is more important than ""open-mindedness.""",NA,2,NA
"namprb_siwiak_2024_aot","main","AOT_7","Actively Open-minded Thinking Scale(AOT)",NA,NA,"Uważam, że lojalność w stosunku do własnych przeko-nań jest bardziej istotna niż „otwartość umysłu”.","I believe that loyalty to one's own beliefs is more important than ""open-mindedness.""","całkowi-cie zgadzam się",6,"Strongly agree"
"namprb_siwiak_2024_aot","main","AOT_7","Actively Open-minded Thinking Scale(AOT)",NA,NA,"Uważam, że lojalność w stosunku do własnych przeko-nań jest bardziej istotna niż „otwartość umysłu”.","I believe that loyalty to one's own beliefs is more important than ""open-mindedness.""",NA,4,NA
"namprb_siwiak_2024_aot","main","AOT_7","Actively Open-minded Thinking Scale(AOT)",NA,NA,"Uważam, że lojalność w stosunku do własnych przeko-nań jest bardziej istotna niż „otwartość umysłu”.","I believe that loyalty to one's own beliefs is more important than ""open-mindedness.""","zdecydowanie nie zgadzam się",1,"Strongly disagree"
"namprb_siwiak_2024_aot","main","AOT_7","Actively Open-minded Thinking Scale(AOT)",NA,NA,"Uważam, że lojalność w stosunku do własnych przeko-nań jest bardziej istotna niż „otwartość umysłu”.","I believe that loyalty to one's own beliefs is more important than ""open-mindedness.""",NA,5,NA
"namprb_siwiak_2024_aot","main","AOT_8","Actively Open-minded Thinking Scale(AOT)",NA,NA,"Ludzie powinni zawsze brać pod uwagę dowody sprzecz-ne z ich przekonaniami","People should always consider evidence that contradicts their beliefs.",NA,3,NA
"namprb_siwiak_2024_aot","main","AOT_8","Actively Open-minded Thinking Scale(AOT)",NA,NA,"Ludzie powinni zawsze brać pod uwagę dowody sprzecz-ne z ich przekonaniami","People should always consider evidence that contradicts their beliefs.",NA,5,NA
"namprb_siwiak_2024_aot","main","AOT_8","Actively Open-minded Thinking Scale(AOT)",NA,NA,"Ludzie powinni zawsze brać pod uwagę dowody sprzecz-ne z ich przekonaniami","People should always consider evidence that contradicts their beliefs.",NA,4,NA
"namprb_siwiak_2024_aot","main","AOT_8","Actively Open-minded Thinking Scale(AOT)",NA,NA,"Ludzie powinni zawsze brać pod uwagę dowody sprzecz-ne z ich przekonaniami","People should always consider evidence that contradicts their beliefs.",NA,2,NA
"namprb_siwiak_2024_aot","main","AOT_8","Actively Open-minded Thinking Scale(AOT)",NA,NA,"Ludzie powinni zawsze brać pod uwagę dowody sprzecz-ne z ich przekonaniami","People should always consider evidence that contradicts their beliefs.","zdecydowanie nie zgadzam się",1,"Strongly disagree"
"namprb_siwiak_2024_aot","main","AOT_8","Actively Open-minded Thinking Scale(AOT)",NA,NA,"Ludzie powinni zawsze brać pod uwagę dowody sprzecz-ne z ich przekonaniami","People should always consider evidence that contradicts their beliefs.","całkowi-cie zgadzam się",6,"Strongly agree"
