"table","section_id","item","instrument","instructions","section_prompt","item_text","item_text_translated","option_text","resp","option_text_translated"
"namprb_siwiak_2024_kon2066","main","KON-2006_FANTAZJA_179","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Na ogół liczę na to, że ktoś inny rozwiąże za mnie moje problemy","Generally, I count on someone else to solve my problems for me.","TAK",1,"yes"
"namprb_siwiak_2024_kon2066","main","KON-2006_FANTAZJA_179","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Na ogół liczę na to, że ktoś inny rozwiąże za mnie moje problemy","Generally, I count on someone else to solve my problems for me.","NIE",0,"no"
"namprb_siwiak_2024_kon2066","main","KON-2006_FANTAZJA_206","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Często wyobrażam sobie, że jestem kimś wielkim","I often imagine myself as someone great.","TAK",1,"yes"
"namprb_siwiak_2024_kon2066","main","KON-2006_FANTAZJA_206","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Często wyobrażam sobie, że jestem kimś wielkim","I often imagine myself as someone great.","NIE",0,"no"
"namprb_siwiak_2024_kon2066","main","KON-2006_FANTAZJA_222","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Chcę, żeby mnie podziwiano bardziej niż innych","I want to be admired more than others.","TAK",1,"yes"
"namprb_siwiak_2024_kon2066","main","KON-2006_FANTAZJA_222","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Chcę, żeby mnie podziwiano bardziej niż innych","I want to be admired more than others.","NIE",0,"no"
"namprb_siwiak_2024_kon2066","main","KON-2006_FANTAZJA_225","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Często marzę o idealnym romansie, który kiedyś przeżyję","I often dream of the perfect romance that I will experience someday.","TAK",1,"yes"
"namprb_siwiak_2024_kon2066","main","KON-2006_FANTAZJA_225","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Często marzę o idealnym romansie, który kiedyś przeżyję","I often dream of the perfect romance that I will experience someday.","NIE",0,"no"
"namprb_siwiak_2024_kon2066","main","KON-2006_FANTAZJA_238","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Czasem marzę o sławie, uznaniu, stanowisku, które osiągnę w przyszłości","Sometimes I dream of fame, recognition, and a position I will achieve in the future.","NIE",0,"no"
"namprb_siwiak_2024_kon2066","main","KON-2006_FANTAZJA_238","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Czasem marzę o sławie, uznaniu, stanowisku, które osiągnę w przyszłości","Sometimes I dream of fame, recognition, and a position I will achieve in the future.","TAK",1,"yes"
"namprb_siwiak_2024_kon2066","main","KON-2006_FANTAZJA_33","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Moje zainteresowania często się zmieniają","My interests often change.","TAK",1,"yes"
"namprb_siwiak_2024_kon2066","main","KON-2006_FANTAZJA_33","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Moje zainteresowania często się zmieniają","My interests often change.","NIE",0,"no"
"namprb_siwiak_2024_kon2066","main","KON-2006_FANTAZJA_66","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Chciał(a)bym posiadać specjalną moc, taką, jakiej nie ma nikt inny","I would like to possess a special power, one that no one else has.","TAK",1,"yes"
"namprb_siwiak_2024_kon2066","main","KON-2006_FANTAZJA_66","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Chciał(a)bym posiadać specjalną moc, taką, jakiej nie ma nikt inny","I would like to possess a special power, one that no one else has.","NIE",0,"no"
"namprb_siwiak_2024_kon2066","main","KON-2006_IRRACJONALNOŚĆ_137","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Zazwyczaj kieruję się horoskopami i wróżbami","I usually follow horoscopes and fortune-telling.",NA,NA,NA
"namprb_siwiak_2024_kon2066","main","KON-2006_IRRACJONALNOŚĆ_147","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Zdarzyło mi się doświadczyć wpływu sił nadprzyrodzonych","I have experienced the influence of supernatural forces.","NIE",0,"no"
"namprb_siwiak_2024_kon2066","main","KON-2006_IRRACJONALNOŚĆ_147","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Zdarzyło mi się doświadczyć wpływu sił nadprzyrodzonych","I have experienced the influence of supernatural forces.","TAK",1,"yes"
