"table","section_id","item","instrument","language","instructions","section_prompt","section_prompt_translated","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_amount","RS4","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Quantidade","Amount","É importante que os pais decidam a quantidade de comida que os bebês devem comer","It is important that parents decide the amount of food babies should eat",NA,"slightly agree",NA,4
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_amount","RS4","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Quantidade","Amount","É importante que os pais decidam a quantidade de comida que os bebês devem comer","It is important that parents decide the amount of food babies should eat",NA,"agree",NA,5
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS5recoded","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Eu deixo o/a (nome da criança) comer fast food (comida pronta rápida servida em lanchonetes, barracas de cachorro quentes, pizzaria...).","I let (the child) eat fast food",NA,"always",NA,1
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS5recoded","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Eu deixo o/a (nome da criança) comer fast food (comida pronta rápida servida em lanchonetes, barracas de cachorro quentes, pizzaria...).","I let (the child) eat fast food",NA,"most of the time",NA,2
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS5recoded","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Eu deixo o/a (nome da criança) comer fast food (comida pronta rápida servida em lanchonetes, barracas de cachorro quentes, pizzaria...).","I let (the child) eat fast food",NA,"half of the time",NA,3
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS5recoded","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Eu deixo o/a (nome da criança) comer fast food (comida pronta rápida servida em lanchonetes, barracas de cachorro quentes, pizzaria...).","I let (the child) eat fast food",NA,"seldom",NA,4
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS5recoded","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Eu deixo o/a (nome da criança) comer fast food (comida pronta rápida servida em lanchonetes, barracas de cachorro quentes, pizzaria...).","I let (the child) eat fast food",NA,"never",NA,5
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS6recoded","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Eu deixo o/a (nome da criança) comer “besteiras” ou ""porcarias"" (como salgadinho de pacote, balinhas, biscoitos recheados...)","I let (the child) eat junk food",NA,"always",NA,1
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS6recoded","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Eu deixo o/a (nome da criança) comer “besteiras” ou ""porcarias"" (como salgadinho de pacote, balinhas, biscoitos recheados...)","I let (the child) eat junk food",NA,"most of the time",NA,2
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS6recoded","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Eu deixo o/a (nome da criança) comer “besteiras” ou ""porcarias"" (como salgadinho de pacote, balinhas, biscoitos recheados...)","I let (the child) eat junk food",NA,"half of the time",NA,3
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS6recoded","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Eu deixo o/a (nome da criança) comer “besteiras” ou ""porcarias"" (como salgadinho de pacote, balinhas, biscoitos recheados...)","I let (the child) eat junk food",NA,"seldom",NA,4
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS6recoded","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Eu deixo o/a (nome da criança) comer “besteiras” ou ""porcarias"" (como salgadinho de pacote, balinhas, biscoitos recheados...)","I let (the child) eat junk food",NA,"never",NA,5
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS7","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Crianças pequenas nunca devem comer fast food (comida pronta rápida servida em lanchonetes, barracas de cachorro quentes, pizzaria...)","Toddlers should never eat fast food",NA,"disagree",NA,1
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS7","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Crianças pequenas nunca devem comer fast food (comida pronta rápida servida em lanchonetes, barracas de cachorro quentes, pizzaria...)","Toddlers should never eat fast food",NA,"slightly disagree",NA,2
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS7","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Crianças pequenas nunca devem comer fast food (comida pronta rápida servida em lanchonetes, barracas de cachorro quentes, pizzaria...)","Toddlers should never eat fast food",NA,"neutral",NA,3
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS7","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Crianças pequenas nunca devem comer fast food (comida pronta rápida servida em lanchonetes, barracas de cachorro quentes, pizzaria...)","Toddlers should never eat fast food",NA,"slightly agree",NA,4
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS7","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Crianças pequenas nunca devem comer fast food (comida pronta rápida servida em lanchonetes, barracas de cachorro quentes, pizzaria...)","Toddlers should never eat fast food",NA,"agree",NA,5
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS8","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Bebês nunca devem comer fast food (comida pronta rápida servida em lanchonetes, barracas de cachorro quentes, pizzaria...)","Babies should never eat fast food",NA,"disagree",NA,1
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS8","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Bebês nunca devem comer fast food (comida pronta rápida servida em lanchonetes, barracas de cachorro quentes, pizzaria...)","Babies should never eat fast food",NA,"slightly disagree",NA,2
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS8","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Bebês nunca devem comer fast food (comida pronta rápida servida em lanchonetes, barracas de cachorro quentes, pizzaria...)","Babies should never eat fast food",NA,"neutral",NA,3
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS8","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Bebês nunca devem comer fast food (comida pronta rápida servida em lanchonetes, barracas de cachorro quentes, pizzaria...)","Babies should never eat fast food",NA,"slightly agree",NA,4
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS8","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Bebês nunca devem comer fast food (comida pronta rápida servida em lanchonetes, barracas de cachorro quentes, pizzaria...)","Babies should never eat fast food",NA,"agree",NA,5
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS9","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Crianças pequenas nunca devem comer alimentos açucarados, como biscoitos recheados","Toddlers should never eat sugary foods, such as cookies",NA,"disagree",NA,1
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS9","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Crianças pequenas nunca devem comer alimentos açucarados, como biscoitos recheados","Toddlers should never eat sugary foods, such as cookies",NA,"slightly disagree",NA,2
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS9","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Crianças pequenas nunca devem comer alimentos açucarados, como biscoitos recheados","Toddlers should never eat sugary foods, such as cookies",NA,"neutral",NA,3
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS9","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Crianças pequenas nunca devem comer alimentos açucarados, como biscoitos recheados","Toddlers should never eat sugary foods, such as cookies",NA,"slightly agree",NA,4
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS9","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Crianças pequenas nunca devem comer alimentos açucarados, como biscoitos recheados","Toddlers should never eat sugary foods, such as cookies",NA,"agree",NA,5
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS10","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Crianças pequenas nunca devem comer “besteiras” ou ""porcarias"", como salgadinhos de pacote","Toddlers should never eat junk food, such as chips",NA,"disagree",NA,1
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS10","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Crianças pequenas nunca devem comer “besteiras” ou ""porcarias"", como salgadinhos de pacote","Toddlers should never eat junk food, such as chips",NA,"slightly disagree",NA,2
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS10","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Crianças pequenas nunca devem comer “besteiras” ou ""porcarias"", como salgadinhos de pacote","Toddlers should never eat junk food, such as chips",NA,"neutral",NA,3
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS10","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Crianças pequenas nunca devem comer “besteiras” ou ""porcarias"", como salgadinhos de pacote","Toddlers should never eat junk food, such as chips",NA,"slightly agree",NA,4
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS10","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Crianças pequenas nunca devem comer “besteiras” ou ""porcarias"", como salgadinhos de pacote","Toddlers should never eat junk food, such as chips",NA,"agree",NA,5
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS11","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Crianças pequenas devem comer apenas alimentos e comidas saudáveis","Toddlers should only eat healthy foods",NA,"disagree",NA,1
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS11","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Crianças pequenas devem comer apenas alimentos e comidas saudáveis","Toddlers should only eat healthy foods",NA,"slightly disagree",NA,2
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS11","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Crianças pequenas devem comer apenas alimentos e comidas saudáveis","Toddlers should only eat healthy foods",NA,"neutral",NA,3
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS11","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Crianças pequenas devem comer apenas alimentos e comidas saudáveis","Toddlers should only eat healthy foods",NA,"slightly agree",NA,4
"pedroso_2021_ifsq_restriction","pedroso_2021_ifsq_restriction_dietquality","RS11","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), restrictive style","Portuguese",NA,"Qualidade da alimentação","Diet quality","Crianças pequenas devem comer apenas alimentos e comidas saudáveis","Toddlers should only eat healthy foods",NA,"agree",NA,5
