"table","section_id","item","instrument","language","instructions","section_prompt","section_prompt_translated","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_satiety","RP6","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Saciedade","Satiety","As crianças sabem quando elas estão cheias","Children know when they are full",NA,"slightly disagree",NA,2
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_satiety","RP6","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Saciedade","Satiety","As crianças sabem quando elas estão cheias","Children know when they are full",NA,"neutral",NA,3
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_satiety","RP6","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Saciedade","Satiety","As crianças sabem quando elas estão cheias","Children know when they are full",NA,"slightly agree",NA,4
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_satiety","RP6","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Saciedade","Satiety","As crianças sabem quando elas estão cheias","Children know when they are full",NA,"agree",NA,5
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_satiety","RP7","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Saciedade","Satiety","As crianças sabem quando estão com fome e precisam comer","Children know when they are hungry and need to eat",NA,"disagree",NA,1
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_satiety","RP7","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Saciedade","Satiety","As crianças sabem quando estão com fome e precisam comer","Children know when they are hungry and need to eat",NA,"slightly disagree",NA,2
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_satiety","RP7","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Saciedade","Satiety","As crianças sabem quando estão com fome e precisam comer","Children know when they are hungry and need to eat",NA,"neutral",NA,3
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_satiety","RP7","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Saciedade","Satiety","As crianças sabem quando estão com fome e precisam comer","Children know when they are hungry and need to eat",NA,"slightly agree",NA,4
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_satiety","RP7","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Saciedade","Satiety","As crianças sabem quando estão com fome e precisam comer","Children know when they are hungry and need to eat",NA,"agree",NA,5
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP8","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","Eu converso com o/a (nome da criança) para incentivá-lo (a) a tomar mamadeira (fórmula)/ou mamar no peito","I talk (to the child) to encourage him/her to drink his/her formula/breast milk",NA,"never",NA,1
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP8","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","Eu converso com o/a (nome da criança) para incentivá-lo (a) a tomar mamadeira (fórmula)/ou mamar no peito","I talk (to the child) to encourage him/her to drink his/her formula/breast milk",NA,"seldom",NA,2
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP8","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","Eu converso com o/a (nome da criança) para incentivá-lo (a) a tomar mamadeira (fórmula)/ou mamar no peito","I talk (to the child) to encourage him/her to drink his/her formula/breast milk",NA,"half of the time",NA,3
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP8","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","Eu converso com o/a (nome da criança) para incentivá-lo (a) a tomar mamadeira (fórmula)/ou mamar no peito","I talk (to the child) to encourage him/her to drink his/her formula/breast milk",NA,"most of the time",NA,4
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP8","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","Eu converso com o/a (nome da criança) para incentivá-lo (a) a tomar mamadeira (fórmula)/ou mamar no peito","I talk (to the child) to encourage him/her to drink his/her formula/breast milk",NA,"always",NA,5
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP9","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","Eu converso com o/a (nome da criança) para incentivá-lo (a) a comer","I talk (to the child) to encourage him/her to eat",NA,"never",NA,1
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP9","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","Eu converso com o/a (nome da criança) para incentivá-lo (a) a comer","I talk (to the child) to encourage him/her to eat",NA,"seldom",NA,2
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP9","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","Eu converso com o/a (nome da criança) para incentivá-lo (a) a comer","I talk (to the child) to encourage him/her to eat",NA,"half of the time",NA,3
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP9","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","Eu converso com o/a (nome da criança) para incentivá-lo (a) a comer","I talk (to the child) to encourage him/her to eat",NA,"most of the time",NA,4
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP9","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","Eu converso com o/a (nome da criança) para incentivá-lo (a) a comer","I talk (to the child) to encourage him/her to eat",NA,"always",NA,5
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP10","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","Eu mostro para o/a (nome da criança) como comer dando uma mordida ou fingindo morder","I show (the child) how to eat by taking a bite or pretending to take a bite",NA,"never",NA,1
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP10","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","Eu mostro para o/a (nome da criança) como comer dando uma mordida ou fingindo morder","I show (the child) how to eat by taking a bite or pretending to take a bite",NA,"seldom",NA,2
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP10","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","Eu mostro para o/a (nome da criança) como comer dando uma mordida ou fingindo morder","I show (the child) how to eat by taking a bite or pretending to take a bite",NA,"half of the time",NA,3
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP10","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","Eu mostro para o/a (nome da criança) como comer dando uma mordida ou fingindo morder","I show (the child) how to eat by taking a bite or pretending to take a bite",NA,"most of the time",NA,4
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP10","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","Eu mostro para o/a (nome da criança) como comer dando uma mordida ou fingindo morder","I show (the child) how to eat by taking a bite or pretending to take a bite",NA,"always",NA,5
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP11","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","Eu tento oferecer novamente ao/à (nome da criança) alimentos que ele /ela rejeitou quando ofereci na primeira vez","When unknown foods are rejected the first time, I try to offer them again",NA,"never",NA,1
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP11","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","Eu tento oferecer novamente ao/à (nome da criança) alimentos que ele /ela rejeitou quando ofereci na primeira vez","When unknown foods are rejected the first time, I try to offer them again",NA,"seldom",NA,2
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP11","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","Eu tento oferecer novamente ao/à (nome da criança) alimentos que ele /ela rejeitou quando ofereci na primeira vez","When unknown foods are rejected the first time, I try to offer them again",NA,"half of the time",NA,3
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP11","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","Eu tento oferecer novamente ao/à (nome da criança) alimentos que ele /ela rejeitou quando ofereci na primeira vez","When unknown foods are rejected the first time, I try to offer them again",NA,"most of the time",NA,4
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP11","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","Eu tento oferecer novamente ao/à (nome da criança) alimentos que ele /ela rejeitou quando ofereci na primeira vez","When unknown foods are rejected the first time, I try to offer them again",NA,"always",NA,5
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP12","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","É importante ajudar ou incentivar crianças pequenas a comerem","It is important to help or encourage toddlers to eat",NA,"disagree",NA,1
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP12","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","É importante ajudar ou incentivar crianças pequenas a comerem","It is important to help or encourage toddlers to eat",NA,"slightly disagree",NA,2
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP12","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","É importante ajudar ou incentivar crianças pequenas a comerem","It is important to help or encourage toddlers to eat",NA,"neutral",NA,3
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP12","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","É importante ajudar ou incentivar crianças pequenas a comerem","It is important to help or encourage toddlers to eat",NA,"slightly agree",NA,4
"pedroso_2021_ifsq_responsiveness","pedroso_2021_ifsq_responsiveness_attention","RP12","Infant Feeding Style Questionnaire - Brazilian Portuguese version (IFSQ-Br), responsive style","Portuguese",NA,"Atenção","Attention","É importante ajudar ou incentivar crianças pequenas a comerem","It is important to help or encourage toddlers to eat",NA,"agree",NA,5
