"table","instrument","language","instructions","instructions_translated","section_id","section_prompt","section_prompt_translated","item","item_text","item_text_translated","correct_response","resp","option_text"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_06","최근 심한 열감과 불안 증상으로 52세 여성이 폐경기 호르몬 대체요법 상담을 받은 뒤 약물요법을 잘 이해한 것으로 보이는 표현은?
① 수면장애가 있으면 대체요법을 받을 수 없습니다.
② 대체요법은 골다공증이 있을 때 시작하는 것이 좋습니다.
③ 대체요법을 받으면 질 출혈이 사라질 것입니다.
④ 대체요법을 받으면 유방암을 예방합니다.
⑤ 대체요법을 받으면 안면홍조는 덜해질 것입니다.","A 52-year-old woman with recent severe hot flashes and anxiety received counseling on menopausal hormone replacement therapy. Which statement shows that she understood the drug therapy well?
① I cannot receive replacement therapy if I have a sleep disorder.
② It is better to start replacement therapy when osteoporosis is present.
③ Vaginal bleeding will disappear if I receive replacement therapy.
④ Replacement therapy prevents breast cancer.
⑤ Hot flashes will lessen if I receive replacement therapy.",5,0,"Incorrect"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_06","최근 심한 열감과 불안 증상으로 52세 여성이 폐경기 호르몬 대체요법 상담을 받은 뒤 약물요법을 잘 이해한 것으로 보이는 표현은?
① 수면장애가 있으면 대체요법을 받을 수 없습니다.
② 대체요법은 골다공증이 있을 때 시작하는 것이 좋습니다.
③ 대체요법을 받으면 질 출혈이 사라질 것입니다.
④ 대체요법을 받으면 유방암을 예방합니다.
⑤ 대체요법을 받으면 안면홍조는 덜해질 것입니다.","A 52-year-old woman with recent severe hot flashes and anxiety received counseling on menopausal hormone replacement therapy. Which statement shows that she understood the drug therapy well?
① I cannot receive replacement therapy if I have a sleep disorder.
② It is better to start replacement therapy when osteoporosis is present.
③ Vaginal bleeding will disappear if I receive replacement therapy.
④ Replacement therapy prevents breast cancer.
⑤ Hot flashes will lessen if I receive replacement therapy.",5,1,"Correct"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_07","35세 여성이 질출혈로 초음파검사를 받은 결과에서 여러개의 자궁내막폴립이 확인되었다. 우선적 중재로 고려될 수 있는 것은?
① 원추절제술
② 자궁소파술
③ 전자궁절제술
④ 자궁동맥색전술
⑤ 메트로니다졸 투여","A 35-year-old woman had an ultrasound examination for vaginal bleeding, which identified multiple endometrial polyps. What can be considered as the priority intervention?
① Conization
② Dilatation and curettage of the uterus
③ Total hysterectomy
④ Uterine artery embolization
⑤ Metronidazole administration",2,0,"Incorrect"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_07","35세 여성이 질출혈로 초음파검사를 받은 결과에서 여러개의 자궁내막폴립이 확인되었다. 우선적 중재로 고려될 수 있는 것은?
① 원추절제술
② 자궁소파술
③ 전자궁절제술
④ 자궁동맥색전술
⑤ 메트로니다졸 투여","A 35-year-old woman had an ultrasound examination for vaginal bleeding, which identified multiple endometrial polyps. What can be considered as the priority intervention?
① Conization
② Dilatation and curettage of the uterus
③ Total hysterectomy
④ Uterine artery embolization
⑤ Metronidazole administration",2,1,"Correct"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_08","자궁근종으로 복강경자궁절제술후 2일째 된 여자가 견갑통으로 복부팽만감을 호소하였다. 활력징후는 정상 범위이고 질 출혈은 없었다. 간호사 설명으로 옳은 것은?
① “가스배출을 위해 관장이 필요합니다.”
② “복강 출혈로 응급수술이 필요합니다.”
③ “복부 감염으로 항생제 투여가 필요합니다.”
④ “수액 과다 공급으로 수액량을 줄이면 좋아집니다.”
⑤ “수술 시 주입한 가스로 인한 것이니 많이 움직이세요.”","A woman on the second day after laparoscopic hysterectomy for uterine myoma complains of shoulder pain and abdominal distension. Vital signs are within the normal range and there is no vaginal bleeding. Which explanation by the nurse is correct?
① “An enema is needed to release the gas.”
② “Emergency surgery is needed for intra-abdominal bleeding.”
③ “Antibiotics are needed for an abdominal infection.”
④ “It is from excessive fluid supply and will improve if the fluid volume is reduced.”
⑤ “It is caused by the gas insufflated during surgery, so move around a lot.”",5,0,"Incorrect"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_08","자궁근종으로 복강경자궁절제술후 2일째 된 여자가 견갑통으로 복부팽만감을 호소하였다. 활력징후는 정상 범위이고 질 출혈은 없었다. 간호사 설명으로 옳은 것은?
① “가스배출을 위해 관장이 필요합니다.”
② “복강 출혈로 응급수술이 필요합니다.”
③ “복부 감염으로 항생제 투여가 필요합니다.”
④ “수액 과다 공급으로 수액량을 줄이면 좋아집니다.”
⑤ “수술 시 주입한 가스로 인한 것이니 많이 움직이세요.”","A woman on the second day after laparoscopic hysterectomy for uterine myoma complains of shoulder pain and abdominal distension. Vital signs are within the normal range and there is no vaginal bleeding. Which explanation by the nurse is correct?
① “An enema is needed to release the gas.”
② “Emergency surgery is needed for intra-abdominal bleeding.”
③ “Antibiotics are needed for an abdominal infection.”
④ “It is from excessive fluid supply and will improve if the fluid volume is reduced.”
⑤ “It is caused by the gas insufflated during surgery, so move around a lot.”",5,1,"Correct"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_09","30세 여성이 특별한 증상은 없이 건강검진에서 자궁근종(3x3 cm 크기)이 확인되었다. 우선적 중재로 고려될 수 있는 것은?
① 근종절제술
② 단순자궁절제술
③ 부분자궁절제술
④ GnRH 호르몬 요법
⑤ 6개월마다 정기검진","A 30-year-old woman with no particular symptoms was found on a health check-up to have a uterine myoma (3x3 cm). What can be considered as the priority intervention?
① Myomectomy
② Simple hysterectomy
③ Subtotal hysterectomy
④ GnRH hormone therapy
⑤ A regular check-up every 6 months",5,0,"Incorrect"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_09","30세 여성이 특별한 증상은 없이 건강검진에서 자궁근종(3x3 cm 크기)이 확인되었다. 우선적 중재로 고려될 수 있는 것은?
① 근종절제술
② 단순자궁절제술
③ 부분자궁절제술
④ GnRH 호르몬 요법
⑤ 6개월마다 정기검진","A 30-year-old woman with no particular symptoms was found on a health check-up to have a uterine myoma (3x3 cm). What can be considered as the priority intervention?
① Myomectomy
② Simple hysterectomy
③ Subtotal hysterectomy
④ GnRH hormone therapy
⑤ A regular check-up every 6 months",5,1,"Correct"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_10","자궁근종이 발생할 가능성이 높은 여성은?
① 조기 폐경된 40세 여성
② 5회 임신 4회 출산한 여성
③ 자궁내장치를 삽입한 여성
④ 에스트로겐 피임약을 장기 복용한 여성
⑤ 만성 골반내감염 치료를 받는 여성","Which woman is at high risk of developing uterine myoma?
① A 40-year-old woman with premature menopause
② A woman with 5 pregnancies and 4 deliveries
③ A woman with an intrauterine device inserted
④ A woman who has taken estrogen contraceptives long term
⑤ A woman being treated for chronic pelvic inflammatory disease",4,0,"Incorrect"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_10","자궁근종이 발생할 가능성이 높은 여성은?
① 조기 폐경된 40세 여성
② 5회 임신 4회 출산한 여성
③ 자궁내장치를 삽입한 여성
④ 에스트로겐 피임약을 장기 복용한 여성
⑤ 만성 골반내감염 치료를 받는 여성","Which woman is at high risk of developing uterine myoma?
① A 40-year-old woman with premature menopause
② A woman with 5 pregnancies and 4 deliveries
③ A woman with an intrauterine device inserted
④ A woman who has taken estrogen contraceptives long term
⑤ A woman being treated for chronic pelvic inflammatory disease",4,1,"Correct"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_11","50세 강씨는 월경과 월경 사이에 성관계를 하면 무통성 점적출혈이 있다고 하였다. 세포진검사에서 CIS(carcinoma in situ) 결과를 받았는데 의미하는 것은?
① 정상세포
② 상피내암
③ 비정형증
④ 중증 이형증
⑤ 침윤성 경부암","Ms. Kang, aged 50, said she has painless spotting when she has intercourse between menstrual periods. Her cytology test returned a result of CIS (carcinoma in situ). What does this mean?
① Normal cells
② Carcinoma in situ
③ Atypia
④ Severe dysplasia
⑤ Invasive cervical cancer",2,0,"Incorrect"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_11","50세 강씨는 월경과 월경 사이에 성관계를 하면 무통성 점적출혈이 있다고 하였다. 세포진검사에서 CIS(carcinoma in situ) 결과를 받았는데 의미하는 것은?
① 정상세포
② 상피내암
③ 비정형증
④ 중증 이형증
⑤ 침윤성 경부암","Ms. Kang, aged 50, said she has painless spotting when she has intercourse between menstrual periods. Her cytology test returned a result of CIS (carcinoma in situ). What does this mean?
① Normal cells
② Carcinoma in situ
③ Atypia
④ Severe dysplasia
⑤ Invasive cervical cancer",2,1,"Correct"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_12","자궁경부상피내종양의 중증 이형증(CIN Ⅲ)에 관한 설명으로 옳은 것은?
① 조기진단이 불가능하다.
② 침윤성암으로 방사선치료가 필요하다.
③ 단순포진 바이러스가 주요 유발요인이다.
④ 침윤성암의 전구 질환으로 CIS(carcinoma in situ)를 포함한다.
⑤ 정상 편평상피세포가 경증 궤양 변화를 일으킨 것이다.","Which statement about severe dysplasia (CIN III) of cervical intraepithelial neoplasia is correct?
① Early diagnosis is impossible.
② It is an invasive cancer and radiation therapy is needed.
③ Herpes simplex virus is the main causative factor.
④ As a precursor disease of invasive cancer it includes CIS (carcinoma in situ).
⑤ It is a mild ulcerative change of normal squamous epithelial cells.",4,0,"Incorrect"
