"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","item_text_translated","option_text_translated","instructions_translated","section_prompt_translated","language"
"karajko2025_ai_risk","karajko2025_ai_risk_1","p8_5","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P8, stav prema korištenju VI po sektorima",NA,"P8. Kako biste opisali svoj stav prema korištenju VI u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Vojni sektor (npr. automatizovano oružje, sajber sigurnost za zaštitu podataka).",NA,"Ne odobravam",2,"The military sector (e.g. automated weapons, cyber security to protect data).","Disapprove",NA,"P8. How would you describe your attitude towards the use of AI in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_risk","karajko2025_ai_risk_1","p8_5","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P8, stav prema korištenju VI po sektorima",NA,"P8. Kako biste opisali svoj stav prema korištenju VI u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Vojni sektor (npr. automatizovano oružje, sajber sigurnost za zaštitu podataka).",NA,"Neutralan",3,"The military sector (e.g. automated weapons, cyber security to protect data).","Neutral",NA,"P8. How would you describe your attitude towards the use of AI in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_risk","karajko2025_ai_risk_1","p8_5","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P8, stav prema korištenju VI po sektorima",NA,"P8. Kako biste opisali svoj stav prema korištenju VI u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Vojni sektor (npr. automatizovano oružje, sajber sigurnost za zaštitu podataka).",NA,"Odobravam",4,"The military sector (e.g. automated weapons, cyber security to protect data).","Approve",NA,"P8. How would you describe your attitude towards the use of AI in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_risk","karajko2025_ai_risk_1","p8_5","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P8, stav prema korištenju VI po sektorima",NA,"P8. Kako biste opisali svoj stav prema korištenju VI u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Vojni sektor (npr. automatizovano oružje, sajber sigurnost za zaštitu podataka).",NA,"Snažno odobravam",5,"The military sector (e.g. automated weapons, cyber security to protect data).","Strongly approve",NA,"P8. How would you describe your attitude towards the use of AI in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_risk","karajko2025_ai_risk_1","p8_6","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P8, stav prema korištenju VI po sektorima",NA,"P8. Kako biste opisali svoj stav prema korištenju VI u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Sprovođenje zakona (npr. prediktivno policijsko planiranje kako bi se identifikovala područja gdje je zločin moguć, prepoznavanje lica na javnim mjestima).",NA,"Snažno ne odobravam",1,"Law enforcement (e.g. predictive policing to identify areas where crime is possible, facial recognition in public places).","Strongly disapprove",NA,"P8. How would you describe your attitude towards the use of AI in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_risk","karajko2025_ai_risk_1","p8_6","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P8, stav prema korištenju VI po sektorima",NA,"P8. Kako biste opisali svoj stav prema korištenju VI u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Sprovođenje zakona (npr. prediktivno policijsko planiranje kako bi se identifikovala područja gdje je zločin moguć, prepoznavanje lica na javnim mjestima).",NA,"Ne odobravam",2,"Law enforcement (e.g. predictive policing to identify areas where crime is possible, facial recognition in public places).","Disapprove",NA,"P8. How would you describe your attitude towards the use of AI in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_risk","karajko2025_ai_risk_1","p8_6","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P8, stav prema korištenju VI po sektorima",NA,"P8. Kako biste opisali svoj stav prema korištenju VI u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Sprovođenje zakona (npr. prediktivno policijsko planiranje kako bi se identifikovala područja gdje je zločin moguć, prepoznavanje lica na javnim mjestima).",NA,"Neutralan",3,"Law enforcement (e.g. predictive policing to identify areas where crime is possible, facial recognition in public places).","Neutral",NA,"P8. How would you describe your attitude towards the use of AI in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_risk","karajko2025_ai_risk_1","p8_6","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P8, stav prema korištenju VI po sektorima",NA,"P8. Kako biste opisali svoj stav prema korištenju VI u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Sprovođenje zakona (npr. prediktivno policijsko planiranje kako bi se identifikovala područja gdje je zločin moguć, prepoznavanje lica na javnim mjestima).",NA,"Odobravam",4,"Law enforcement (e.g. predictive policing to identify areas where crime is possible, facial recognition in public places).","Approve",NA,"P8. How would you describe your attitude towards the use of AI in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_risk","karajko2025_ai_risk_1","p8_6","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P8, stav prema korištenju VI po sektorima",NA,"P8. Kako biste opisali svoj stav prema korištenju VI u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Sprovođenje zakona (npr. prediktivno policijsko planiranje kako bi se identifikovala područja gdje je zločin moguć, prepoznavanje lica na javnim mjestima).",NA,"Snažno odobravam",5,"Law enforcement (e.g. predictive policing to identify areas where crime is possible, facial recognition in public places).","Strongly approve",NA,"P8. How would you describe your attitude towards the use of AI in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_risk","karajko2025_ai_risk_1","p8_7","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P8, stav prema korištenju VI po sektorima",NA,"P8. Kako biste opisali svoj stav prema korištenju VI u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Zaštita životne sredine (npr. predikcija klime, prognoza energetske žetve).",NA,"Snažno ne odobravam",1,"Environmental protection (e.g. climate prediction, energy-harvest forecasting).","Strongly disapprove",NA,"P8. How would you describe your attitude towards the use of AI in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_risk","karajko2025_ai_risk_1","p8_7","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P8, stav prema korištenju VI po sektorima",NA,"P8. Kako biste opisali svoj stav prema korištenju VI u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Zaštita životne sredine (npr. predikcija klime, prognoza energetske žetve).",NA,"Ne odobravam",2,"Environmental protection (e.g. climate prediction, energy-harvest forecasting).","Disapprove",NA,"P8. How would you describe your attitude towards the use of AI in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_risk","karajko2025_ai_risk_1","p8_7","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P8, stav prema korištenju VI po sektorima",NA,"P8. Kako biste opisali svoj stav prema korištenju VI u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Zaštita životne sredine (npr. predikcija klime, prognoza energetske žetve).",NA,"Neutralan",3,"Environmental protection (e.g. climate prediction, energy-harvest forecasting).","Neutral",NA,"P8. How would you describe your attitude towards the use of AI in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_risk","karajko2025_ai_risk_1","p8_7","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P8, stav prema korištenju VI po sektorima",NA,"P8. Kako biste opisali svoj stav prema korištenju VI u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Zaštita životne sredine (npr. predikcija klime, prognoza energetske žetve).",NA,"Odobravam",4,"Environmental protection (e.g. climate prediction, energy-harvest forecasting).","Approve",NA,"P8. How would you describe your attitude towards the use of AI in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_risk","karajko2025_ai_risk_1","p8_7","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P8, stav prema korištenju VI po sektorima",NA,"P8. Kako biste opisali svoj stav prema korištenju VI u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Zaštita životne sredine (npr. predikcija klime, prognoza energetske žetve).",NA,"Snažno odobravam",5,"Environmental protection (e.g. climate prediction, energy-harvest forecasting).","Strongly approve",NA,"P8. How would you describe your attitude towards the use of AI in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_risk","karajko2025_ai_risk_1","p8_8","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P8, stav prema korištenju VI po sektorima",NA,"P8. Kako biste opisali svoj stav prema korištenju VI u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Transport (npr. samovozeća vozila).",NA,"Snažno ne odobravam",1,"Transport (e.g. self-driving vehicles).","Strongly disapprove",NA,"P8. How would you describe your attitude towards the use of AI in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_risk","karajko2025_ai_risk_1","p8_8","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P8, stav prema korištenju VI po sektorima",NA,"P8. Kako biste opisali svoj stav prema korištenju VI u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Transport (npr. samovozeća vozila).",NA,"Ne odobravam",2,"Transport (e.g. self-driving vehicles).","Disapprove",NA,"P8. How would you describe your attitude towards the use of AI in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_risk","karajko2025_ai_risk_1","p8_8","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P8, stav prema korištenju VI po sektorima",NA,"P8. Kako biste opisali svoj stav prema korištenju VI u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Transport (npr. samovozeća vozila).",NA,"Neutralan",3,"Transport (e.g. self-driving vehicles).","Neutral",NA,"P8. How would you describe your attitude towards the use of AI in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_risk","karajko2025_ai_risk_1","p8_8","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P8, stav prema korištenju VI po sektorima",NA,"P8. Kako biste opisali svoj stav prema korištenju VI u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Transport (npr. samovozeća vozila).",NA,"Odobravam",4,"Transport (e.g. self-driving vehicles).","Approve",NA,"P8. How would you describe your attitude towards the use of AI in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_risk","karajko2025_ai_risk_1","p8_8","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P8, stav prema korištenju VI po sektorima",NA,"P8. Kako biste opisali svoj stav prema korištenju VI u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Transport (npr. samovozeća vozila).",NA,"Snažno odobravam",5,"Transport (e.g. self-driving vehicles).","Strongly approve",NA,"P8. How would you describe your attitude towards the use of AI in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_risk","karajko2025_ai_risk_1","p8_9","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P8, stav prema korištenju VI po sektorima",NA,"P8. Kako biste opisali svoj stav prema korištenju VI u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Proizvodnja (npr. predviđanje potražnje, robotika).",NA,"Snažno ne odobravam",1,"Manufacturing (e.g. demand forecasting, robotics).","Strongly disapprove",NA,"P8. How would you describe your attitude towards the use of AI in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_risk","karajko2025_ai_risk_1","p8_9","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P8, stav prema korištenju VI po sektorima",NA,"P8. Kako biste opisali svoj stav prema korištenju VI u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Proizvodnja (npr. predviđanje potražnje, robotika).",NA,"Ne odobravam",2,"Manufacturing (e.g. demand forecasting, robotics).","Disapprove",NA,"P8. How would you describe your attitude towards the use of AI in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_risk","karajko2025_ai_risk_1","p8_9","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P8, stav prema korištenju VI po sektorima",NA,"P8. Kako biste opisali svoj stav prema korištenju VI u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Proizvodnja (npr. predviđanje potražnje, robotika).",NA,"Neutralan",3,"Manufacturing (e.g. demand forecasting, robotics).","Neutral",NA,"P8. How would you describe your attitude towards the use of AI in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
