"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","item_text_translated","option_text_translated","instructions_translated","section_prompt_translated","language"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_3","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Poljoprivreda (npr. robotska žetva, optimizacija usjeva).",NA,"Uopšte ne",1,"Agriculture (e.g. robotic harvesting, crop optimisation).","Not at all",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_3","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Poljoprivreda (npr. robotska žetva, optimizacija usjeva).",NA,"Ne previše",2,"Agriculture (e.g. robotic harvesting, crop optimisation).","Not very much",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_3","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Poljoprivreda (npr. robotska žetva, optimizacija usjeva).",NA,"Onako",3,"Agriculture (e.g. robotic harvesting, crop optimisation).","So-so",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_3","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Poljoprivreda (npr. robotska žetva, optimizacija usjeva).",NA,"Donekle",4,"Agriculture (e.g. robotic harvesting, crop optimisation).","Somewhat",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_3","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Poljoprivreda (npr. robotska žetva, optimizacija usjeva).",NA,"Mnogo",5,"Agriculture (e.g. robotic harvesting, crop optimisation).","A lot",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_4","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Finansije (npr. otkrivanje prevara, podrška u donošenju odluka o kreditima).",NA,"Uopšte ne",1,"Finance (e.g. fraud detection, support in making credit decisions).","Not at all",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_4","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Finansije (npr. otkrivanje prevara, podrška u donošenju odluka o kreditima).",NA,"Ne previše",2,"Finance (e.g. fraud detection, support in making credit decisions).","Not very much",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_4","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Finansije (npr. otkrivanje prevara, podrška u donošenju odluka o kreditima).",NA,"Onako",3,"Finance (e.g. fraud detection, support in making credit decisions).","So-so",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_4","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Finansije (npr. otkrivanje prevara, podrška u donošenju odluka o kreditima).",NA,"Donekle",4,"Finance (e.g. fraud detection, support in making credit decisions).","Somewhat",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_4","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Finansije (npr. otkrivanje prevara, podrška u donošenju odluka o kreditima).",NA,"Mnogo",5,"Finance (e.g. fraud detection, support in making credit decisions).","A lot",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_5","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Vojni sektor (npr. automatizovano oružje, sajber sigurnost za zaštitu podataka).",NA,"Uopšte ne",1,"The military sector (e.g. automated weapons, cyber security to protect data).","Not at all",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_5","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Vojni sektor (npr. automatizovano oružje, sajber sigurnost za zaštitu podataka).",NA,"Ne previše",2,"The military sector (e.g. automated weapons, cyber security to protect data).","Not very much",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_5","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Vojni sektor (npr. automatizovano oružje, sajber sigurnost za zaštitu podataka).",NA,"Onako",3,"The military sector (e.g. automated weapons, cyber security to protect data).","So-so",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_5","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Vojni sektor (npr. automatizovano oružje, sajber sigurnost za zaštitu podataka).",NA,"Donekle",4,"The military sector (e.g. automated weapons, cyber security to protect data).","Somewhat",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_5","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Vojni sektor (npr. automatizovano oružje, sajber sigurnost za zaštitu podataka).",NA,"Mnogo",5,"The military sector (e.g. automated weapons, cyber security to protect data).","A lot",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_6","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Sprovođenje zakona (npr. prediktivno policijsko planiranje kako bi se identifikovala područja gdje je zločin moguć, prepoznavanje lica na javnim mjestima).",NA,"Uopšte ne",1,"Law enforcement (e.g. predictive policing to identify areas where crime is possible, facial recognition in public places).","Not at all",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_6","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Sprovođenje zakona (npr. prediktivno policijsko planiranje kako bi se identifikovala područja gdje je zločin moguć, prepoznavanje lica na javnim mjestima).",NA,"Ne previše",2,"Law enforcement (e.g. predictive policing to identify areas where crime is possible, facial recognition in public places).","Not very much",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_6","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Sprovođenje zakona (npr. prediktivno policijsko planiranje kako bi se identifikovala područja gdje je zločin moguć, prepoznavanje lica na javnim mjestima).",NA,"Onako",3,"Law enforcement (e.g. predictive policing to identify areas where crime is possible, facial recognition in public places).","So-so",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_6","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Sprovođenje zakona (npr. prediktivno policijsko planiranje kako bi se identifikovala područja gdje je zločin moguć, prepoznavanje lica na javnim mjestima).",NA,"Donekle",4,"Law enforcement (e.g. predictive policing to identify areas where crime is possible, facial recognition in public places).","Somewhat",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_6","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Sprovođenje zakona (npr. prediktivno policijsko planiranje kako bi se identifikovala područja gdje je zločin moguć, prepoznavanje lica na javnim mjestima).",NA,"Mnogo",5,"Law enforcement (e.g. predictive policing to identify areas where crime is possible, facial recognition in public places).","A lot",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_7","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Zaštita životne sredine (npr. predikcija klime, prognoza energetske žetve).",NA,"Uopšte ne",1,"Environmental protection (e.g. climate prediction, energy-harvest forecasting).","Not at all",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_7","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Zaštita životne sredine (npr. predikcija klime, prognoza energetske žetve).",NA,"Ne previše",2,"Environmental protection (e.g. climate prediction, energy-harvest forecasting).","Not very much",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_7","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Zaštita životne sredine (npr. predikcija klime, prognoza energetske žetve).",NA,"Onako",3,"Environmental protection (e.g. climate prediction, energy-harvest forecasting).","So-so",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_7","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Zaštita životne sredine (npr. predikcija klime, prognoza energetske žetve).",NA,"Donekle",4,"Environmental protection (e.g. climate prediction, energy-harvest forecasting).","Somewhat",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_7","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Zaštita životne sredine (npr. predikcija klime, prognoza energetske žetve).",NA,"Mnogo",5,"Environmental protection (e.g. climate prediction, energy-harvest forecasting).","A lot",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_8","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Transport (npr. samovozeća vozila).",NA,"Uopšte ne",1,"Transport (e.g. self-driving vehicles).","Not at all",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_8","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Transport (npr. samovozeća vozila).",NA,"Ne previše",2,"Transport (e.g. self-driving vehicles).","Not very much",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_8","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Transport (npr. samovozeća vozila).",NA,"Onako",3,"Transport (e.g. self-driving vehicles).","So-so",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_8","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Transport (npr. samovozeća vozila).",NA,"Donekle",4,"Transport (e.g. self-driving vehicles).","Somewhat",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_8","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Transport (npr. samovozeća vozila).",NA,"Mnogo",5,"Transport (e.g. self-driving vehicles).","A lot",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_9","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Proizvodnja (npr. predviđanje potražnje, robotika).",NA,"Uopšte ne",1,"Manufacturing (e.g. demand forecasting, robotics).","Not at all",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_9","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Proizvodnja (npr. predviđanje potražnje, robotika).",NA,"Ne previše",2,"Manufacturing (e.g. demand forecasting, robotics).","Not very much",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_9","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Proizvodnja (npr. predviđanje potražnje, robotika).",NA,"Onako",3,"Manufacturing (e.g. demand forecasting, robotics).","So-so",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
"karajko2025_ai_benefit","karajko2025_ai_benefit_1","p7_9","Percepcije o vještačkoj inteligenciji (VI) građana BiH -- P7, procjena koliko se VI koristi po sektorima",NA,"P7. U kojoj mjeri mislite da se VI koristi u sljedećim sektorima u Bosni i Hercegovini? Molimo Vas da koristite skalu od 1 do 5 za svoj odgovor.","Proizvodnja (npr. predviđanje potražnje, robotika).",NA,"Donekle",4,"Manufacturing (e.g. demand forecasting, robotics).","Somewhat",NA,"P7. To what extent do you think AI is used in the following sectors in Bosnia and Herzegovina? Please use a scale from 1 to 5 for your answer.","Bosnian/Croatian"
