deposit,table,stratum,wave,slice
https://www.ine.gob.cl/estadisticas-por-tema/sociedad-y-condiciones-de-vida/seguridad-ciudadana,chile_2024_safety_violence,never_assessed,1,1
https://www.ine.gob.cl/estadisticas-por-tema/sociedad-y-condiciones-de-vida/seguridad-ciudadana,chile_2024_safety_violentrobbery,never_assessed,1,1
https://cran.r-project.org/web/packages/immer/index.html,immer10_immer,UNAVAILABLE,1,1
https://cran.r-project.org/web/packages/immer/index.html,immer12_immer,UNAVAILABLE,1,1
https://cran.r-project.org/web/packages/immer/index.html,ptam1_immer,UNAVAILABLE,1,1
10.1371/journal.pone.0274378,ruiz_parra_2023_ipo83,UNAVAILABLE,1,1
10.5281/zenodo.3695861,woodall_2020_bfi44,never_assessed,1,1
10.1371/journal.pone.0221754,dwyer_2019_clinton_activist,BLOCKED,1,1
10.1371/journal.pone.0288769,cinar_tanriverdi_2023_pmss,UNAVAILABLE,1,1
10.1371/journal.pone.0283170,lai_2023_parent_relation_father,UNAVAILABLE,1,1
10.1371/journal.pone.0283170,lai_2023_parent_relation_mother,UNAVAILABLE,1,1
10.1371/journal.pone.0283170,lai_2023_peer_relationship,UNAVAILABLE,1,1
10.1371/journal.pone.0283170,lai_2023_social_adaptability,UNAVAILABLE,1,1
10.1371/journal.pone.0283170,lai_2023_teacher_student_rel,UNAVAILABLE,1,1
10.1371/journal.pone.0298880,dvivdtws_ppmial_marcatto_2023_ocb,BLOCKED,1,1
10.1371/journal.pone.0298880,dvivdtws_ppmial_marcatto_2023_snaq,BLOCKED,1,1
10.1037/mot0000087,trivia_fastrich_2017,never_assessed,1,1
10.7910/dvn/lmfs1v,potocnik_2024_diabetes,never_assessed,1,1
10.1371/journal.pone.0220930,milavic_2019_psisysf,UNAVAILABLE,1,1
10.7910/dvn/urne8q,balparda_2021_korq_activity_limitation,never_assessed,1,1
10.7910/dvn/urne8q,balparda_2021_korq_symptoms,never_assessed,1,1
10.34894/8nga0r,wicherts_2023_5pft,never_assessed,1,1
10.5281/zenodo.15341219,risticdedic_2025_dhq_currentstate,never_assessed,1,2
10.5281/zenodo.15341219,risticdedic_2025_dhq_expectation,never_assessed,1,2
10.5281/zenodo.15341219,risticdedic_2025_dhq_importance,never_assessed,1,2
10.7910/dvn/dwwzsi,cosenza_2015_cfc,never_assessed,1,2
10.17632/b4byp3rn7j,aditama_2024_strs,never_assessed,1,2
10.17632/3gx5f24fpv,kermen_2022_anxiety,never_assessed,1,2
10.17632/3gx5f24fpv,kermen_2022_attention,never_assessed,1,2
10.17632/3gx5f24fpv,kermen_2022_self_efficacy,never_assessed,1,2
10.17632/3gx5f24fpv,kermen_2022_self_regulation,never_assessed,1,2
10.3758/s13428-018-1032-9,christensen_2018_wsssf_2171,never_assessed,1,2
10.3758/s13428-018-1032-9,christensen_2018_wsssf_5831,never_assessed,1,2
10.17632/hwvsd5zd4d,dai_2025_music_motivation,never_assessed,1,2
10.7717/peerj.17910,li_2024_fa,UNAVAILABLE,1,2
10.7717/peerj.17910,li_2024_spa,UNAVAILABLE,1,2
10.17632/9mjg54kcwv.5,bhs_floreskanter2021,never_assessed,1,2
table:Karim2022_tmoca_mci,Karim2022_tmoca_mci,never_assessed,1,2
10.1787/9789264010543-en,pisa2003_math,BLOCKED,1,2
10.1787/9789264010543-en,pisa2003_problem_solving,BLOCKED,1,2
10.1787/9789264010543-en,pisa2003_read,BLOCKED,1,2
10.1787/9789264010543-en,pisa2003_science,BLOCKED,1,2
10.6084/m9.figshare.33312225,perales_2026_digital_financial_literacy,never_assessed,1,2
10.6084/m9.figshare.33312225,perales_2026_financial_resilience,never_assessed,1,2
10.1371/journal.pone.0191632,yang_2018_anxiety,UNAVAILABLE,1,2
https://bidat.gob.cl/details/ficha/dataset/e3ceb7aa-95a8-4838-909b-155719847d21,chile_2023_children-adolescents-survey_aa,never_assessed,1,2
https://bidat.gob.cl/details/ficha/dataset/e3ceb7aa-95a8-4838-909b-155719847d21,chile_2023_children-adolescents-survey_cp_a,never_assessed,1,2
https://bidat.gob.cl/details/ficha/dataset/e3ceb7aa-95a8-4838-909b-155719847d21,chile_2023_children-adolescents-survey_cp_c,never_assessed,1,2
https://bidat.gob.cl/details/ficha/dataset/e3ceb7aa-95a8-4838-909b-155719847d21,chile_2023_children-adolescents-survey_g,never_assessed,1,2
https://bidat.gob.cl/details/ficha/dataset/e3ceb7aa-95a8-4838-909b-155719847d21,chile_2023_children-adolescents-survey_k,never_assessed,1,2
https://bidat.gob.cl/details/ficha/dataset/e3ceb7aa-95a8-4838-909b-155719847d21,chile_2023_children-adolescents-survey_n,never_assessed,1,2
10.3758/s13428-022-01887-4,DEMOS,UNAVAILABLE,1,2
table:robison_2026_retesting_ns,robison_2026_retesting_ns,never_assessed,1,2
https://www.kaggle.com/datasets/luckyt/imo-scores?select=imo_results.csv,imos_1984,never_assessed,1,2
10.1007/s10826-022-02497-6,cbq_huczewska2022,never_assessed,1,2
10.31234/osf.io/4z86w,vocab_assessment_3_to_8_year_old_children,never_assessed,1,2
10.17632/btrrmwtfmh,mboya_2020_gds15,never_assessed,1,2
10.1002/ab.22088,hyatt_2023_aggression_aeq,never_assessed,1,2
10.1002/ab.22088,hyatt_2023_aggression_cab,never_assessed,1,2
10.1002/ab.22088,hyatt_2023_aggression_neo,never_assessed,1,2
10.1002/ab.22088,hyatt_2023_aggression_prelim2_epa,never_assessed,1,2
10.1002/ab.22088,hyatt_2023_aggression_rpa,never_assessed,1,2
10.1002/ab.22088,hyatt_2023_aggression_s3_acme,never_assessed,1,2
10.1002/ab.22088,hyatt_2023_aggression_s3_bpaq,never_assessed,1,2
10.1002/ab.22088,hyatt_2023_aggression_s3_cast,never_assessed,1,2
10.1002/ab.22088,hyatt_2023_aggression_s3_daq,never_assessed,1,2
10.1002/ab.22088,hyatt_2023_aggression_s3_srp4,never_assessed,1,2
10.1002/ab.22088,hyatt_2023_aggression_s3_ssis,never_assessed,1,2
10.1371/journal.pone.0266762,rivero_2022_piccolo_father,UNAVAILABLE,1,3
10.1371/journal.pone.0303965,wang_2024_emotion1,UNAVAILABLE,1,3
10.1371/journal.pone.0303965,wang_2024_emotion5,UNAVAILABLE,1,3
table:Zanesco_2023_Zanescoetal2020,Zanesco_2023_Zanescoetal2020,never_assessed,1,3
10.3389/fpsyg.2019.02550,ren2019_ypic,UNAVAILABLE,1,3
10.3389/fpsyg.2019.02550,ren_2019_cpti,UNAVAILABLE,1,3
10.3389/fpsyg.2019.02550,ren_2019_ypic,UNAVAILABLE,1,3
10.7717/peerj.16295,moon_2023_coping_emotion,UNAVAILABLE,1,3
10.7717/peerj.16295,moon_2023_coping_problem,UNAVAILABLE,1,3
10.7717/peerj.16295,moon_2023_korean_proficiency,UNAVAILABLE,1,3
10.7717/peerj.16295,moon_2023_pregnancy_stress,UNAVAILABLE,1,3
10.7717/peerj.16295,moon_2023_selfesteem,UNAVAILABLE,1,3
10.7717/peerj.16295,moon_2023_spousal_support,UNAVAILABLE,1,3
10.25421/yorksj.32113705,milson_2026_body_satisfaction,never_assessed,1,3
10.25421/yorksj.32113705,milson_2026_self_esteem,never_assessed,1,3
10.25421/yorksj.32113705,milson_2026_social_media_use,never_assessed,1,3
10.3758/s13428-025-02707-1,mclaughlin_samuel_2025_auditory_session_1,never_assessed,1,3
10.3758/s13428-025-02707-1,mclaughlin_samuel_2025_auditory_session_2,never_assessed,1,3
10.7717/peerj.19428,temesgen_2025_elephant_conserv_attitude,UNAVAILABLE,1,3
10.1371/journal.pone.0280919,hua_2023_efl_academic_procrastination,UNAVAILABLE,1,3
10.1371/journal.pone.0280919,hua_2023_efl_academic_self_concept,UNAVAILABLE,1,3
table:robison_2026_retesting_letter,robison_2026_retesting_letter,never_assessed,1,3
10.6084/m9.figshare.26820745,jeilani_2024_emotional,UNAVAILABLE,1,3
10.6084/m9.figshare.26820745,jeilani_2024_personal_growth,UNAVAILABLE,1,3
10.6084/m9.figshare.26820745,jeilani_2024_proactivity,UNAVAILABLE,1,3
10.6084/m9.figshare.26820745,jeilani_2024_purpose_in_life,UNAVAILABLE,1,3
10.6084/m9.figshare.26820745,jeilani_2024_social_anxiety,UNAVAILABLE,1,3
10.6084/m9.figshare.26820745,jeilani_2024_social_outcomes,UNAVAILABLE,1,3
10.6084/m9.figshare.26820745,jeilani_2024_social_support_family,UNAVAILABLE,1,3
10.2307/30039042,chess_lnirt,UNAVAILABLE,1,3
10.5334/jopd.127,ehealth_rioux_2025_abiliti,never_assessed,1,3
10.5334/jopd.127,ehealth_rioux_2025_beam,never_assessed,1,3
10.5334/jopd.127,ehealth_rioux_2025_gad,never_assessed,1,3
10.5334/jopd.127,ehealth_rioux_2025_mssps,never_assessed,1,3
10.5334/jopd.127,ehealth_rioux_2025_pci,never_assessed,1,3
10.5334/jopd.127,ehealth_rioux_2025_phq,never_assessed,1,3
10.5334/jopd.127,ehealth_rioux_2025_rse,never_assessed,1,3
10.5334/jopd.127,ehealth_rioux_2025_rses,never_assessed,1,3
10.5334/jopd.127,ehealth_rioux_2025_triplep,never_assessed,1,3
10.1371/journal.pone.0214624,he_2019_flipped_classroom_attitudes,UNAVAILABLE,1,3
10.1371/journal.pone.0214624,he_2019_flipped_classroom_satisfaction,UNAVAILABLE,1,3
10.1371/journal.pone.0247114,dudasova_2021_hope,UNAVAILABLE,1,3
10.1371/journal.pone.0247114,dudasova_2021_job_satisfaction,UNAVAILABLE,1,3
10.1371/journal.pone.0247114,dudasova_2021_performance,UNAVAILABLE,1,3
10.1371/journal.pone.0247114,dudasova_2021_positive_affect,UNAVAILABLE,1,3
10.1371/journal.pone.0247114,dudasova_2021_social_support,UNAVAILABLE,1,3
10.5281/zenodo.10812303,alqerem_2024_diabetic_health_literacy,never_assessed,1,3
table:robison_2026_retesting_simon,robison_2026_retesting_simon,never_assessed,1,3
https://www.cis.es/es/estudios/estudio-sobre-identidades-culturales-nacionales-y-europeas?cuestionario=17764&muestra=25769&pregunta=636881&variable=1003464&charttype=bar,spain_2023_identity_authenticity,never_assessed,1,3
https://www.cis.es/es/estudios/estudio-sobre-identidades-culturales-nacionales-y-europeas?cuestionario=17764&muestra=25769&pregunta=636881&variable=1003464&charttype=bar,spain_2023_identity_centralism,never_assessed,1,3
https://www.cis.es/es/estudios/estudio-sobre-identidades-culturales-nacionales-y-europeas?cuestionario=17764&muestra=25769&pregunta=636881&variable=1003464&charttype=bar,spain_2023_identity_europe,never_assessed,1,3
https://www.cis.es/es/estudios/estudio-sobre-identidades-culturales-nacionales-y-europeas?cuestionario=17764&muestra=25769&pregunta=636881&variable=1003464&charttype=bar,spain_2023_identity_identification,never_assessed,1,3
https://www.cis.es/es/estudios/estudio-sobre-identidades-culturales-nacionales-y-europeas?cuestionario=17764&muestra=25769&pregunta=636881&variable=1003464&charttype=bar,spain_2023_identity_patriotism,never_assessed,1,3
https://www.cis.es/es/estudios/estudio-sobre-identidades-culturales-nacionales-y-europeas?cuestionario=17764&muestra=25769&pregunta=636881&variable=1003464&charttype=bar,spain_2023_identity_pride,never_assessed,1,3
https://www.cis.es/es/estudios/estudio-sobre-identidades-culturales-nacionales-y-europeas?cuestionario=17764&muestra=25769&pregunta=636881&variable=1003464&charttype=bar,spain_2023_identity_state,never_assessed,1,3
https://www.cis.es/es/estudios/estudio-sobre-identidades-culturales-nacionales-y-europeas?cuestionario=17764&muestra=25769&pregunta=636881&variable=1003464&charttype=bar,spain_2023_identity_territorial,never_assessed,1,3
10.7910/dvn/ni4zqa,PrEPAdherence_Zissette_2021,UNAVAILABLE,1,3
10.3886/e174781v1,gilbert_meta_43,BLOCKED,1,3
https://www.cis.es/es/estudios/calidad-de-los-servicios-publicos-viii-?charttype=bar&cuestionario=16908&muestra=22449&pregunta=536716&variable=603732,spain_2013_services_complaints,never_assessed,1,4
https://www.cis.es/es/estudios/calidad-de-los-servicios-publicos-viii-?charttype=bar&cuestionario=16908&muestra=22449&pregunta=536716&variable=603732,spain_2013_services_functioning,never_assessed,1,4
https://www.cis.es/es/estudios/calidad-de-los-servicios-publicos-viii-?charttype=bar&cuestionario=16908&muestra=22449&pregunta=536716&variable=603732,spain_2013_services_importance,never_assessed,1,4
https://www.cis.es/es/estudios/calidad-de-los-servicios-publicos-viii-?charttype=bar&cuestionario=16908&muestra=22449&pregunta=536716&variable=603732,spain_2013_services_inpersonsat,never_assessed,1,4
https://www.cis.es/es/estudios/calidad-de-los-servicios-publicos-viii-?charttype=bar&cuestionario=16908&muestra=22449&pregunta=536716&variable=603732,spain_2013_services_internet,never_assessed,1,4
https://www.cis.es/es/estudios/calidad-de-los-servicios-publicos-viii-?charttype=bar&cuestionario=16908&muestra=22449&pregunta=536716&variable=603732,spain_2013_services_internetout,never_assessed,1,4
https://www.cis.es/es/estudios/calidad-de-los-servicios-publicos-viii-?charttype=bar&cuestionario=16908&muestra=22449&pregunta=536716&variable=603732,spain_2013_services_offices,never_assessed,1,4
https://www.cis.es/es/estudios/calidad-de-los-servicios-publicos-viii-?charttype=bar&cuestionario=16908&muestra=22449&pregunta=536716&variable=603732,spain_2013_services_othercontact,never_assessed,1,4
https://www.cis.es/es/estudios/calidad-de-los-servicios-publicos-viii-?charttype=bar&cuestionario=16908&muestra=22449&pregunta=536716&variable=603732,spain_2013_services_purpose,never_assessed,1,4
https://www.cis.es/es/estudios/calidad-de-los-servicios-publicos-viii-?charttype=bar&cuestionario=16908&muestra=22449&pregunta=536716&variable=603732,spain_2013_services_services,never_assessed,1,4
table:dicarlo_2026_attentioncontrol_arces,dicarlo_2026_attentioncontrol_arces,never_assessed,1,4
10.6084/m9.figshare.7582019,dasilva_2019_crt,never_assessed,1,4
https://www4.ine.gub.uy/anda5/index.php/catalog/736/get-microdata,uruguay_2022_technology_access,never_assessed,1,4
https://www4.ine.gub.uy/anda5/index.php/catalog/736/get-microdata,uruguay_2022_technology_barriers,never_assessed,1,4
https://www4.ine.gub.uy/anda5/index.php/catalog/736/get-microdata,uruguay_2022_technology_communication,never_assessed,1,4
https://www4.ine.gub.uy/anda5/index.php/catalog/736/get-microdata,uruguay_2022_technology_devices,never_assessed,1,4
https://www4.ine.gub.uy/anda5/index.php/catalog/736/get-microdata,uruguay_2022_technology_entertainment,never_assessed,1,4
https://www4.ine.gub.uy/anda5/index.php/catalog/736/get-microdata,uruguay_2022_technology_govperception,never_assessed,1,4
https://www4.ine.gub.uy/anda5/index.php/catalog/736/get-microdata,uruguay_2022_technology_govservices,never_assessed,1,4
https://www4.ine.gub.uy/anda5/index.php/catalog/736/get-microdata,uruguay_2022_technology_information,never_assessed,1,4
https://www4.ine.gub.uy/anda5/index.php/catalog/736/get-microdata,uruguay_2022_technology_ownership,never_assessed,1,4
https://www4.ine.gub.uy/anda5/index.php/catalog/736/get-microdata,uruguay_2022_technology_places,never_assessed,1,4
https://www4.ine.gub.uy/anda5/index.php/catalog/736/get-microdata,uruguay_2022_technology_safety,never_assessed,1,4
https://www4.ine.gub.uy/anda5/index.php/catalog/736/get-microdata,uruguay_2022_technology_skills,never_assessed,1,4
https://www4.ine.gub.uy/anda5/index.php/catalog/736/get-microdata,uruguay_2022_technology_socialmedia,never_assessed,1,4
https://www4.ine.gub.uy/anda5/index.php/catalog/736/get-microdata,uruguay_2022_technology_streaming,never_assessed,1,4
https://www4.ine.gub.uy/anda5/index.php/catalog/736/get-microdata,uruguay_2022_technology_transactions,never_assessed,1,4
https://www4.ine.gub.uy/anda5/index.php/catalog/736/get-microdata,uruguay_2022_technology_work,never_assessed,1,4
10.1371/journal.pone.0325835,ye_2025_q15_scale,UNAVAILABLE,1,4
10.1371/journal.pone.0325835,ye_2025_q32_scale,UNAVAILABLE,1,4
10.5281/zenodo.7219876,tu_2022_achievement_motivation,never_assessed,1,4
10.3886/e182542v1,gilbert_meta_21,BLOCKED,1,4
10.7910/dvn/svgxvf,goldberg_2018_hpq_h,never_assessed,1,4
10.1371/journal.pone.0249397,kowal_2021_kidney_donor_body_image,BLOCKED,1,4
https://www.cis.es/es/estudios/percepcion-social-del-amor?cuestionario=17968&muestra=26284&pregunta=658784&variable=1102094&charttype=bar,spain_2026_love_apps,never_assessed,1,4
https://www.cis.es/es/estudios/percepcion-social-del-amor?cuestionario=17968&muestra=26284&pregunta=658784&variable=1102094&charttype=bar,spain_2026_love_association,never_assessed,1,4
https://www.cis.es/es/estudios/percepcion-social-del-amor?cuestionario=17968&muestra=26284&pregunta=658784&variable=1102094&charttype=bar,spain_2026_love_attitudes,never_assessed,1,4
https://www.cis.es/es/estudios/percepcion-social-del-amor?cuestionario=17968&muestra=26284&pregunta=658784&variable=1102094&charttype=bar,spain_2026_love_conceptions,never_assessed,1,4
https://www.cis.es/es/estudios/percepcion-social-del-amor?cuestionario=17968&muestra=26284&pregunta=658784&variable=1102094&charttype=bar,spain_2026_love_desire,never_assessed,1,4
https://www.cis.es/es/estudios/percepcion-social-del-amor?cuestionario=17968&muestra=26284&pregunta=658784&variable=1102094&charttype=bar,spain_2026_love_gestures,never_assessed,1,4
https://www.cis.es/es/estudios/percepcion-social-del-amor?cuestionario=17968&muestra=26284&pregunta=658784&variable=1102094&charttype=bar,spain_2026_love_importance,never_assessed,1,4
https://www.cis.es/es/estudios/percepcion-social-del-amor?cuestionario=17968&muestra=26284&pregunta=658784&variable=1102094&charttype=bar,spain_2026_love_usage,never_assessed,1,4
10.17605/osf.io/9j6hm,test_taking_much_2025_ao,never_assessed,1,4
10.17605/osf.io/9j6hm,test_taking_much_2025_cm,never_assessed,1,4
10.17605/osf.io/9j6hm,test_taking_much_2025_ct,never_assessed,1,4
10.17605/osf.io/9j6hm,test_taking_much_2025_ef,never_assessed,1,4
10.17605/osf.io/9j6hm,test_taking_much_2025_mr,never_assessed,1,4
10.1027/1015-5759/a000807,sabers_vesper2023,BLOCKED,1,4
10.3758/s13428-024-02480-7,idcr_martinez_2023_analogies,never_assessed,1,4
10.3758/s13428-024-02480-7,idcr_martinez_2023_info,never_assessed,1,4
10.3758/s13428-024-02480-7,idcr_martinez_2023_lns,never_assessed,1,4
10.3758/s13428-024-02480-7,idcr_martinez_2023_matches,never_assessed,1,4
10.3758/s13428-024-02480-7,idcr_martinez_2023_numSeries,never_assessed,1,4
10.3758/s13428-024-02480-7,idcr_martinez_2023_ps,never_assessed,1,4
10.3758/s13428-024-02480-7,idcr_martinez_2023_raco,never_assessed,1,4
10.3758/s13428-024-02480-7,idcr_martinez_2023_ravens,never_assessed,1,4
10.3758/s13428-024-02480-7,idcr_martinez_2023_vocab,never_assessed,1,4
https://www.cis.es/es/estudios/actitudes-hacia-la-cooperacion-internacional-ii-?cuestionario=17131&muestra=23645&pregunta=571719&variable=741089&charttype=bar,spain_2016_cooperation_awareness,never_assessed,1,4
https://www.cis.es/es/estudios/actitudes-hacia-la-cooperacion-internacional-ii-?cuestionario=17131&muestra=23645&pregunta=571719&variable=741089&charttype=bar,spain_2016_cooperation_duty,never_assessed,1,4
https://www.cis.es/es/estudios/actitudes-hacia-la-cooperacion-internacional-ii-?cuestionario=17131&muestra=23645&pregunta=571719&variable=741089&charttype=bar,spain_2016_cooperation_funding,never_assessed,1,4
https://www.cis.es/es/estudios/actitudes-hacia-la-cooperacion-internacional-ii-?cuestionario=17131&muestra=23645&pregunta=571719&variable=741089&charttype=bar,spain_2016_cooperation_interest,never_assessed,1,4
10.7910/dvn/mxyemc,baquerotomas_2026_ders,never_assessed,1,4
10.7910/dvn/mxyemc,baquerotomas_2026_emas,never_assessed,1,4
10.7910/dvn/mxyemc,baquerotomas_2026_gad7,never_assessed,1,4
10.7910/dvn/mxyemc,baquerotomas_2026_neoffi,never_assessed,1,4
10.7910/dvn/mxyemc,baquerotomas_2026_phq9,never_assessed,1,4
10.7910/dvn/mxyemc,baquerotomas_2026_pil,never_assessed,1,4
10.7910/dvn/mxyemc,baquerotomas_2026_spsi,never_assessed,1,4
10.6084/m9.figshare.31427369,chowdhury2026_ai_intentions,UNAVAILABLE,1,4
10.6084/m9.figshare.31427369,chowdhury2026_ai_literacy,UNAVAILABLE,1,4
10.6084/m9.figshare.31427369,chowdhury2026_ai_vignette,UNAVAILABLE,1,4
10.6084/m9.figshare.32044005,wolters2026_css,BLOCKED,1,4
10.6084/m9.figshare.32044005,wolters2026_symptom_concerns,BLOCKED,1,4
10.1371/journal.pone.0230103,chanal_2020_ecole,UNAVAILABLE,1,4
