"table","section_id","item","instrument","instructions","section_prompt","section_prompt_translated","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp","language"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_1","a11","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré unas preguntas sobre su satisfacción con respecto a su vida y otros ámbitos.","Next, I will ask you some questions about your satisfaction with your life and other areas.","¿Cuán satisfecho(a) o insatisfecho(a) está usted con la seguridad de su comuna o localidad?, donde 1 es totalmente insatisfecho(a), 2 insatisfecho(a), 3 indiferente, 4 satisfecho(a) y 5 totalmente satisfecho(a).","How satisfied or dissatisfied are you with the safety of your municipality or locality? Where 1 is totally dissatisfied, 2 dissatisfied, 3 indifferent, 4 satisfied and 5 totally satisfied.",NA,"Totalmente insatisfecho(a)","Totally dissatisfied",1,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_1","a11","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré unas preguntas sobre su satisfacción con respecto a su vida y otros ámbitos.","Next, I will ask you some questions about your satisfaction with your life and other areas.","¿Cuán satisfecho(a) o insatisfecho(a) está usted con la seguridad de su comuna o localidad?, donde 1 es totalmente insatisfecho(a), 2 insatisfecho(a), 3 indiferente, 4 satisfecho(a) y 5 totalmente satisfecho(a).","How satisfied or dissatisfied are you with the safety of your municipality or locality? Where 1 is totally dissatisfied, 2 dissatisfied, 3 indifferent, 4 satisfied and 5 totally satisfied.",NA,"Insatisfecho(a)","Dissatisfied",2,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_1","a11","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré unas preguntas sobre su satisfacción con respecto a su vida y otros ámbitos.","Next, I will ask you some questions about your satisfaction with your life and other areas.","¿Cuán satisfecho(a) o insatisfecho(a) está usted con la seguridad de su comuna o localidad?, donde 1 es totalmente insatisfecho(a), 2 insatisfecho(a), 3 indiferente, 4 satisfecho(a) y 5 totalmente satisfecho(a).","How satisfied or dissatisfied are you with the safety of your municipality or locality? Where 1 is totally dissatisfied, 2 dissatisfied, 3 indifferent, 4 satisfied and 5 totally satisfied.",NA,"Indiferente","Indifferent",3,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_1","a11","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré unas preguntas sobre su satisfacción con respecto a su vida y otros ámbitos.","Next, I will ask you some questions about your satisfaction with your life and other areas.","¿Cuán satisfecho(a) o insatisfecho(a) está usted con la seguridad de su comuna o localidad?, donde 1 es totalmente insatisfecho(a), 2 insatisfecho(a), 3 indiferente, 4 satisfecho(a) y 5 totalmente satisfecho(a).","How satisfied or dissatisfied are you with the safety of your municipality or locality? Where 1 is totally dissatisfied, 2 dissatisfied, 3 indifferent, 4 satisfied and 5 totally satisfied.",NA,"Satisfecho(a)","Satisfied",4,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_1","a11","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré unas preguntas sobre su satisfacción con respecto a su vida y otros ámbitos.","Next, I will ask you some questions about your satisfaction with your life and other areas.","¿Cuán satisfecho(a) o insatisfecho(a) está usted con la seguridad de su comuna o localidad?, donde 1 es totalmente insatisfecho(a), 2 insatisfecho(a), 3 indiferente, 4 satisfecho(a) y 5 totalmente satisfecho(a).","How satisfied or dissatisfied are you with the safety of your municipality or locality? Where 1 is totally dissatisfied, 2 dissatisfied, 3 indifferent, 4 satisfied and 5 totally satisfied.",NA,"Totalmente satisfecho(a)","Totally satisfied",5,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_1","a12","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré unas preguntas sobre su satisfacción con respecto a su vida y otros ámbitos.","Next, I will ask you some questions about your satisfaction with your life and other areas.","En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con sus relaciones personales con familiares, amistades y otras personas que conoce? donde 1 es totalmente insatisfecho(a), 2 insatisfecho(a), 3 indiferente, 4 satisfecho(a) y 5 totalmente satisfecho(a).","In general, how satisfied or dissatisfied are you with your personal relationships with family, friends and other people you know? Where 1 is totally dissatisfied, 2 dissatisfied, 3 indifferent, 4 satisfied and 5 totally satisfied.",NA,"Totalmente insatisfecho(a)","Totally dissatisfied",1,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_1","a12","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré unas preguntas sobre su satisfacción con respecto a su vida y otros ámbitos.","Next, I will ask you some questions about your satisfaction with your life and other areas.","En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con sus relaciones personales con familiares, amistades y otras personas que conoce? donde 1 es totalmente insatisfecho(a), 2 insatisfecho(a), 3 indiferente, 4 satisfecho(a) y 5 totalmente satisfecho(a).","In general, how satisfied or dissatisfied are you with your personal relationships with family, friends and other people you know? Where 1 is totally dissatisfied, 2 dissatisfied, 3 indifferent, 4 satisfied and 5 totally satisfied.",NA,"Insatisfecho(a)","Dissatisfied",2,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_1","a12","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré unas preguntas sobre su satisfacción con respecto a su vida y otros ámbitos.","Next, I will ask you some questions about your satisfaction with your life and other areas.","En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con sus relaciones personales con familiares, amistades y otras personas que conoce? donde 1 es totalmente insatisfecho(a), 2 insatisfecho(a), 3 indiferente, 4 satisfecho(a) y 5 totalmente satisfecho(a).","In general, how satisfied or dissatisfied are you with your personal relationships with family, friends and other people you know? Where 1 is totally dissatisfied, 2 dissatisfied, 3 indifferent, 4 satisfied and 5 totally satisfied.",NA,"Indiferente","Indifferent",3,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_1","a12","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré unas preguntas sobre su satisfacción con respecto a su vida y otros ámbitos.","Next, I will ask you some questions about your satisfaction with your life and other areas.","En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con sus relaciones personales con familiares, amistades y otras personas que conoce? donde 1 es totalmente insatisfecho(a), 2 insatisfecho(a), 3 indiferente, 4 satisfecho(a) y 5 totalmente satisfecho(a).","In general, how satisfied or dissatisfied are you with your personal relationships with family, friends and other people you know? Where 1 is totally dissatisfied, 2 dissatisfied, 3 indifferent, 4 satisfied and 5 totally satisfied.",NA,"Satisfecho(a)","Satisfied",4,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_1","a12","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré unas preguntas sobre su satisfacción con respecto a su vida y otros ámbitos.","Next, I will ask you some questions about your satisfaction with your life and other areas.","En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con sus relaciones personales con familiares, amistades y otras personas que conoce? donde 1 es totalmente insatisfecho(a), 2 insatisfecho(a), 3 indiferente, 4 satisfecho(a) y 5 totalmente satisfecho(a).","In general, how satisfied or dissatisfied are you with your personal relationships with family, friends and other people you know? Where 1 is totally dissatisfied, 2 dissatisfied, 3 indifferent, 4 satisfied and 5 totally satisfied.",NA,"Totalmente satisfecho(a)","Totally satisfied",5,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_2","a2_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré algunas preguntas respecto a cómo se sintió el día de ayer.","Next, I will ask you some questions about how you felt yesterday.","¿Cuán feliz se sintió ayer?, donde 1 es nada, 2 es poco, 3 es algo, 4 es bastante y 5 es muy feliz.","How happy did you feel yesterday? Where 1 is not at all, 2 is a little, 3 is somewhat, 4 is quite and 5 is very happy.",NA,"Nada","Not at all",1,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_2","a2_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré algunas preguntas respecto a cómo se sintió el día de ayer.","Next, I will ask you some questions about how you felt yesterday.","¿Cuán feliz se sintió ayer?, donde 1 es nada, 2 es poco, 3 es algo, 4 es bastante y 5 es muy feliz.","How happy did you feel yesterday? Where 1 is not at all, 2 is a little, 3 is somewhat, 4 is quite and 5 is very happy.",NA,"Poco","A little",2,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_2","a2_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré algunas preguntas respecto a cómo se sintió el día de ayer.","Next, I will ask you some questions about how you felt yesterday.","¿Cuán feliz se sintió ayer?, donde 1 es nada, 2 es poco, 3 es algo, 4 es bastante y 5 es muy feliz.","How happy did you feel yesterday? Where 1 is not at all, 2 is a little, 3 is somewhat, 4 is quite and 5 is very happy.",NA,"Algo","Somewhat",3,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_2","a2_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré algunas preguntas respecto a cómo se sintió el día de ayer.","Next, I will ask you some questions about how you felt yesterday.","¿Cuán feliz se sintió ayer?, donde 1 es nada, 2 es poco, 3 es algo, 4 es bastante y 5 es muy feliz.","How happy did you feel yesterday? Where 1 is not at all, 2 is a little, 3 is somewhat, 4 is quite and 5 is very happy.",NA,"Bastante","Quite",4,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_2","a2_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré algunas preguntas respecto a cómo se sintió el día de ayer.","Next, I will ask you some questions about how you felt yesterday.","¿Cuán feliz se sintió ayer?, donde 1 es nada, 2 es poco, 3 es algo, 4 es bastante y 5 es muy feliz.","How happy did you feel yesterday? Where 1 is not at all, 2 is a little, 3 is somewhat, 4 is quite and 5 is very happy.",NA,"Muy","Very",5,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_2","a2_b","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré algunas preguntas respecto a cómo se sintió el día de ayer.","Next, I will ask you some questions about how you felt yesterday.","Y, ¿cuán tranquilo(a) se sintió ayer?, donde 1 es nada, 2 es poco, 3 es algo, 4 es bastante y 5 es muy tranquilo(a).","And how calm did you feel yesterday? Where 1 is not at all, 2 is a little, 3 is somewhat, 4 is quite and 5 is very calm.",NA,"Nada","Not at all",1,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_2","a2_b","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré algunas preguntas respecto a cómo se sintió el día de ayer.","Next, I will ask you some questions about how you felt yesterday.","Y, ¿cuán tranquilo(a) se sintió ayer?, donde 1 es nada, 2 es poco, 3 es algo, 4 es bastante y 5 es muy tranquilo(a).","And how calm did you feel yesterday? Where 1 is not at all, 2 is a little, 3 is somewhat, 4 is quite and 5 is very calm.",NA,"Poco","A little",2,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_2","a2_b","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré algunas preguntas respecto a cómo se sintió el día de ayer.","Next, I will ask you some questions about how you felt yesterday.","Y, ¿cuán tranquilo(a) se sintió ayer?, donde 1 es nada, 2 es poco, 3 es algo, 4 es bastante y 5 es muy tranquilo(a).","And how calm did you feel yesterday? Where 1 is not at all, 2 is a little, 3 is somewhat, 4 is quite and 5 is very calm.",NA,"Algo","Somewhat",3,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_2","a2_b","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré algunas preguntas respecto a cómo se sintió el día de ayer.","Next, I will ask you some questions about how you felt yesterday.","Y, ¿cuán tranquilo(a) se sintió ayer?, donde 1 es nada, 2 es poco, 3 es algo, 4 es bastante y 5 es muy tranquilo(a).","And how calm did you feel yesterday? Where 1 is not at all, 2 is a little, 3 is somewhat, 4 is quite and 5 is very calm.",NA,"Bastante","Quite",4,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_2","a2_b","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré algunas preguntas respecto a cómo se sintió el día de ayer.","Next, I will ask you some questions about how you felt yesterday.","Y, ¿cuán tranquilo(a) se sintió ayer?, donde 1 es nada, 2 es poco, 3 es algo, 4 es bastante y 5 es muy tranquilo(a).","And how calm did you feel yesterday? Where 1 is not at all, 2 is a little, 3 is somewhat, 4 is quite and 5 is very calm.",NA,"Muy","Very",5,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_2","a2_c","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré algunas preguntas respecto a cómo se sintió el día de ayer.","Next, I will ask you some questions about how you felt yesterday.","Y, ¿cuán enojado(a) se sintió ayer?, donde 1 es nada, 2 es poco, 3 es algo, 4 es bastante y 5 es muy enojado(a).","And how angry did you feel yesterday? Where 1 is not at all, 2 is a little, 3 is somewhat, 4 is quite and 5 is very angry.",NA,"Nada","Not at all",1,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_2","a2_c","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré algunas preguntas respecto a cómo se sintió el día de ayer.","Next, I will ask you some questions about how you felt yesterday.","Y, ¿cuán enojado(a) se sintió ayer?, donde 1 es nada, 2 es poco, 3 es algo, 4 es bastante y 5 es muy enojado(a).","And how angry did you feel yesterday? Where 1 is not at all, 2 is a little, 3 is somewhat, 4 is quite and 5 is very angry.",NA,"Poco","A little",2,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_2","a2_c","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré algunas preguntas respecto a cómo se sintió el día de ayer.","Next, I will ask you some questions about how you felt yesterday.","Y, ¿cuán enojado(a) se sintió ayer?, donde 1 es nada, 2 es poco, 3 es algo, 4 es bastante y 5 es muy enojado(a).","And how angry did you feel yesterday? Where 1 is not at all, 2 is a little, 3 is somewhat, 4 is quite and 5 is very angry.",NA,"Algo","Somewhat",3,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_2","a2_c","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré algunas preguntas respecto a cómo se sintió el día de ayer.","Next, I will ask you some questions about how you felt yesterday.","Y, ¿cuán enojado(a) se sintió ayer?, donde 1 es nada, 2 es poco, 3 es algo, 4 es bastante y 5 es muy enojado(a).","And how angry did you feel yesterday? Where 1 is not at all, 2 is a little, 3 is somewhat, 4 is quite and 5 is very angry.",NA,"Bastante","Quite",4,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_2","a2_c","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré algunas preguntas respecto a cómo se sintió el día de ayer.","Next, I will ask you some questions about how you felt yesterday.","Y, ¿cuán enojado(a) se sintió ayer?, donde 1 es nada, 2 es poco, 3 es algo, 4 es bastante y 5 es muy enojado(a).","And how angry did you feel yesterday? Where 1 is not at all, 2 is a little, 3 is somewhat, 4 is quite and 5 is very angry.",NA,"Muy","Very",5,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_2","a2_d","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré algunas preguntas respecto a cómo se sintió el día de ayer.","Next, I will ask you some questions about how you felt yesterday.","Y, ¿cuán triste se sintió ayer?, donde 1 es nada, 2 es poco, 3 es algo, 4 es bastante y 5 es muy triste.","And how sad did you feel yesterday? Where 1 is not at all, 2 is a little, 3 is somewhat, 4 is quite and 5 is very sad.",NA,"Nada","Not at all",1,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_2","a2_d","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré algunas preguntas respecto a cómo se sintió el día de ayer.","Next, I will ask you some questions about how you felt yesterday.","Y, ¿cuán triste se sintió ayer?, donde 1 es nada, 2 es poco, 3 es algo, 4 es bastante y 5 es muy triste.","And how sad did you feel yesterday? Where 1 is not at all, 2 is a little, 3 is somewhat, 4 is quite and 5 is very sad.",NA,"Poco","A little",2,"Spanish"
"chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a_2","a2_d","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"A continuación, le haré algunas preguntas respecto a cómo se sintió el día de ayer.","Next, I will ask you some questions about how you felt yesterday.","Y, ¿cuán triste se sintió ayer?, donde 1 es nada, 2 es poco, 3 es algo, 4 es bastante y 5 es muy triste.","And how sad did you feel yesterday? Where 1 is not at all, 2 is a little, 3 is somewhat, 4 is quite and 5 is very sad.",NA,"Algo","Somewhat",3,"Spanish"
