"table","section_id","item","instrument","language","instructions","instructions_translated","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_6","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Chesús Yuste","Chesús Yuste",NA,"Muy bien","Very good",1
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_6","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Chesús Yuste","Chesús Yuste",NA,"Bastante bien","Fairly good",2
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_6","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Chesús Yuste","Chesús Yuste",NA,"Bastante mal","Fairly bad",4
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_6","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Chesús Yuste","Chesús Yuste",NA,"Muy mal","Very bad",5
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_7","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Rosa Díez","Rosa Díez",NA,"Muy bien","Very good",1
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_7","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Rosa Díez","Rosa Díez",NA,"Bastante bien","Fairly good",2
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_7","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Rosa Díez","Rosa Díez",NA,"Bastante mal","Fairly bad",4
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_7","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Rosa Díez","Rosa Díez",NA,"Muy mal","Very bad",5
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_8","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Aitor Esteban","Aitor Esteban",NA,"Muy bien","Very good",1
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_8","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Aitor Esteban","Aitor Esteban",NA,"Bastante bien","Fairly good",2
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_8","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Aitor Esteban","Aitor Esteban",NA,"Bastante mal","Fairly bad",4
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_8","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Aitor Esteban","Aitor Esteban",NA,"Muy mal","Very bad",5
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_9","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Xabier Mikel Errekondo","Xabier Mikel Errekondo",NA,"Muy bien","Very good",1
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_9","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Xabier Mikel Errekondo","Xabier Mikel Errekondo",NA,"Bastante bien","Fairly good",2
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_9","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Xabier Mikel Errekondo","Xabier Mikel Errekondo",NA,"Bastante mal","Fairly bad",4
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_9","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Xabier Mikel Errekondo","Xabier Mikel Errekondo",NA,"Muy mal","Very bad",5
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_10","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Alfred Bosch","Alfred Bosch",NA,"Muy bien","Very good",1
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_10","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Alfred Bosch","Alfred Bosch",NA,"Bastante bien","Fairly good",2
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_10","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Alfred Bosch","Alfred Bosch",NA,"Bastante mal","Fairly bad",4
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_10","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Alfred Bosch","Alfred Bosch",NA,"Muy mal","Very bad",5
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_11","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Pedro Quevedo","Pedro Quevedo",NA,"Muy bien","Very good",1
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_11","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Pedro Quevedo","Pedro Quevedo",NA,"Bastante bien","Fairly good",2
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_11","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Pedro Quevedo","Pedro Quevedo",NA,"Bastante mal","Fairly bad",4
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_11","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Pedro Quevedo","Pedro Quevedo",NA,"Muy mal","Very bad",5
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_12","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Mª Olaia Fernández Dávila","Mª Olaia Fernández Dávila",NA,"Muy bien","Very good",1
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_12","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Mª Olaia Fernández Dávila","Mª Olaia Fernández Dávila",NA,"Bastante bien","Fairly good",2
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_12","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Mª Olaia Fernández Dávila","Mª Olaia Fernández Dávila",NA,"Bastante mal","Fairly bad",4
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_12","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Mª Olaia Fernández Dávila","Mª Olaia Fernández Dávila",NA,"Muy mal","Very bad",5
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_13","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Joan Baldoví Roda","Joan Baldoví Roda",NA,"Muy bien","Very good",1
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_13","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Joan Baldoví Roda","Joan Baldoví Roda",NA,"Bastante bien","Fairly good",2
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_13","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Joan Baldoví Roda","Joan Baldoví Roda",NA,"Bastante mal","Fairly bad",4
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_13","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Joan Baldoví Roda","Joan Baldoví Roda",NA,"Muy mal","Very bad",5
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_14","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Enrique Álvarez Sostres","Enrique Álvarez Sostres",NA,"Muy bien","Very good",1
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_14","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Enrique Álvarez Sostres","Enrique Álvarez Sostres",NA,"Bastante bien","Fairly good",2
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_14","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Enrique Álvarez Sostres","Enrique Álvarez Sostres",NA,"Bastante mal","Fairly bad",4
