"table","section_id","item","instrument","language","instructions","instructions_translated","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"spain_2014_debate_media","spain_2014_debate_media_1","p5c","CIS Estudio 3016, Debate sobre el estado de la Nación (XXIV) (febrero 2014), P.5: frecuencia de seguimiento de la información política por medios y conversación","Spanish","Quisiera que me dijera con qué frecuencia lee la sección dedicada a la política en el periódico; ve un programa de noticias políticas en la televisión, escucha las noticias políticas en la radio; utiliza Internet para obtener noticias o información política; y habla o discute de política con amigos y/o familiares","I would like you to tell me how often you read the section devoted to politics in the newspaper; watch a political news programme on television, listen to the political news on the radio; use the Internet to get political news or information; and talk or argue about politics with friends and/or family",NA,"Escucha noticias políticas en la radio","Listens to political news on the radio",NA,"Todos los días","Every day",1
"spain_2014_debate_media","spain_2014_debate_media_1","p5c","CIS Estudio 3016, Debate sobre el estado de la Nación (XXIV) (febrero 2014), P.5: frecuencia de seguimiento de la información política por medios y conversación","Spanish","Quisiera que me dijera con qué frecuencia lee la sección dedicada a la política en el periódico; ve un programa de noticias políticas en la televisión, escucha las noticias políticas en la radio; utiliza Internet para obtener noticias o información política; y habla o discute de política con amigos y/o familiares","I would like you to tell me how often you read the section devoted to politics in the newspaper; watch a political news programme on television, listen to the political news on the radio; use the Internet to get political news or information; and talk or argue about politics with friends and/or family",NA,"Escucha noticias políticas en la radio","Listens to political news on the radio",NA,"3-4 días/semana","3-4 days/week",2
"spain_2014_debate_media","spain_2014_debate_media_1","p5c","CIS Estudio 3016, Debate sobre el estado de la Nación (XXIV) (febrero 2014), P.5: frecuencia de seguimiento de la información política por medios y conversación","Spanish","Quisiera que me dijera con qué frecuencia lee la sección dedicada a la política en el periódico; ve un programa de noticias políticas en la televisión, escucha las noticias políticas en la radio; utiliza Internet para obtener noticias o información política; y habla o discute de política con amigos y/o familiares","I would like you to tell me how often you read the section devoted to politics in the newspaper; watch a political news programme on television, listen to the political news on the radio; use the Internet to get political news or information; and talk or argue about politics with friends and/or family",NA,"Escucha noticias políticas en la radio","Listens to political news on the radio",NA,"1-2 días/semana","1-2 days/week",3
"spain_2014_debate_media","spain_2014_debate_media_1","p5c","CIS Estudio 3016, Debate sobre el estado de la Nación (XXIV) (febrero 2014), P.5: frecuencia de seguimiento de la información política por medios y conversación","Spanish","Quisiera que me dijera con qué frecuencia lee la sección dedicada a la política en el periódico; ve un programa de noticias políticas en la televisión, escucha las noticias políticas en la radio; utiliza Internet para obtener noticias o información política; y habla o discute de política con amigos y/o familiares","I would like you to tell me how often you read the section devoted to politics in the newspaper; watch a political news programme on television, listen to the political news on the radio; use the Internet to get political news or information; and talk or argue about politics with friends and/or family",NA,"Escucha noticias políticas en la radio","Listens to political news on the radio",NA,"Menos 1-2 días/semana","Less than 1-2 days/week",4
"spain_2014_debate_media","spain_2014_debate_media_1","p5c","CIS Estudio 3016, Debate sobre el estado de la Nación (XXIV) (febrero 2014), P.5: frecuencia de seguimiento de la información política por medios y conversación","Spanish","Quisiera que me dijera con qué frecuencia lee la sección dedicada a la política en el periódico; ve un programa de noticias políticas en la televisión, escucha las noticias políticas en la radio; utiliza Internet para obtener noticias o información política; y habla o discute de política con amigos y/o familiares","I would like you to tell me how often you read the section devoted to politics in the newspaper; watch a political news programme on television, listen to the political news on the radio; use the Internet to get political news or information; and talk or argue about politics with friends and/or family",NA,"Escucha noticias políticas en la radio","Listens to political news on the radio",NA,"Nunca","Never",5
"spain_2014_debate_media","spain_2014_debate_media_1","p5d","CIS Estudio 3016, Debate sobre el estado de la Nación (XXIV) (febrero 2014), P.5: frecuencia de seguimiento de la información política por medios y conversación","Spanish","Quisiera que me dijera con qué frecuencia lee la sección dedicada a la política en el periódico; ve un programa de noticias políticas en la televisión, escucha las noticias políticas en la radio; utiliza Internet para obtener noticias o información política; y habla o discute de política con amigos y/o familiares","I would like you to tell me how often you read the section devoted to politics in the newspaper; watch a political news programme on television, listen to the political news on the radio; use the Internet to get political news or information; and talk or argue about politics with friends and/or family",NA,"Utiliza Internet para obtener noticias o información política","Uses the Internet to get political news or information",NA,"Todos los días","Every day",1
"spain_2014_debate_media","spain_2014_debate_media_1","p5d","CIS Estudio 3016, Debate sobre el estado de la Nación (XXIV) (febrero 2014), P.5: frecuencia de seguimiento de la información política por medios y conversación","Spanish","Quisiera que me dijera con qué frecuencia lee la sección dedicada a la política en el periódico; ve un programa de noticias políticas en la televisión, escucha las noticias políticas en la radio; utiliza Internet para obtener noticias o información política; y habla o discute de política con amigos y/o familiares","I would like you to tell me how often you read the section devoted to politics in the newspaper; watch a political news programme on television, listen to the political news on the radio; use the Internet to get political news or information; and talk or argue about politics with friends and/or family",NA,"Utiliza Internet para obtener noticias o información política","Uses the Internet to get political news or information",NA,"3-4 días/semana","3-4 days/week",2
"spain_2014_debate_media","spain_2014_debate_media_1","p5d","CIS Estudio 3016, Debate sobre el estado de la Nación (XXIV) (febrero 2014), P.5: frecuencia de seguimiento de la información política por medios y conversación","Spanish","Quisiera que me dijera con qué frecuencia lee la sección dedicada a la política en el periódico; ve un programa de noticias políticas en la televisión, escucha las noticias políticas en la radio; utiliza Internet para obtener noticias o información política; y habla o discute de política con amigos y/o familiares","I would like you to tell me how often you read the section devoted to politics in the newspaper; watch a political news programme on television, listen to the political news on the radio; use the Internet to get political news or information; and talk or argue about politics with friends and/or family",NA,"Utiliza Internet para obtener noticias o información política","Uses the Internet to get political news or information",NA,"1-2 días/semana","1-2 days/week",3
"spain_2014_debate_media","spain_2014_debate_media_1","p5d","CIS Estudio 3016, Debate sobre el estado de la Nación (XXIV) (febrero 2014), P.5: frecuencia de seguimiento de la información política por medios y conversación","Spanish","Quisiera que me dijera con qué frecuencia lee la sección dedicada a la política en el periódico; ve un programa de noticias políticas en la televisión, escucha las noticias políticas en la radio; utiliza Internet para obtener noticias o información política; y habla o discute de política con amigos y/o familiares","I would like you to tell me how often you read the section devoted to politics in the newspaper; watch a political news programme on television, listen to the political news on the radio; use the Internet to get political news or information; and talk or argue about politics with friends and/or family",NA,"Utiliza Internet para obtener noticias o información política","Uses the Internet to get political news or information",NA,"Menos 1-2 días/semana","Less than 1-2 days/week",4
"spain_2014_debate_media","spain_2014_debate_media_1","p5d","CIS Estudio 3016, Debate sobre el estado de la Nación (XXIV) (febrero 2014), P.5: frecuencia de seguimiento de la información política por medios y conversación","Spanish","Quisiera que me dijera con qué frecuencia lee la sección dedicada a la política en el periódico; ve un programa de noticias políticas en la televisión, escucha las noticias políticas en la radio; utiliza Internet para obtener noticias o información política; y habla o discute de política con amigos y/o familiares","I would like you to tell me how often you read the section devoted to politics in the newspaper; watch a political news programme on television, listen to the political news on the radio; use the Internet to get political news or information; and talk or argue about politics with friends and/or family",NA,"Utiliza Internet para obtener noticias o información política","Uses the Internet to get political news or information",NA,"Nunca","Never",5
"spain_2014_debate_media","spain_2014_debate_media_1","p5e","CIS Estudio 3016, Debate sobre el estado de la Nación (XXIV) (febrero 2014), P.5: frecuencia de seguimiento de la información política por medios y conversación","Spanish","Quisiera que me dijera con qué frecuencia lee la sección dedicada a la política en el periódico; ve un programa de noticias políticas en la televisión, escucha las noticias políticas en la radio; utiliza Internet para obtener noticias o información política; y habla o discute de política con amigos y/o familiares","I would like you to tell me how often you read the section devoted to politics in the newspaper; watch a political news programme on television, listen to the political news on the radio; use the Internet to get political news or information; and talk or argue about politics with friends and/or family",NA,"Habla o discute de política con amigos y/o familiares","Talks or argues about politics with friends and/or family",NA,"Todos los días","Every day",1
"spain_2014_debate_media","spain_2014_debate_media_1","p5e","CIS Estudio 3016, Debate sobre el estado de la Nación (XXIV) (febrero 2014), P.5: frecuencia de seguimiento de la información política por medios y conversación","Spanish","Quisiera que me dijera con qué frecuencia lee la sección dedicada a la política en el periódico; ve un programa de noticias políticas en la televisión, escucha las noticias políticas en la radio; utiliza Internet para obtener noticias o información política; y habla o discute de política con amigos y/o familiares","I would like you to tell me how often you read the section devoted to politics in the newspaper; watch a political news programme on television, listen to the political news on the radio; use the Internet to get political news or information; and talk or argue about politics with friends and/or family",NA,"Habla o discute de política con amigos y/o familiares","Talks or argues about politics with friends and/or family",NA,"3-4 días/semana","3-4 days/week",2
"spain_2014_debate_media","spain_2014_debate_media_1","p5e","CIS Estudio 3016, Debate sobre el estado de la Nación (XXIV) (febrero 2014), P.5: frecuencia de seguimiento de la información política por medios y conversación","Spanish","Quisiera que me dijera con qué frecuencia lee la sección dedicada a la política en el periódico; ve un programa de noticias políticas en la televisión, escucha las noticias políticas en la radio; utiliza Internet para obtener noticias o información política; y habla o discute de política con amigos y/o familiares","I would like you to tell me how often you read the section devoted to politics in the newspaper; watch a political news programme on television, listen to the political news on the radio; use the Internet to get political news or information; and talk or argue about politics with friends and/or family",NA,"Habla o discute de política con amigos y/o familiares","Talks or argues about politics with friends and/or family",NA,"1-2 días/semana","1-2 days/week",3
"spain_2014_debate_media","spain_2014_debate_media_1","p5e","CIS Estudio 3016, Debate sobre el estado de la Nación (XXIV) (febrero 2014), P.5: frecuencia de seguimiento de la información política por medios y conversación","Spanish","Quisiera que me dijera con qué frecuencia lee la sección dedicada a la política en el periódico; ve un programa de noticias políticas en la televisión, escucha las noticias políticas en la radio; utiliza Internet para obtener noticias o información política; y habla o discute de política con amigos y/o familiares","I would like you to tell me how often you read the section devoted to politics in the newspaper; watch a political news programme on television, listen to the political news on the radio; use the Internet to get political news or information; and talk or argue about politics with friends and/or family",NA,"Habla o discute de política con amigos y/o familiares","Talks or argues about politics with friends and/or family",NA,"Menos 1-2 días/semana","Less than 1-2 days/week",4
"spain_2014_debate_media","spain_2014_debate_media_1","p5e","CIS Estudio 3016, Debate sobre el estado de la Nación (XXIV) (febrero 2014), P.5: frecuencia de seguimiento de la información política por medios y conversación","Spanish","Quisiera que me dijera con qué frecuencia lee la sección dedicada a la política en el periódico; ve un programa de noticias políticas en la televisión, escucha las noticias políticas en la radio; utiliza Internet para obtener noticias o información política; y habla o discute de política con amigos y/o familiares","I would like you to tell me how often you read the section devoted to politics in the newspaper; watch a political news programme on television, listen to the political news on the radio; use the Internet to get political news or information; and talk or argue about politics with friends and/or family",NA,"Habla o discute de política con amigos y/o familiares","Talks or argues about politics with friends and/or family",NA,"Nunca","Never",5
