"table","section_id","item","instrument","language","instructions","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_3","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to give a short speech in English to the class about my hometown with notes.",NA,NA,NA,NA,4
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_3","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to give a short speech in English to the class about my hometown with notes.",NA,NA,"strongly agree",NA,5
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_4","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to translate a spoken utterance from Chinese into English in my group.",NA,NA,"strongly disagree",NA,1
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_4","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to translate a spoken utterance from Chinese into English in my group.",NA,NA,NA,NA,2
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_4","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to translate a spoken utterance from Chinese into English in my group.",NA,NA,NA,NA,3
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_4","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to translate a spoken utterance from Chinese into English in my group.",NA,NA,NA,NA,4
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_4","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to translate a spoken utterance from Chinese into English in my group.",NA,NA,"strongly agree",NA,5
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_5","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask the teacher in English to repeat what he/she just said in English because I didn’t understand.",NA,NA,"strongly disagree",NA,1
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_5","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask the teacher in English to repeat what he/she just said in English because I didn’t understand.",NA,NA,NA,NA,2
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_5","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask the teacher in English to repeat what he/she just said in English because I didn’t understand.",NA,NA,NA,NA,3
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_5","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask the teacher in English to repeat what he/she just said in English because I didn’t understand.",NA,NA,NA,NA,4
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_5","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask the teacher in English to repeat what he/she just said in English because I didn’t understand.",NA,NA,"strongly agree",NA,5
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_6","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to do a role-play in English at my desk, with my peer (e.g., ordering food in a restaurant).",NA,NA,"strongly disagree",NA,1
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_6","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to do a role-play in English at my desk, with my peer (e.g., ordering food in a restaurant).",NA,NA,NA,NA,2
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_6","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to do a role-play in English at my desk, with my peer (e.g., ordering food in a restaurant).",NA,NA,NA,NA,3
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_6","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to do a role-play in English at my desk, with my peer (e.g., ordering food in a restaurant).",NA,NA,NA,NA,4
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_6","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to do a role-play in English at my desk, with my peer (e.g., ordering food in a restaurant).",NA,NA,"strongly agree",NA,5
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_7","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask my peer sitting next to me in English the meaning of an English word.",NA,NA,"strongly disagree",NA,1
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_7","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask my peer sitting next to me in English the meaning of an English word.",NA,NA,NA,NA,2
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_7","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask my peer sitting next to me in English the meaning of an English word.",NA,NA,NA,NA,3
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_7","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask my peer sitting next to me in English the meaning of an English word.",NA,NA,NA,NA,4
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_7","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask my peer sitting next to me in English the meaning of an English word.",NA,NA,"strongly agree",NA,5
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_8","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask my group mates in English the meaning of a word I do not know.",NA,NA,"strongly disagree",NA,1
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_8","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask my group mates in English the meaning of a word I do not know.",NA,NA,NA,NA,2
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_8","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask my group mates in English the meaning of a word I do not know.",NA,NA,NA,NA,3
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_8","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask my group mates in English the meaning of a word I do not know.",NA,NA,NA,NA,4
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_8","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask my group mates in English the meaning of a word I do not know.",NA,NA,"strongly agree",NA,5
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_9","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask my group mates in English how to pronounce a word in English.",NA,NA,"strongly disagree",NA,1
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_9","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask my group mates in English how to pronounce a word in English.",NA,NA,NA,NA,2
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_9","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask my group mates in English how to pronounce a word in English.",NA,NA,NA,NA,3
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_9","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask my group mates in English how to pronounce a word in English.",NA,NA,NA,NA,4
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_9","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask my group mates in English how to pronounce a word in English.",NA,NA,"strongly agree",NA,5
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_10","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask my peer sitting next to me in English how to say an English phrase to express the thoughts in my mind.",NA,NA,"strongly disagree",NA,1
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_10","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask my peer sitting next to me in English how to say an English phrase to express the thoughts in my mind.",NA,NA,NA,NA,2
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_10","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask my peer sitting next to me in English how to say an English phrase to express the thoughts in my mind.",NA,NA,NA,NA,3
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_10","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask my peer sitting next to me in English how to say an English phrase to express the thoughts in my mind.",NA,NA,NA,NA,4
"liu_2025_willingness_communicate","liu_2025_willingness_communicate_1","wtc_10","Willingness to Communicate in English Scale (Peng & Woodrow, 2010), 10 items","Chinese",NA,NA,"I am willing to ask my peer sitting next to me in English how to say an English phrase to express the thoughts in my mind.",NA,NA,"strongly agree",NA,5
