"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,26
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,27
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,28
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,29
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,30
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,31
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,32
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,33
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,34
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,35
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,36
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,37
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,38
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,39
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,40
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,41
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,42
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,43
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,44
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,45
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,46
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,47
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,48
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,49
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,50
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,51
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,52
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,53
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,54
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,55
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,56
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,57
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,58
"ai_fear_dong_2026_own_fear","ai_fear_dong_2026_own_fear_1","Care_competent","Fear of AI in six occupations: own fear (Dong, Conway, Bonnefon, Shariff & Rahwan, Fears about AI across 20 countries and six domains of application)","English; Afrikaans; Arabic; Chinese; French; German; Hindi; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish","To what extent are you afraid of AI being ...?",NA,"A care worker, who is employed to support and supervise vulnerable, infirm, or disadvantaged people.",NA,NA,59
