source,journal,doi,title,url,pmcid,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files
pmc,,10.1038/s41598-018-31704-y,Prenatal testosterone does not explain sex differences in spatial ability.,https://europepmc.org/article/PMC/PMC6135826,PMC6135826,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2018_31704_MOESM1_ESM.docx,,,,,,,,
pmc,,10.1038/s41598-019-43846-8,Systemic inflammation contributes to impairment of quality of life in chronic pancreatitis.,https://europepmc.org/article/PMC/PMC6513859,PMC6513859,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2019_43846_MOESM1_ESM.pdf,"Data Availability Statement All data generated or analysed during this study, that are not included in this published article (and its Supplementary Information Files), are available from the corresponding author on reasonable request.",,,,,,,
pmc,,10.1038/s41598-019-48008-4,Attenuated brain activity during error processing and punishment anticipation in procrastination - a monetary Go/No-go fMRI study.,https://europepmc.org/article/PMC/PMC6685938,PMC6685938,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2019_48008_MOESM1_ESM.pdf,Data Availability The datasets generated and/or analyzed during the current study are available from the corresponding author upon request.,,,,,,,
pmc,,10.1038/s41598-019-49627-7,"Arithmetic Skill May Refine the Performance of Individuals with High Math Anxiety, Especially in the Calculation Task: An ERP Study.",https://europepmc.org/article/PMC/PMC6746767,PMC6746767,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2019_49627_MOESM1_ESM.docx,Data Availability Statement The datasets analyzed during the present study are available from the corresponding author on reasonable request.,,,,,,,
pmc,,10.1038/s41598-019-50677-0,Relationship between Vision-Related Quality of Life and Central 10° of the Binocular Integrated Visual Field in Advanced Glaucoma.,https://europepmc.org/article/PMC/PMC6802178,PMC6802178,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2019_50677_MOESM1_ESM.pdf,,,,,,,,
pmc,,10.1038/s41598-019-51769-7,Association of Vision-related Quality of Life with Visual Function in Age-Related Macular Degeneration.,https://europepmc.org/article/PMC/PMC6814705,PMC6814705,cc-by,no_usable_file,no tabular-format file among 2 supplementary file(s): 41598_2019_51769_MOESM2_ESM.docx; 41598_2019_51769_MOESM1_ESM.docx,Data Availability Statement The datasets generated during and analyzed during the current study are available from the corresponding author on reasonable request.,,,,,,,
pmc,,10.1038/s41598-020-60661-8,Relating Natural Language Aptitude to Individual Differences in Learning Programming Languages.,https://europepmc.org/article/PMC/PMC7051953,PMC7051953,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2020_60661_MOESM1_ESM.docx,"Data availability All data is available in the manuscript, supplementary materials, or on github. Data not on repositories will be made available upon request.",,,,,,,
pmc,,10.1038/s41598-020-72677-1,Work functioning impairment in the course of pharmacotherapy treatment for depression.,https://europepmc.org/article/PMC/PMC7519139,PMC7519139,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2020_72677_MOESM1_ESM.docx,"Data availability The analysis presents clinical data of a large-scale workplace-based cohort with ongoing follow-up examinations. This project constitutes a major scientific effort, therefore data are not made available for the scientific community outside. Interested researchers make their request",,,,,,,
pmc,,10.1038/s41598-020-75311-2,Brain potentials reveal reduced attention and error-processing during a monetary Go/No-Go task in procrastination.,https://europepmc.org/article/PMC/PMC7661523,PMC7661523,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2020_75311_MOESM1_ESM.pdf,,,,,,,,
pmc,,10.1038/s41598-020-79483-9,"Impacts of monocular, binocular, and functional visual acuity on vision-related quality of life in patients with type 2 diabetes.",https://europepmc.org/article/PMC/PMC7801718,PMC7801718,cc-by,no_usable_file,no tabular-format file among 2 supplementary file(s): 41598_2020_79483_MOESM1_ESM.pdf; 41598_2020_79483_MOESM2_ESM.pdf,,,,,,,,
pmc,,10.1038/s41598-021-04680-z,The potential for effective reasoning guides children's preference for small group discussion over crowdsourcing.,https://europepmc.org/article/PMC/PMC8786842,PMC8786842,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2021_4680_MOESM1_ESM.docx,,,,,,,,
pmc,,10.1038/s41598-021-84886-3,Listener's personality traits predict changes in pupil size during auditory language comprehension.,https://europepmc.org/article/PMC/PMC7940482,PMC7940482,cc-by,no_usable_file,no tabular-format file among 2 supplementary file(s): 41598_2021_84886_MOESM2_ESM.docx; 41598_2021_84886_MOESM1_ESM.docx,Data availability The datasets generated during and/or analysed during the current study are available from the corresponding author on reasonable request.,,,,,,,
pmc,,10.1038/s41598-021-85139-z,The effects of a music intervention during port catheter placement on anxiety and stress.,https://europepmc.org/article/PMC/PMC7970967,PMC7970967,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2021_85139_MOESM1_ESM.pdf,Data availability The datasets used and analysed during the current study are available from the corresponding author on reasonable request.,,,,,,,
pmc,,10.1038/s41598-021-88487-y,Neuropsychological profile of hearing-impaired patients and the effect of hearing aid on cognitive functions: an exploratory study.,https://europepmc.org/article/PMC/PMC8087665,PMC8087665,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2021_88487_MOESM1_ESM.doc,,,,,,,,
pmc,,10.1038/s41598-022-04997-3,Bayesian modeling of item heterogeneity in dichotomous recognition memory data and prospects for computerized adaptive testing.,https://europepmc.org/article/PMC/PMC8786965,PMC8786965,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2022_4997_MOESM1_ESM.pdf,"Data Availability Statement The Stan model code, as well as the scripts for the simulation and population studies are available at https://github.con/jguesten/GCMR. Anonymized data from the population study will be shared upon request for the sole purpose of replicating the current findings.",,,,,,,
pmc,,10.1038/s41598-022-08039-w,"Adaptation, psychometric properties and factor structure of the Spanish Quality in Psychiatric Care-Outpatient Staff (QPC-OPS) instrument.",https://europepmc.org/article/PMC/PMC8901654,PMC8901654,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2022_8039_MOESM1_ESM.docx,Data Availability Statement The data that support the findings of this study are available upon reasonable request from the corresponding author. The data are not publicly available due to privacy and ethical restrictions. The data was taken from our own study.,,,,,,,
pmc,,10.1038/s41598-022-10192-1,Assessment of heterogeneous Head Start treatment effects on cognitive and social-emotional outcomes.,https://europepmc.org/article/PMC/PMC9018838,PMC9018838,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2022_10192_MOESM1_ESM.pdf,Data availability The Head Start Impact Study data are hosted by Inter-university Consortium for Political and Social Research. Restrictions apply to the availability of these datasets. All methods were carried out in accordance with relevant guidelines and regulations.,,,,,,,
pmc,,10.1038/s41598-022-12425-9,Different impact of early and late stages irreversible eye diseases on vision-specific quality of life domains.,https://europepmc.org/article/PMC/PMC9120442,PMC9120442,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2022_12425_MOESM1_ESM.docx,,,,,,,,
pmc,,10.1038/s41598-022-15679-5,"Novel 3-D action video game mechanics reveal differentiable cognitive constructs in young players, but not in old.",https://europepmc.org/article/PMC/PMC9304325,PMC9304325,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2022_15679_MOESM1_ESM.pdf,"Data Availability Statement The datasets generated during the current study are not fully publicly available due to conditions on the handling of raw data, but anonymized datasets are available from the corresponding author on reasonable request.",,,,,,,
pmc,,10.1038/s41598-022-18045-7,"The relationship between just world belief and wellbeing, cheating behaviors, and academic work behaviors during COVID 19 among university students.",https://europepmc.org/article/PMC/PMC9395426,PMC9395426,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2022_18045_MOESM1_ESM.pdf,Data availability All data generated or analysed during this study are included in this published article [and its supplementary information files].,,,,,,,
pmc,,10.1038/s41598-022-19259-5,Computing semantic similarity of texts based on deep graph learning with ability to use semantic role label information.,https://europepmc.org/article/PMC/PMC9428166,PMC9428166,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2022_19259_MOESM1_ESM.docx,Data availability The datasets for this study are available through: STS2017: http://ixa2.si.ehu.eus/stswiki/index.php/STSbenchmark . SICK: https://marcobaroni.org/composes/sick.html .,,,,,,,
pmc,,10.1038/s41598-022-20170-2,Measurement invariance of six language versions of the post-traumatic stress disorder checklist for DSM-5 in civilians after traumatic brain injury.,https://europepmc.org/article/PMC/PMC9532419,PMC9532419,cc-by,no_usable_file,no tabular-format file among 5 supplementary file(s): 41598_2022_20170_MOESM4_ESM.docx; 41598_2022_20170_MOESM2_ESM.docx; 41598_2022_20170_MOESM5_ESM.docx; 41598_2022_20170_MOESM1_ESM.docx; 41598_2022_20170_MOESM3_ESM.docx,"Data Availability Statement All relevant data are available upon request from CENTER-TBI, and the authors are not legally allowed to share it publicly. The authors confirm that they received no special access privileges to the data. CENTER-TBI is committed to data sharing and in particular to respon",,,,,,,
pmc,,10.1038/s41598-022-20869-2,Domain-specific hearing-in-noise performance is associated with absolute pitch proficiency.,https://europepmc.org/article/PMC/PMC9521875,PMC9521875,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2022_20869_MOESM1_ESM.docx,Data Availability Statement All data are available from the corresponding author upon reasonable request and with permission from the Research Ethics Committee of National Taiwan University.,,,,,,,
pmc,,10.1038/s41598-022-20958-2,Artificial intelligence in (gastrointestinal) healthcare: patients' and physicians' perspectives.,https://europepmc.org/article/PMC/PMC9537305,PMC9537305,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2022_20958_MOESM1_ESM.pdf,"Data Availability Statement The data that support the findings of this study are available from the corresponding author upon reasonable request. This data includes deidentified participant data. Additional documents that will be made available are the study protocol, the statistical analysis plan, ",,,,,,,
pmc,,10.1038/s41598-022-22445-0,"Feelings of loneliness, COVID-19-specific-health anxiety and depressive symptoms during the first COVID-19 wave in Swiss persons with multiple sclerosis.",https://europepmc.org/article/PMC/PMC9591317,PMC9591317,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2022_22445_MOESM1_ESM.docx,Data Availability Statement The datasets used and/or analysed during the current study are available from the corresponding author on reasonable request.,,,,,,,
pmc,,10.1038/s41598-022-22539-9,Embedding cognitive framework with self-attention for interpretable knowledge tracing.,https://europepmc.org/article/PMC/PMC9584970,PMC9584970,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2022_22539_MOESM1_ESM.pdf,"Data Availability Statement The datasets generated and analysed during the current study are available in the EAKT repository, https://github.com/ranydb/EAKT .",,,,,,,
pmc,,10.1038/s41598-022-24417-w,Decoding the cognitive states of attention and distraction in a real-life setting using EEG.,https://europepmc.org/article/PMC/PMC9712397,PMC9712397,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2022_24417_MOESM1_ESM.pdf,Data availability Pre-processed EEG data can be downloaded from: https://unishare.nl/index.php/s/1UYBgoG7tF2xfqG Scripts are available at: https://github.com/kaushik-pallavi/scripts_monks .,,,,,,,
pmc,,10.1038/s41598-022-26460-z,On the cognitive mechanisms supporting prosocial disobedience in a post-genocidal context.,https://europepmc.org/article/PMC/PMC9763397,PMC9763397,unknown,human_assistance,"via Data Availability link https://osf.io/hmzy8/ | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, resp_scale_mixed, composite_items* | license_unknown* — license 'unknown' not recognised as open; verify before submission",Data Availability Statement Data and codes are available on Open Science Framework ( https://osf.io/hmzy8/ ).,https://osf.io/hmzy8/,SPSS_Results_Rwanda_FINAL_OSF.sav,20120,144,143,0.9771,0
pmc,,10.1038/s41598-022-26738-2,No evidence of a positive effect of learning Chinese language as an L2 on spatial ability.,https://europepmc.org/article/PMC/PMC9871025,PMC9871025,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2022_26738_MOESM1_ESM.docx,Data Availability Statement The data that support the findings of this study are available from the corresponding author upon reasonable request.,,,,,,,
pmc,,10.1038/s41598-022-27064-3,Native and non-native language contexts differently modulate mood-driven electrodermal activity.,https://europepmc.org/article/PMC/PMC9792545,PMC9792545,unknown,download_failed,"via Data Availability link https://osf.io/s2exr/ | Error tokenizing data. C error: Expected 5 fields in line 3, saw 6
",Data availability The raw data collected and analysed for the purpose of the current study are available at https://osf.io/s2exr/ .,https://osf.io/s2exr/,MM_GSR_mood.csv,,,,,
pmc,,10.1038/s41598-023-28729-3,"Depression, anxiety and post-traumatic stress during the 2022 Russo-Ukrainian war, a comparison between populations in Poland, Ukraine, and Taiwan.",https://europepmc.org/article/PMC/PMC9982762,PMC9982762,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2023_28729_MOESM1_ESM.pdf,Data Availability Statement The data presented in this study are available on request from the corresponding author.,,,,,,,
pmc,,10.1038/s41598-023-29624-7,Imaginary pills and open-label placebos can reduce test anxiety by means of placebo mechanisms.,https://europepmc.org/article/PMC/PMC9926426,PMC9926426,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2023_29624_MOESM1_ESM.pdf,Data availability Access to data from this study may be obtained by contacting the corresponding author.,,,,,,,
pmc,,10.1038/s41598-023-29815-2,Risk perception and gratitude mediate the negative relationship between COVID-19 management satisfaction and public anxiety.,https://europepmc.org/article/PMC/PMC9969377,PMC9969377,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2023_29815_MOESM1_ESM.docx,Data Availability Statement Derived data supporting the findings of this study are available from the corresponding author Y. L on request.,,,,,,,
pmc,,10.1038/s41598-023-32389-8,Synesthesia has specific cognitive processing during Go/No-go paradigms.,https://europepmc.org/article/PMC/PMC10105738,PMC10105738,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2023_32389_MOESM1_ESM.docx,Data Availability Statement All relevant data are available from the corresponding author on reasonable request.,,,,,,,
pmc,,10.1038/s41598-023-32658-6,Personality traits and decision-making styles among obstetricians and gynecologists managing childbirth emergencies.,https://europepmc.org/article/PMC/PMC10076329,PMC10076329,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2023_32658_MOESM2_ESM.docx,"Data Availability Statement The dataset generated and analyzed during the current study is available upon request to The Swedish National Data Service, and for research purposes only, https://snd.gu.se/en/catalogue/study/2022-57.",,,,,,,
pmc,,10.1038/s41598-023-34006-0,Psychometric properties of the Bern illegitimate tasks scale using classical test and item response theories.,https://europepmc.org/article/PMC/PMC10156715,PMC10156715,cc-by,human_assistance,"via Data Availability link https://data.mendeley.com/datasets/7wfgz62xgs/1 | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, resp_scale_mixed",Data availability﻿ The data underlying the results presented in the study are available on Mendeley ( https://doi.org/10.17632/7wfgz62xgs ).,https://doi.org/10.17632/7wfgz62xgs,BITS sample II_N803.sav,49786,803,62,1.0,1
pmc,,10.1038/s41598-023-34399-y,"Impact and centrality of attention dysregulation on cognition, anxiety, and low mood in adolescents.",https://europepmc.org/article/PMC/PMC10241800,PMC10241800,cc-by,external_unresolved,no tabular-format file among 1 supplementary file(s): 41598_2023_34399_MOESM1_ESM.docx | data link on a host with no resolver: https://doi.org/10.15154/1527909,"Data availability Data used in the preparation of this article were obtained from the Adolescent Brain Cognitive DevelopmentSM (ABCD) Study ( https://abcdstudy.org ), held in the NIMH Data Archive (NDA). The data used in this study are available from the NIMH Data Archive. This is a multisite, longi",https://doi.org/10.15154/1527909,,,,,,
pmc,,10.1038/s41598-023-37949-6,"Effectiveness of teaching psychopathology through the analysis of movie characters: a randomized controlled trial in Shandong Province, China.",https://europepmc.org/article/PMC/PMC10319716,PMC10319716,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2023_37949_MOESM1_ESM.pdf,Data availability The data that support the findings of this study are available on request from the corresponding author. The data are not publicly available due to privacy or ethical restrictions.,,,,,,,
pmc,,10.1038/s41598-023-38964-3,"Perception, performance, and detectability of conversational artificial intelligence across 32 university courses.",https://europepmc.org/article/PMC/PMC10449897,PMC10449897,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2023_38964_MOESM1_ESM.pdf,Data Availability Statement All of the data used in our analysis can be found at the following repository: https://github.com/comnetsAD/ChatGPT .,,,,,,,
pmc,,10.1038/s41598-023-39735-w,Depression in healthcare workers during COVID-19 pandemic: results from Czech arm of HEROES Study.,https://europepmc.org/article/PMC/PMC10394070,PMC10394070,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2023_39735_MOESM1_ESM.docx,Data availability Data is available from the corresponding author upon reasonable request.,,,,,,,
pmc,,10.1038/s41598-023-39960-3,Transcranial alternating current stimulation over multiple brain areas with non-zero phase delays other than 180 degrees modulates visuospatial working memory performance.,https://europepmc.org/article/PMC/PMC10404219,PMC10404219,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2023_39960_MOESM1_ESM.pdf,Data Availability Statement The data and materials are conditionally available upon request to the corresponding author.,,,,,,,
pmc,,10.1038/s41598-023-41006-7,Development and validation of a questionnaire for assessing parents' health literacy regarding vision screening for children: a Delphi study.,https://europepmc.org/article/PMC/PMC10449776,PMC10449776,cc-by,no_usable_file,no tabular-format file among 3 supplementary file(s): 41598_2023_41006_MOESM3_ESM.pdf; 41598_2023_41006_MOESM2_ESM.pdf; 41598_2023_41006_MOESM1_ESM.pdf,Data Availability Statement The datasets used and/or analyzed during the current study available from the corresponding author on reasonable request.,,,,,,,
pmc,,10.1038/s41598-023-43497-w,"Trajectories of social withdrawal and social anxiety and their relationship with self-esteem before, during, and after the school lockdowns.",https://europepmc.org/article/PMC/PMC10542336,PMC10542336,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2023_43497_MOESM1_ESM.docx,Data Availability Statement The data that supported the findings of this study is available upon request to the corresponding author. The data is not publicly available due to privacy or ethical restrictions.,,,,,,,
pmc,,10.1038/s41598-023-45979-3,Open-label placebo treatment does not enhance cognitive abilities in healthy volunteers.,https://europepmc.org/article/PMC/PMC10636058,PMC10636058,unknown,human_assistance,"via Data Availability link https://osf.io/gzkxy/ | Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Category', 'Variable', 'Description, scale, time point'] | license_unknown* — license 'unknown' not recognised as open; verify before submission",Data Availability Statement The data used for the analysis has been uploaded to the Open Science Framework project ( https://osf.io/gzkxy/ ) 82 .,https://osf.io/gzkxy/,Data_CoPe.xlsx,,,,,0
pmc,,10.1038/s41598-023-46378-4,The role of chronic pain and pain anxiety in delay discounting of pain and monetary losses.,https://europepmc.org/article/PMC/PMC10628274,PMC10628274,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2023_46378_MOESM1_ESM.zip,Data availability The program codes used in analysis and the data sets generated and/or analyzed during the current study are available online as the supplementary materials file.,,,,,,,
pmc,,10.1038/s41598-023-47295-2,Correcting spelling mistakes in Persian texts with rules and deep learning methods.,https://europepmc.org/article/PMC/PMC10652024,PMC10652024,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2023_47295_MOESM1_ESM.pdf,"Data availability Data will be made available on request. If someone wants to request the data from this study, they can contact corresponding author.",,,,,,,
pmc,,10.1038/s41598-023-47385-1,Unveiling the influence of task-relevance of emotional faces on behavioral reactions in a multi-face context using a novel Flanker-Go/No-go task.,https://europepmc.org/article/PMC/PMC10656465,PMC10656465,unknown,below_min_n,via Data Availability link https://osf.io/j6cvs/ | Only 40 distinct respondents — below the IRW floor of 100. Skip; no human review needed. | license_unknown* — license 'unknown' not recognised as open; verify before submission,Data Availability Statement The datasets presented in this study can be found in online repositories. The names of the repository/repositories and accession number(s) can be found at: https://osf.io/j6cvs/ .,https://osf.io/j6cvs/,Results_40_subjects.xlsx,2880,40,72,1.0,0
pmc,,10.1038/s41598-023-51104-1,Factor structure and psychometric properties of the Perceived Stress Scale in Russian adolescents.,https://europepmc.org/article/PMC/PMC10774267,PMC10774267,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2023_51104_MOESM1_ESM.docx,Data Availability Statement The datasets used and analysed during the current study available from the corresponding author on reasonable request.,,,,,,,
pmc,,10.1038/s41598-024-51683-7,"Changes in physiological arousal during an arithmetic task: profiles of elementary school students and their associations with mindset, task performance and math grade.",https://europepmc.org/article/PMC/PMC10796377,PMC10796377,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2024_51683_MOESM1_ESM.pdf,"Data Availability Statement The data supporting the conclusions of this article will be made available by the authors, without undue reservation.",,,,,,,
pmc,,10.1038/s41598-024-52820-y,"Effect of social capital, social support and social network formation on the quality of life of American adults during COVID-19.",https://europepmc.org/article/PMC/PMC10834438,PMC10834438,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2024_52820_MOESM1_ESM.doc,Data Availability Statement The National Social Life Health and Aging Project (NSHAP) Round 3 and COVID-19 Study dataset 37 was used for this study and can be publicly obtained from https://www.icpsr.umich.edu/web/ICPSR/studies/36873 .,,,,,,,
pmc,,10.1038/s41598-024-52916-5,An implicit measure of growth mindset uniquely predicts post-failure learning behavior.,https://europepmc.org/article/PMC/PMC10867018,PMC10867018,unknown,no_usable_file,"via Data Availability link https://osf.io/23npt/ | no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)","Data availability We explain how we determined our sample sizes, pre-registered data exclusions, and all measures in the study. The studies were pre-registered at the following links: https://aspredicted.org/6xu2q.pdf ; https://aspredicted.org/k9zr3.pdf . The code for data cleaning, analysis and vis",https://osf.io/23npt/,,,,,,
pmc,,10.1038/s41598-024-54294-4,"Understanding how personality traits, experiences, and attitudes shape negative bias toward AI-generated artworks.",https://europepmc.org/article/PMC/PMC10876601,PMC10876601,unknown,not_item_response,"via Data Availability link https://osf.io/ugfps/?view_only=0d78aefec02549f4afc2b14fa635cb0a | Does NOT look like item-response data — not a candidate for IRW. | id values are long text (avg 42 chars), not identifiers | license_unknown* — license 'unknown' not recognised as open; verify before submission",Data Availability Statement The dataset used for the analyses reported in the study is available in osf.io at the following link: https://osf.io/ugfps/?view_only=0d78aefec02549f4afc2b14fa635cb0a .,https://osf.io/ugfps/?view_only=0d78aefec02549f4afc2b14fa635cb0a,data_wide.xlsx,58491,201,291,1.0,0
pmc,,10.1038/s41598-024-54412-2,Retinal vessel caliber and cognitive performance: the multi-ethnic study of atherosclerosis (MESA).,https://europepmc.org/article/PMC/PMC10876697,PMC10876697,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2024_54412_MOESM1_ESM.docx,Data availability The data that support the findings of this study are available from the MESA Coordinating Center. The authors are restricted from further distribution of the data. Interested investigators can request and access MESA deidentified datasets (with HIPAA defined identifiers removed) by,,,,,,,
pmc,,10.1038/s41598-024-54995-w,A validation study of the Occupational Depression Inventory in Poland and Ukraine.,https://europepmc.org/article/PMC/PMC10883996,PMC10883996,cc-by,no_usable_file,no tabular-format file among 3 supplementary file(s): 41598_2024_54995_MOESM3_ESM.pdf; 41598_2024_54995_MOESM1_ESM.pdf; 41598_2024_54995_MOESM2_ESM.pdf,Data Availability Statement The datasets used in the current study are available from the corresponding author upon reasonable request.,,,,,,,
