source,title,url,doi,license,flag,reasons,n_responses,n_participants,n_items,density,data_file
datacite,"Generative AI as a cognitive assistive technology for adults with dyslexia: the role of anxiety, working memory, and metacognitive regulation",https://tandf.figshare.com/articles/dataset/Generative_AI_as_a_cognitive_assistive_technology_for_adults_with_dyslexia_the_role_of_anxiety_working_memory_and_metacognitive_regulation/33314690/1,10.6084/m9.figshare.33314690,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Supplemental file for: Analysis of soluble Triggering Receptor Expressed on Myeloid Cells-1 and -2 and Fractalkine in depression and childhood adversity: an exploratory study,https://karger.figshare.com/articles/dataset/Supplemental_file_for_Analysis_of_soluble_Triggering_Receptor_Expressed_on_Myeloid_Cells-1_and_-2_and_Fractalkine_in_depression_and_childhood_adversity_an_exploratory_study/33305970/1,10.6084/m9.figshare.33305970,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Personality–Burnout Associations in Nurses: Data and Materials for a Systematic Methodological Review,https://data.mendeley.com/datasets/6by7h52sfg/1,10.17632/6by7h52sfg.1,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Personality–Burnout Associations in Nurses: Data and Materials for a Systematic Methodological Review,https://data.mendeley.com/datasets/6by7h52sfg,10.17632/6by7h52sfg,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Dataset for: German short version of the Athlete Burnout Questionnaire: Application of the Ant Colony Optimization Algorithm,https://www.psycharchives.org/jspui/handle/20.500.12034/17675,10.23668/psycharchives.22321,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,"Healthcare worker well-being, perceived safety, and environmental health in Zambia",https://cdr.lib.unc.edu/concern/data_sets/m613nd68z,10.17615/5spq-jh17,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Artificial Intelligence-Generated Draft Replies to Patient Messages in Pediatrics,https://purl.stanford.edu/zt410bf9823,10.25740/zt410bf9823,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,"Supplementary results tables for cross-lagged panel models of perceived stress, anxiety symptoms, and depressive symptoms among medical students",https://www.scidb.cn/detail?dataSetId=c8afdb67c42a44f591b645db80241ef5,10.57760/sciencedb.45089,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Unintended Consequences of Teacher Autonomy and Principal Leadership: Evidence from Teacher–Parent Communication and Teacher Well-Being,https://www.icpsr.umich.edu/sites/aera/view/studies/305610,10.3886/icpsr305610,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Multidisciplinary Intervention to Improve Patient Health Literacy and Postoperative Outcomes in Urological Surgery: A Randomized Controlled Trial of a Preoperative Handbook,https://data.mendeley.com/datasets/x22kds2wvp/1,10.17632/x22kds2wvp.1,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Multidisciplinary Intervention to Improve Patient Health Literacy and Postoperative Outcomes in Urological Surgery: A Randomized Controlled Trial of a Preoperative Handbook,https://data.mendeley.com/datasets/x22kds2wvp,10.17632/x22kds2wvp,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,DoE Assembly Through Different Production Settings and their Impact on Cognitive-Organizational Human Factors,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/MFAJOG,10.57745/mfajog,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,"Job satisfaction in technology-based companies: an approach from happiness, organizational resilience, and personality.",https://data.mendeley.com/datasets/wc9yc4z77r/1,10.17632/wc9yc4z77r.1,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,"Job satisfaction in technology-based companies: an approach from happiness, organizational resilience, and personality.",https://data.mendeley.com/datasets/wc9yc4z77r,10.17632/wc9yc4z77r,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Data for: Reciprocal Peer-Tutoring Promotes Preference for Group Work and Flourishing through Student-Created Self-Transcendence Climate: An Intervention Study,https://data.mendeley.com/datasets/3nxfw85zsz/1,10.17632/3nxfw85zsz.1,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Data for: Reciprocal Peer-Tutoring Promotes Preference for Group Work and Flourishing through Student-Created Self-Transcendence Climate: An Intervention Study,https://data.mendeley.com/datasets/3nxfw85zsz,10.17632/3nxfw85zsz,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,"Data on teacher responsibility, generative AI-supported learning effectiveness, fellow student collaboration, and students’ psychological well-being in higher education",https://data.mendeley.com/datasets/zvdf6893rk/1,10.17632/zvdf6893rk.1,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,"Data on teacher responsibility, generative AI-supported learning effectiveness, fellow student collaboration, and students’ psychological well-being in higher education",https://data.mendeley.com/datasets/zvdf6893rk,10.17632/zvdf6893rk,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Digital Self-Regulation and Well-Being,https://data.mendeley.com/datasets/pv7y6kmg86/1,10.17632/pv7y6kmg86.1,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,"A multi-country study of national customer satisfaction, ISO 9001 certifications, quality of life, prosperity, happiness, and economic indicators",https://tandf.figshare.com/articles/dataset/A_multi-country_study_of_national_customer_satisfaction_ISO_9001_certifications_quality_of_life_prosperity_happiness_and_economic_indicators/33307366,10.6084/m9.figshare.33307366,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Psychometric validation of the Turkish Illness Identity Questionnaire (IIQ-TR),https://tandf.figshare.com/articles/dataset/Psychometric_validation_of_the_Turkish_Illness_Identity_Questionnaire_IIQ-TR_/32901440/1,10.6084/m9.figshare.32901440,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Code for: Climate Anxiety in Ukraine - Emotion-Specific Pathways,https://data.mendeley.com/datasets/dz7cssts9j/1,10.17632/dz7cssts9j.1,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Code for: Climate Anxiety in Ukraine - Emotion-Specific Pathways,https://data.mendeley.com/datasets/dz7cssts9j,10.17632/dz7cssts9j,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Data for: Climate Anxiety in Ukraine - Emotion-Specific Pathways,https://data.mendeley.com/datasets/5ywv53yyd3/1,10.17632/5ywv53yyd3.1,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Data for: Climate Anxiety in Ukraine - Emotion-Specific Pathways,https://data.mendeley.com/datasets/5ywv53yyd3,10.17632/5ywv53yyd3,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Dataset for: German short version of the Athlete Burnout Questionnaire: Application of the Ant Colony Optimization Algorithm,https://www.psycharchives.org/jspui/handle/20.500.12034/17675,10.23668/psycharchives.22321,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,"Healthcare worker well-being, perceived safety, and environmental health in Zambia",https://cdr.lib.unc.edu/concern/data_sets/m613nd68z,10.17615/5spq-jh17,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,"“The Recovery Journey”: A Phenomenological Exploration of Patients Experiences, Satisfaction and Quality of Life through Repeated Interviews after Total Knee Arthroplasty",https://data.mendeley.com/datasets/ggrds6wtfh/3,10.17632/ggrds6wtfh.3,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,"“The Recovery Journey”: A Phenomenological Exploration of Patients Experiences, Satisfaction and Quality of Life through Repeated Interviews after Total Knee Arthroplasty",https://data.mendeley.com/datasets/ggrds6wtfh,10.17632/ggrds6wtfh,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,"The effects of amputation on functioning, satisfaction and health-related quality of life of adults with brachial plexus injury; a scoping review",https://tandf.figshare.com/articles/dataset/The_effects_of_amputation_on_functioning_satisfaction_and_health-related_quality_of_life_of_adults_with_brachial_plexus_injury_a_scoping_review/31121727/1,10.6084/m9.figshare.31121727,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,Effects of Social Prescribing on Loneliness and Well-being in Older Adults: A Rapid Review of Equity-related Subgroup Differences,https://osf.io/8qk24/,,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Discrepancy between self-report and neurophysiological markers of socio-affective responses in lonely individuals,https://nemar.org/dataset/on006866,10.82901/nemar.on006866,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,"The Temporal Sequence between Student Problematic Internet Use, Fear of Missing Out and Mental Health: A Random-Intercept Cross-Lagged Panel Model",https://data.ru.nl/collections/ru/bsi/dp_2025_as_problematic-internet-use_mental-health_dsc_484,10.34973/s9n2-9c93,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,EchoMind-BD: A Dataset of Online Behavior and Depression Patterns Among Bangladeshi Users,https://data.mendeley.com/datasets/cw6b4b6m9n/1,10.17632/cw6b4b6m9n.1,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,EchoMind-BD: A Dataset of Online Behavior and Depression Patterns Among Bangladeshi Users,https://data.mendeley.com/datasets/cw6b4b6m9n,10.17632/cw6b4b6m9n,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,"Survey Dataset for Assessing Depression, Social Anxiety, Loneliness, and Game Addiction Among Female Players",https://data.mendeley.com/datasets/zrwyr6y9xy/1,10.17632/zrwyr6y9xy.1,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,"Survey Dataset for Assessing Depression, Social Anxiety, Loneliness, and Game Addiction Among Female Players",https://data.mendeley.com/datasets/zrwyr6y9xy,10.17632/zrwyr6y9xy,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Social Relationships and Well-Being Among Sexual and Gender Minorities,https://publication.yoda.vu.nl/full/VU01/2717A4.html,10.48338/vu01-2717a4,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,"Programme for International Student Assessment - International Plus 2003, 2004 (PISA-I-Plus 2003, 2004)",https://fdz.iqb.hu-berlin.de/de/daten-finden/datensuche/69/,10.5159/iqb_pisa_i_plus_suf_off-site_v2,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Programme for International Student Assessment 2009 (PISA 2009),https://fdz.iqb.hu-berlin.de/de/daten-finden/datensuche/57/,10.5159/iqb_pisa_2009_suf_off-site_v2,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Programme for International Student Assessment 2000 (PISA 2000),https://fdz.iqb.hu-berlin.de/de/daten-finden/datensuche/61/,10.5159/iqb_pisa_2000_suf_off-site_v2,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,CHALLENGES IN ENGLISH VOCABULARY LEARNING AND MEMORY STRATEGY AS A CONSOLIDATING SOLUTION FOR VIETNAMESE STUDENTS OF ENGLISH MAJOR AT NGUYEN TAT THANH UNIVERSITY IN VIETNAM,https://zenodo.org/doi/10.5281/zenodo.21998445,10.5281/zenodo.21998445,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,CHALLENGES IN ENGLISH VOCABULARY LEARNING AND MEMORY STRATEGY AS A CONSOLIDATING SOLUTION FOR VIETNAMESE STUDENTS OF ENGLISH MAJOR AT NGUYEN TAT THANH UNIVERSITY IN VIETNAM,https://zenodo.org/doi/10.5281/zenodo.21998446,10.5281/zenodo.21998446,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
dataverse,Assessing the perceived relevance of environmental sustainability initiatives in smart campuses using item response theory (Supplemental material),https://doi.org/10.7910/DVN/FCNTSN,10.7910/dvn/fcntsn,cc0,download_failed,`Import openpyxl` failed.  Use pip or conda to install the openpyxl package.,,,,,Dataset.xlsx
osf,"Sports Club Membership Value, Satisfaction, Engagement and Well-being Dataset (China, 2021)",https://osf.io/47bhk/,,unknown,download_failed,"HTTPSConnectionPool(host='osf.io', port=443): Max retries exceeded with url: /download/6a8c5fc8ea03ccb3b697e412/ (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: ",,,,,raw_data.csv
