source,title,url,doi,license,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files,refined_flag,refined_reason
datacite,Data - The Trait Meta-Mood Scale-24 (TMMS-24) and Academic Performance,https://data.mendeley.com/datasets/p622ddkyxf/1,10.17632/p622ddkyxf.1,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",2946.0,491.0,6.0,1.0,Encuesta TMMS24.sav,0.0,worth_retrying,"Only issue is a low-confidence id column mapping — re-examine the first column to confirm it is the person identifier; if so, this dataset may be usable"
datacite,Data - The Trait Meta-Mood Scale-24 (TMMS-24) and Academic Performance,https://data.mendeley.com/datasets/p622ddkyxf,10.17632/p622ddkyxf,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",2946.0,491.0,6.0,1.0,Encuesta TMMS24.sav,0.0,worth_retrying,"Only issue is a low-confidence id column mapping — re-examine the first column to confirm it is the person identifier; if so, this dataset may be usable"
datacite,The Bidirectional Role of Grit in Mediating Time Management and Procrastination to Alleviate Academic Stress: An Investigation of Undergraduate Mental Well-Being,https://data.mendeley.com/datasets/6rbv3fbz8d/1,10.17632/6rbv3fbz8d.1,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_direction*, imputed_values*, multi_scale*",21112.0,259.0,76.0,1.0725,Chrohan back alpha.sav,1.0,worth_retrying,"dup_id_item fail but n_participants=259, ratio=1.1× — consistent with a longitudinal/repeated-measures design. Re-examine file for a wave/timepoint/date column to use as third key; if present this is likely IRW-eligible."
datacite,EchoMind-BD: A Dataset of Online Behavior and Depression Patterns Among Bangladeshi Users,https://data.mendeley.com/datasets/cw6b4b6m9n,10.17632/cw6b4b6m9n,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 8 column(s) look like text-coded Likert items (e.g. ['  3.What is your gender?  ', ' 6.How much time do you spend on social media daily?  ', ' 7.How often do you post on social media?  ']) rather than numeric codes. Needs a human to confirm the category set/ord",,,,,MetaData(Social Media Depression).xlsx,0.0,worth_retrying,"Item columns appear to hold text-coded Likert responses ('Strongly Agree', etc.) rather than numeric codes — confirm the category set/order against the source instrument and recode to numeric; not a content problem."
datacite,Personality–Burnout Associations in Nurses: Data and Materials for a Systematic Methodological Review,https://data.mendeley.com/datasets/6by7h52sfg/1,10.17632/6by7h52sfg.1,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['# Personality–Burnout Associations in Nurses: Research Data Package'],,,,,Personality_Burnout_Research_Data.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
datacite,Personality–Burnout Associations in Nurses: Data and Materials for a Systematic Methodological Review,https://data.mendeley.com/datasets/6by7h52sfg,10.17632/6by7h52sfg,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['# Personality–Burnout Associations in Nurses: Research Data Package'],,,,,Personality_Burnout_Research_Data.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
datacite,"Dataset of bedtime procrastination, PERMA well-being, sleep and quality of life among university students in Chongqing, China",https://data.mendeley.com/datasets/mrcthr8nxf/1,10.17632/mrcthr8nxf.1,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'SmartPLS report', 'Unnamed: 2']",,,,,PLS-SEM BP model analysis results.xlsx,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
datacite,"Dataset of bedtime procrastination, PERMA well-being, sleep and quality of life among university students in Chongqing, China",https://data.mendeley.com/datasets/mrcthr8nxf,10.17632/mrcthr8nxf,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'SmartPLS report', 'Unnamed: 2']",,,,,PLS-SEM BP model analysis results.xlsx,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
datacite,"Self-efficacy, anxiety, AI utilization, and grammar knowledge among Indonesian and Taiwanese EFL learners",https://data.mendeley.com/datasets/j33ytz7wsx/1,10.17632/j33ytz7wsx.1,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'SmartPLS report', 'Unnamed: 2']",,,,,Moderation Product Indicator after bootstrap.xlsx,2.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
datacite,"Self-efficacy, anxiety, AI utilization, and grammar knowledge among Indonesian and Taiwanese EFL learners",https://data.mendeley.com/datasets/j33ytz7wsx,10.17632/j33ytz7wsx,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'SmartPLS report', 'Unnamed: 2']",,,,,Moderation Product Indicator after bootstrap.xlsx,2.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
datacite,"Self-efficacy, anxiety, AI utilization, and grammar knowledge among Indonesian and Taiwanese EFL learners",https://data.mendeley.com/datasets/j33ytz7wsx,10.17632/j33ytz7wsx,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'SmartPLS report', 'Unnamed: 2']",,,,,Moderation Product Indicator after bootstrap.xlsx,2.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
datacite,"Self-efficacy, anxiety, AI utilization, and grammar knowledge among Indonesian and Taiwanese EFL learners",https://data.mendeley.com/datasets/j33ytz7wsx/1,10.17632/j33ytz7wsx.1,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'SmartPLS report', 'Unnamed: 2']",,,,,Moderation Product Indicator after bootstrap.xlsx,2.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
datacite,"A multi-country study of national customer satisfaction, ISO 9001 certifications, quality of life, prosperity, happiness, and economic indicators",https://tandf.figshare.com/articles/dataset/A_multi-country_study_of_national_customer_satisfaction_ISO_9001_certifications_quality_of_life_prosperity_happiness_and_economic_indicators/33307366,10.6084/m9.figshare.33307366,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Year', '2007', '2008', '2009', '2010', '2011', '2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023']",,,,,uqmj_a_2714496_sm3077.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
