source,journal,doi,title,url,pmcid,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files
pmc,peerj,10.7717/peerj.16467,Self-control mediates the relationship between time perspective and mobile phone addiction in Chinese college students.,https://europepmc.org/article/PMC/PMC10666608,PMC10666608,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, item_scale_outlier, composite_items*",,,peerj-11-16467-s001.xlsx,38398,526,73,1.0,0
pmc,screports,10.1038/s41598-026-62094-1,Quantifying the added value of foot-controlled force variables in predicting mild cognitive impairment.,https://europepmc.org/article/PMC/PMC13372807,PMC13372807,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2026_62094_MOESM1_ESM.pdf,Data Availability Statement The datasets analyzed in the present study are not publicly available but are available from the corresponding author on reasonable request.,,,,,,,
pmc,peerj,10.7717/peerj.14862,Plant-exuded chemical signals induce surface attachment of the bacterial pathogen <i>Pseudomonas syringae</i>.,https://europepmc.org/article/PMC/PMC10062345,PMC10062345,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['MM', '0.059', '0.063', '0.065', '0.064', '0.069', '0.076', '0.066', '0.003500000000000003', '0.0023944379994757297']",,,peerj-11-14862-s005.xlsx,,,,,1
pmc,screports,10.1038/s41598-026-51571-2,The impact of physical activity on rumination: a chain mediation model of executive function and metacognitive dysfunction and the examination of suppression effects.,https://europepmc.org/article/PMC/PMC13342091,PMC13342091,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,peerj,10.7717/peerj.21039,Kinesiophobia and alexithymia in knee osteoarthritis: association with radiological severity.,https://europepmc.org/article/PMC/PMC13052118,PMC13052118,cc-by-nc,license_restricted,license 'cc-by-nc' does not permit redistribution,,,,,,,,
pmc,screports,10.1038/s41598-024-67726-y,Captive-raised western ringtail possum (Pseudocheirus occidentalis) with a bold personality have higher survival rates when released into the wild.,https://europepmc.org/article/PMC/PMC11362156,PMC11362156,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,peerj,10.7717/peerj.12410,Rapid authenticity testing of artificially bred green turtles (<i>Chelonia mydas</i>) using microsatellite and mitochondrial DNA markers.,https://europepmc.org/article/PMC/PMC8557680,PMC8557680,cc-by,below_min_n,Only 35 distinct respondents — below the IRW floor of 100. Skip; no human review needed.,,,peerj-09-12410-s007.xls,105,35,3,1.0,2
pmc,peerj,10.7717/peerj.19684,Exploring the impact of curiosity and sport commitment on creativity among fitness coaches: the mediating role of knowledge-sharing and flow experience.,https://europepmc.org/article/PMC/PMC12273702,PMC12273702,cc-by-nc,license_restricted,license 'cc-by-nc' does not permit redistribution,,,,,,,,
pmc,screports,10.1038/s41598-026-57654-4,Digit-tracking reveals curiosity-driven visual attention in macaque monkeys.,https://europepmc.org/article/PMC/PMC13527078,PMC13527078,unknown,no_usable_file,"via Data Availability link https://osf.io/na4mv/ | no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",Data Availability Statement The example code and data are available on the Open Science Framework (https://osf.io/na4mv/).,https://osf.io/na4mv/,,,,,,
pmc,peerj,10.7717/peerj.18673,Effects of defeat and entrapment on suicide risk in university population: the role of rumination and sex.,https://europepmc.org/article/PMC/PMC11645980,PMC11645980,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, resp_scale_mixed",,,peerj-12-18673-s001.sav,5761,524,11,0.9995,0
pmc,screports,10.1038/s41598-026-51580-1,Pain and depression mediate the relationship between multimorbidity and frailty in older adults with diabetes.,https://europepmc.org/article/PMC/PMC13478415,PMC13478415,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,screports,10.1038/s41598-026-54091-1,The micro-structural changes in white matter fibers associated with anxiety and depression in moderate-severe obstructive sleep apnea.,https://europepmc.org/article/PMC/PMC13487148,PMC13487148,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,screports,10.1038/s41598-025-96905-8,Occupational burnout among healthcare workers in Central Asia during the COVID-19 pandemic.,https://europepmc.org/article/PMC/PMC11992192,PMC11992192,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,screports,10.1038/s41598-020-71061-3,Hydrocortisone decreases metacognitive efficiency independent of perceived stress.,https://europepmc.org/article/PMC/PMC7445749,PMC7445749,unknown,download_failed,"via Data Availability link https://osf.io/g6xnf/?view_only=9d8f7a87f6f940f88db44395a91025d2 | HTTPSConnectionPool(host='osf.io', port=443): Max retries exceeded with url: /download/9nxme/?view_only=9d8f7a87f6f940f88db44395a91025d2&view_only=9d8f7a87f6f940f88db44395a91025d2 (Caused by ProxyErro",Data availability Dataset is available at the Open Science Framework at: https://osf.io/g6xnf/?view_only=9d8f7a87f6f940f88db44395a91025d2 .,https://osf.io/g6xnf/?view_only=9d8f7a87f6f940f88db44395a91025d2,data_meta_long.csv,,,,,
pmc,screports,10.1038/s41598-025-01110-2,"Loneliness, but not social isolation, is a risk factor for COVID-19 vaccine hesitancy in university students in Tokyo, Japan.",https://europepmc.org/article/PMC/PMC12092763,PMC12092763,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,peerj,10.7717/peerj.20010,Practitioner training and user experience of &lt;i&gt;Seeking Safety&lt;/i&gt; for people with complex post-traumatic stress disorder and substance use disorder.,https://europepmc.org/article/PMC/PMC12462685,PMC12462685,cc-by,no_usable_file,no tabular-format file among 3 supplementary file(s): peerj-13-20010-s002.docx; peerj-13-20010-s003.docx; peerj-13-20010-s001.pdf,Data Availability Statement The following information was supplied regarding data availability: There is no raw data associated with this scoping review.,,,,,,,
pmc,screports,10.1038/s41598-026-63324-2,"Childhood trauma, specifically emotional abuse, is associated with psychiatric symptom severity in drug‑naïve first‑episode patients with schizophrenia.",https://europepmc.org/article/PMC/PMC13458051,PMC13458051,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2026_63324_MOESM1_ESM.docx,Data Availability Statement The datasets generated or analysed during the study are available from the corresponding author upon reasonable request.,,,,,,,
pmc,peerj,10.7717/peerj.20473,Validity and reliability of Insomnia Severity Index among older adults in Indonesia.,https://europepmc.org/article/PMC/PMC13052095,PMC13052095,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): peerj-14-20473-s001.zip,,,,,,,,
pmc,peerj,10.7717/peerj.11899,"Eating for numbing: a community-based study of trauma exposure, emotion dysregulation, dissociation, body dissatisfaction and eating disorder symptoms.",https://europepmc.org/article/PMC/PMC8349516,PMC8349516,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, resp_scale_mixed",,,peerj-09-11899-s001.sav,43171,233,186,0.9961,0
pmc,peerj,10.7717/peerj.3660,The age of onset of substance use is related to the coping strategies to deal with treatment in men with substance use disorder.,https://europepmc.org/article/PMC/PMC5562142,PMC5562142,cc-by,no_usable_file,no tabular-format file among 2 supplementary file(s): peerj-05-3660-s001.pdf; peerj-05-3660-s002.spo,,,,,,,,
pmc,peerj,10.7717/peerj.17489,Internet addiction among adolescents during the COVID-19 pandemic: Associations with sociodemographic and psychological distress.,https://europepmc.org/article/PMC/PMC11216186,PMC11216186,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, resp_scale_mixed",,,peerj-12-17489-s001.xlsx,27720,420,66,1.0,0
pmc,peerj,10.7717/peerj.10827,The recognition of gaming disorder in China: a case series of 223 patients.,https://europepmc.org/article/PMC/PMC7868065,PMC7868065,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, resp_scale_mixed",,,peerj-09-10827-s001.sav,7986,223,36,0.9948,0
pmc,peerj,10.7717/peerj.9756,High moon brightness and low ambient temperatures affect sloth predation by harpy eagles.,https://europepmc.org/article/PMC/PMC7456529,PMC7456529,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Date;Prey;ID;Day;Month;Year;Age_class;ID;UTM_E;UTM_N;NDVI_1;NDVI_5;Rainfall;Max_temp;Min_temp;moon.yest;moon.max;rfall.sum;max_temp.max;min_temp.min;Sloth;Night_prey;is.brad;is.chol'],,,peerj-08-9756-s001.csv,,,,,0
pmc,peerj,10.7717/peerj.19791,Relationships between different components of intolerance of uncertainty and symptoms of obsessive-compulsive disorder: a network analysis.,https://europepmc.org/article/PMC/PMC12318506,PMC12318506,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, item_scale_outlier",,,peerj-13-19791-s001.tsv,49600,1550,32,1.0,0
pmc,peerj,10.7717/peerj.1455,Creating a Chinese suicide dictionary for identifying suicide risk on social media.,https://europepmc.org/article/PMC/PMC4690390,PMC4690390,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): peerj-03-1455-s001.zip,Data Availability Statement The following information was supplied regarding data availability: Raw data is available in the Supplemental Information .,,,,,,,
pmc,peerj,10.7717/peerj.7554,Exploring the potential of deep-blue autofluorescence for monitoring amyloid fibril formation and dissociation.,https://europepmc.org/article/PMC/PMC6699583,PMC6699583,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | 78% of responses are unique (real items reuse a small scale; this looks like a results table) | 75% of resp values are non-integer — ordinal item responses are almost always integer-valued,,,peerj-07-7554-s009.xlsx,992,46,23,0.9376,1
pmc,screports,10.1038/s41598-026-53662-6,"Associations of anxiety disorders, physical activity and open-angle glaucoma: a population-based analysis.",https://europepmc.org/article/PMC/PMC13385572,PMC13385572,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,screports,10.1038/s41598-026-45784-8,"Temporal associations between bullying victimization, mental health, academic achievement, and school absences across elementary and secondary school.",https://europepmc.org/article/PMC/PMC13338306,PMC13338306,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,screports,10.1038/s41598-026-59695-1,Economic development and emotional well-being: longitudinal evidence from 33 European countries.,https://europepmc.org/article/PMC/PMC13333869,PMC13333869,unknown,download_failed,"via Data Availability link https://osf.io/5gkp6/overview? | HTTPSConnectionPool(host='osf.io', port=443): Max retries exceeded with url: /download/6a257b1b30b2c81ad6b218eb/ (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: ","Data availability The data that support the findings of this study are openly available from the European Social Survey (ESS) at www.europeansocialsurvey.org. This study uses data from ESS Round 3 (2006), Round 6 (2012), Round 7 (2014), and Round 11 (2023). GDP per capita data are publicly available",https://osf.io/5gkp6/overview?,full_country_round_analysis_panel_v12.csv,,,,,
pmc,screports,10.1038/s41598-025-99056-y,Digital selfie editing shows sex specific associations between processing biases and life satisfaction.,https://europepmc.org/article/PMC/PMC12022245,PMC12022245,unknown,download_failed,"via Data Availability link https://osf.io/ea9kd/ | HTTPSConnectionPool(host='osf.io', port=443): Max retries exceeded with url: /download/jghdq/ (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))","Data availability The datasets generated and analyzed during the current study are available in the Open Science Framework (OSF) repository, https://osf.io/ea9kd/ .",https://osf.io/ea9kd/,selfie_editing_lm1.csv,,,,,
pmc,screports,10.1038/s41598-026-58311-6,Trajectories of quality of life in pancreatic cancer survivors during the first year after surgery: a longitudinal study.,https://europepmc.org/article/PMC/PMC13538500,PMC13538500,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2026_58311_MOESM1_ESM.docx,Data Availability Statement All data are available upon request to the corresponding author.,,,,,,,
pmc,screports,10.1038/s41598-026-51076-y,Disability and health literacy in Korea: evidence from a national survey.,https://europepmc.org/article/PMC/PMC13328541,PMC13328541,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,screports,10.1038/s41598-026-38097-3,"Contribution of family Support, illness perception, and psychological factors to fluid management behaviors in peritoneal dialysis patients.",https://europepmc.org/article/PMC/PMC12948989,PMC12948989,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,peerj,10.7717/peerj.20979,Effect of fatigue on neuromuscular adaptations in endurance-trained and recreationally active males.,https://europepmc.org/article/PMC/PMC13003946,PMC13003946,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | 67% of responses are unique (real items reuse a small scale; this looks like a results table) | 57% of resp values are non-integer — ordinal item responses are almost always integer-valued,,,peerj-14-20979-s001.xlsx,374,22,17,1.0,0
pmc,peerj,10.7717/peerj.20925,Restless legs syndrome and sleep quality in children with migraine and tension-type headache.,https://europepmc.org/article/PMC/PMC13001660,PMC13001660,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, resp_scale_mixed",,,peerj-14-20925-s002.sav,4730,296,16,0.9987,0
pmc,peerj,10.7717/peerj.8286,Determining hypertensive patients' beliefs towards medication and associations with medication adherence using machine learning methods.,https://europepmc.org/article/PMC/PMC7075362,PMC7075362,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, resp_scale_mixed",,,peerj-08-8286-s009.csv,954,159,6,1.0,6
pmc,peerj,10.7717/peerj.2547,Higher central fat and poor self-body image in short-stature overweight/obese women living in Brazilian shantytowns.,https://europepmc.org/article/PMC/PMC5068392,PMC5068392,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, resp_scale_mixed",,,peerj-04-2547-s001.xlsx,4725,100,42,1.125,0
pmc,screports,10.1038/s41598-024-52797-8,Usefulness of a questionnaire for assessing the relationship between eating behavior and steatotic liver disease among Japanese male young adults.,https://europepmc.org/article/PMC/PMC10810865,PMC10810865,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2024_52797_MOESM1_ESM.pdf,Data Availability Statement The data analyzed in this study is availabule from the corresponding author on reasonable request.,,,,,,,
pmc,screports,10.1038/s41598-026-46864-5,Predictive factors of Black American emerging adults' psychological flourishing: a random forest analysis.,https://europepmc.org/article/PMC/PMC13250128,PMC13250128,cc-by,download_failed,could not resolve Data Availability link https://doi.org/10.6084/m9.figshare.31830190: ProxyError,"Data Availability Statement Data are not available for sharing. In accordance with the study’s IRB-approved protocol, data will not be banked for future use, and findings are only reported in aggregate. The analysis code used for this study is publicly available on figshare at: kebbeh, Nema; Jelsma,",https://doi.org/10.6084/m9.figshare.31830190,,,,,,
pmc,peerj,10.7717/peerj.14339,Gender differences in general health and happiness: a study on Iranian engineering students.,https://europepmc.org/article/PMC/PMC9637358,PMC9637358,cc-by,no_usable_file,no tabular-format file among 2 supplementary file(s): peerj-10-14339-s002.pdf; peerj-10-14339-s001.m,Data Availability Statement The following information was supplied regarding data availability: The script is available in the Supplemental File .,,,,,,,
pmc,screports,10.1038/s41598-026-56796-9,"Impact of anger, compassion, and hope on climate action taking.",https://europepmc.org/article/PMC/PMC13547305,PMC13547305,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,peerj,10.7717/peerj.17354,Estimates of the vitality and performances of <i>Apis mellifera mellifera</i> and hybrid honey bee colonies in Siberia: a 13-year study.,https://europepmc.org/article/PMC/PMC11249005,PMC11249005,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify item columns. | Columns present: ['Year', 'Unnamed:",,,peerj-12-17354-s001.xlsx,,,,,3
pmc,screports,10.1038/s41598-023-43847-8,Concurrent and lagged physiological synchrony during mother-child interaction and their relationship to positive affect in 8- to 10-year-old children.,https://europepmc.org/article/PMC/PMC10584844,PMC10584844,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2023_43847_MOESM1_ESM.pdf,Data Availability Statement The datasets generated and analysed during the current study are available from the corresponding authors on reasonable request.,,,,,,,
pmc,peerj,10.7717/peerj.18498,The motivation to inform others: a field experiment with wild chimpanzees.,https://europepmc.org/article/PMC/PMC11627086,PMC11627086,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | only 9 distinct ids (too few to be respondents) | 73% of responses are unique (real items reuse a small scale; this looks like a results table) | 62% of resp values are non-integer — ordinal item responses are almost always integer-valued,,,peerj-12-18498-s001.xlsx,230,9,13,1.9658,0
pmc,peerj,10.7717/peerj.21527,Social support and care burden in family caregivers of patients with hematologic malignancies: a parallel mediation model of coping strategies.,https://europepmc.org/article/PMC/PMC13398390,PMC13398390,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, resp_scale_mixed",,,peerj-14-21527-s001.xlsx,20800,200,104,1.0,1
pmc,screports,10.1038/s41598-021-82307-z,CD38 is associated with bonding-relevant cognitions and relationship satisfaction over the first 3 years of marriage.,https://europepmc.org/article/PMC/PMC7859203,PMC7859203,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2021_82307_MOESM1_ESM.docx,"Data Availability Statement These data cannot be deposited in a repository because participants did not consent to have their data made publicly available and because couple member data may be identifiable to each other. We will, however, make the data available upon request for such purposes as con",,,,,,,
pmc,peerj,10.7717/peerj.21383,"Nature can suffer, too: behavioral evidence of empathy with ecosystems and its link to pro-environmental attitudes.",https://europepmc.org/article/PMC/PMC13312967,PMC13312967,cc-by,no_usable_file,no tabular-format file among 17 supplementary file(s): peerj-14-21383-s010.pdf; peerj-14-21383-s020.pdf; peerj-14-21383-s019.pdf; peerj-14-21383-s009.pdf; peerj-14-21383-s011.pdf; peerj-14-21383-s022.zip; peerj-14-21383-s018.pdf; peerj-14-21383-s013.pdf; peerj-14-21383-s015.pdf; peerj-14-21383-s012.pdf,,,,,,,,
pmc,peerj,10.7717/peerj.7403,Paranoia and conspiracy: group cohesion increases harmful intent attribution in the Trust Game.,https://europepmc.org/article/PMC/PMC6699476,PMC6699476,cc-by,download_failed,could not resolve Data Availability link https://doi.org/10.17605/OSF.IO/W7YQX: ProxyError,Data and code availability The data and code to reproduce the analyses in this study are available in OSF with the identifier DOI 10.17605/OSF.IO/W7YQX .,https://doi.org/10.17605/OSF.IO/W7YQX,,,,,,
pmc,screports,10.1038/s41598-026-66242-5,Chatbots reduce health-related conspiracy beliefs not because of but despite being perceived as AI.,https://europepmc.org/article/PMC/PMC13482579,PMC13482579,unknown,no_usable_file,"via Data Availability link https://osf.io/su9kp/overview?view_only=7a40bc5d15cd4d308b10b9c0cc97d600 | no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",Data Availability Statement The data supporting the findings of this study was deposited via OSF and is available at https://osf.io/su9kp/overview?view_only=7a40bc5d15cd4d308b10b9c0cc97d600.,https://osf.io/su9kp/overview?view_only=7a40bc5d15cd4d308b10b9c0cc97d600,,,,,,
pmc,screports,10.1038/s41598-025-97959-4,Vaccination burnout impedes the compliance with multiple-dose administration of vaccines.,https://europepmc.org/article/PMC/PMC12006531,PMC12006531,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,screports,10.1038/s41598-026-58815-1,Medical students' perceptions of learning modalities: development and psychometric validation of the e-learning and face-to-face learning experience questionnaire.,https://europepmc.org/article/PMC/PMC13554172,PMC13554172,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2026_58815_MOESM1_ESM.docx,"Data availability Yes, the data analyzed during the current study are available from the corresponding author on reasonable request.",,,,,,,
pmc,peerj,10.7717/peerj.2976,Running wheel training does not change neurogenesis levels or alter working memory tasks in adult rats.,https://europepmc.org/article/PMC/PMC5426350,PMC5426350,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, resp_scale_mixed, composite_items*",,,peerj-05-2976-s001.xlsx,17748,2229,8,0.9953,0
pmc,peerj,10.7717/peerj.12917,Montreal Cognitive Assessment (MoCA) performance in Huntington's disease patients correlates with cortical and caudate atrophy.,https://europepmc.org/article/PMC/PMC8988933,PMC8988933,cc-by,download_failed,could not resolve Data Availability link https://doi.org/10.6084/m9.figshare.15161562.v1: ProxyError,"Data Availability Statement The following information was supplied regarding data availability: The data is available at FigShare: Ramirez Garcia, Gabriel (2021): CTRL_Avg-thickness-MocaT-Cor_mc-z.abs.th13.sig.cluster. figshare. Figure. https://doi.org/10.6084/m9.figshare.15161562.v1 Ramirez Garcia,",https://doi.org/10.6084/m9.figshare.15161562.v1,,,,,,
pmc,screports,10.1038/s41598-026-52471-1,Self-focused rumination links stressful events to depressive and anxiety symptoms in older adults with depressive symptoms: path and network analyses.,https://europepmc.org/article/PMC/PMC13376202,PMC13376202,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,screports,10.1038/s41598-026-49961-7,"Explainable artificial intelligence models using SHAP enhanced CatBoost, Bi-GRU with attention, and Tab Transformer.",https://europepmc.org/article/PMC/PMC13332054,PMC13332054,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 2 column(s) look like text-coded Likert items (e.g. ['Data Type', 'Category']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns present: ['Feature ID', 'Feature Name', 'Data Type', 'Category', 'Descript",,,41598_2026_49961_MOESM1_ESM.xlsx,,,,,0
pmc,heliyon,10.1016/j.heliyon.2024.e24678,What determines the entrepreneurial intentions of employees? A moderated mediation model of entrepreneurial motivation and innovate work behavior.,https://europepmc.org/article/PMC/PMC10828058,PMC10828058,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): mmc1.docx,Data Availability Statement The data that support the findings of this study are available from the corresponding author upon reasonable request.,,,,,,,
pmc,heliyon,10.1016/j.heliyon.2024.e32588,"Doctoral students' academic performance: The mediating role of academic motivation, academic buoyancy, and academic self-efficacy.",https://europepmc.org/article/PMC/PMC11252879,PMC11252879,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,peerj,10.7717/peerj.2184,The effects of gamelike features and test location on cognitive test performance and participant enjoyment.,https://europepmc.org/article/PMC/PMC4941792,PMC4941792,cc-by,no_usable_file,no tabular-format file among 5 supplementary file(s): peerj-04-2184-s005.docx; peerj-04-2184-s008.docx; peerj-04-2184-s007.docx; peerj-04-2184-s004.docx; peerj-04-2184-s006.docx,,,,,,,,
pmc,screports,10.1038/s41598-026-54195-8,The relationship between medical workers' presence of meaning in life and turnover intention: the mediating role of searching for meaning in life and professional happiness.,https://europepmc.org/article/PMC/PMC13402667,PMC13402667,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
