source,title,url,doi,license,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files
datacite,"EduMind: An Open Survey Dataset on Big Five Personality Traits, Academic Stress, Academic Procrastination, and Academic Experiences among University Students in Bangladesh",https://data.mendeley.com/datasets/738wrnc7j7,10.17632/738wrnc7j7,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 4 column(s) look like text-coded Likert items (e.g. ['Section', 'Data Type', 'Scale']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns present: ['Variable Name', 'Variable Label', 'Section', 'Data Type",,,,,EduMind Dataset Codebook.xlsx,2.0
datacite,"Dataset of bedtime procrastination, PERMA well-being, sleep and quality of life among university students in Chongqing, China",https://data.mendeley.com/datasets/mrcthr8nxf/1,10.17632/mrcthr8nxf.1,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'SmartPLS report', 'Unnamed: 2']",,,,,PLS-SEM BP model analysis results.xlsx,1.0
datacite,"Dataset of bedtime procrastination, PERMA well-being, sleep and quality of life among university students in Chongqing, China",https://data.mendeley.com/datasets/mrcthr8nxf,10.17632/mrcthr8nxf,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'SmartPLS report', 'Unnamed: 2']",,,,,PLS-SEM BP model analysis results.xlsx,1.0
datacite,The Bidirectional Role of Grit in Mediating Time Management and Procrastination to Alleviate Academic Stress: An Investigation of Undergraduate Mental Well-Being,https://data.mendeley.com/datasets/6rbv3fbz8d/1,10.17632/6rbv3fbz8d.1,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_direction*, imputed_values*, multi_scale*",21112,259,76,1.0725,Chrohan back alpha.sav,1.0
datacite,"Dataset on Climate Emotion Profiles, Ecological Coping, and Depression Symptoms in Ukraine",https://data.mendeley.com/datasets/jdzhj8w2ck/2,10.17632/jdzhj8w2ck.2,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",4284,306,14,1.0,Data.csv,1.0
datacite,"Dataset on Climate Emotion Profiles, Ecological Coping, and Depression Symptoms in Ukraine",https://data.mendeley.com/datasets/jdzhj8w2ck,10.17632/jdzhj8w2ck,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",4284,306,14,1.0,Data.csv,1.0
datacite,Data for: Reciprocal Peer-Tutoring Promotes Preference for Group Work and Flourishing through Student-Created Self-Transcendence Climate: An Intervention Study,https://data.mendeley.com/datasets/3nxfw85zsz/1,10.17632/3nxfw85zsz.1,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",5372,316,17,1.0,STCim_interv_merged_2T_reciprocal_pre_t1_post_t2_1.sav,0.0
datacite,Data for: Reciprocal Peer-Tutoring Promotes Preference for Group Work and Flourishing through Student-Created Self-Transcendence Climate: An Intervention Study,https://data.mendeley.com/datasets/3nxfw85zsz,10.17632/3nxfw85zsz,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",5372,316,17,1.0,STCim_interv_merged_2T_reciprocal_pre_t1_post_t2_1.sav,0.0
datacite,Data for: Climate Anxiety in Ukraine - Emotion-Specific Pathways,https://data.mendeley.com/datasets/5ywv53yyd3/1,10.17632/5ywv53yyd3.1,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",34884,306,114,1.0,data_raw.csv,1.0
datacite,Data for: Climate Anxiety in Ukraine - Emotion-Specific Pathways,https://data.mendeley.com/datasets/5ywv53yyd3,10.17632/5ywv53yyd3,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",34884,306,114,1.0,data_raw.csv,1.0
datacite,Data - The Trait Meta-Mood Scale-24 (TMMS-24) and Academic Performance,https://data.mendeley.com/datasets/p622ddkyxf/2,10.17632/p622ddkyxf.2,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",2946,491,6,1.0,Encuesta TMMS24.sav,0.0
datacite,Data - The Trait Meta-Mood Scale-24 (TMMS-24) and Academic Performance,https://data.mendeley.com/datasets/p622ddkyxf,10.17632/p622ddkyxf,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",2946,491,6,1.0,Encuesta TMMS24.sav,0.0
datacite,Data - The Trait Meta-Mood Scale-24 (TMMS-24) and Academic Performance,https://data.mendeley.com/datasets/p622ddkyxf/1,10.17632/p622ddkyxf.1,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",2946,491,6,1.0,Encuesta TMMS24.sav,0.0
datacite,"A multi-country study of national customer satisfaction, ISO 9001 certifications, quality of life, prosperity, happiness, and economic indicators",https://tandf.figshare.com/articles/dataset/A_multi-country_study_of_national_customer_satisfaction_ISO_9001_certifications_quality_of_life_prosperity_happiness_and_economic_indicators/33307366,10.6084/m9.figshare.33307366,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Year', '2007', '2008', '2009', '2010', '2011', '2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023']",,,,,uqmj_a_2714496_sm3077.xlsx,0
datacite,"Data on teacher responsibility, generative AI-supported learning effectiveness, fellow student collaboration, and students’ psychological well-being in higher education",https://data.mendeley.com/datasets/zvdf6893rk/1,10.17632/zvdf6893rk.1,cc-by,below_min_n,Only 5 distinct respondents — below the IRW floor of 100. Skip; no human review needed.,56088,5,36,311.6,KHẢO SÁT.xlsx,0.0
datacite,"Data on teacher responsibility, generative AI-supported learning effectiveness, fellow student collaboration, and students’ psychological well-being in higher education",https://data.mendeley.com/datasets/zvdf6893rk,10.17632/zvdf6893rk,cc-by,below_min_n,Only 5 distinct respondents — below the IRW floor of 100. Skip; no human review needed.,56088,5,36,311.6,KHẢO SÁT.xlsx,0.0
datacite,"Job satisfaction in technology-based companies: an approach from happiness, organizational resilience, and personality.",https://data.mendeley.com/datasets/wc9yc4z77r/1,10.17632/wc9yc4z77r.1,cc-by,below_min_n,Only 7 distinct respondents — below the IRW floor of 100. Skip; no human review needed.,10556,7,29,52.0,JOB SATISFACTION EXCEL.csv,0.0
datacite,"Job satisfaction in technology-based companies: an approach from happiness, organizational resilience, and personality.",https://data.mendeley.com/datasets/wc9yc4z77r,10.17632/wc9yc4z77r,cc-by,below_min_n,Only 7 distinct respondents — below the IRW floor of 100. Skip; no human review needed.,10556,7,29,52.0,JOB SATISFACTION EXCEL.csv,0.0
datacite,"Job satisfaction in technology-based companies: an approach from happiness, organizational resilience, and personality.",https://data.mendeley.com/datasets/wc9yc4z77r/1,10.17632/wc9yc4z77r.1,cc-by,below_min_n,Only 7 distinct respondents — below the IRW floor of 100. Skip; no human review needed.,10556,7,29,52.0,JOB SATISFACTION EXCEL.csv,0.0
datacite,"Job satisfaction in technology-based companies: an approach from happiness, organizational resilience, and personality.",https://data.mendeley.com/datasets/wc9yc4z77r,10.17632/wc9yc4z77r,cc-by,below_min_n,Only 7 distinct respondents — below the IRW floor of 100. Skip; no human review needed.,10556,7,29,52.0,JOB SATISFACTION EXCEL.csv,0.0
datacite,"Survey Dataset for Assessing Depression, Social Anxiety, Loneliness, and Game Addiction Among Female Players",https://data.mendeley.com/datasets/zrwyr6y9xy/1,10.17632/zrwyr6y9xy.1,cc-by,below_min_n,Only 5 distinct respondents — below the IRW floor of 100. Skip; no human review needed.,3668,5,28,26.2,Female_Game_Addiction_Dataset.csv,0.0
datacite,"Survey Dataset for Assessing Depression, Social Anxiety, Loneliness, and Game Addiction Among Female Players",https://data.mendeley.com/datasets/zrwyr6y9xy,10.17632/zrwyr6y9xy,cc-by,below_min_n,Only 5 distinct respondents — below the IRW floor of 100. Skip; no human review needed.,3668,5,28,26.2,Female_Game_Addiction_Dataset.csv,0.0
dataverse,Assessing the perceived relevance of environmental sustainability initiatives in smart campuses using item response theory (Supplemental material),https://doi.org/10.7910/DVN/FCNTSN,10.7910/dvn/fcntsn,cc0,below_min_n,Only 5 distinct respondents — below the IRW floor of 100. Skip; no human review needed.,7566,5,26,58.2,Dataset.xlsx,0
datacite,Digital Self-Regulation and Well-Being,https://data.mendeley.com/datasets/pv7y6kmg86/1,10.17632/pv7y6kmg86.1,cc-by,file_too_large,"tabular file(s) exceed the 209,715,200-byte ceiling, not downloaded: digital_self-regulation .rds (266,965,023 bytes)",,,,,digital_self-regulation .rds,
datacite,Multidisciplinary Intervention to Improve Patient Health Literacy and Postoperative Outcomes in Urological Surgery: A Randomized Controlled Trial of a Preoperative Handbook,https://data.mendeley.com/datasets/x22kds2wvp/1,10.17632/x22kds2wvp.1,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
datacite,Multidisciplinary Intervention to Improve Patient Health Literacy and Postoperative Outcomes in Urological Surgery: A Randomized Controlled Trial of a Preoperative Handbook,https://data.mendeley.com/datasets/x22kds2wvp,10.17632/x22kds2wvp,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
datacite,"Data to ""When Smart Homes Take Action: How Technology Agency can Affect Pro-Environmental Behavior"" (manuscript submitted for publication)",https://data.ub.uni-muenchen.de/id/eprint/832,10.5282/ubm/data.832,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,The Attitude-Behavior Gap in Energy Conservation: Inhibitory Pathways of Social Norm Conflict and the Moderating Role of Goal Self-Efficacy,https://www.scidb.cn/detail?dataSetId=c29181c99b3a4ed286a1bdf1aead14e1,10.57760/sciencedb.psych.00715,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,The effect of auricular acupressure on quality of life in postmenopausal women: a randomized sham-controlled clinical trial,https://tandf.figshare.com/articles/dataset/The_effect_of_auricular_acupressure_on_quality_of_life_in_postmenopausal_women_a_randomized_sham-controlled_clinical_trial/32200972/1,10.6084/m9.figshare.32200972,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,Effects of mental health and addiction on cognitive function among Chinese junior college students,https://www.scidb.cn/detail?dataSetId=19e97806f6c741daa3fd9812f02cff35,10.57760/sciencedb.01021,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,FAIRsharing record for: Hamilton Anxiety Rating Scale (HAM-A) Research Statistics,https://fairsharing.org/10.25504/FAIRsharing.a6c43b,10.25504/fairsharing.a6c43b,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,the relationship between involution and anxiety,https://www.scidb.cn/detail?dataSetId=c61d9a7c0f5d4252871c839d0be29895,10.57760/sciencedb.00zxl,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,Effects of mental health and addiction on cognitive function among Chinese junior college students,https://www.scidb.cn/detail?dataSetId=19e97806f6c741daa3fd9812f02cff35,10.57760/sciencedb.01021,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,"Datasets underlying the paper ""Anxiety-Based Intellectual Helplessness: Reconstructing the Role of Mathematics Anxiety in Students’ Mathematical Learning Experiences""",https://data.mendeley.com/datasets/vb5rz5y7x8/1,10.17632/vb5rz5y7x8.1,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,"Datasets underlying the paper ""Anxiety-Based Intellectual Helplessness: Reconstructing the Role of Mathematics Anxiety in Students’ Mathematical Learning Experiences""",https://data.mendeley.com/datasets/vb5rz5y7x8,10.17632/vb5rz5y7x8,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,"Generative AI as a cognitive assistive technology for adults with dyslexia: the role of anxiety, working memory, and metacognitive regulation",https://tandf.figshare.com/articles/dataset/Generative_AI_as_a_cognitive_assistive_technology_for_adults_with_dyslexia_the_role_of_anxiety_working_memory_and_metacognitive_regulation/33314690/1,10.6084/m9.figshare.33314690,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,Supplemental file for: Analysis of soluble Triggering Receptor Expressed on Myeloid Cells-1 and -2 and Fractalkine in depression and childhood adversity: an exploratory study,https://karger.figshare.com/articles/dataset/Supplemental_file_for_Analysis_of_soluble_Triggering_Receptor_Expressed_on_Myeloid_Cells-1_and_-2_and_Fractalkine_in_depression_and_childhood_adversity_an_exploratory_study/33305970/1,10.6084/m9.figshare.33305970,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,Dataset for: German short version of the Athlete Burnout Questionnaire: Application of the Ant Colony Optimization Algorithm,https://www.psycharchives.org/jspui/handle/20.500.12034/17675,10.23668/psycharchives.22321,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,"Healthcare worker well-being, perceived safety, and environmental health in Zambia",https://cdr.lib.unc.edu/concern/data_sets/m613nd68z,10.17615/5spq-jh17,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,Artificial Intelligence-Generated Draft Replies to Patient Messages in Pediatrics,https://purl.stanford.edu/zt410bf9823,10.25740/zt410bf9823,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,"Supplementary results tables for cross-lagged panel models of perceived stress, anxiety symptoms, and depressive symptoms among medical students",https://www.scidb.cn/detail?dataSetId=c8afdb67c42a44f591b645db80241ef5,10.57760/sciencedb.45089,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,Unintended Consequences of Teacher Autonomy and Principal Leadership: Evidence from Teacher–Parent Communication and Teacher Well-Being,https://www.icpsr.umich.edu/sites/aera/view/studies/305610,10.3886/icpsr305610,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,DoE Assembly Through Different Production Settings and their Impact on Cognitive-Organizational Human Factors,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/MFAJOG,10.57745/mfajog,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,Psychometric validation of the Turkish Illness Identity Questionnaire (IIQ-TR),https://tandf.figshare.com/articles/dataset/Psychometric_validation_of_the_Turkish_Illness_Identity_Questionnaire_IIQ-TR_/32901440/1,10.6084/m9.figshare.32901440,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,Code for: Climate Anxiety in Ukraine - Emotion-Specific Pathways,https://data.mendeley.com/datasets/dz7cssts9j/1,10.17632/dz7cssts9j.1,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,Code for: Climate Anxiety in Ukraine - Emotion-Specific Pathways,https://data.mendeley.com/datasets/dz7cssts9j,10.17632/dz7cssts9j,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,Dataset for: German short version of the Athlete Burnout Questionnaire: Application of the Ant Colony Optimization Algorithm,https://www.psycharchives.org/jspui/handle/20.500.12034/17675,10.23668/psycharchives.22321,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,"Healthcare worker well-being, perceived safety, and environmental health in Zambia",https://cdr.lib.unc.edu/concern/data_sets/m613nd68z,10.17615/5spq-jh17,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,"“The Recovery Journey”: A Phenomenological Exploration of Patients Experiences, Satisfaction and Quality of Life through Repeated Interviews after Total Knee Arthroplasty",https://data.mendeley.com/datasets/ggrds6wtfh/3,10.17632/ggrds6wtfh.3,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,"“The Recovery Journey”: A Phenomenological Exploration of Patients Experiences, Satisfaction and Quality of Life through Repeated Interviews after Total Knee Arthroplasty",https://data.mendeley.com/datasets/ggrds6wtfh,10.17632/ggrds6wtfh,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,"The effects of amputation on functioning, satisfaction and health-related quality of life of adults with brachial plexus injury; a scoping review",https://tandf.figshare.com/articles/dataset/The_effects_of_amputation_on_functioning_satisfaction_and_health-related_quality_of_life_of_adults_with_brachial_plexus_injury_a_scoping_review/31121727/1,10.6084/m9.figshare.31121727,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
osf,Effects of Social Prescribing on Loneliness and Well-being in Older Adults: A Rapid Review of Equity-related Subgroup Differences,https://osf.io/8qk24/,,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,Discrepancy between self-report and neurophysiological markers of socio-affective responses in lonely individuals,https://nemar.org/dataset/on006866,10.82901/nemar.on006866,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,"The Temporal Sequence between Student Problematic Internet Use, Fear of Missing Out and Mental Health: A Random-Intercept Cross-Lagged Panel Model",https://data.ru.nl/collections/ru/bsi/dp_2025_as_problematic-internet-use_mental-health_dsc_484,10.34973/s9n2-9c93,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,Social Relationships and Well-Being Among Sexual and Gender Minorities,https://publication.yoda.vu.nl/full/VU01/2717A4.html,10.48338/vu01-2717a4,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,"Programme for International Student Assessment - International Plus 2003, 2004 (PISA-I-Plus 2003, 2004)",https://fdz.iqb.hu-berlin.de/de/daten-finden/datensuche/69/,10.5159/iqb_pisa_i_plus_suf_off-site_v2,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,Programme for International Student Assessment 2009 (PISA 2009),https://fdz.iqb.hu-berlin.de/de/daten-finden/datensuche/57/,10.5159/iqb_pisa_2009_suf_off-site_v2,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,Programme for International Student Assessment 2000 (PISA 2000),https://fdz.iqb.hu-berlin.de/de/daten-finden/datensuche/61/,10.5159/iqb_pisa_2000_suf_off-site_v2,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,CHALLENGES IN ENGLISH VOCABULARY LEARNING AND MEMORY STRATEGY AS A CONSOLIDATING SOLUTION FOR VIETNAMESE STUDENTS OF ENGLISH MAJOR AT NGUYEN TAT THANH UNIVERSITY IN VIETNAM,https://zenodo.org/doi/10.5281/zenodo.21998445,10.5281/zenodo.21998445,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,CHALLENGES IN ENGLISH VOCABULARY LEARNING AND MEMORY STRATEGY AS A CONSOLIDATING SOLUTION FOR VIETNAMESE STUDENTS OF ENGLISH MAJOR AT NGUYEN TAT THANH UNIVERSITY IN VIETNAM,https://zenodo.org/doi/10.5281/zenodo.21998446,10.5281/zenodo.21998446,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
