source,journal,doi,title,url,pmcid,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files
pmc,bmcpubhealth,10.1186/s12889-024-18357-5,Assessing mid-career female physician burnout in the military health system: finding joy in practice after the COVID-19 pandemic.,https://europepmc.org/article/PMC/PMC10953201,PMC10953201,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 12889_2024_18357_MOESM1_ESM.docx,Data availability The dataset generated and analyzed during the current study is available from the corresponding author on reasonable request.,,,,,,,
pmc,screports,10.1038/s41598-020-71061-3,Hydrocortisone decreases metacognitive efficiency independent of perceived stress.,https://europepmc.org/article/PMC/PMC7445749,PMC7445749,unknown,download_failed,"via Data Availability link https://osf.io/g6xnf/?view_only=9d8f7a87f6f940f88db44395a91025d2 | HTTPSConnectionPool(host='osf.io', port=443): Max retries exceeded with url: /download/9nxme/?view_only=9d8f7a87f6f940f88db44395a91025d2&view_only=9d8f7a87f6f940f88db44395a91025d2 (Caused by ProxyErro",Data availability Dataset is available at the Open Science Framework at: https://osf.io/g6xnf/?view_only=9d8f7a87f6f940f88db44395a91025d2 .,https://osf.io/g6xnf/?view_only=9d8f7a87f6f940f88db44395a91025d2,data_meta_long.csv,,,,,
pmc,screports,10.1038/s41598-019-57036-z,Perceived stress and non-alcoholic fatty liver disease in apparently healthy men and women.,https://europepmc.org/article/PMC/PMC6949298,PMC6949298,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2019_57036_MOESM1_ESM.docx,"Data Availability Statement The data, and study materials will not be made available to other researchers for purposes of reproducing the results. However, analytical methods are available from corresponding author on reasonable request.",,,,,,,
pmc,screports,10.1038/s41598-020-78642-2,"Impact of outdoor nature-related activities on gut microbiota, fecal serotonin, and perceived stress in preschool children: the Play&Grow randomized controlled trial.",https://europepmc.org/article/PMC/PMC7738543,PMC7738543,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2020_78642_MOESM1_ESM.docx,Data Availability Statement The sequence data under this study are publicly available in the European Nucleotide Archive under accession number PRJEB34058. Dr. Tun had full access to all subjects’ meta-data and associated microbiota data in the study and takes responsibility of correspondence for da,,,,,,,
pmc,screports,10.1038/s41598-026-59695-1,Economic development and emotional well-being: longitudinal evidence from 33 European countries.,https://europepmc.org/article/PMC/PMC13333869,PMC13333869,unknown,download_failed,"via Data Availability link https://osf.io/5gkp6/overview? | HTTPSConnectionPool(host='osf.io', port=443): Max retries exceeded with url: /download/6a257b1b30b2c81ad6b218eb/ (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: ","Data availability The data that support the findings of this study are openly available from the European Social Survey (ESS) at www.europeansocialsurvey.org. This study uses data from ESS Round 3 (2006), Round 6 (2012), Round 7 (2014), and Round 11 (2023). GDP per capita data are publicly available",https://osf.io/5gkp6/overview?,full_country_round_analysis_panel_v12.csv,,,,,
pmc,screports,10.1038/s41598-024-61800-1,Associations of coping and health-related behaviors with medical students' well-being and performance during objective structured clinical examination.,https://europepmc.org/article/PMC/PMC11101410,PMC11101410,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2024_61800_MOESM1_ESM.docx,Data availability The datasets used and/or analyzed during the current study are available from the corresponding author on reasonable request.,,,,,,,
pmc,screports,10.1038/s41598-024-55357-2,Urban park qualities driving visitors mental well-being and wildlife conservation in a Neotropical megacity.,https://europepmc.org/article/PMC/PMC10902329,PMC10902329,cc-by,no_usable_file,no tabular-format file among 2 supplementary file(s): 41598_2024_55357_MOESM2_ESM.docx; 41598_2024_55357_MOESM1_ESM.pdf,"Data Availability Statement The data generated for the current study are not publicly available due to further analyses being planned, but de-identified data may be made available from the corresponding author on reasonable request. For queries about the specific data and analysis, including r scrip",,,,,,,
pmc,screports,10.1038/s41598-023-35427-7,Visiting nature is associated with lower socioeconomic inequalities in well-being in Wales.,https://europepmc.org/article/PMC/PMC10272170,PMC10272170,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2023_35427_MOESM1_ESM.docx,"Data availability The data used in this study were accessed through the SAIL Databank at Swansea University, Swansea, UK. All proposals to use SAIL data are subject to review by an independent Information Governance Review Panel (IGRP). Information on the application process can be found at: https:/",,,,,,,
pmc,screports,10.1038/s41598-023-47357-5,The effect of pre-endoscopy maltodextrin beverage on gastric residual volume and patient's well-being: a randomised controlled trial.,https://europepmc.org/article/PMC/PMC10654920,PMC10654920,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2023_47357_MOESM1_ESM.docx,Data Availability Statement The datasets used or analysed during the current study are available from the corresponding author upon reasonable request.,,,,,,,
pmc,screports,10.1038/s41598-025-99056-y,Digital selfie editing shows sex specific associations between processing biases and life satisfaction.,https://europepmc.org/article/PMC/PMC12022245,PMC12022245,unknown,download_failed,"via Data Availability link https://osf.io/ea9kd/ | HTTPSConnectionPool(host='osf.io', port=443): Max retries exceeded with url: /download/jghdq/ (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))","Data availability The datasets generated and analyzed during the current study are available in the Open Science Framework (OSF) repository, https://osf.io/ea9kd/ .",https://osf.io/ea9kd/,selfie_editing_lm1.csv,,,,,
pmc,screports,10.1038/s41598-023-48582-8,Parents' life satisfaction prior to and following preterm birth.,https://europepmc.org/article/PMC/PMC10692203,PMC10692203,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2023_48582_MOESM1_ESM.docx,"Data Availability Statement In the German Socio-Economic Panel study (SOEP) data, 8611 births were reported in the study period to 6282 mothers. Once combined with eligible life satisfaction data, there were 4754, 865 and 107 mothers of term-born, MLP/LBW, and VP/VLBW infants respectively. Similarly",,,,,,,
pmc,screports,10.1038/s41598-024-65116-y,"Relationships between students' perceived campus walkability, mental health, and life satisfaction during COVID-19.",https://europepmc.org/article/PMC/PMC11192732,PMC11192732,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2024_65116_MOESM1_ESM.docx,Data availability The datasets generated and analyzed during the current study are not publicly available due to they contain non-public data. But they are available from the corresponding author upon reasonable request.,,,,,,,
pmc,screports,10.1038/s41598-024-61398-4,A nationwide study of the impact of social quality factors on life satisfaction among older adults in rural China.,https://europepmc.org/article/PMC/PMC11109087,PMC11109087,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2024_61398_MOESM1_ESM.pdf,"Data availability The data was drawn from CSS2019, a large-scale nationwide public survey conducted by the Institute of Sociology of the Chinese Academy of Social Sciences ( http://csqr.cass.cn/ ). The data can be utilized after an application has been submitted and approved by the Institute of Soci",,,,,,,
pmc,screports,10.1038/s41598-025-99057-x,Homophily and social influence as mechanisms of loneliness clustering in social networks.,https://europepmc.org/article/PMC/PMC12050302,PMC12050302,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2025_99057_MOESM1_ESM.pdf,"Data availability The simulation and analysis code supporting the findings of this study are openly available on GitHub. The repository, titled “Loneliness_Clustering”, can be accessed at the following URL: https://github.com/popoiopo/Loneliness_Clustering .",,,,,,,
pmc,screports,10.1038/s41598-025-00688-x,Loneliness among family medicine providers and its impact on clinical and teaching practice.,https://europepmc.org/article/PMC/PMC12062314,PMC12062314,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2025_688_MOESM1_ESM.pdf,Data Availability Statement The data for this study is available at the CERA website: https://www.stfm.org/Research/CERA .,,,,,,,
pmc,screports,10.1038/s41598-025-95408-w,"Effects of climate-related disasters on loneliness, social support, social functioning, and social contacts: longitudinal analyses of impact and recovery.",https://europepmc.org/article/PMC/PMC11953270,PMC11953270,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,screports,10.1038/s41598-024-81519-3,"Understanding the interplay between social isolation, age, and loneliness during the COVID-19 pandemic.",https://europepmc.org/article/PMC/PMC11696544,PMC11696544,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,heliyon,10.1016/j.heliyon.2023.e22862,3How do constructivism learning environments generate better motivation and learning strategies? The Design Science Approach.,https://europepmc.org/article/PMC/PMC10730747,PMC10730747,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,bmcpubhealth,10.1186/s12889-021-10233-w,"Effects of effort-reward imbalance, job satisfaction, and work engagement on self-rated health among healthcare workers.",https://europepmc.org/article/PMC/PMC7821543,PMC7821543,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, resp_scale_mixed",,,12889_2021_10233_MOESM1_ESM.xls,84928,1327,64,1.0,0
pmc,heliyon,10.1016/j.heliyon.2025.e42386,Measuring enablers and indicators of employee engagement: Internal validity of the Flow@Work engagement survey.,https://europepmc.org/article/PMC/PMC11840192,PMC11840192,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,heliyon,10.1016/j.heliyon.2024.e31327,Work engagement and sense of coherence as predictors of psychological distress during the first phase of the COVID-19 pandemic in Chile.,https://europepmc.org/article/PMC/PMC11128991,PMC11128991,cc-by-nc,license_restricted,license 'cc-by-nc' does not permit redistribution,,,,,,,,
pmc,heliyon,10.1016/j.heliyon.2024.e27259,"Unlocking team excellence: The transformative power of work engagement, career commitment, and role innovation Amidst conflict.",https://europepmc.org/article/PMC/PMC11059413,PMC11059413,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,screports,10.1038/s41598-026-52791-2,Evaluating the predictive capacity of coral reef resilience assessments.,https://europepmc.org/article/PMC/PMC13457859,PMC13457859,cc-by,not_item_response,"Does NOT look like item-response data — not a candidate for IRW. | id values are long text (avg 31 chars), not identifiers",,,41598_2026_52791_MOESM3_ESM.xlsx,192,30,6,1.0667,2
pmc,screports,10.1038/s41598-026-55172-x,Eroding heat resilience in South Asian cities under observed warming trends.,https://europepmc.org/article/PMC/PMC13396372,PMC13396372,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,screports,10.1038/s41598-026-43763-7,"A tri-level stochastic framework for planning integrated electricity, gas, and heating networks with enhanced resilience and renewable integration.",https://europepmc.org/article/PMC/PMC13276078,PMC13276078,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,screports,10.1038/s41598-026-66944-w,A probabilistic multi objective decision framework for reactive power planning in der integrated microgrids enhancing sustainability and resilience in the egyptian grid.,https://europepmc.org/article/PMC/PMC13494049,PMC13494049,cc-by,no_usable_file,no tabular-format file among 2 supplementary file(s): 41598_2026_66944_MOESM2_ESM.docx; 41598_2026_66944_MOESM1_ESM.docx,Data Availability Statement The data underlying this article are available in the article.,,,,,,,
pmc,heliyon,10.1016/j.heliyon.2021.e06664,EFL college junior and senior students' self-regulated motivation for improving English speaking: A survey study.,https://europepmc.org/article/PMC/PMC8050000,PMC8050000,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
