source,title,url,doi,license,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files
zenodo,Enhancing Emotion Regulation in Collaboration: The Impact of Emotion Awareness Aids,https://zenodo.org/records/20593719,10.5281/zenodo.20593719,cc-by,below_min_n,Only 52 distinct respondents — below the IRW floor of 100. Skip; no human review needed.,624,52,12,1.0,data.xlsx,0.0
dataverse,Replication Data for: DEMSlide or Republican Resilience? A Political History Forecast of the 2026 US Congressional Elections,https://doi.org/10.7910/DVN/MHK6TL,10.7910/dvn/mhk6tl,cc0,below_min_n,Only 40 distinct respondents — below the IRW floor of 100. Skip; no human review needed.,5200,40,130,1.0,20260710_Q_LB_US Congressional PH Forecast 1946-2024.tab,0.0
dataverse,Replication Data for Autocratization and the politics of low climate resilience in the Global South: A Qualitative Comparative Analysis (QCA),https://doi.org/10.7910/DVN/ZXEPXI,10.7910/dvn/zxepxi,cc0,below_min_n,Only 62 distinct respondents — below the IRW floor of 100. Skip; no human review needed.,682,62,11,1.0,01_Raw_Final_Data.tab,1.0
dataverse,Dietary Choices and Personality Traits,https://doi.org/10.7910/DVN/OYQOTF,10.7910/dvn/oyqotf,cc0,below_min_n,Only 77 distinct respondents — below the IRW floor of 100. Skip; no human review needed.,10740,77,140,0.9963,DietaryChoices_PersonalityTraits_CB.xlsx,0.0
zenodo,The relationship between perfectionism and subjective well-being in female higher education students,https://zenodo.org/records/20625505,10.5281/zenodo.20625505,cc-by,below_min_n,Only 45 distinct respondents — below the IRW floor of 100. Skip; no human review needed.,86,45,2,0.9556,file1.tsv,0.0
osf,"Flow proneness and Big Five aspects: open reanalysis (data, code, preprint)",https://osf.io/yp2eq/,,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
osf,Are Big Five personality traits associated with conditioned pain modulation in healthy adults? A cuff-pressure algometry study,https://osf.io/rk2qb/,,563c1cf88c5e4a3877f9e96a,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
dataverse,Replication Data for: How Personality Traits Shape the Spiraling Process: A Generative Agent-based Modeling Approach,https://doi.org/10.7910/DVN/5LYC4C,10.7910/dvn/5lyc4c,cc0,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
zenodo,"THE REPRESENTATION OF ADOLESCENT PERSONALITY AND PSYCHOLOGY IN G'AFUR G'ULOM'S ""SHUM BOLA""",https://zenodo.org/records/22141689,10.5281/zenodo.22141689,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
figshare,"Rational drug design, synthetic and artificial intelligence approaches for bioactive heterocycles: advances and perspectives",https://tandf.figshare.com/articles/dataset/Rational_drug_design_synthetic_and_artificial_intelligence_approaches_for_bioactive_heterocycles_advances_and_perspectives/33416227,10.6084/m9.figshare.33416227.v1,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
figshare,Data Emotional Intelligence and Work Engagement,https://figshare.com/articles/dataset/Data_Emotional_Intelligence_and_Work_Engagement/33353253,10.6084/m9.figshare.33353253.v1,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,Dataset and R code for Brice et al. (2026) Personality moderates immunological and functional consequences of caregiver burden,https://hdl.handle.net/1911/119169,10.25611/2cje-f941,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
zenodo,"Supplementary Dataset: Processed Statistical Results for ""Employee Retention as a Social Sustainability Challenge in the Hotel Sector: The Roles of Fairness, Grit, and Service-Oriented Citizenship",https://zenodo.org/records/21906899,10.5281/zenodo.21906899,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
zenodo,"Shipping Beyond Whiteboard Landscapes: Demystifying the Tie between Motivation, Enthusiasm, Needs Satisfaction, L2 Learning Experiences, and Grit Inclinations in Online Educational Venues via PLS-SEM",https://zenodo.org/records/21944569,10.5281/zenodo.21944569,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
osf,The language of entrepreneurial mentoring: How mentor language shapes mentee entrepreneurial self-efficacy through construal level and gender.,https://osf.io/hvwd9/,,563c1cf88c5e4a3877f9e965,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
osf,"Impact of an Educational Intervention on Healthcare Professionals' Knowledge, Attitudes, Self-Efficacy, and Professional Practice Regarding Probiotics and Fermented Milk Products: A Quasi-Experimental Before-and-After Study Protocol",https://osf.io/kj5yg/,,563c1cf88c5e4a3877f9e970,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
zenodo,"THE ROLE OF PSYCHOLOGICAL SAFETY, SELF-EFFICACY, AND MOTIVATION IN THE DEVELOPMENT OF STUDENTS' PARTICIPATORY MANAGEMENT COMPETENCIES",https://zenodo.org/records/21332329,10.5281/zenodo.21332329,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
zenodo,CSE-Sp: Spanish adaptation of the Creative Self-Efficacy Scale. Analysis materials,https://zenodo.org/records/22027354,10.5281/zenodo.22027354,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
figshare,"Dataset for Mindful Attention Awareness, AI Anxiety, and Teacher AI Competence among Teachers",https://figshare.com/articles/dataset/Dataset_for_Mindful_Attention_Awareness_AI_Anxiety_and_Teacher_AI_Competence_among_Teachers/32033352,10.6084/m9.figshare.32033352.v2,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
figshare,Anonymized dataset for: Effects of integrating self-efficacy strategies into multi-joint resistance exercise for overweight and obese older adults: A randomized controlled trial,https://figshare.com/articles/dataset/Anonymized_dataset_for_Effects_of_integrating_self-efficacy_strategies_into_multi-joint_resistance_exercise_for_overweight_and_obese_older_adults_A_randomized_controlled_trial/33185685,10.6084/m9.figshare.33185685.v1,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
figshare,Metacognitive Scaffolding in GenUI-Assisted UX Prototyping: Effects on Novice Designers Reflective Thinking and Creative Self-Efficacy,https://tandf.figshare.com/articles/dataset/Metacognitive_Scaffolding_in_GenUI-Assisted_UX_Prototyping_Effects_on_Novice_Designers_Reflective_Thinking_and_Creative_Self-Efficacy/33183659,10.6084/m9.figshare.33183659.v1,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,The Relationship Between Physical Activity and Self-efficacy in Healthcare Students,https://dataverse.rsu.lv/citation?persistentId=doi:10.48510/FK2/HYHRUE,10.48510/fk2/hyhrue,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
osf,DIFFERENTIAL DYNAMICS OF DEPRESSIVE SYMPTOMATOLOGY AND SUICIDALITY IN COGNITIVE-BEHAVIORAL THERAPY: A RANDOMIZED CONTROLLED TRIAL — Data and Code,https://osf.io/7pxte/,,563c1cf88c5e4a3877f9e972,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
zenodo,An AI-Based Art Intervention System for Supporting Emotion Regulation in Children with ASD,https://zenodo.org/records/20997090,10.5281/zenodo.20997090,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
zenodo,"De-identified dataset and analytic code for ""Modernising the Negative Mood Regulation Scale: Psychometric Refinement and the Antecedent Position of Mood-Regulation Expectancy in Emotion Regulation""",https://zenodo.org/records/21865931,10.5281/zenodo.21865931,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
zenodo,Wellbeing In Malaysian Adults with ADHD: The Role of Attachment and Emotion Regulation,https://zenodo.org/records/22125403,10.5281/zenodo.22125403,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
zenodo,SOCIO-PSYCHOLOGICAL CHARACTERISTICS OF THE RELATIONSHIP BETWEEN VALUES AND EMOTIONAL INTELLIGENCE,https://zenodo.org/records/21508081,10.5281/zenodo.21508081,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
figshare,Code for Analyses from The impact of emotion regulation strategies on experiential and physiological responses to negative emotional videos,https://rs.figshare.com/articles/dataset/Code_for_Analyses_from_The_impact_of_emotion_regulation_strategies_on_experiential_and_physiological_responses_to_negative_emotional_videos/33197182,10.6084/m9.figshare.33197182.v1,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
figshare,"The role of nutrition in supporting the cognitive functioning, behaviour, and educational performance of Foundation Phase learners diagnosed with attention-deficit/hyperactivity disorder (ADHD)",https://researchdata.up.ac.za/articles/dataset/The_role_of_nutrition_in_supporting_the_cognitive_functioning_behaviour_and_educational_performance_of_Foundation_Phase_learners_diagnosed_with_attention-deficit_hyperactivity_disorder_ADHD_/32903198,10.25403/upresearchdata.32903198.v1,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
figshare,Contextual Influences on Daily Emotion Regulation (CIDER),https://figshare.com/articles/dataset/Contextual_Influences_on_Daily_Emotion_Regulation_CIDER_/32885495,10.6084/m9.figshare.32885495.v1,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,"Research Data on Adverse Childhood Experiences, Cognitive Flexibility, Emotion Regulation, and Self-Compassion in Young Adults",https://www.psycharchives.org/jspui/handle/20.500.12034/17787,10.23668/psycharchives.22436,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,"Misery Loves Company, Acquaintance Not Required: Effects of Similar Experiences and Interpersonal Distance on Interpersonal Emotion Regulation",https://www.scidb.cn/detail?dataSetId=345ad2182f904cb8984063bfead168a5,10.57760/sciencedb.psych.01145,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
datacite,"Dataset for the study ""Emotion Regulation in Young Children of Mothers with Borderline Personality Disorder: A Transgenerational Perspective""",https://www.psycharchives.org/jspui/handle/20.500.12034/17035,10.23668/psycharchives.21656,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
osf,"Stress, Anxiety, Depression, and Resilience in Caregivers of Neurodivergent Children and Children Born Preterm",https://osf.io/3y8bw/,,563c1cf88c5e4a3877f9e96a,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
osf,"Behavioral Resilience as Recovery Dynamics: Is post-failure recovery speed a reliable, skill- and tilt-independent individual difference? A preregistered multi-domain study (esports, football, tennis, chess)",https://osf.io/fq9gu/,,563c1cf88c5e4a3877f9e96c,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
osf,"„Ich stottere. Was kannst du?“ – Konzeptentwicklung einer improtheaterbasierten Gruppenintervention zur Förderung kommunikativer Resilienz für und mit Kindern, die stottern (7–12 Jahre)",https://osf.io/f8pyz/,,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
osf,The Universal Tool: A Working Theory of Generative Cognitive Development Across the Lifespan,https://osf.io/whdz3/,,563c1cf88c5e4a3877f9e96a,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
osf,Lean on Me: Strengthening Informal Caregivers’ Well-Being Through Self-compassion and Gratitude,https://osf.io/v2nd8/,,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
osf,White Paper of The Integrated Human Resilience Theory (IHRT): A Nested Biopsychosocial-Spiritual Framework of Human Adaptation,https://osf.io/bmwky/,,563c1cf88c5e4a3877f9e96a,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
dataverse,"Replication Data for: Climate Shocks, Political Conflict, and the Resilience of Democracies",https://doi.org/10.7910/DVN/GPIKDA,10.7910/dvn/gpikda,cc0,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
dataverse,Replication Data for: Building Resilience in the Global South: Evidence from a Decentralized Water Policy in Brazil,https://doi.org/10.7910/DVN/WPRVNO,10.7910/dvn/wprvno,cc0,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
dataverse,"Replication Data for: The Creative Economy as a Macro Risk Factor: A Panel Analysis of Arts Sector Concentration and State Economic Resilience, 2001–2023",https://doi.org/10.7910/DVN/YBPWEP,10.7910/dvn/ybpwep,cc0,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
zenodo,"Data and MATLAB code for ""Dynamic Resilience of Urban Drainage Systems under Shifting Dominant Constraints""",https://zenodo.org/records/21450353,10.5281/zenodo.21450353,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
zenodo,Forest loss-gain resilience asymmetry,https://zenodo.org/records/21900506,10.5281/zenodo.21900506,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
dryad,Reversible suppression of autophagy in a mouse model reveals neuronal resilience,https://datadryad.org/dataset/doi:10.5061/dryad.3bk3j9m1b,10.5061/dryad.3bk3j9m1b,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
figshare,"Reproducibility package for production contraction, reported-market adjustment, and the limits of aggregate food-system resilience measurement in Taiwan's banana sector",https://figshare.com/articles/dataset/Reproducibility_package_for_production_contraction_reported-market_adjustment_and_the_limits_of_aggregate_food-system_resilience_measurement_in_Taiwan_s_banana_sector/33415144,10.6084/m9.figshare.33415144.v1,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
figshare,"Navigating recovery after flap repair for pressure injury in spinal cord injury/disorder: lived experience and clinician perspectives on complications, resilience, and care models",https://tandf.figshare.com/articles/dataset/Navigating_recovery_after_flap_repair_for_pressure_injury_in_spinal_cord_injury_disorder_lived_experience_and_clinician_perspectives_on_complications_resilience_and_care_models/33394778,10.6084/m9.figshare.33394778.v1,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
figshare,Level of resilience for critical care transport professionals in fixed-wing air transport,https://researchdata.up.ac.za/articles/dataset/Level_of_resilience_for_critical_care_transport_professionals_in_fixed-wing_air_transport/33350151,10.25403/upresearchdata.33350151.v1,cc-by,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
