source,journal,doi,title,url,pmcid,license,flag,reasons,data_file,n_responses,n_participants,n_items,density,n_other_files
pmc,screports,10.1038/s41598-024-65533-z,"Comparison of networks of loneliness, depressive symptoms, and anxiety symptoms in at-risk community-dwelling older adults before and during COVID-19.",https://europepmc.org/article/PMC/PMC11208589,PMC11208589,cc-by,no_usable_file,no tabular-format file among 11 supplementary file(s): 41598_2024_65533_Fig5_HTML.gif; 41598_2024_65533_Fig4_HTML.jpg; 41598_2024_65533_Fig2_HTML.jpg; 41598_2024_65533_Fig2_HTML.gif; 41598_2024_65533_Fig3_HTML.jpg; 41598_2024_65533_Fig4_HTML.gif; 41598_2024_65533_MOESM1_ESM.docx; 41598_2024_65533_Fig5_HTML.jpg; 41598_2024_65533_Fig3_HTML.gif; 41598_2024_65533_Fig1_HTML.gif,,,,,,
pmc,screports,10.1038/s41598-024-65095-0,Mediating roles of activities of daily living and depression on the relationship between sleep quality and health-related quality of life.,https://europepmc.org/article/PMC/PMC11189409,PMC11189409,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",41598_2024_65095_MOESM3_ESM.xlsx,115851,1587,73,1.0,1
pmc,screports,10.1038/s41598-024-55560-1,Exploring the personality and relationship factors that mediate the connection between differentiation of self and phubbing.,https://europepmc.org/article/PMC/PMC10951228,PMC10951228,cc-by,no_usable_file,no tabular-format file among 5 supplementary file(s): 41598_2024_55560_Fig1_HTML.jpg; 41598_2024_55560_Fig2_HTML.gif; 41598_2024_55560_MOESM1_ESM.docx; 41598_2024_55560_Fig2_HTML.jpg; 41598_2024_55560_Fig1_HTML.gif,,,,,,
pmc,bmcmrm,10.1186/1471-2288-15-3,Maximising response from GPs to questionnaire surveys: do length or incentives make a difference?,https://europepmc.org/article/PMC/PMC4293861,PMC4293861,cc-by,no_usable_file,no tabular-format file among 2 supplementary file(s): 12874_2014_1152_MOESM2_ESM.pdf; 12874_2014_1152_MOESM1_ESM.pdf,,,,,,
pmc,bmcmrm,10.1186/1471-2288-6-26,Motor function in Parkinson's disease and supranuclear palsy: simultaneous factor analysis of a clinical scale in several populations.,https://europepmc.org/article/PMC/PMC1538612,PMC1538612,cc-by,no_usable_file,no tabular-format file among 6 supplementary file(s): 1471-2288-6-26-S1.doc; 1471-2288-6-26-1.gif; 1471-2288-6-26-S2.doc; 1471-2288-6-26-1.jpg; 1471-2288-6-26-2.jpg; 1471-2288-6-26-2.gif,,,,,,
pmc,heliyon,10.1016/j.heliyon.2024.e28477,What motivates students to pursue a career in gerontological nursing? The cultural adaptation and validation of the Spanish version of the CMGN questionnaire.,https://europepmc.org/article/PMC/PMC11059506,PMC11059506,cc-by-nc,license_restricted,license 'cc-by-nc' does not permit redistribution,,,,,,
pmc,heliyon,10.1016/j.heliyon.2024.e32364,"Generative artificial intelligence in healthcare from the perspective of digital media: Applications, opportunities and challenges.",https://europepmc.org/article/PMC/PMC11225727,PMC11225727,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Ranked by relevance', 'What', 'Why', 'How', 'When', 'Where', 'Applications', 'Other enlightening opinions', 'URL']",mmc1.xlsx,,,,,2
pmc,bmcmrm,10.1186/s12874-023-01907-7,Comparison of health information exchange data with self-report in measuring cancer screening.,https://europepmc.org/article/PMC/PMC10367403,PMC10367403,cc-by,no_usable_file,no tabular-format file among 15 supplementary file(s): 12874_2023_1907_Article_IEq9.gif; 12874_2023_1907_Article_IEq5.gif; 12874_2023_1907_Article_IEq4.gif; 12874_2023_1907_Article_IEq2.gif; 12874_2023_1907_Article_IEq6.gif; 12874_2023_1907_Article_IEq10.gif; 12874_2023_1907_Article_IEq7.gif; 12874_2023_1907_Article_IEq1.gif; 12874_2023_1907_MOESM2_ESM.pdf; 12874_2023_1907_MOESM1_ESM.docx,,,,,,
pmc,bmcpubhealth,10.1186/s12889-025-25325-0,Different types of working after retirement on the changes in cognitive function among taiwanese retirees: 3-year follow-up study.,https://europepmc.org/article/PMC/PMC12681106,PMC12681106,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 12889_2025_25325_MOESM1_ESM.docx,,,,,,
pmc,heliyon,10.1016/j.heliyon.2024.e41399,"Investigating the linkage between knowledge sharing attitude, self-efficacy, and behavior in Bangladeshi information technology sector: Knowledge sharing intention as a mediator.",https://europepmc.org/article/PMC/PMC11732661,PMC11732661,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,peerj,10.7717/peerj.18799,Climate change and tree cover loss affect the habitat suitability of &lt;i&gt;Cedrela angustifolia&lt;/i&gt;: evaluating climate vulnerability and conservation in Andean montane forests.,https://europepmc.org/article/PMC/PMC11874945,PMC11874945,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | 98% of responses are unique (real items reuse a small scale; this looks like a results table) | 100% of resp values are non-integer — ordinal item responses are almost always integer-valued,peerj-13-18799-s003.xlsx,208,104,2,1.0,1
pmc,peerj,10.7717/peerj.18994,Exploring molecular variation and combining ability of local and exotic bread wheat genotypes under well-watered and drought conditions.,https://europepmc.org/article/PMC/PMC11874937,PMC11874937,cc-by,below_min_n,Only 2 distinct respondents — below the IRW floor of 100. Skip; no human review needed.,peerj-13-18994-s002.xlsx,1944,2,9,108.0,0
pmc,screports,10.1038/s41598-025-18956-1,Research on the impact of artificial intelligence on the the manufacturing industry chain resilience.,https://europepmc.org/article/PMC/PMC12480491,PMC12480491,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-026-44610-5,Choice-induced preference change under a sequential sampling model framework.,https://europepmc.org/article/PMC/PMC13149806,PMC13149806,cc-by,no_usable_file,no tabular-format file among 7 supplementary file(s): 41598_2026_44610_Fig1_HTML.gif; 41598_2026_44610_Fig3_HTML.jpg; 41598_2026_44610_Fig2_HTML.gif; 41598_2026_44610_Fig1_HTML.jpg; 41598_2026_44610_Fig3_HTML.gif; 41598_2026_44610_MOESM1_ESM.docx; 41598_2026_44610_Fig2_HTML.jpg,,,,,,
pmc,screports,10.1038/s41598-025-90673-1,The mediating role of cognitive arousal in the relationship between impulsivity and sleep quality among college students: a random intercept cross-lagged panel analysis.,https://europepmc.org/article/PMC/PMC11893753,PMC11893753,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-022-05331-7,Fluctuations in behavior and affect in college students measured using deep phenotyping.,https://europepmc.org/article/PMC/PMC8816914,PMC8816914,cc-by,no_usable_file,no tabular-format file among 15 supplementary file(s): 41598_2022_5331_Fig3_HTML.gif; 41598_2022_5331_Fig4_HTML.jpg; 41598_2022_5331_Fig5_HTML.gif; 41598_2022_5331_Fig2_HTML.jpg; 41598_2022_5331_Fig5_HTML.jpg; 41598_2022_5331_Fig6_HTML.gif; 41598_2022_5331_Fig2_HTML.gif; 41598_2022_5331_Fig1_HTML.gif; 41598_2022_5331_Fig4_HTML.gif; 41598_2022_5331_Fig7_HTML.gif,,,,,,
pmc,screports,10.1038/s41598-019-42199-6,Verbal Abuse Related to Self-Esteem Damage and Unjust Blame Harms Mental Health and Social Interaction in College Population.,https://europepmc.org/article/PMC/PMC6449380,PMC6449380,cc-by,no_usable_file,no tabular-format file among 10 supplementary file(s): 41598_2019_42199_Fig2_HTML.gif; 41598_2019_42199_Fig1_HTML.gif; 41598_2019_42199_Fig3_HTML.jpg; 41598_2019_42199_Fig4_HTML.gif; 41598_2019_42199_MOESM1_ESM.docx; 41598_2019_42199_Fig3_HTML.gif; 41598_2019_42199_Fig4_HTML.jpg; 41598_2019_42199_Fig1_HTML.jpg; 41598_2019_42199_Article_Equa.gif; 41598_2019_42199_Fig2_HTML.jpg,,,,,,
pmc,heliyon,10.1016/j.heliyon.2023.e17561,"Modelling the significance of psychological, social, and situational factors on work efficiency and the preference for working from home in Southeast Asia.",https://europepmc.org/article/PMC/PMC10289266,PMC10289266,cc-by,below_min_n,Only 2 distinct respondents — below the IRW floor of 100. Skip; no human review needed.,mmc2.csv,13248,2,46,144.0,0
pmc,screports,10.1038/s41598-024-72656-w,Reciprocal cognitive and emotional interaction in STEMM university learning and teaching.,https://europepmc.org/article/PMC/PMC11408516,PMC11408516,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2024_72656_MOESM1_ESM.pdf,,,,,,
pmc,bmcpubhealth,10.1186/s12889-024-17909-z,"Impact of community-based employment on Aboriginal and Torres Strait Islander wellbeing, aspirations, and resilience.",https://europepmc.org/article/PMC/PMC10870455,PMC10870455,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 12889_2024_17909_MOESM1_ESM.docx,,,,,,
pmc,bmcpubhealth,10.1186/s12889-022-14643-2,The wellbeing paradox in Hungarian local sustainable agriculture: a health psychology approach.,https://europepmc.org/article/PMC/PMC9746150,PMC9746150,cc-by,no_usable_file,no tabular-format file among 3 supplementary file(s): 12889_2022_14643_MOESM1_ESM.pdf; 12889_2022_14643_Fig1_HTML.jpg; 12889_2022_14643_Fig1_HTML.gif,,,,,,
pmc,bmcpubhealth,10.1186/s12889-019-7759-0,"UPRIGHT, a resilience-based intervention to promote mental well-being in schools: study rationale and methodology for a European randomized controlled trial.",https://europepmc.org/article/PMC/PMC6820972,PMC6820972,cc-by,no_usable_file,no tabular-format file among 9 supplementary file(s): 12889_2019_7759_MOESM1_ESM.doc; 12889_2019_7759_Fig3_HTML.jpg; 12889_2019_7759_Fig2_HTML.gif; 12889_2019_7759_MOESM3_ESM.docx; 12889_2019_7759_Fig3_HTML.gif; 12889_2019_7759_MOESM2_ESM.pdf; 12889_2019_7759_Fig2_HTML.jpg; 12889_2019_7759_Fig1_HTML.gif; 12889_2019_7759_Fig1_HTML.jpg,,,,,,
