"table","instrument","language","instructions","instructions_translated","section_id","section_prompt","section_prompt_translated","item","item_text","item_text_translated","correct_response","resp","option_text","option_text_translated"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b3","帮助我顺其自然","Helped me take things as they come",NA,5,"完全同意","Strongly agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b4","给予我更切实际的期望","Given me a more realistic set of expectations",NA,1,"完全不同意","Strongly disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b4","给予我更切实际的期望","Given me a more realistic set of expectations",NA,2,"不同意","Disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b4","给予我更切实际的期望","Given me a more realistic set of expectations",NA,3,"介于中间","In between"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b4","给予我更切实际的期望","Given me a more realistic set of expectations",NA,4,"同意","Agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b4","给予我更切实际的期望","Given me a more realistic set of expectations",NA,5,"完全同意","Strongly agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b5","教会我要有耐心","Taught me to be patient",NA,1,"完全不同意","Strongly disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b5","教会我要有耐心","Taught me to be patient",NA,2,"不同意","Disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b5","教会我要有耐心","Taught me to be patient",NA,3,"介于中间","In between"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b5","教会我要有耐心","Taught me to be patient",NA,4,"同意","Agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b5","教会我要有耐心","Taught me to be patient",NA,5,"完全同意","Strongly agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b6","使我的家庭更加紧密","Brought my family closer together",NA,1,"完全不同意","Strongly disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b6","使我的家庭更加紧密","Brought my family closer together",NA,2,"不同意","Disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b6","使我的家庭更加紧密","Brought my family closer together",NA,3,"介于中间","In between"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b6","使我的家庭更加紧密","Brought my family closer together",NA,4,"同意","Agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b6","使我的家庭更加紧密","Brought my family closer together",NA,5,"完全同意","Strongly agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b7","让我更加体谅家庭问题","Made me more sensitive to family issues",NA,1,"完全不同意","Strongly disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b7","让我更加体谅家庭问题","Made me more sensitive to family issues",NA,2,"不同意","Disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b7","让我更加体谅家庭问题","Made me more sensitive to family issues",NA,3,"介于中间","In between"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b7","让我更加体谅家庭问题","Made me more sensitive to family issues",NA,4,"同意","Agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b7","让我更加体谅家庭问题","Made me more sensitive to family issues",NA,5,"完全同意","Strongly agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b8","帮助我更加感激我的家人","Helped me appreciate my family more",NA,1,"完全不同意","Strongly disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b8","帮助我更加感激我的家人","Helped me appreciate my family more",NA,2,"不同意","Disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b8","帮助我更加感激我的家人","Helped me appreciate my family more",NA,3,"介于中间","In between"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b8","帮助我更加感激我的家人","Helped me appreciate my family more",NA,4,"同意","Agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b8","帮助我更加感激我的家人","Helped me appreciate my family more",NA,5,"完全同意","Strongly agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b9","让我更加意识到家庭对我的意义","Made me more aware of what my family means to me",NA,1,"完全不同意","Strongly disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b9","让我更加意识到家庭对我的意义","Made me more aware of what my family means to me",NA,2,"不同意","Disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b9","让我更加意识到家庭对我的意义","Made me more aware of what my family means to me",NA,3,"介于中间","In between"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b9","让我更加意识到家庭对我的意义","Made me more aware of what my family means to me",NA,4,"同意","Agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b9","让我更加意识到家庭对我的意义","Made me more aware of what my family means to me",NA,5,"完全同意","Strongly agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b10","让我成为更有效率的人","Made me a more effective person",NA,1,"完全不同意","Strongly disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b10","让我成为更有效率的人","Made me a more effective person",NA,2,"不同意","Disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b10","让我成为更有效率的人","Made me a more effective person",NA,3,"介于中间","In between"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b10","让我成为更有效率的人","Made me a more effective person",NA,4,"同意","Agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b10","让我成为更有效率的人","Made me a more effective person",NA,5,"完全同意","Strongly agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b11","教会我如何更有效应对","Taught me how to cope more effectively",NA,1,"完全不同意","Strongly disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b11","教会我如何更有效应对","Taught me how to cope more effectively",NA,2,"不同意","Disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b11","教会我如何更有效应对","Taught me how to cope more effectively",NA,3,"介于中间","In between"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b11","教会我如何更有效应对","Taught me how to cope more effectively",NA,4,"同意","Agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b11","教会我如何更有效应对","Taught me how to cope more effectively",NA,5,"完全同意","Strongly agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b12","帮助我成为一个更坚强的人","Helped me become a stronger person",NA,1,"完全不同意","Strongly disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b12","帮助我成为一个更坚强的人","Helped me become a stronger person",NA,2,"不同意","Disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b12","帮助我成为一个更坚强的人","Helped me become a stronger person",NA,3,"介于中间","In between"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b12","帮助我成为一个更坚强的人","Helped me become a stronger person",NA,4,"同意","Agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b12","帮助我成为一个更坚强的人","Helped me become a stronger person",NA,5,"完全同意","Strongly agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b13","教会我如何处理大多数事情","Taught me how I can handle most things",NA,1,"完全不同意","Strongly disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b13","教会我如何处理大多数事情","Taught me how I can handle most things",NA,2,"不同意","Disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b13","教会我如何处理大多数事情","Taught me how I can handle most things",NA,3,"介于中间","In between"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b13","教会我如何处理大多数事情","Taught me how I can handle most things",NA,4,"同意","Agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b13","教会我如何处理大多数事情","Taught me how I can handle most things",NA,5,"完全同意","Strongly agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b14","让我更好地处理问题","Led me to deal better with problems",NA,1,"完全不同意","Strongly disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b14","让我更好地处理问题","Led me to deal better with problems",NA,2,"不同意","Disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b14","让我更好地处理问题","Led me to deal better with problems",NA,3,"介于中间","In between"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b14","让我更好地处理问题","Led me to deal better with problems",NA,4,"同意","Agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b14","让我更好地处理问题","Led me to deal better with problems",NA,5,"完全同意","Strongly agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b15","帮助我在情感和精神上成长","Helped me to grow emotionally and spiritually",NA,1,"完全不同意","Strongly disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b15","帮助我在情感和精神上成长","Helped me to grow emotionally and spiritually",NA,2,"不同意","Disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b15","帮助我在情感和精神上成长","Helped me to grow emotionally and spiritually",NA,3,"介于中间","In between"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b15","帮助我在情感和精神上成长","Helped me to grow emotionally and spiritually",NA,4,"同意","Agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b15","帮助我在情感和精神上成长","Helped me to grow emotionally and spiritually",NA,5,"完全同意","Strongly agree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b16","帮助我更加感受到别人的支持","Helped me become more aware of the support available from others",NA,1,"完全不同意","Strongly disagree"
"hui_2024_gbfs","General Benefit Finding Scale (GBFS), Chinese version (益处发现量表)","Chinese","请仔细阅读以下条目，根据你处于逆境时的感受选择合适的选项。","Please read the following items carefully and choose the option that fits how you felt during the difficult times you have been through.","hui_2024_gbfs_1",NA,NA,"b16","帮助我更加感受到别人的支持","Helped me become more aware of the support available from others",NA,2,"不同意","Disagree"
