"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"cdm_timss07","cdm_timss07_M041258","M041258A","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,"Two shapes are shown below. Describe one way they are the same and one way they are different. [Two triangles are shown, labelled Shape P and Shape Q.]","A. Same",NA,"Incorrect",0
"cdm_timss07","cdm_timss07_M041258","M041258A","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,"Two shapes are shown below. Describe one way they are the same and one way they are different. [Two triangles are shown, labelled Shape P and Shape Q.]","A. Same",NA,"Correct",1
"cdm_timss07","cdm_timss07_M041258","M041258B","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,"Two shapes are shown below. Describe one way they are the same and one way they are different. [Two triangles are shown, labelled Shape P and Shape Q.]","B. Different",NA,"Incorrect",0
"cdm_timss07","cdm_timss07_M041258","M041258B","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,"Two shapes are shown below. Describe one way they are the same and one way they are different. [Two triangles are shown, labelled Shape P and Shape Q.]","B. Different",NA,"Correct",1
"cdm_timss07","cdm_timss07_1","M041131","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"[A picture of a man standing beside a tree is shown.] The man in the picture is 2 meters tall. Estimate the height of the tree.
A. 4 meters
B. 6 meters
C. 8 meters
D. 10 meters","C","Incorrect",0
"cdm_timss07","cdm_timss07_1","M041131","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"[A picture of a man standing beside a tree is shown.] The man in the picture is 2 meters tall. Estimate the height of the tree.
A. 4 meters
B. 6 meters
C. 8 meters
D. 10 meters","C","Correct",1
"cdm_timss07","cdm_timss07_1","M041275","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"Several students were collecting information about how fast cars were driving by their school. The table below shows the results for 20 cars. [A table records each of 20 cars as Slow, Medium or Fast.] To make the results easier to read, the students started to put the information into the bar graph. Complete the bar graph. [A partially drawn bar graph titled Car Speed is shown, with the Slow bar already drawn.]",NA,"Incorrect",0
"cdm_timss07","cdm_timss07_1","M041275","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"Several students were collecting information about how fast cars were driving by their school. The table below shows the results for 20 cars. [A table records each of 20 cars as Slow, Medium or Fast.] To make the results easier to read, the students started to put the information into the bar graph. Complete the bar graph. [A partially drawn bar graph titled Car Speed is shown, with the Slow bar already drawn.]",NA,"Correct",1
"cdm_timss07","cdm_timss07_1","M041186","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"The graph shows the number of apples John picked each day. [A pictograph with rows Monday, Tuesday, Wednesday and Thursday, in which each apple symbol stands for 10 apples.] On which day did John pick 5 apples?
A. Monday
B. Tuesday
C. Wednesday
D. Thursday","D","Incorrect",0
"cdm_timss07","cdm_timss07_1","M041186","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"The graph shows the number of apples John picked each day. [A pictograph with rows Monday, Tuesday, Wednesday and Thursday, in which each apple symbol stands for 10 apples.] On which day did John pick 5 apples?
A. Monday
B. Tuesday
C. Wednesday
D. Thursday","D","Correct",1
"cdm_timss07","cdm_timss07_1","M041336","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"Class A and B each have 40 students. [A pie chart for Class A showing Boys and Girls, and a bar graph for Class B showing Boys and Girls.] There are more girls in Class A than in Class B. How many more?
A. 14
B. 16
C. 24
D. 30","A","Incorrect",0
"cdm_timss07","cdm_timss07_1","M041336","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"Class A and B each have 40 students. [A pie chart for Class A showing Boys and Girls, and a bar graph for Class B showing Boys and Girls.] There are more girls in Class A than in Class B. How many more?
A. 14
B. 16
C. 24
D. 30","A","Correct",1
"cdm_timss07","cdm_timss07_1","M031303","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"There are 9 rows of chairs. There are 15 chairs in each row. Which of these gives the total number of chairs?
A. 15 ÷ 9
B. 15 − 9
C. 15 × 9
D. 15 + 9","C","Incorrect",0
"cdm_timss07","cdm_timss07_1","M031303","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"There are 9 rows of chairs. There are 15 chairs in each row. Which of these gives the total number of chairs?
A. 15 ÷ 9
B. 15 − 9
C. 15 × 9
D. 15 + 9","C","Correct",1
"cdm_timss07","cdm_timss07_1","M031309","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"A piece of rope 204 cm long is cut into 4 equal pieces. What is the length of each piece?
Answer: __________ cm",NA,"Incorrect",0
"cdm_timss07","cdm_timss07_1","M031309","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"A piece of rope 204 cm long is cut into 4 equal pieces. What is the length of each piece?
Answer: __________ cm",NA,"Correct",1
"cdm_timss07","cdm_timss07_1","M031245","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"12 ÷ 3 = ■ ÷ 2
In this number sentence, what number does ■ stand for?
A. 2
B. 4
C. 6
D. 8","D","Incorrect",0
"cdm_timss07","cdm_timss07_1","M031245","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"12 ÷ 3 = ■ ÷ 2
In this number sentence, what number does ■ stand for?
A. 2
B. 4
C. 6
D. 8","D","Correct",1
"cdm_timss07","cdm_timss07_M031242","M031242A","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,"Posters for two sports clubs that rent bikes are shown below. [Poster 1] Mountain Bike Rentals: 8 zeds for 1st hour; 3 zeds for each additional hour. [Poster 2] Roadrace Bike Rentals: 10 zeds for 1st hour; 2 zeds for each additional hour.","A. Use the information in the posters to complete the tables. [Two tables, Mountain Bike Rentals and Roadrace Bike Rentals, each with columns Hours and Cost (zeds) and rows 1 to 6; the rows for 1 and 2 hours are already filled in.]",NA,"Incorrect",0
"cdm_timss07","cdm_timss07_M031242","M031242A","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,"Posters for two sports clubs that rent bikes are shown below. [Poster 1] Mountain Bike Rentals: 8 zeds for 1st hour; 3 zeds for each additional hour. [Poster 2] Roadrace Bike Rentals: 10 zeds for 1st hour; 2 zeds for each additional hour.","A. Use the information in the posters to complete the tables. [Two tables, Mountain Bike Rentals and Roadrace Bike Rentals, each with columns Hours and Cost (zeds) and rows 1 to 6; the rows for 1 and 2 hours are already filled in.]",NA,"Correct",1
"cdm_timss07","cdm_timss07_M031242","M031242B","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,"Posters for two sports clubs that rent bikes are shown below. [Poster 1] Mountain Bike Rentals: 8 zeds for 1st hour; 3 zeds for each additional hour. [Poster 2] Roadrace Bike Rentals: 10 zeds for 1st hour; 2 zeds for each additional hour.","B. For what number of hours are the rental costs the same at the two clubs?
Answer: __________",NA,"Incorrect",0
"cdm_timss07","cdm_timss07_M031242","M031242B","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,"Posters for two sports clubs that rent bikes are shown below. [Poster 1] Mountain Bike Rentals: 8 zeds for 1st hour; 3 zeds for each additional hour. [Poster 2] Roadrace Bike Rentals: 10 zeds for 1st hour; 2 zeds for each additional hour.","B. For what number of hours are the rental costs the same at the two clubs?
Answer: __________",NA,"Correct",1
"cdm_timss07","cdm_timss07_M031242","M031242C","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,"Posters for two sports clubs that rent bikes are shown below. [Poster 1] Mountain Bike Rentals: 8 zeds for 1st hour; 3 zeds for each additional hour. [Poster 2] Roadrace Bike Rentals: 10 zeds for 1st hour; 2 zeds for each additional hour.","C. From which club does it cost less to rent a bike for 12 hours?
A. Mountain Bike Rentals
B. Roadrace Bike Rentals
C. They are both the same
D. It cannot be worked out","B","Incorrect",0
"cdm_timss07","cdm_timss07_M031242","M031242C","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,"Posters for two sports clubs that rent bikes are shown below. [Poster 1] Mountain Bike Rentals: 8 zeds for 1st hour; 3 zeds for each additional hour. [Poster 2] Roadrace Bike Rentals: 10 zeds for 1st hour; 2 zeds for each additional hour.","C. From which club does it cost less to rent a bike for 12 hours?
A. Mountain Bike Rentals
B. Roadrace Bike Rentals
C. They are both the same
D. It cannot be worked out","B","Correct",1
"cdm_timss07","cdm_timss07_1","M031247","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"A man took his 3 children to a fair. Tickets cost twice as much for adults as for children. The father paid a total of 50 zeds for the 4 tickets.
How many zeds did each child's ticket cost? Show your work.
Answer: __________",NA,"Incorrect",0
"cdm_timss07","cdm_timss07_1","M031247","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"A man took his 3 children to a fair. Tickets cost twice as much for adults as for children. The father paid a total of 50 zeds for the 4 tickets.
How many zeds did each child's ticket cost? Show your work.
Answer: __________",NA,"Correct",1
"cdm_timss07","cdm_timss07_1","M031219","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"Jill had a rectangular piece of paper. [A rectangle with a dotted line across it is shown.] She cut her paper along the dotted line and made an L shape like this. [An L shape is shown.] Which of these statements is true?
A. The area of the L shape is greater than the area of the rectangle.
B. The area of the L shape is equal to the area of the rectangle.
C. The area of the L shape is less than the area of the rectangle.
D. You cannot work out which area is greater without measuring.","B","Incorrect",0
"cdm_timss07","cdm_timss07_1","M031219","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"Jill had a rectangular piece of paper. [A rectangle with a dotted line across it is shown.] She cut her paper along the dotted line and made an L shape like this. [An L shape is shown.] Which of these statements is true?
A. The area of the L shape is greater than the area of the rectangle.
B. The area of the L shape is equal to the area of the rectangle.
C. The area of the L shape is less than the area of the rectangle.
D. You cannot work out which area is greater without measuring.","B","Correct",1
"cdm_timss07","cdm_timss07_1","M031173","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"Maria has 6 red boxes. Each red box has 4 pencils inside. She also has 3 blue boxes. Each blue box has 2 pencils inside. How many pencils does Maria have altogether?
A. 6
B. 15
C. 24
D. 30","D","Incorrect",0
"cdm_timss07","cdm_timss07_1","M031173","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"Maria has 6 red boxes. Each red box has 4 pencils inside. She also has 3 blue boxes. Each blue box has 2 pencils inside. How many pencils does Maria have altogether?
A. 6
B. 15
C. 24
D. 30","D","Correct",1
"cdm_timss07","cdm_timss07_1","M031085","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"[A figure is shown: a rectangle 8 cm wide and 3 cm high with an equilateral triangle on top; the apex is labelled A and the right-hand corner of the triangle's base is labelled B.] The figure above is made from a rectangle and a triangle with three equal sides. What is the length, in centimeters, of side AB?
A. 8
B. 9
C. 10
D. 11","A","Incorrect",0
"cdm_timss07","cdm_timss07_1","M031085","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"[A figure is shown: a rectangle 8 cm wide and 3 cm high with an equilateral triangle on top; the apex is labelled A and the right-hand corner of the triangle's base is labelled B.] The figure above is made from a rectangle and a triangle with three equal sides. What is the length, in centimeters, of side AB?
A. 8
B. 9
C. 10
D. 11","A","Correct",1
"cdm_timss07","cdm_timss07_1","M031172","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"[A chart with rows Main, Center, First and Hill, headed Street and Number of houses, in which Main has 5 house symbols, Center 2, First 3, and Hill is empty.] Mary is making a chart to show the number of houses on some streets. Every house symbol stands for 5 houses. There are 20 houses on Hill Street. How many house symbols should Mary put in the chart beside Hill Street?
A. 4
B. 5
C. 15
D. 20","A","Incorrect",0
"cdm_timss07","cdm_timss07_1","M031172","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"[A chart with rows Main, Center, First and Hill, headed Street and Number of houses, in which Main has 5 house symbols, Center 2, First 3, and Hill is empty.] Mary is making a chart to show the number of houses on some streets. Every house symbol stands for 5 houses. There are 20 houses on Hill Street. How many house symbols should Mary put in the chart beside Hill Street?
A. 4
B. 5
C. 15
D. 20","A","Correct",1
