"table","instrument","instructions","section_id","section_prompt","item","item_text","correct_response","option_text","resp"
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","accident","Accident-prone",NA,"Moderately characteristic, typical",6
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","accident","Accident-prone",NA,"Very characteristic, typical",7
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","accurate","Accurate",NA,"Very uncharacteristic, not typical",1
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","accurate","Accurate",NA,"Moderately uncharacteristic, not typical",2
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","accurate","Accurate",NA,"Slightly uncharacteristic, not typical",3
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","accurate","Accurate",NA,"Uncertain",4
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","accurate","Accurate",NA,"Slightly characteristic, typical",5
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","accurate","Accurate",NA,"Moderately characteristic, typical",6
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","accurate","Accurate",NA,"Very characteristic, typical",7
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","affected","Affected",NA,"Very uncharacteristic, not typical",1
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","affected","Affected",NA,"Moderately uncharacteristic, not typical",2
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","affected","Affected",NA,"Slightly uncharacteristic, not typical",3
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","affected","Affected",NA,"Uncertain",4
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","affected","Affected",NA,"Slightly characteristic, typical",5
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","affected","Affected",NA,"Moderately characteristic, typical",6
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","affected","Affected",NA,"Very characteristic, typical",7
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","agitated","Agitated",NA,"Very uncharacteristic, not typical",1
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","agitated","Agitated",NA,"Moderately uncharacteristic, not typical",2
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","agitated","Agitated",NA,"Slightly uncharacteristic, not typical",3
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","agitated","Agitated",NA,"Uncertain",4
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","agitated","Agitated",NA,"Slightly characteristic, typical",5
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","agitated","Agitated",NA,"Moderately characteristic, typical",6
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","agitated","Agitated",NA,"Very characteristic, typical",7
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","aloof","Aloof",NA,"Very uncharacteristic, not typical",1
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","aloof","Aloof",NA,"Moderately uncharacteristic, not typical",2
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","aloof","Aloof",NA,"Slightly uncharacteristic, not typical",3
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","aloof","Aloof",NA,"Uncertain",4
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","aloof","Aloof",NA,"Slightly characteristic, typical",5
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","aloof","Aloof",NA,"Moderately characteristic, typical",6
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","aloof","Aloof",NA,"Very characteristic, typical",7
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","altruist","Altruistic",NA,"Very uncharacteristic, not typical",1
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","altruist","Altruistic",NA,"Moderately uncharacteristic, not typical",2
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","altruist","Altruistic",NA,"Slightly uncharacteristic, not typical",3
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","altruist","Altruistic",NA,"Uncertain",4
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","altruist","Altruistic",NA,"Slightly characteristic, typical",5
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","altruist","Altruistic",NA,"Moderately characteristic, typical",6
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","altruist","Altruistic",NA,"Very characteristic, typical",7
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","apatheti","Apathetic",NA,"Very uncharacteristic, not typical",1
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","apatheti","Apathetic",NA,"Moderately uncharacteristic, not typical",2
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","apatheti","Apathetic",NA,"Slightly uncharacteristic, not typical",3
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","apatheti","Apathetic",NA,"Uncertain",4
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","apatheti","Apathetic",NA,"Slightly characteristic, typical",5
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","apatheti","Apathetic",NA,"Moderately characteristic, typical",6
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","apatheti","Apathetic",NA,"Very characteristic, typical",7
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","apprehen","Apprehensive",NA,"Very uncharacteristic, not typical",1
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","apprehen","Apprehensive",NA,"Moderately uncharacteristic, not typical",2
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","apprehen","Apprehensive",NA,"Slightly uncharacteristic, not typical",3
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","apprehen","Apprehensive",NA,"Uncertain",4
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","apprehen","Apprehensive",NA,"Slightly characteristic, typical",5
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","apprehen","Apprehensive",NA,"Moderately characteristic, typical",6
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","apprehen","Apprehensive",NA,"Very characteristic, typical",7
"goldberg_2018_eps_adjectives","Experimental Personality Survey (EPS), Eugene-Springfield Community Sample: Some Less Common Personality Terms (person-descriptive adjectives), plus Present Health Status and 9/11 exposure items",NA,"goldberg_2018_eps_adjectives_1","Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of your same age and sex.","approach","Approachable",NA,"Very uncharacteristic, not typical",1
