"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","resp","option_text"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","distrac","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will be distracted?",NA,3,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","distrac","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will be distracted?",NA,4,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","distrac","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will be distracted?",NA,5,"very likely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","enoughroom","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that there will not be enough room?",NA,1,"very unlikely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","enoughroom","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that there will not be enough room?",NA,2,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","enoughroom","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that there will not be enough room?",NA,3,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","enoughroom","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that there will not be enough room?",NA,4,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","enoughroom","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that there will not be enough room?",NA,5,"very likely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","forget","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will forget about it?",NA,1,"very unlikely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","forget","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will forget about it?",NA,2,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","forget","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will forget about it?",NA,3,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","forget","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will forget about it?",NA,4,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","forget","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will forget about it?",NA,5,"very likely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","forgexer","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you forget about it when you go out to exercise?",NA,1,"very unlikely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","forgexer","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you forget about it when you go out to exercise?",NA,2,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","forgexer","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you forget about it when you go out to exercise?",NA,3,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","forgexer","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you forget about it when you go out to exercise?",NA,4,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","forgexer","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you forget about it when you go out to exercise?",NA,5,"very likely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","lonely","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will be lonely?",NA,1,"very unlikely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","lonely","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will be lonely?",NA,2,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","lonely","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will be lonely?",NA,3,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","lonely","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will be lonely?",NA,4,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","lonely","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will be lonely?",NA,5,"very likely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","lotmind","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will have a lot on your mind at the same time?",NA,1,"very unlikely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","lotmind","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will have a lot on your mind at the same time?",NA,2,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","lotmind","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will have a lot on your mind at the same time?",NA,3,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","lotmind","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will have a lot on your mind at the same time?",NA,4,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","lotmind","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will have a lot on your mind at the same time?",NA,5,"very likely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","normclose","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will be in a familiar situation in which you are normally close to other people?",NA,1,"very unlikely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","normclose","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will be in a familiar situation in which you are normally close to other people?",NA,2,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","normclose","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will be in a familiar situation in which you are normally close to other people?",NA,3,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","normclose","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will be in a familiar situation in which you are normally close to other people?",NA,4,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","normclose","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will be in a familiar situation in which you are normally close to other people?",NA,5,"very likely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","othappr","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that others approach you?",NA,1,"very unlikely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","othappr","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that others approach you?",NA,2,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","othappr","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that others approach you?",NA,3,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","othappr","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that others approach you?",NA,4,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","othappr","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that others approach you?",NA,5,"very likely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","othdist","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that others will keep their distance?",NA,1,"very unlikely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","othdist","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that others will keep their distance?",NA,2,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","othdist","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that others will keep their distance?",NA,3,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","othdist","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that others will keep their distance?",NA,4,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","othdist","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that others will keep their distance?",NA,5,"very likely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","payatt","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it will be that you will be in a familiar situation in which you normally do not pay attention to distance?",NA,1,"very unlikely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","payatt","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it will be that you will be in a familiar situation in which you normally do not pay attention to distance?",NA,2,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","payatt","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it will be that you will be in a familiar situation in which you normally do not pay attention to distance?",NA,3,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","payatt","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it will be that you will be in a familiar situation in which you normally do not pay attention to distance?",NA,4,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","payatt","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it will be that you will be in a familiar situation in which you normally do not pay attention to distance?",NA,5,"very likely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","shopping","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will have to go shopping?",NA,1,"very unlikely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","shopping","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will have to go shopping?",NA,2,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","shopping","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will have to go shopping?",NA,3,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","shopping","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will have to go shopping?",NA,4,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","shopping","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will have to go shopping?",NA,5,"very likely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","signposts","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that there will be signposts to indicate distance?",NA,1,"very unlikely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","signposts","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that there will be signposts to indicate distance?",NA,2,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","signposts","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that there will be signposts to indicate distance?",NA,3,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","signposts","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that there will be signposts to indicate distance?",NA,4,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","signposts","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that there will be signposts to indicate distance?",NA,5,"very likely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","sitclose","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you are in a situation in which you have to be close to someone?",NA,1,"very unlikely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","sitclose","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you are in a situation in which you have to be close to someone?",NA,2,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","sitclose","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you are in a situation in which you have to be close to someone?",NA,3,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","sitclose","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you are in a situation in which you have to be close to someone?",NA,4,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","sitclose","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you are in a situation in which you have to be close to someone?",NA,5,"very likely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","socialise","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will want to socialise?",NA,1,"very unlikely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","socialise","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will want to socialise?",NA,2,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","socialise","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will want to socialise?",NA,3,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","socialise","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will want to socialise?",NA,4,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","socialise","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will want to socialise?",NA,5,"very likely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","somecare","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you are around somebody you care about?",NA,1,"very unlikely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","somecare","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you are around somebody you care about?",NA,2,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","somecare","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you are around somebody you care about?",NA,3,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","somecare","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you are around somebody you care about?",NA,4,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","somecare","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you are around somebody you care about?",NA,5,"very likely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","sprmrkt","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will have to visit a supermarket?",NA,1,"very unlikely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","sprmrkt","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will have to visit a supermarket?",NA,2,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","sprmrkt","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will have to visit a supermarket?",NA,3,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","sprmrkt","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will have to visit a supermarket?",NA,4,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","sprmrkt","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will have to visit a supermarket?",NA,5,"very likely"
