"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","resp","option_text"
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","colleagues","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my colleagues would ...",NA,5,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","colleagues","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my colleagues would ...",NA,6,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","colleagues","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my colleagues would ...",NA,7,"strongly approve"
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","doctor","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my doctor would ...",NA,1,"strongly disapprove"
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","doctor","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my doctor would ...",NA,2,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","doctor","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my doctor would ...",NA,3,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","doctor","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my doctor would ...",NA,4,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","doctor","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my doctor would ...",NA,5,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","doctor","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my doctor would ...",NA,6,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","doctor","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my doctor would ...",NA,7,"strongly approve"
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","family","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my family would ...",NA,1,"strongly disapprove"
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","family","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my family would ...",NA,2,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","family","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my family would ...",NA,3,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","family","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my family would ...",NA,4,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","family","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my family would ...",NA,5,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","family","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my family would ...",NA,6,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","family","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my family would ...",NA,7,"strongly approve"
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","friends","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my friends would ...",NA,1,"strongly disapprove"
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","friends","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my friends would ...",NA,2,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","friends","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my friends would ...",NA,3,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","friends","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my friends would ...",NA,4,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","friends","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my friends would ...",NA,5,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","friends","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my friends would ...",NA,6,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","friends","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my friends would ...",NA,7,"strongly approve"
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","general","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people in general would ...",NA,1,"strongly disapprove"
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","general","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people in general would ...",NA,2,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","general","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people in general would ...",NA,3,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","general","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people in general would ...",NA,4,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","general","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people in general would ...",NA,5,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","general","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people in general would ...",NA,6,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","general","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people in general would ...",NA,7,"strongly approve"
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","government","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my government would ...",NA,1,"strongly disapprove"
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","government","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my government would ...",NA,2,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","government","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my government would ...",NA,3,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","government","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my government would ...",NA,4,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","government","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my government would ...",NA,5,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","government","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my government would ...",NA,6,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","government","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, my government would ...",NA,7,"strongly approve"
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","household","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people in my household would ...",NA,1,"strongly disapprove"
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","household","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people in my household would ...",NA,2,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","household","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people in my household would ...",NA,3,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","household","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people in my household would ...",NA,4,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","household","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people in my household would ...",NA,5,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","household","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people in my household would ...",NA,6,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","household","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people in my household would ...",NA,7,"strongly approve"
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","likeme","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people like me would ...",NA,1,"strongly disapprove"
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","likeme","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people like me would ...",NA,2,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","likeme","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people like me would ...",NA,3,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","likeme","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people like me would ...",NA,4,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","likeme","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people like me would ...",NA,5,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","likeme","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people like me would ...",NA,6,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","likeme","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people like me would ...",NA,7,"strongly approve"
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","neighbrhd","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people in my neighbourhood would ...",NA,1,"strongly disapprove"
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","neighbrhd","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people in my neighbourhood would ...",NA,2,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","neighbrhd","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people in my neighbourhood would ...",NA,3,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","neighbrhd","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people in my neighbourhood would ...",NA,4,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","neighbrhd","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people in my neighbourhood would ...",NA,5,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","neighbrhd","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people in my neighbourhood would ...",NA,6,NA
"peters_2025_nrm_inj_approval","peters_2025_nrm_inj_approval_1","neighbrhd","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, perceived referent approval component",NA,NA,"If I were to keep at least {{distRec}} distance from others, people in my neighbourhood would ...",NA,7,"strongly approve"
