"table","section_id","item","instrument","language","instructions","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"opladen2025_fkg","opladen2025_fkg_1","FKG_4","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Bei Verstopfung sollte man umgehend einen Facharzt aufsuchen, um sicherzugehen, dass man keinen Darmkrebs hat.","in case of constipation, visit a doctor to rule out colorectal cancer",NA,"stimmt nicht","not true",4
"opladen2025_fkg","opladen2025_fkg_1","FKG_5","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Die schlimmsten Krankheiten entwickeln sich unbemerkt und brechen dann irgendwann aus.","worst diseases develop unnoticed",NA,"stimmt voll und ganz","completely true",1
"opladen2025_fkg","opladen2025_fkg_1","FKG_5","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Die schlimmsten Krankheiten entwickeln sich unbemerkt und brechen dann irgendwann aus.","worst diseases develop unnoticed",NA,"stimmt größtenteils","mostly true",2
"opladen2025_fkg","opladen2025_fkg_1","FKG_5","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Die schlimmsten Krankheiten entwickeln sich unbemerkt und brechen dann irgendwann aus.","worst diseases develop unnoticed",NA,"stimmt eher nicht","rather not true",3
"opladen2025_fkg","opladen2025_fkg_1","FKG_5","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Die schlimmsten Krankheiten entwickeln sich unbemerkt und brechen dann irgendwann aus.","worst diseases develop unnoticed",NA,"stimmt nicht","not true",4
"opladen2025_fkg","opladen2025_fkg_1","FKG_6","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Körperliche Beschwerden sind immer ein Anzeichen von Krankheiten.","physical complaints are always a sign of illness",NA,"stimmt voll und ganz","completely true",1
"opladen2025_fkg","opladen2025_fkg_1","FKG_6","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Körperliche Beschwerden sind immer ein Anzeichen von Krankheiten.","physical complaints are always a sign of illness",NA,"stimmt größtenteils","mostly true",2
"opladen2025_fkg","opladen2025_fkg_1","FKG_6","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Körperliche Beschwerden sind immer ein Anzeichen von Krankheiten.","physical complaints are always a sign of illness",NA,"stimmt eher nicht","rather not true",3
"opladen2025_fkg","opladen2025_fkg_1","FKG_6","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Körperliche Beschwerden sind immer ein Anzeichen von Krankheiten.","physical complaints are always a sign of illness",NA,"stimmt nicht","not true",4
"opladen2025_fkg","opladen2025_fkg_1","FKG_7","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Hautrötungen sind ein bedrohliches Zeichen für Hautkrebs.","reddening of the skin as a sign of skin cancer",NA,"stimmt voll und ganz","completely true",1
"opladen2025_fkg","opladen2025_fkg_1","FKG_7","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Hautrötungen sind ein bedrohliches Zeichen für Hautkrebs.","reddening of the skin as a sign of skin cancer",NA,"stimmt größtenteils","mostly true",2
"opladen2025_fkg","opladen2025_fkg_1","FKG_7","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Hautrötungen sind ein bedrohliches Zeichen für Hautkrebs.","reddening of the skin as a sign of skin cancer",NA,"stimmt eher nicht","rather not true",3
"opladen2025_fkg","opladen2025_fkg_1","FKG_7","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Hautrötungen sind ein bedrohliches Zeichen für Hautkrebs.","reddening of the skin as a sign of skin cancer",NA,"stimmt nicht","not true",4
"opladen2025_fkg","opladen2025_fkg_1","FKG_8","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Fühle ich mich körperlich schlapp, hat dies oft etwas Schlimmes zu bedeuten.","listlessness rated as threatening",NA,"stimmt voll und ganz","completely true",1
"opladen2025_fkg","opladen2025_fkg_1","FKG_8","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Fühle ich mich körperlich schlapp, hat dies oft etwas Schlimmes zu bedeuten.","listlessness rated as threatening",NA,"stimmt größtenteils","mostly true",2
"opladen2025_fkg","opladen2025_fkg_1","FKG_8","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Fühle ich mich körperlich schlapp, hat dies oft etwas Schlimmes zu bedeuten.","listlessness rated as threatening",NA,"stimmt eher nicht","rather not true",3
"opladen2025_fkg","opladen2025_fkg_1","FKG_8","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Fühle ich mich körperlich schlapp, hat dies oft etwas Schlimmes zu bedeuten.","listlessness rated as threatening",NA,"stimmt nicht","not true",4
"opladen2025_fkg","opladen2025_fkg_1","FKG_9","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Bei Gelenkschmerzen sollte man sich schonen.","take it easy with joint pain",NA,"stimmt voll und ganz","completely true",1
"opladen2025_fkg","opladen2025_fkg_1","FKG_9","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Bei Gelenkschmerzen sollte man sich schonen.","take it easy with joint pain",NA,"stimmt größtenteils","mostly true",2
"opladen2025_fkg","opladen2025_fkg_1","FKG_9","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Bei Gelenkschmerzen sollte man sich schonen.","take it easy with joint pain",NA,"stimmt eher nicht","rather not true",3
"opladen2025_fkg","opladen2025_fkg_1","FKG_9","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Bei Gelenkschmerzen sollte man sich schonen.","take it easy with joint pain",NA,"stimmt nicht","not true",4
"opladen2025_fkg","opladen2025_fkg_1","FKG_10","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Wenn man stark schwitzt, kann das Herz überlastet sein.","sweating as a sign of an over-castrated heart",NA,"stimmt voll und ganz","completely true",1
"opladen2025_fkg","opladen2025_fkg_1","FKG_10","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Wenn man stark schwitzt, kann das Herz überlastet sein.","sweating as a sign of an over-castrated heart",NA,"stimmt größtenteils","mostly true",2
"opladen2025_fkg","opladen2025_fkg_1","FKG_10","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Wenn man stark schwitzt, kann das Herz überlastet sein.","sweating as a sign of an over-castrated heart",NA,"stimmt eher nicht","rather not true",3
"opladen2025_fkg","opladen2025_fkg_1","FKG_10","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Wenn man stark schwitzt, kann das Herz überlastet sein.","sweating as a sign of an over-castrated heart",NA,"stimmt nicht","not true",4
"opladen2025_fkg","opladen2025_fkg_1","FKG_11","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Der häufigste Grund für Unwohlsein ist eine schwere Erkrankung","serious illness as the primary explanation for malaise",NA,"stimmt voll und ganz","completely true",1
"opladen2025_fkg","opladen2025_fkg_1","FKG_11","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Der häufigste Grund für Unwohlsein ist eine schwere Erkrankung","serious illness as the primary explanation for malaise",NA,"stimmt größtenteils","mostly true",2
"opladen2025_fkg","opladen2025_fkg_1","FKG_11","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Der häufigste Grund für Unwohlsein ist eine schwere Erkrankung","serious illness as the primary explanation for malaise",NA,"stimmt eher nicht","rather not true",3
"opladen2025_fkg","opladen2025_fkg_1","FKG_11","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Der häufigste Grund für Unwohlsein ist eine schwere Erkrankung","serious illness as the primary explanation for malaise",NA,"stimmt nicht","not true",4
"opladen2025_fkg","opladen2025_fkg_1","FKG_12","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Wenn ich unerwartet körperliche Beschwerden habe, muss ich ernsthaft krank sein.","unexpected physical complaints as a sign of illness",NA,"stimmt voll und ganz","completely true",1
"opladen2025_fkg","opladen2025_fkg_1","FKG_12","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Wenn ich unerwartet körperliche Beschwerden habe, muss ich ernsthaft krank sein.","unexpected physical complaints as a sign of illness",NA,"stimmt größtenteils","mostly true",2
"opladen2025_fkg","opladen2025_fkg_1","FKG_12","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Wenn ich unerwartet körperliche Beschwerden habe, muss ich ernsthaft krank sein.","unexpected physical complaints as a sign of illness",NA,"stimmt eher nicht","rather not true",3
"opladen2025_fkg","opladen2025_fkg_1","FKG_12","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Wenn ich unerwartet körperliche Beschwerden habe, muss ich ernsthaft krank sein.","unexpected physical complaints as a sign of illness",NA,"stimmt nicht","not true",4
"opladen2025_fkg","opladen2025_fkg_1","FKG_13","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Hinter Übelkeit steckt häufig ein nicht erkanntes Magengeschwür.","nausea as a sign of a stomach ulcer",NA,"stimmt voll und ganz","completely true",1
"opladen2025_fkg","opladen2025_fkg_1","FKG_13","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Hinter Übelkeit steckt häufig ein nicht erkanntes Magengeschwür.","nausea as a sign of a stomach ulcer",NA,"stimmt größtenteils","mostly true",2
"opladen2025_fkg","opladen2025_fkg_1","FKG_13","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Hinter Übelkeit steckt häufig ein nicht erkanntes Magengeschwür.","nausea as a sign of a stomach ulcer",NA,"stimmt eher nicht","rather not true",3
"opladen2025_fkg","opladen2025_fkg_1","FKG_13","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Hinter Übelkeit steckt häufig ein nicht erkanntes Magengeschwür.","nausea as a sign of a stomach ulcer",NA,"stimmt nicht","not true",4
"opladen2025_fkg","opladen2025_fkg_1","FKG_14","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Bei Halsbeschwerden sollte man sich sofort untersuchen lassen, um sicherzugehen, dass man keine Kehlkopferkrankung hat.","in case of a sore throat, visit a doctor to rule out laryngeal disease",NA,"stimmt voll und ganz","completely true",1
"opladen2025_fkg","opladen2025_fkg_1","FKG_14","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Bei Halsbeschwerden sollte man sich sofort untersuchen lassen, um sicherzugehen, dass man keine Kehlkopferkrankung hat.","in case of a sore throat, visit a doctor to rule out laryngeal disease",NA,"stimmt größtenteils","mostly true",2
"opladen2025_fkg","opladen2025_fkg_1","FKG_14","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Bei Halsbeschwerden sollte man sich sofort untersuchen lassen, um sicherzugehen, dass man keine Kehlkopferkrankung hat.","in case of a sore throat, visit a doctor to rule out laryngeal disease",NA,"stimmt eher nicht","rather not true",3
"opladen2025_fkg","opladen2025_fkg_1","FKG_14","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Bei Halsbeschwerden sollte man sich sofort untersuchen lassen, um sicherzugehen, dass man keine Kehlkopferkrankung hat.","in case of a sore throat, visit a doctor to rule out laryngeal disease",NA,"stimmt nicht","not true",4
"opladen2025_fkg","opladen2025_fkg_1","FKG_15","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Wenn ein Arzt mich zu einer Untersuchung überweist, ist er davon überzeugt, dass etwas Ernsthaftes vorliegt.","medical referral as a sign of serious illness",NA,"stimmt voll und ganz","completely true",1
"opladen2025_fkg","opladen2025_fkg_1","FKG_15","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Wenn ein Arzt mich zu einer Untersuchung überweist, ist er davon überzeugt, dass etwas Ernsthaftes vorliegt.","medical referral as a sign of serious illness",NA,"stimmt größtenteils","mostly true",2
"opladen2025_fkg","opladen2025_fkg_1","FKG_15","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Wenn ein Arzt mich zu einer Untersuchung überweist, ist er davon überzeugt, dass etwas Ernsthaftes vorliegt.","medical referral as a sign of serious illness",NA,"stimmt eher nicht","rather not true",3
"opladen2025_fkg","opladen2025_fkg_1","FKG_15","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Wenn ein Arzt mich zu einer Untersuchung überweist, ist er davon überzeugt, dass etwas Ernsthaftes vorliegt.","medical referral as a sign of serious illness",NA,"stimmt nicht","not true",4
"opladen2025_fkg","opladen2025_fkg_1","FKG_16","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Nur wer sich körperlich schont, bleibt langfristig gesund.","rest as a prerequisite for health",NA,"stimmt voll und ganz","completely true",1
"opladen2025_fkg","opladen2025_fkg_1","FKG_16","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Nur wer sich körperlich schont, bleibt langfristig gesund.","rest as a prerequisite for health",NA,"stimmt größtenteils","mostly true",2
"opladen2025_fkg","opladen2025_fkg_1","FKG_16","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Nur wer sich körperlich schont, bleibt langfristig gesund.","rest as a prerequisite for health",NA,"stimmt eher nicht","rather not true",3
"opladen2025_fkg","opladen2025_fkg_1","FKG_16","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Nur wer sich körperlich schont, bleibt langfristig gesund.","rest as a prerequisite for health",NA,"stimmt nicht","not true",4
"opladen2025_fkg","opladen2025_fkg_1","FKG_17","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Ein gesunder Körper verursacht keine Beschwerden","no complaints as a sign of a healthy body",NA,"stimmt voll und ganz","completely true",1
"opladen2025_fkg","opladen2025_fkg_1","FKG_17","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Ein gesunder Körper verursacht keine Beschwerden","no complaints as a sign of a healthy body",NA,"stimmt größtenteils","mostly true",2
"opladen2025_fkg","opladen2025_fkg_1","FKG_17","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Ein gesunder Körper verursacht keine Beschwerden","no complaints as a sign of a healthy body",NA,"stimmt eher nicht","rather not true",3
"opladen2025_fkg","opladen2025_fkg_1","FKG_17","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Ein gesunder Körper verursacht keine Beschwerden","no complaints as a sign of a healthy body",NA,"stimmt nicht","not true",4
"opladen2025_fkg","opladen2025_fkg_1","FKG_18","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Wenn meine Beine kribbeln, habe ich Durchblutungsstörungen.","tingling in the legs as a sign of a circulatory disorder",NA,"stimmt voll und ganz","completely true",1
"opladen2025_fkg","opladen2025_fkg_1","FKG_18","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Wenn meine Beine kribbeln, habe ich Durchblutungsstörungen.","tingling in the legs as a sign of a circulatory disorder",NA,"stimmt größtenteils","mostly true",2
"opladen2025_fkg","opladen2025_fkg_1","FKG_18","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Wenn meine Beine kribbeln, habe ich Durchblutungsstörungen.","tingling in the legs as a sign of a circulatory disorder",NA,"stimmt eher nicht","rather not true",3
"opladen2025_fkg","opladen2025_fkg_1","FKG_18","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Wenn meine Beine kribbeln, habe ich Durchblutungsstörungen.","tingling in the legs as a sign of a circulatory disorder",NA,"stimmt nicht","not true",4
"opladen2025_fkg","opladen2025_fkg_1","FKG_19","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Wenn ich Blähungen habe, frage ich mich die ganze Zeit, was dies zu bedeuten hat.","uncertainty with flatulence",NA,"stimmt voll und ganz","completely true",1
"opladen2025_fkg","opladen2025_fkg_1","FKG_19","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Wenn ich Blähungen habe, frage ich mich die ganze Zeit, was dies zu bedeuten hat.","uncertainty with flatulence",NA,"stimmt größtenteils","mostly true",2
"opladen2025_fkg","opladen2025_fkg_1","FKG_19","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Wenn ich Blähungen habe, frage ich mich die ganze Zeit, was dies zu bedeuten hat.","uncertainty with flatulence",NA,"stimmt eher nicht","rather not true",3
"opladen2025_fkg","opladen2025_fkg_1","FKG_19","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Wenn ich Blähungen habe, frage ich mich die ganze Zeit, was dies zu bedeuten hat.","uncertainty with flatulence",NA,"stimmt nicht","not true",4
"opladen2025_fkg","opladen2025_fkg_1","FKG_20","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Kribbeln in den Beinen kann ein ernsthaftes Signal für eine Nervenerkrankung sein.","tingling in the legs as a sign of a nerve disease",NA,"stimmt voll und ganz","completely true",1
"opladen2025_fkg","opladen2025_fkg_1","FKG_20","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Kribbeln in den Beinen kann ein ernsthaftes Signal für eine Nervenerkrankung sein.","tingling in the legs as a sign of a nerve disease",NA,"stimmt größtenteils","mostly true",2
"opladen2025_fkg","opladen2025_fkg_1","FKG_20","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Kribbeln in den Beinen kann ein ernsthaftes Signal für eine Nervenerkrankung sein.","tingling in the legs as a sign of a nerve disease",NA,"stimmt eher nicht","rather not true",3
"opladen2025_fkg","opladen2025_fkg_1","FKG_20","Fragebogen zu Körper und Gesundheit (FKG)","German",NA,NA,"Kribbeln in den Beinen kann ein ernsthaftes Signal für eine Nervenerkrankung sein.","tingling in the legs as a sign of a nerve disease",NA,"stimmt nicht","not true",4
