"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","resp","option_text"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d3","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Usually enjoy being with people.",NA,1,"Very Inaccurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d3","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Usually enjoy being with people.",NA,2,"Moderately Inaccurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d3","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Usually enjoy being with people.",NA,3,"Neither Inaccurate nor Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d3","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Usually enjoy being with people.",NA,4,"Moderately Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d3","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Usually enjoy being with people.",NA,5,"Very Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d4","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Seldom notice the emotional aspects of paintings and pictures.",NA,1,"Very Inaccurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d4","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Seldom notice the emotional aspects of paintings and pictures.",NA,2,"Moderately Inaccurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d4","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Seldom notice the emotional aspects of paintings and pictures.",NA,3,"Neither Inaccurate nor Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d4","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Seldom notice the emotional aspects of paintings and pictures.",NA,4,"Moderately Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d4","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Seldom notice the emotional aspects of paintings and pictures.",NA,5,"Very Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d5","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Am able to disregard rules.",NA,1,"Very Inaccurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d5","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Am able to disregard rules.",NA,2,"Moderately Inaccurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d5","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Am able to disregard rules.",NA,3,"Neither Inaccurate nor Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d5","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Am able to disregard rules.",NA,4,"Moderately Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d5","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Am able to disregard rules.",NA,5,"Very Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d6","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Often do nice things for people.",NA,1,"Very Inaccurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d6","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Often do nice things for people.",NA,2,"Moderately Inaccurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d6","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Often do nice things for people.",NA,3,"Neither Inaccurate nor Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d6","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Often do nice things for people.",NA,4,"Moderately Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d6","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Often do nice things for people.",NA,5,"Very Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d7","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Am rarely a patient person.",NA,1,"Very Inaccurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d7","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Am rarely a patient person.",NA,2,"Moderately Inaccurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d7","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Am rarely a patient person.",NA,3,"Neither Inaccurate nor Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d7","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Am rarely a patient person.",NA,4,"Moderately Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d7","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Am rarely a patient person.",NA,5,"Very Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d8","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Would not enjoy fast dancing.",NA,1,"Very Inaccurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d8","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Would not enjoy fast dancing.",NA,2,"Moderately Inaccurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d8","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Would not enjoy fast dancing.",NA,3,"Neither Inaccurate nor Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d8","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Would not enjoy fast dancing.",NA,4,"Moderately Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d8","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Would not enjoy fast dancing.",NA,5,"Very Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d9","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Usually notice visual details in the environment.",NA,1,"Very Inaccurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d9","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Usually notice visual details in the environment.",NA,2,"Moderately Inaccurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d9","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Usually notice visual details in the environment.",NA,3,"Neither Inaccurate nor Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d9","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Usually notice visual details in the environment.",NA,4,"Moderately Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d9","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Usually notice visual details in the environment.",NA,5,"Very Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d10","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Feel guilty when I believe that I have hurt someone’s feelings.",NA,1,"Very Inaccurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d10","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Feel guilty when I believe that I have hurt someone’s feelings.",NA,2,"Moderately Inaccurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d10","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Feel guilty when I believe that I have hurt someone’s feelings.",NA,3,"Neither Inaccurate nor Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d10","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Feel guilty when I believe that I have hurt someone’s feelings.",NA,4,"Moderately Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d10","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Feel guilty when I believe that I have hurt someone’s feelings.",NA,5,"Very Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d11","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Seldom experience sudden intuitive insights.",NA,1,"Very Inaccurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d11","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Seldom experience sudden intuitive insights.",NA,2,"Moderately Inaccurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d11","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Seldom experience sudden intuitive insights.",NA,3,"Neither Inaccurate nor Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d11","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Seldom experience sudden intuitive insights.",NA,4,"Moderately Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d11","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Seldom experience sudden intuitive insights.",NA,5,"Very Accurate"
"goldberg_2018_sdv_ipip_temperament","goldberg_2018_sdv_ipip_temperament_1","d12","Survey of Dispositions and Views (SDV), Eugene-Springfield Community Sample: Personality Tendencies (119 IPIP items)","On the following pages you will find a series of statements that individuals can use to describe themselves. There are no correct or incorrect responses. All people are unique and different, and it is these differences that we are trying to learn about. For each statement, please give your best estimate of how well it describes you. Bubble in the appropriate number on the response scale to indicate how well each statement describes you.",NA,"Would not be very distressed by seeing an animal in pain.",NA,1,"Very Inaccurate"
