"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","BankTeller","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Bank teller",NA,"somewhat",3
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","BankTeller","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Bank teller",NA,"A lot",4
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","BankTeller","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Bank teller",NA,"Very much",5
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","BankTeller","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Bank teller",NA,"A great deal",6
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","CarMechanic","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Car mechanic",NA,"Not at all",0
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","CarMechanic","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Car mechanic",NA,"Not much",1
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","CarMechanic","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Car mechanic",NA,"little",2
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","CarMechanic","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Car mechanic",NA,"somewhat",3
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","CarMechanic","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Car mechanic",NA,"A lot",4
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","CarMechanic","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Car mechanic",NA,"Very much",5
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","CarMechanic","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Car mechanic",NA,"A great deal",6
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Broker","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Broker",NA,"Not at all",0
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Broker","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Broker",NA,"Not much",1
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Broker","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Broker",NA,"little",2
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Broker","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Broker",NA,"somewhat",3
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Broker","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Broker",NA,"A lot",4
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Broker","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Broker",NA,"Very much",5
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Broker","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Broker",NA,"A great deal",6
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","HousewifeMan","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Housewife/houseman",NA,"Not at all",0
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","HousewifeMan","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Housewife/houseman",NA,"Not much",1
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","HousewifeMan","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Housewife/houseman",NA,"little",2
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","HousewifeMan","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Housewife/houseman",NA,"somewhat",3
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","HousewifeMan","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Housewife/houseman",NA,"A lot",4
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","HousewifeMan","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Housewife/houseman",NA,"Very much",5
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","HousewifeMan","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Housewife/houseman",NA,"A great deal",6
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Cleaner","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Cleaner",NA,"Not at all",0
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Cleaner","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Cleaner",NA,"Not much",1
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Cleaner","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Cleaner",NA,"little",2
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Cleaner","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Cleaner",NA,"somewhat",3
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Cleaner","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Cleaner",NA,"A lot",4
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Cleaner","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Cleaner",NA,"Very much",5
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Cleaner","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Cleaner",NA,"A great deal",6
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","CashierSupermarket","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Cashier supermarket",NA,"Not at all",0
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","CashierSupermarket","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Cashier supermarket",NA,"Not much",1
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","CashierSupermarket","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Cashier supermarket",NA,"little",2
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","CashierSupermarket","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Cashier supermarket",NA,"somewhat",3
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","CashierSupermarket","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Cashier supermarket",NA,"A lot",4
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","CashierSupermarket","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Cashier supermarket",NA,"Very much",5
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","CashierSupermarket","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Cashier supermarket",NA,"A great deal",6
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Teacher","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Teacher",NA,"Not at all",0
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Teacher","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Teacher",NA,"Not much",1
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Teacher","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Teacher",NA,"little",2
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Teacher","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Teacher",NA,"somewhat",3
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Teacher","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Teacher",NA,"A lot",4
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Teacher","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Teacher",NA,"Very much",5
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Teacher","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Teacher",NA,"A great deal",6
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","OfficeWorker","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Office worker",NA,"Not at all",0
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","OfficeWorker","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Office worker",NA,"Not much",1
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","OfficeWorker","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Office worker",NA,"little",2
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","OfficeWorker","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Office worker",NA,"somewhat",3
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","OfficeWorker","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Office worker",NA,"A lot",4
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","OfficeWorker","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Office worker",NA,"Very much",5
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","OfficeWorker","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Office worker",NA,"A great deal",6
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","ShopAssistant","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Shop assistant",NA,"Not at all",0
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","ShopAssistant","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Shop assistant",NA,"Not much",1
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","ShopAssistant","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Shop assistant",NA,"little",2
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","ShopAssistant","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Shop assistant",NA,"somewhat",3
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","ShopAssistant","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Shop assistant",NA,"A lot",4
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","ShopAssistant","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Shop assistant",NA,"Very much",5
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","ShopAssistant","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Shop assistant",NA,"A great deal",6
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Carpenter","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Carpenter",NA,"Not at all",0
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Carpenter","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Carpenter",NA,"Not much",1
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Carpenter","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Carpenter",NA,"little",2
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Carpenter","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Carpenter",NA,"somewhat",3
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Carpenter","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Carpenter",NA,"A lot",4
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Carpenter","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Carpenter",NA,"Very much",5
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Carpenter","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Carpenter",NA,"A great deal",6
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","CustomerServiceDesk","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Customer service desk",NA,"Not at all",0
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","CustomerServiceDesk","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Customer service desk",NA,"Not much",1
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","CustomerServiceDesk","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Customer service desk",NA,"little",2
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","CustomerServiceDesk","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Customer service desk",NA,"somewhat",3
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","CustomerServiceDesk","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Customer service desk",NA,"A lot",4
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","CustomerServiceDesk","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Customer service desk",NA,"Very much",5
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","CustomerServiceDesk","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Customer service desk",NA,"A great deal",6
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","BranchManager","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Branch manager",NA,"Not at all",0
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","BranchManager","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Branch manager",NA,"Not much",1
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","BranchManager","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Branch manager",NA,"little",2
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","BranchManager","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Branch manager",NA,"somewhat",3
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","BranchManager","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Branch manager",NA,"A lot",4
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","BranchManager","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Branch manager",NA,"Very much",5
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","BranchManager","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Branch manager",NA,"A great deal",6
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Accountant","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Accountant",NA,"Not at all",0
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Accountant","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Accountant",NA,"Not much",1
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Accountant","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Accountant",NA,"little",2
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Accountant","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Accountant",NA,"somewhat",3
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Accountant","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Accountant",NA,"A lot",4
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Accountant","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Accountant",NA,"Very much",5
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Accountant","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Accountant",NA,"A great deal",6
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Secretary","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Secretary",NA,"Not at all",0
"szameitat_2015_occupation_multitask","szameitat_2015_occupation_multitask_1","Secretary","Szameitat et al. (2015) multitasking beliefs questionnaire, Question 12: multitasking required in occupations","English; Turkish; Dutch; German","What do you think, how much multitasking is required in the following occupations?",NA,"Secretary",NA,"Not much",1
