"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Walking_Gum","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Walking and chewing gum",NA,"Neutral",0
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Walking_Gum","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Walking and chewing gum",NA,"Slightly agree",1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Walking_Gum","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Walking and chewing gum",NA,"Agree",2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Walking_Gum","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Walking and chewing gum",NA,"Strongly agree",3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","SATNav_Driving","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Operating a SAT Nav while driving",NA,"Strongly disagree",-3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","SATNav_Driving","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Operating a SAT Nav while driving",NA,"Disagree",-2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","SATNav_Driving","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Operating a SAT Nav while driving",NA,"Slightly disagree",-1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","SATNav_Driving","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Operating a SAT Nav while driving",NA,"Neutral",0
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","SATNav_Driving","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Operating a SAT Nav while driving",NA,"Slightly agree",1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","SATNav_Driving","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Operating a SAT Nav while driving",NA,"Agree",2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","SATNav_Driving","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Operating a SAT Nav while driving",NA,"Strongly agree",3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Walking_Talk","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Walking and having a conversation",NA,"Strongly disagree",-3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Walking_Talk","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Walking and having a conversation",NA,"Disagree",-2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Walking_Talk","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Walking and having a conversation",NA,"Slightly disagree",-1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Walking_Talk","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Walking and having a conversation",NA,"Neutral",0
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Walking_Talk","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Walking and having a conversation",NA,"Slightly agree",1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Walking_Talk","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Walking and having a conversation",NA,"Agree",2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Walking_Talk","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Walking and having a conversation",NA,"Strongly agree",3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","GroupConvers","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Having a group conversation among several people",NA,"Strongly disagree",-3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","GroupConvers","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Having a group conversation among several people",NA,"Disagree",-2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","GroupConvers","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Having a group conversation among several people",NA,"Slightly disagree",-1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","GroupConvers","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Having a group conversation among several people",NA,"Neutral",0
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","GroupConvers","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Having a group conversation among several people",NA,"Slightly agree",1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","GroupConvers","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Having a group conversation among several people",NA,"Agree",2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","GroupConvers","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Having a group conversation among several people",NA,"Strongly agree",3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Singing_WashingUp","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Singing and doing the washing up",NA,"Strongly disagree",-3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Singing_WashingUp","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Singing and doing the washing up",NA,"Disagree",-2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Singing_WashingUp","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Singing and doing the washing up",NA,"Slightly disagree",-1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Singing_WashingUp","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Singing and doing the washing up",NA,"Neutral",0
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Singing_WashingUp","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Singing and doing the washing up",NA,"Slightly agree",1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Singing_WashingUp","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Singing and doing the washing up",NA,"Agree",2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Singing_WashingUp","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Singing and doing the washing up",NA,"Strongly agree",3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","RevisingMultiplExams","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Revising for more than one exam",NA,"Strongly disagree",-3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","RevisingMultiplExams","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Revising for more than one exam",NA,"Disagree",-2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","RevisingMultiplExams","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Revising for more than one exam",NA,"Slightly disagree",-1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","RevisingMultiplExams","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Revising for more than one exam",NA,"Neutral",0
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","RevisingMultiplExams","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Revising for more than one exam",NA,"Slightly agree",1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","RevisingMultiplExams","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Revising for more than one exam",NA,"Agree",2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","RevisingMultiplExams","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Revising for more than one exam",NA,"Strongly agree",3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","WatchScreen_Typing","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Looking at a computer screen and typing",NA,"Strongly disagree",-3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","WatchScreen_Typing","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Looking at a computer screen and typing",NA,"Disagree",-2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","WatchScreen_Typing","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Looking at a computer screen and typing",NA,"Slightly disagree",-1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","WatchScreen_Typing","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Looking at a computer screen and typing",NA,"Neutral",0
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","WatchScreen_Typing","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Looking at a computer screen and typing",NA,"Slightly agree",1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","WatchScreen_Typing","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Looking at a computer screen and typing",NA,"Agree",2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","WatchScreen_Typing","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Looking at a computer screen and typing",NA,"Strongly agree",3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Keyboard_Mouse","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Using a keyboard and mouse",NA,"Strongly disagree",-3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Keyboard_Mouse","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Using a keyboard and mouse",NA,"Disagree",-2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Keyboard_Mouse","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Using a keyboard and mouse",NA,"Slightly disagree",-1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Keyboard_Mouse","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Using a keyboard and mouse",NA,"Neutral",0
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Keyboard_Mouse","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Using a keyboard and mouse",NA,"Slightly agree",1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Keyboard_Mouse","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Using a keyboard and mouse",NA,"Agree",2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Keyboard_Mouse","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Using a keyboard and mouse",NA,"Strongly agree",3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","CookingMeal","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Cooking a proper meal (e.g. meat & 2 veg)",NA,"Strongly disagree",-3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","CookingMeal","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Cooking a proper meal (e.g. meat & 2 veg)",NA,"Disagree",-2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","CookingMeal","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Cooking a proper meal (e.g. meat & 2 veg)",NA,"Slightly disagree",-1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","CookingMeal","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Cooking a proper meal (e.g. meat & 2 veg)",NA,"Neutral",0
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","CookingMeal","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Cooking a proper meal (e.g. meat & 2 veg)",NA,"Slightly agree",1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","CookingMeal","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Cooking a proper meal (e.g. meat & 2 veg)",NA,"Agree",2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","CookingMeal","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Cooking a proper meal (e.g. meat & 2 veg)",NA,"Strongly agree",3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","WashingUp_GetDressed","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Washing up and getting dressed",NA,"Strongly disagree",-3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","WashingUp_GetDressed","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Washing up and getting dressed",NA,"Disagree",-2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","WashingUp_GetDressed","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Washing up and getting dressed",NA,"Slightly disagree",-1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","WashingUp_GetDressed","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Washing up and getting dressed",NA,"Neutral",0
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","WashingUp_GetDressed","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Washing up and getting dressed",NA,"Slightly agree",1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","WashingUp_GetDressed","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Washing up and getting dressed",NA,"Agree",2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","WashingUp_GetDressed","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Washing up and getting dressed",NA,"Strongly agree",3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","PresentShopping","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Shopping for presents for multiple people",NA,"Strongly disagree",-3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","PresentShopping","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Shopping for presents for multiple people",NA,"Disagree",-2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","PresentShopping","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Shopping for presents for multiple people",NA,"Slightly disagree",-1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","PresentShopping","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Shopping for presents for multiple people",NA,"Neutral",0
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","PresentShopping","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Shopping for presents for multiple people",NA,"Slightly agree",1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","PresentShopping","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Shopping for presents for multiple people",NA,"Agree",2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","PresentShopping","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Shopping for presents for multiple people",NA,"Strongly agree",3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Texting_walking","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Texting and walking",NA,"Strongly disagree",-3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Texting_walking","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Texting and walking",NA,"Disagree",-2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Texting_walking","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Texting and walking",NA,"Slightly disagree",-1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Texting_walking","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Texting and walking",NA,"Neutral",0
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Texting_walking","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Texting and walking",NA,"Slightly agree",1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Texting_walking","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Texting and walking",NA,"Agree",2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Texting_walking","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Texting and walking",NA,"Strongly agree",3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","ToddlerFeeding_Phoning","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Feeding a toddler and talking on the phone",NA,"Strongly disagree",-3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","ToddlerFeeding_Phoning","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Feeding a toddler and talking on the phone",NA,"Disagree",-2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","ToddlerFeeding_Phoning","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Feeding a toddler and talking on the phone",NA,"Slightly disagree",-1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","ToddlerFeeding_Phoning","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Feeding a toddler and talking on the phone",NA,"Neutral",0
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","ToddlerFeeding_Phoning","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Feeding a toddler and talking on the phone",NA,"Slightly agree",1
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","ToddlerFeeding_Phoning","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Feeding a toddler and talking on the phone",NA,"Agree",2
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","ToddlerFeeding_Phoning","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"Feeding a toddler and talking on the phone",NA,"Strongly agree",3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Driving_Wiper","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"In the car: Operating the wiper control while driving",NA,"Strongly disagree",-3
"szameitat_2015_multitask_examples","szameitat_2015_multitask_examples_1","Driving_Wiper","Szameitat et al. (2015) multitasking questionnaire, Question 11: examples of multitasking","English; Turkish; Dutch; German","How far do you agree with the following being examples of multitasking?",NA,"In the car: Operating the wiper control while driving",NA,"Disagree",-2
