"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","deccont","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to decline physical contact is…",NA,NA,2
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","deccont","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to decline physical contact is…",NA,NA,3
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","deccont","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to decline physical contact is…",NA,NA,4
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","deccont","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to decline physical contact is…",NA,"extremely important",5
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","dechugs","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to decline hugs is…",NA,"not at all important",1
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","dechugs","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to decline hugs is…",NA,NA,2
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","dechugs","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to decline hugs is…",NA,NA,3
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","dechugs","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to decline hugs is…",NA,NA,4
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","dechugs","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to decline hugs is…",NA,"extremely important",5
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","declgreeting","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to decline when somebody wants to give me a handshake is…",NA,"not at all important",1
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","declgreeting","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to decline when somebody wants to give me a handshake is…",NA,NA,2
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","declgreeting","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to decline when somebody wants to give me a handshake is…",NA,NA,3
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","declgreeting","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to decline when somebody wants to give me a handshake is…",NA,NA,4
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","declgreeting","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to decline when somebody wants to give me a handshake is…",NA,"extremely important",5
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","declhug","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to decline when somebody wants to give me a hug is…",NA,"not at all important",1
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","declhug","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to decline when somebody wants to give me a hug is…",NA,NA,2
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","declhug","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to decline when somebody wants to give me a hug is…",NA,NA,3
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","declhug","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to decline when somebody wants to give me a hug is…",NA,NA,4
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","declhug","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to decline when somebody wants to give me a hug is…",NA,"extremely important",5
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","estdist","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to estimate distances is…",NA,"not at all important",1
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","estdist","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to estimate distances is…",NA,NA,2
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","estdist","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to estimate distances is…",NA,NA,3
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","estdist","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to estimate distances is…",NA,NA,4
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","estdist","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to estimate distances is…",NA,"extremely important",5
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","meetcare","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to keep my distance from someone I care about is…",NA,"not at all important",1
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","meetcare","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to keep my distance from someone I care about is…",NA,NA,2
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","meetcare","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to keep my distance from someone I care about is…",NA,NA,3
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","meetcare","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to keep my distance from someone I care about is…",NA,NA,4
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","meetcare","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to keep my distance from someone I care about is…",NA,"extremely important",5
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","remem","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, remembering to do is …",NA,"not at all important",1
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","remem","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, remembering to do is …",NA,NA,2
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","remem","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, remembering to do is …",NA,NA,3
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","remem","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, remembering to do is …",NA,NA,4
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","remem","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, remembering to do is …",NA,"extremely important",5
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","remexer","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, remembering to do so when I go out to exercise is…",NA,"not at all important",1
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","remexer","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, remembering to do so when I go out to exercise is…",NA,NA,2
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","remexer","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, remembering to do so when I go out to exercise is…",NA,NA,3
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","remexer","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, remembering to do so when I go out to exercise is…",NA,NA,4
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","remexer","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, remembering to do so when I go out to exercise is…",NA,"extremely important",5
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","remwalk","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, remembering to do so when I go out for a walk is …",NA,"not at all important",1
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","remwalk","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, remembering to do so when I go out for a walk is …",NA,NA,2
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","remwalk","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, remembering to do so when I go out for a walk is …",NA,NA,3
