"table","instrument","instructions","section_id","section_prompt","item","item_text","correct_response","resp","option_text"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3a","Vigorous activities, such as running, lifting heavy objects, participating in strenuous sports",NA,1,"yes, limited a lot"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3a","Vigorous activities, such as running, lifting heavy objects, participating in strenuous sports",NA,2,"yes, limited a little"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3a","Vigorous activities, such as running, lifting heavy objects, participating in strenuous sports",NA,3,"no, not limited at all"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3b","Moderate activities, such as moving a table, pushing a vacuum cleaner, bowling, or playing golf",NA,1,"yes, limited a lot"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3b","Moderate activities, such as moving a table, pushing a vacuum cleaner, bowling, or playing golf",NA,2,"yes, limited a little"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3b","Moderate activities, such as moving a table, pushing a vacuum cleaner, bowling, or playing golf",NA,3,"no, not limited at all"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3c","Lifting or carrying groceries",NA,1,"yes, limited a lot"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3c","Lifting or carrying groceries",NA,2,"yes, limited a little"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3c","Lifting or carrying groceries",NA,3,"no, not limited at all"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3d","Climbing several flights of stairs",NA,1,"yes, limited a lot"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3d","Climbing several flights of stairs",NA,2,"yes, limited a little"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3d","Climbing several flights of stairs",NA,3,"no, not limited at all"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3e","Climbing one flight of stairs",NA,1,"yes, limited a lot"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3e","Climbing one flight of stairs",NA,2,"yes, limited a little"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3e","Climbing one flight of stairs",NA,3,"no, not limited at all"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3f","Bending, kneeling, or stooping",NA,1,"yes, limited a lot"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3f","Bending, kneeling, or stooping",NA,2,"yes, limited a little"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3f","Bending, kneeling, or stooping",NA,3,"no, not limited at all"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3g","Walking more than a mile",NA,1,"yes, limited a lot"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3g","Walking more than a mile",NA,2,"yes, limited a little"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3g","Walking more than a mile",NA,3,"no, not limited at all"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3h","Walking several blocks",NA,1,"yes, limited a lot"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3h","Walking several blocks",NA,2,"yes, limited a little"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3h","Walking several blocks",NA,3,"no, not limited at all"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3i","Walking one block",NA,1,"yes, limited a lot"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3i","Walking one block",NA,2,"yes, limited a little"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3i","Walking one block",NA,3,"no, not limited at all"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3j","Bathing or dressing yourself",NA,1,"yes, limited a lot"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3j","Bathing or dressing yourself",NA,2,"yes, limited a little"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q3","The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?","SF36Q3j","Bathing or dressing yourself",NA,3,"no, not limited at all"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q4","During the past 4 weeks, have you had any of the following problems with your work or other regular daily activities as a result of your physical health?","SF36Q4a","Cut down the amount of time you spent on work or other activities",NA,1,"Yes"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q4","During the past 4 weeks, have you had any of the following problems with your work or other regular daily activities as a result of your physical health?","SF36Q4a","Cut down the amount of time you spent on work or other activities",NA,2,"no"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q4","During the past 4 weeks, have you had any of the following problems with your work or other regular daily activities as a result of your physical health?","SF36Q4b","Accomplished less than you would like",NA,1,"Yes"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q4","During the past 4 weeks, have you had any of the following problems with your work or other regular daily activities as a result of your physical health?","SF36Q4b","Accomplished less than you would like",NA,2,"no"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q4","During the past 4 weeks, have you had any of the following problems with your work or other regular daily activities as a result of your physical health?","SF36Q4c","Were limited in the kind of work or other activities",NA,1,"Yes"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q4","During the past 4 weeks, have you had any of the following problems with your work or other regular daily activities as a result of your physical health?","SF36Q4c","Were limited in the kind of work or other activities",NA,2,"no"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q4","During the past 4 weeks, have you had any of the following problems with your work or other regular daily activities as a result of your physical health?","SF36Q4d","Had difficulty performing the work or other activities (for example, it took extra effort)",NA,1,"Yes"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q4","During the past 4 weeks, have you had any of the following problems with your work or other regular daily activities as a result of your physical health?","SF36Q4d","Had difficulty performing the work or other activities (for example, it took extra effort)",NA,2,"no"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q5","During the past 4 weeks, have you had any of the following problems with your work or other regular daily activities as a result of any emotional problems (such as feeling depressed or anxious)?","SF36Q5a","Cut down the amount of time you spent on work or other activities",NA,1,"Yes"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q5","During the past 4 weeks, have you had any of the following problems with your work or other regular daily activities as a result of any emotional problems (such as feeling depressed or anxious)?","SF36Q5a","Cut down the amount of time you spent on work or other activities",NA,2,"no"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q5","During the past 4 weeks, have you had any of the following problems with your work or other regular daily activities as a result of any emotional problems (such as feeling depressed or anxious)?","SF36Q5b","Accomplished less than you would like",NA,1,"Yes"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q5","During the past 4 weeks, have you had any of the following problems with your work or other regular daily activities as a result of any emotional problems (such as feeling depressed or anxious)?","SF36Q5b","Accomplished less than you would like",NA,2,"no"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q5","During the past 4 weeks, have you had any of the following problems with your work or other regular daily activities as a result of any emotional problems (such as feeling depressed or anxious)?","SF36Q5c","Didn't do work or other activities as carefully as usual",NA,1,"Yes"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q5","During the past 4 weeks, have you had any of the following problems with your work or other regular daily activities as a result of any emotional problems (such as feeling depressed or anxious)?","SF36Q5c","Didn't do work or other activities as carefully as usual",NA,2,"no"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q6",NA,"SF36Q6","During the past 4 weeks, to what extent has your physical health or emotional problems interfered with your normal social activities with family, friends, neighbors, or groups?",NA,1,"not at all"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q6",NA,"SF36Q6","During the past 4 weeks, to what extent has your physical health or emotional problems interfered with your normal social activities with family, friends, neighbors, or groups?",NA,2,"slightly"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q6",NA,"SF36Q6","During the past 4 weeks, to what extent has your physical health or emotional problems interfered with your normal social activities with family, friends, neighbors, or groups?",NA,3,"moderately"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q6",NA,"SF36Q6","During the past 4 weeks, to what extent has your physical health or emotional problems interfered with your normal social activities with family, friends, neighbors, or groups?",NA,4,"quite a bit"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q6",NA,"SF36Q6","During the past 4 weeks, to what extent has your physical health or emotional problems interfered with your normal social activities with family, friends, neighbors, or groups?",NA,5,"extremely"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q7",NA,"SF36Q7","How much bodily pain have you had during the past 4 weeks?",NA,1,"none"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q7",NA,"SF36Q7","How much bodily pain have you had during the past 4 weeks?",NA,2,"very mild"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q7",NA,"SF36Q7","How much bodily pain have you had during the past 4 weeks?",NA,3,"mild"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q7",NA,"SF36Q7","How much bodily pain have you had during the past 4 weeks?",NA,4,"moderate"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q7",NA,"SF36Q7","How much bodily pain have you had during the past 4 weeks?",NA,5,"severe"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q7",NA,"SF36Q7","How much bodily pain have you had during the past 4 weeks?",NA,6,"very severe"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q8",NA,"SF36Q8","During the past 4 weeks, how much did pain interfere with your normal work (including both work outside the home and housework)?",NA,1,"not at all"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q8",NA,"SF36Q8","During the past 4 weeks, how much did pain interfere with your normal work (including both work outside the home and housework)?",NA,2,"a little bit"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q8",NA,"SF36Q8","During the past 4 weeks, how much did pain interfere with your normal work (including both work outside the home and housework)?",NA,3,"moderately"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q8",NA,"SF36Q8","During the past 4 weeks, how much did pain interfere with your normal work (including both work outside the home and housework)?",NA,4,"quite a bit"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q8",NA,"SF36Q8","During the past 4 weeks, how much did pain interfere with your normal work (including both work outside the home and housework)?",NA,5,"extremely"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9a","Did you feel full of pep?",NA,1,"none of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9a","Did you feel full of pep?",NA,2,"a little of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9a","Did you feel full of pep?",NA,3,"some of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9a","Did you feel full of pep?",NA,4,"a good bit of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9a","Did you feel full of pep?",NA,5,"most of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9a","Did you feel full of pep?",NA,6,"all the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9b","Have you been a very nervous person?",NA,1,"none of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9b","Have you been a very nervous person?",NA,2,"a little of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9b","Have you been a very nervous person?",NA,3,"some of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9b","Have you been a very nervous person?",NA,4,"a good bit of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9b","Have you been a very nervous person?",NA,5,"most of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9b","Have you been a very nervous person?",NA,6,"all the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9c","Have you felt so down in the dumps that nothing could cheer you up?",NA,1,"none of the time"
