"table","section_id","item","instrument","language","instructions","section_prompt","item_text","item_text_translated","correct_response","option_text","resp"
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm8","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm8","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm8","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm8","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm8","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm9","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm9","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm9","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm9","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm9","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm10","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm10","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm10","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm10","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm10","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm11","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm11","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm11","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm11","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm11","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm12","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 내가 잘못한 것에 대해 정직하게 시인하는 편이다.","I tend to honestly admit to my mistakes.",NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm12","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 내가 잘못한 것에 대해 정직하게 시인하는 편이다.","I tend to honestly admit to my mistakes.",NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm12","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 내가 잘못한 것에 대해 정직하게 시인하는 편이다.","I tend to honestly admit to my mistakes.",NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm12","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 내가 잘못한 것에 대해 정직하게 시인하는 편이다.","I tend to honestly admit to my mistakes.",NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm12","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 내가 잘못한 것에 대해 정직하게 시인하는 편이다.","I tend to honestly admit to my mistakes.",NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm13","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"굳이 내게 주어진 일 이상을 해야 할 의무는 없다.","There is no obligation to do more than what is given to me.",NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm13","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"굳이 내게 주어진 일 이상을 해야 할 의무는 없다.","There is no obligation to do more than what is given to me.",NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm13","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"굳이 내게 주어진 일 이상을 해야 할 의무는 없다.","There is no obligation to do more than what is given to me.",NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm13","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"굳이 내게 주어진 일 이상을 해야 할 의무는 없다.","There is no obligation to do more than what is given to me.",NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm13","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"굳이 내게 주어진 일 이상을 해야 할 의무는 없다.","There is no obligation to do more than what is given to me.",NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm14","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 알게된 새로운 정보나 노하우를 남에게 공유하고 싶지 않다.",NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm14","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 알게된 새로운 정보나 노하우를 남에게 공유하고 싶지 않다.",NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm14","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 알게된 새로운 정보나 노하우를 남에게 공유하고 싶지 않다.",NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm14","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 알게된 새로운 정보나 노하우를 남에게 공유하고 싶지 않다.",NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm14","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 알게된 새로운 정보나 노하우를 남에게 공유하고 싶지 않다.",NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm15","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내일은 지금보다 더 나은 내가 되어있을 것이라고 생각한다.",NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm15","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내일은 지금보다 더 나은 내가 되어있을 것이라고 생각한다.",NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm15","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내일은 지금보다 더 나은 내가 되어있을 것이라고 생각한다.",NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm15","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내일은 지금보다 더 나은 내가 되어있을 것이라고 생각한다.",NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm15","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내일은 지금보다 더 나은 내가 되어있을 것이라고 생각한다.",NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm16","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm16","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm16","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm16","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm16","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm17","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"사회적 약자를 도와줄 수 있는 능력을 가지고 있다.","I have the ability to help the socially underprivileged.",NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm17","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"사회적 약자를 도와줄 수 있는 능력을 가지고 있다.","I have the ability to help the socially underprivileged.",NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm17","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"사회적 약자를 도와줄 수 있는 능력을 가지고 있다.","I have the ability to help the socially underprivileged.",NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm17","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"사회적 약자를 도와줄 수 있는 능력을 가지고 있다.","I have the ability to help the socially underprivileged.",NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm17","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"사회적 약자를 도와줄 수 있는 능력을 가지고 있다.","I have the ability to help the socially underprivileged.",NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm18","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm18","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm18","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm18","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm18","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm19","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내 생각과 반대되는 의견이 생기면 다시 한번 고민해본다.",NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm19","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내 생각과 반대되는 의견이 생기면 다시 한번 고민해본다.",NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm19","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내 생각과 반대되는 의견이 생기면 다시 한번 고민해본다.",NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm19","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내 생각과 반대되는 의견이 생기면 다시 한번 고민해본다.",NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm19","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내 생각과 반대되는 의견이 생기면 다시 한번 고민해본다.",NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm20","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm20","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm20","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm20","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm20","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm21","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"꼭 해야 할 일이라면, 굳이 내가 아니어도 누군가가 나설 것이다.","If it's something that needs to be done, someone else will do it, even if it's not me.",NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm21","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"꼭 해야 할 일이라면, 굳이 내가 아니어도 누군가가 나설 것이다.","If it's something that needs to be done, someone else will do it, even if it's not me.",NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm21","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"꼭 해야 할 일이라면, 굳이 내가 아니어도 누군가가 나설 것이다.","If it's something that needs to be done, someone else will do it, even if it's not me.",NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm21","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"꼭 해야 할 일이라면, 굳이 내가 아니어도 누군가가 나설 것이다.","If it's something that needs to be done, someone else will do it, even if it's not me.",NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm21","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"꼭 해야 할 일이라면, 굳이 내가 아니어도 누군가가 나설 것이다.","If it's something that needs to be done, someone else will do it, even if it's not me.",NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm22","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm22","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm22","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm22","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm22","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm23","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"어떤 사람이나 문제에 대해서 긍정적인 면을 먼저 보려고 한다.",NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm23","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"어떤 사람이나 문제에 대해서 긍정적인 면을 먼저 보려고 한다.",NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm23","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"어떤 사람이나 문제에 대해서 긍정적인 면을 먼저 보려고 한다.",NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm23","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"어떤 사람이나 문제에 대해서 긍정적인 면을 먼저 보려고 한다.",NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm23","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"어떤 사람이나 문제에 대해서 긍정적인 면을 먼저 보려고 한다.",NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm24","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 생각한대로 일이 풀리지 않으면 쉽게 포기하는 편이다.","I tend to give up easily when things don't work out the way I thought.",NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm24","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 생각한대로 일이 풀리지 않으면 쉽게 포기하는 편이다.","I tend to give up easily when things don't work out the way I thought.",NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm24","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 생각한대로 일이 풀리지 않으면 쉽게 포기하는 편이다.","I tend to give up easily when things don't work out the way I thought.",NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm24","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 생각한대로 일이 풀리지 않으면 쉽게 포기하는 편이다.","I tend to give up easily when things don't work out the way I thought.",NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm24","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 생각한대로 일이 풀리지 않으면 쉽게 포기하는 편이다.","I tend to give up easily when things don't work out the way I thought.",NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm25","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm25","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
