"table","section_id","item","instrument","language","instructions","section_prompt","item_text","item_text_translated","correct_response","resp","option_text","option_text_translated"
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_3","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik was boos over het dreigende verlies van mijn baan","I was angry about the impending loss of my job",NA,1,"Never",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_3","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik was boos over het dreigende verlies van mijn baan","I was angry about the impending loss of my job",NA,2,"Rarely",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_3","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik was boos over het dreigende verlies van mijn baan","I was angry about the impending loss of my job",NA,3,"Sometimes",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_3","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik was boos over het dreigende verlies van mijn baan","I was angry about the impending loss of my job",NA,4,"Often",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_3","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik was boos over het dreigende verlies van mijn baan","I was angry about the impending loss of my job",NA,5,"Always",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_4","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik kon nauwelijks geloven dat ik mijn baan dreig kwijt te raken","I could hardly believe that I am at risk of losing my job",NA,1,"Never",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_4","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik kon nauwelijks geloven dat ik mijn baan dreig kwijt te raken","I could hardly believe that I am at risk of losing my job",NA,2,"Rarely",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_4","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik kon nauwelijks geloven dat ik mijn baan dreig kwijt te raken","I could hardly believe that I am at risk of losing my job",NA,3,"Sometimes",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_4","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik kon nauwelijks geloven dat ik mijn baan dreig kwijt te raken","I could hardly believe that I am at risk of losing my job",NA,4,"Often",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_4","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik kon nauwelijks geloven dat ik mijn baan dreig kwijt te raken","I could hardly believe that I am at risk of losing my job",NA,5,"Always",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_5","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Mijn toekomst leek zinloos door het dreigende verlies van mijn baan","My future seemed meaningless because of the impending loss of my job",NA,1,"Never",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_5","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Mijn toekomst leek zinloos door het dreigende verlies van mijn baan","My future seemed meaningless because of the impending loss of my job",NA,2,"Rarely",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_5","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Mijn toekomst leek zinloos door het dreigende verlies van mijn baan","My future seemed meaningless because of the impending loss of my job",NA,3,"Sometimes",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_5","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Mijn toekomst leek zinloos door het dreigende verlies van mijn baan","My future seemed meaningless because of the impending loss of my job",NA,4,"Often",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_5","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Mijn toekomst leek zinloos door het dreigende verlies van mijn baan","My future seemed meaningless because of the impending loss of my job",NA,5,"Always",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_6","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik voelde me emotioneel verdoofd door het dreigende verlies van mijn baan","I felt emotionally numb due to the impending loss of my job",NA,1,"Never",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_6","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik voelde me emotioneel verdoofd door het dreigende verlies van mijn baan","I felt emotionally numb due to the impending loss of my job",NA,2,"Rarely",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_6","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik voelde me emotioneel verdoofd door het dreigende verlies van mijn baan","I felt emotionally numb due to the impending loss of my job",NA,3,"Sometimes",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_6","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik voelde me emotioneel verdoofd door het dreigende verlies van mijn baan","I felt emotionally numb due to the impending loss of my job",NA,4,"Often",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_6","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik voelde me emotioneel verdoofd door het dreigende verlies van mijn baan","I felt emotionally numb due to the impending loss of my job",NA,5,"Always",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_7","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik deed er alles aan om maar niet aan het dreigende verlies van mijn baan te hoeven denken","I did everything I could to avoid thinking about the impending loss of my job",NA,1,"Never",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_7","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik deed er alles aan om maar niet aan het dreigende verlies van mijn baan te hoeven denken","I did everything I could to avoid thinking about the impending loss of my job",NA,2,"Rarely",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_7","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik deed er alles aan om maar niet aan het dreigende verlies van mijn baan te hoeven denken","I did everything I could to avoid thinking about the impending loss of my job",NA,3,"Sometimes",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_7","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik deed er alles aan om maar niet aan het dreigende verlies van mijn baan te hoeven denken","I did everything I could to avoid thinking about the impending loss of my job",NA,4,"Often",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_7","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik deed er alles aan om maar niet aan het dreigende verlies van mijn baan te hoeven denken","I did everything I could to avoid thinking about the impending loss of my job",NA,5,"Always",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_8","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik wist niet meer goed wie ik was door het dreigende verlies van mijn baan","I no longer knew who I was because of the impending job loss",NA,1,"Never",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_8","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik wist niet meer goed wie ik was door het dreigende verlies van mijn baan","I no longer knew who I was because of the impending job loss",NA,2,"Rarely",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_8","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik wist niet meer goed wie ik was door het dreigende verlies van mijn baan","I no longer knew who I was because of the impending job loss",NA,3,"Sometimes",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_8","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik wist niet meer goed wie ik was door het dreigende verlies van mijn baan","I no longer knew who I was because of the impending job loss",NA,4,"Often",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_8","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik wist niet meer goed wie ik was door het dreigende verlies van mijn baan","I no longer knew who I was because of the impending job loss",NA,5,"Always",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_9","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik voelde me eenzaam door het dreigende verlies van mijn baan","I felt lonely because of my impending job loss",NA,1,"Never",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_9","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik voelde me eenzaam door het dreigende verlies van mijn baan","I felt lonely because of my impending job loss",NA,2,"Rarely",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_9","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik voelde me eenzaam door het dreigende verlies van mijn baan","I felt lonely because of my impending job loss",NA,3,"Sometimes",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_9","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik voelde me eenzaam door het dreigende verlies van mijn baan","I felt lonely because of my impending job loss",NA,4,"Often",NA
"IJLS_Eersel_2024_IJLSreaction","IJLS_Eersel_2024_IJLSreaction_1","IJLS_9","Imminent Job Loss Scale (IJLS)","Dutch",NA,NA,"Ik voelde me eenzaam door het dreigende verlies van mijn baan","I felt lonely because of my impending job loss",NA,5,"Always",NA
