"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp2","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He helps me keep my morale high",NA,NA,5
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp2","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He helps me keep my morale high",NA,"Very satisfied",6
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp3","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He helps me when I need or when I am in trouble",NA,"Very dissatisfied",1
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp3","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He helps me when I need or when I am in trouble",NA,NA,2
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp3","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He helps me when I need or when I am in trouble",NA,NA,3
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp3","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He helps me when I need or when I am in trouble",NA,NA,4
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp3","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He helps me when I need or when I am in trouble",NA,NA,5
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp3","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He helps me when I need or when I am in trouble",NA,"Very satisfied",6
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp4","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He is interested in my daily routine and problems",NA,"Very dissatisfied",1
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp4","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He is interested in my daily routine and problems",NA,NA,2
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp4","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He is interested in my daily routine and problems",NA,NA,3
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp4","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He is interested in my daily routine and problems",NA,NA,4
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp4","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He is interested in my daily routine and problems",NA,NA,5
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp4","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He is interested in my daily routine and problems",NA,"Very satisfied",6
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp5","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He tries to focus on me when he does something for me",NA,"Very dissatisfied",1
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp5","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He tries to focus on me when he does something for me",NA,NA,2
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp5","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He tries to focus on me when he does something for me",NA,NA,3
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp5","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He tries to focus on me when he does something for me",NA,NA,4
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp5","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He tries to focus on me when he does something for me",NA,NA,5
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp5","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He tries to focus on me when he does something for me",NA,"Very satisfied",6
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp6","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He spares time to talk to me about personal and private issue",NA,"Very dissatisfied",1
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp6","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He spares time to talk to me about personal and private issue",NA,NA,2
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp6","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He spares time to talk to me about personal and private issue",NA,NA,3
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp6","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He spares time to talk to me about personal and private issue",NA,NA,4
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp6","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He spares time to talk to me about personal and private issue",NA,NA,5
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp6","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He spares time to talk to me about personal and private issue",NA,"Very satisfied",6
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp7","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He appreciates the things I do for him",NA,"Very dissatisfied",1
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp7","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He appreciates the things I do for him",NA,NA,2
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp7","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He appreciates the things I do for him",NA,NA,3
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp7","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He appreciates the things I do for him",NA,NA,4
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp7","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He appreciates the things I do for him",NA,NA,5
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp7","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He appreciates the things I do for him",NA,"Very satisfied",6
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp8","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He tolerates my ups and downs and unusual behaviors",NA,"Very dissatisfied",1
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp8","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He tolerates my ups and downs and unusual behaviors",NA,NA,2
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp8","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He tolerates my ups and downs and unusual behaviors",NA,NA,3
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp8","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He tolerates my ups and downs and unusual behaviors",NA,NA,4
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp8","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He tolerates my ups and downs and unusual behaviors",NA,NA,5
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp8","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He tolerates my ups and downs and unusual behaviors",NA,"Very satisfied",6
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp9","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He takes me serious when I am concerned about something",NA,"Very dissatisfied",1
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp9","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He takes me serious when I am concerned about something",NA,NA,2
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp9","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He takes me serious when I am concerned about something",NA,NA,3
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp9","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He takes me serious when I am concerned about something",NA,NA,4
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp9","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He takes me serious when I am concerned about something",NA,NA,5
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp9","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He takes me serious when I am concerned about something",NA,"Very satisfied",6
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp10","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He clarifies my condition so that I can understand more easily",NA,"Very dissatisfied",1
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp10","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He clarifies my condition so that I can understand more easily",NA,NA,2
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp10","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He clarifies my condition so that I can understand more easily",NA,NA,3
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp10","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He clarifies my condition so that I can understand more easily",NA,NA,4
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp10","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He clarifies my condition so that I can understand more easily",NA,NA,5
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp10","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"He clarifies my condition so that I can understand more easily",NA,"Very satisfied",6
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp11","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"I know he will be with me when I need help",NA,"Very dissatisfied",1
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp11","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"I know he will be with me when I need help",NA,NA,2
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp11","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"I know he will be with me when I need help",NA,NA,3
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp11","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"I know he will be with me when I need help",NA,NA,4
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp11","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"I know he will be with me when I need help",NA,NA,5
"moon_2023_spousal_support","moon_2023_spousal_support_1","socialsupportp11","Spousal support (Prenatal Psychosocial Profile social support scale, partner items; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","It's about how much help you get from your husband during this pregnancy. Please circle (O) the number that matches your opinion.",NA,"I know he will be with me when I need help",NA,"Very satisfied",6
