"doi","journal","title","flag","license","n_participants","n_items","n_responses","shape","data_file","external_link","url","status","note"
"10.1038/s41598-020-67979-3","screports","Do pit-building predators prefer or avoid barriers? Wormlions' preference for walls depends on light conditions.","human_review","cc-by","","","","","41598_2020_67979_MOESM1_ESM.xlsx","","https://europepmc.org/article/PMC/PMC7331747","rejected_content","Person(animal)-level data present (Exp 1-4: 100 wormlions each; Exp 5: 78), but each animal gets one trial and the response columns are heterogeneous derived outcomes of that single trial (moved, distance count, final location, same-location = f(initial, final), pit constructed, pit area mm2). No repeated item/trial structure; separate animals per experiment."
"10.1038/s41598-025-12221-1","screports","Impact of an intersectoral universal workplace intervention on health related quality of life and wellbeing in a pragmatic cluster randomised trial.","human_review","cc-by","","","","","41598_2025_12221_MOESM1_ESM.xlsx","","https://europepmc.org/article/PMC/PMC12307591","rejected_content","Supplement is workplace-cluster-level tables (97 clusters) and descriptive/EQ-5D profile frequency tables; DAS says individual data not public (Norwegian data-protection restrictions, on request only)."
"10.1038/s41598-018-32638-1","screports","A genetic perspective on the relationship between eudaimonic -and hedonic well-being.","human_review","cc-by","","","","","41598_2018_32638_MOESM2_ESM.xlsx","","https://europepmc.org/article/PMC/PMC6168466","rejected_content","Supplement is UK Biobank GWAS summary statistics (SNP tables, eQTL, LD scores, polygenic scores) plus a figures docx; no individual responses attached (UKB data are access-controlled)."
"10.1038/s41598-026-53737-4","screports","Impact of sleep and psychological flexibility on young adults' physical and mental well-being.","human_review","cc-by","","","","","trisleep_hexaflex_physical_mental_well-being_adolescents_data.csv","https://doi.org/10.5281/zenodo.15043139","https://europepmc.org/article/PMC/PMC13392371","rejected_content","Zenodo 15043139 (CC BY 4.0) CSV has 525 respondents but only scale/subscale totals (AIS, BRIAN, CFQ, AAQ, APQ, TSSQ, VOYAGE, MAAS, SSS-8, wellbeing) plus z-scores and cluster labels; no item-level responses."
"10.1038/s41598-022-11924-z","screports","Curiosity for information predicts wellbeing mediated by loneliness during COVID-19 pandemic.","download_failed","cc-by","","","","","diary_data.csv","https://osf.io/z4qmu/","https://europepmc.org/article/PMC/PMC9094121","rejected_content","OSF z4qmu is public and CC BY 4.0, and the files read fine as ';'-delimited with decimal commas (the triage parse error was only the delimiter). But quest_data.csv (N=182) holds only scale totals (MWB_score, STAI_score, psq_score, UCLA_score, BDI_score, CEI subscale means), and diary_data.csv (N=171) holds only per-person *_mean aggregates. There is no item-level data."
"10.1038/s41598-022-05277-w","screports","A 14-day ecological momentary assessment study on whether resilience and early family risk moderate daily stress and affect on cortisol diurnal slope.","download_failed","cc-by","","","","","","https://doi.org/10.26180/14703843","https://europepmc.org/article/PMC/PMC8786880","blocked_licence","Data not openly deposited. The DAS says the data are available on request only ('planned for public sharing as redacted dataset in the future'). Figshare 14703843 is analysis code (one .Rmd, CC BY 4.0), and 14593986 holds orientation materials. A figshare search for 'Stress & Health Study' found no data deposit, so the data can't be obtained."
"10.1038/s41598-024-63031-w","screports","A randomized, controlled clinical trial demonstrates improved owner-assessed cognitive function in senior dogs receiving a senolytic and NAD+ precursor combination.","timeout","","","","","","","","https://europepmc.org/article/PMC/PMC11137034","below_min_n","Article SI (CC BY). MOESM1 has outcome data for about 68 dogs (owner-rated CCDR totals by month, not items); MOESM2/3 are lab work and activity-monitor data. N<100 and no item-level responses. The timeout was caused by the 12 MB activity-monitor xlsx."
"10.1038/s41598-022-08569-3","screports","Large-scale societal dynamics are reflected in human mood and brain.","download_failed","cc-by","","","","","","https://osf.io/h52gk","https://europepmc.org/article/PMC/PMC8931098","blocked_licence","The data are UK Biobank, which is access-controlled and not openly licensed. OSF h52gk is only a preregistration, and it is now withdrawn (410, 'flagged_content'). No open copy of the data exists."
"10.3390/bs16071107","behavsci","Well-Being at the University: The Contribution of Social and Emotional Competence and Self-Care Practices as Seen by Students.","download_failed","cc-by","","","","","","https://doi.org/10.17605/OSF.IO/R3XFY","https://europepmc.org/article/PMC/PMC13406037","blocked_licence","OSF r3xfy returns 401 without a token (private; not a registration either). The CC BY article licence doesn't reach a private, unlicensed node. The quantitative stage had N=204 students (SEC, self-care and well-being measures); whether the deposit is item-level can't be checked."
"10.3390/bs14111082","behavsci","The Relationships Between Short Video Usage and Subjective Well-Being: Mediation Models and Network Analysis.","download_failed","cc-by","","","","","","https://osf.io/e2xsr/","https://europepmc.org/article/PMC/PMC11590871","blocked_licence","OSF e2xsr returns 401 (private). The paper reports N=1086 on the Short Video Usage Questionnaire, the Subjective Well-Being Scale and the Interaction Anxiety Scale, and its network analysis suggests item-level data. That makes it structurally strong on paper, but the files can't be inspected."
"10.3390/bs16071228","behavsci","The Anxious Mind: Examining the Conflicting Relationships Between Distinct Aspects of Social Anxiety and Social Cognition.","download_failed","cc-by","","","","","","https://osf.io/87ew5","https://europepmc.org/article/PMC/PMC13405778","below_min_n","OSF 87ew5 returns 401 (private), so this is a licence skip too. N=78 children, below the 100 floor either way."
"10.1038/s41598-024-57271-z","screports","Large language models know how the personality of public figures is perceived by the general public.","pii_suspected","unknown","","","","","Average Prolific Ratings with GPT-3 predictions.csv","https://osf.io/854w2","https://europepmc.org/article/PMC/PMC10954708","blocked_licence","OSF 854w2 is public but has no licence (node_license null). The 'name' column is almost certainly the public-figure stimulus names, not PII, but that file (mv9cq) now returns 403, so I couldn't confirm it. The readable file ('ratings of 525 PDA.csv') has per-adjective average ratings, and the other file's title says 'Average Prolific Ratings', so the data are aggregated rather than person-level anyway."
"10.1038/s41598-022-19670-y","screports","Metabolomic alterations in the blood plasma of older adults with mild cognitive impairment and Alzheimer's disease (from the Nakayama Study).","aggregate_continuous","cc-by","106","97","10173","","41598_2022_19670_MOESM2_ESM.xlsx","","https://europepmc.org/article/PMC/PMC9458733","rejected_content","Plasma metabolomics table (97 metabolite concentrations x 106 participants); not item responses."
"10.1038/s41598-022-09033-y","screports","The study of early human settlement preference and settlement prediction in Xinjiang, China.","aggregate_continuous","cc-by","1658","10","16580","","41598_2022_9033_MOESM3_ESM.xlsx","","https://europepmc.org/article/PMC/PMC8948180","rejected_content","Archaeological settlement sites x environmental covariates; the unit is a site, there is no item/response structure."
