"table","section_id","item","instrument","language","instructions","instructions_translated","section_prompt","section_prompt_translated","item_text","item_text_translated","correct_response","resp","option_text","option_text_translated"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.2_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"La organización da a los empleados la sensación de que sus puestos de trabajo son estables y están asegurados en el futuro.","The company gives the employees a feeling that their jobs are also very safe and stable in the future",NA,4,"ni de acuerdo, ni en desacuerdo","Not in disagree or agree"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.2_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"La organización da a los empleados la sensación de que sus puestos de trabajo son estables y están asegurados en el futuro.","The company gives the employees a feeling that their jobs are also very safe and stable in the future",NA,5,"parcialmente de acuerdo","Partially agree"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.2_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"La organización da a los empleados la sensación de que sus puestos de trabajo son estables y están asegurados en el futuro.","The company gives the employees a feeling that their jobs are also very safe and stable in the future",NA,6,"de acuerdo","Agree"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.2_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"La organización da a los empleados la sensación de que sus puestos de trabajo son estables y están asegurados en el futuro.","The company gives the employees a feeling that their jobs are also very safe and stable in the future",NA,7,"totalmente de acuerdo","Totally agree"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.3_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"Incluso cuando hay dificultades financieras, la organización hace todo lo posible para asegurar que los empleados permanezcan estables y seguros y no haya despidos forzosos.","Even in difficult financial times, the company is doing everything to ensure the jobs of the employees remain stable and secure and that there will be no compulsory redundancy",NA,1,"totalmente en desacuerdo","Totally disagree"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.3_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"Incluso cuando hay dificultades financieras, la organización hace todo lo posible para asegurar que los empleados permanezcan estables y seguros y no haya despidos forzosos.","Even in difficult financial times, the company is doing everything to ensure the jobs of the employees remain stable and secure and that there will be no compulsory redundancy",NA,2,"en desacuerdo","Disagree"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.3_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"Incluso cuando hay dificultades financieras, la organización hace todo lo posible para asegurar que los empleados permanezcan estables y seguros y no haya despidos forzosos.","Even in difficult financial times, the company is doing everything to ensure the jobs of the employees remain stable and secure and that there will be no compulsory redundancy",NA,3,"parcialmente en desacuerdo","Partially disagree"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.3_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"Incluso cuando hay dificultades financieras, la organización hace todo lo posible para asegurar que los empleados permanezcan estables y seguros y no haya despidos forzosos.","Even in difficult financial times, the company is doing everything to ensure the jobs of the employees remain stable and secure and that there will be no compulsory redundancy",NA,4,"ni de acuerdo, ni en desacuerdo","Not in disagree or agree"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.3_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"Incluso cuando hay dificultades financieras, la organización hace todo lo posible para asegurar que los empleados permanezcan estables y seguros y no haya despidos forzosos.","Even in difficult financial times, the company is doing everything to ensure the jobs of the employees remain stable and secure and that there will be no compulsory redundancy",NA,5,"parcialmente de acuerdo","Partially agree"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.3_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"Incluso cuando hay dificultades financieras, la organización hace todo lo posible para asegurar que los empleados permanezcan estables y seguros y no haya despidos forzosos.","Even in difficult financial times, the company is doing everything to ensure the jobs of the employees remain stable and secure and that there will be no compulsory redundancy",NA,6,"de acuerdo","Agree"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.3_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"Incluso cuando hay dificultades financieras, la organización hace todo lo posible para asegurar que los empleados permanezcan estables y seguros y no haya despidos forzosos.","Even in difficult financial times, the company is doing everything to ensure the jobs of the employees remain stable and secure and that there will be no compulsory redundancy",NA,7,"totalmente de acuerdo","Totally agree"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.4_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"El empleo en esta organización está casi garantizado.","Employment with the company is almost guaranteed",NA,1,"totalmente en desacuerdo","Totally disagree"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.4_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"El empleo en esta organización está casi garantizado.","Employment with the company is almost guaranteed",NA,2,"en desacuerdo","Disagree"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.4_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"El empleo en esta organización está casi garantizado.","Employment with the company is almost guaranteed",NA,3,"parcialmente en desacuerdo","Partially disagree"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.4_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"El empleo en esta organización está casi garantizado.","Employment with the company is almost guaranteed",NA,4,"ni de acuerdo, ni en desacuerdo","Not in disagree or agree"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.4_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"El empleo en esta organización está casi garantizado.","Employment with the company is almost guaranteed",NA,5,"parcialmente de acuerdo","Partially agree"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.4_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"El empleo en esta organización está casi garantizado.","Employment with the company is almost guaranteed",NA,6,"de acuerdo","Agree"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.4_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"El empleo en esta organización está casi garantizado.","Employment with the company is almost guaranteed",NA,7,"totalmente de acuerdo","Totally agree"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.5_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"La organización está comprometida con el objetivo de seguridad y estabilidad a largo plazo en el empleo para todos sus trabajadores.","The company is committed to the goal of long - term employment security/stability for all employees",NA,1,"totalmente en desacuerdo","Totally disagree"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.5_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"La organización está comprometida con el objetivo de seguridad y estabilidad a largo plazo en el empleo para todos sus trabajadores.","The company is committed to the goal of long - term employment security/stability for all employees",NA,2,"en desacuerdo","Disagree"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.5_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"La organización está comprometida con el objetivo de seguridad y estabilidad a largo plazo en el empleo para todos sus trabajadores.","The company is committed to the goal of long - term employment security/stability for all employees",NA,3,"parcialmente en desacuerdo","Partially disagree"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.5_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"La organización está comprometida con el objetivo de seguridad y estabilidad a largo plazo en el empleo para todos sus trabajadores.","The company is committed to the goal of long - term employment security/stability for all employees",NA,4,"ni de acuerdo, ni en desacuerdo","Not in disagree or agree"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.5_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"La organización está comprometida con el objetivo de seguridad y estabilidad a largo plazo en el empleo para todos sus trabajadores.","The company is committed to the goal of long - term employment security/stability for all employees",NA,5,"parcialmente de acuerdo","Partially agree"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.5_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"La organización está comprometida con el objetivo de seguridad y estabilidad a largo plazo en el empleo para todos sus trabajadores.","The company is committed to the goal of long - term employment security/stability for all employees",NA,6,"de acuerdo","Agree"
"avilatamayo_2022_empl_stab","avilatamayo_2022_empl_stab_1","Empl_Stab_1.5_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q), Spanish-speaking version - Employment stability subscale","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,NA,NA,"La organización está comprometida con el objetivo de seguridad y estabilidad a largo plazo en el empleo para todos sus trabajadores.","The company is committed to the goal of long - term employment security/stability for all employees",NA,7,"totalmente de acuerdo","Totally agree"
