"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","wording_rights","resp"
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_3","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"I find it easy to do more than one thing at once",NA,"Slightly agree","NC",3
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_3","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"I find it easy to do more than one thing at once",NA,"Definitely agree","NC",4
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_4","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"If there is an interruption, I can switch back to what I was doing very quickly",NA,"Definitely disagree","NC",1
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_4","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"If there is an interruption, I can switch back to what I was doing very quickly",NA,"Slightly disagree","NC",2
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_4","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"If there is an interruption, I can switch back to what I was doing very quickly",NA,"Slightly agree","NC",3
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_4","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"If there is an interruption, I can switch back to what I was doing very quickly",NA,"Definitely agree","NC",4
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_5","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"I find it easy to ‘read between the lines’ when someone is talking to me",NA,"Definitely disagree","NC",1
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_5","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"I find it easy to ‘read between the lines’ when someone is talking to me",NA,"Slightly disagree","NC",2
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_5","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"I find it easy to ‘read between the lines’ when someone is talking to me",NA,"Slightly agree","NC",3
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_5","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"I find it easy to ‘read between the lines’ when someone is talking to me",NA,"Definitely agree","NC",4
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_6","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"I know how to tell if someone listening to me is getting bored",NA,"Definitely disagree","NC",1
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_6","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"I know how to tell if someone listening to me is getting bored",NA,"Slightly disagree","NC",2
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_6","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"I know how to tell if someone listening to me is getting bored",NA,"Slightly agree","NC",3
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_6","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"I know how to tell if someone listening to me is getting bored",NA,"Definitely agree","NC",4
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_7","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"When I’m reading a story I find it difficult to work out the characters’ intentions",NA,"Definitely disagree","NC",1
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_7","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"When I’m reading a story I find it difficult to work out the characters’ intentions",NA,"Slightly disagree","NC",2
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_7","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"When I’m reading a story I find it difficult to work out the characters’ intentions",NA,"Slightly agree","NC",3
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_7","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"When I’m reading a story I find it difficult to work out the characters’ intentions",NA,"Definitely agree","NC",4
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_8","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"I like to collect information about categories of things (e.g., types of car, types of bird, types of train, types of plant etc)",NA,"Definitely disagree","NC",1
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_8","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"I like to collect information about categories of things (e.g., types of car, types of bird, types of train, types of plant etc)",NA,"Slightly disagree","NC",2
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_8","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"I like to collect information about categories of things (e.g., types of car, types of bird, types of train, types of plant etc)",NA,"Slightly agree","NC",3
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_8","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"I like to collect information about categories of things (e.g., types of car, types of bird, types of train, types of plant etc)",NA,"Definitely agree","NC",4
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_9","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"I find it easy to work out what someone is thinking or feeling just by looking at their face",NA,"Definitely disagree","NC",1
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_9","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"I find it easy to work out what someone is thinking or feeling just by looking at their face",NA,"Slightly disagree","NC",2
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_9","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"I find it easy to work out what someone is thinking or feeling just by looking at their face",NA,"Slightly agree","NC",3
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_9","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"I find it easy to work out what someone is thinking or feeling just by looking at their face",NA,"Definitely agree","NC",4
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_10","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"I find it difficult to work out people’s intentions",NA,"Definitely disagree","NC",1
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_10","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"I find it difficult to work out people’s intentions",NA,"Slightly disagree","NC",2
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_10","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"I find it difficult to work out people’s intentions",NA,"Slightly agree","NC",3
"conspiracy_asd__asd_aq10","conspiracy_asd__asd_aq10_1","aq10_10","Autism Spectrum Quotient - 10 items (AQ-10) (Adult)","Please use this scale to indicate the extent to which you agree or disagree with the following statements:",NA,"I find it difficult to work out people’s intentions",NA,"Definitely agree","NC",4
