"id","item","resp"
5,"cbi17",0
5,"cbi18",1
5,"cbi19",0
5,"cbi20",1
5,"cbi21",2
5,"cbi22",1
5,"cbi23",0
5,"cbi24",0
5,"cbi25",0
5,"cbi26",1
5,"cbi27",0
5,"cbi28",0
6,"cbi1",3
6,"cbi2",3
6,"cbi3",0
6,"cbi4",0
6,"cbi5",2
6,"cbi6",0
6,"cbi7",0
6,"cbi8",0
6,"cbi9",3
6,"cbi10",0
6,"cbi11",1
6,"cbi12",2
6,"cbi13",0
6,"cbi14",0
6,"cbi15",0
6,"cbi16",0
6,"cbi17",0
6,"cbi18",0
6,"cbi19",3
6,"cbi20",1
6,"cbi21",2
6,"cbi22",0
6,"cbi23",3
6,"cbi24",0
6,"cbi25",1
6,"cbi26",0
6,"cbi27",0
6,"cbi28",3
7,"cbi1",1
7,"cbi2",1
7,"cbi3",0
7,"cbi4",0
7,"cbi5",1
7,"cbi6",0
7,"cbi7",1
7,"cbi8",0
7,"cbi9",0
7,"cbi10",0
7,"cbi11",0
7,"cbi12",0
7,"cbi13",1
7,"cbi14",1
7,"cbi15",0
7,"cbi16",1
7,"cbi17",0
7,"cbi18",0
7,"cbi19",1
7,"cbi20",0
7,"cbi21",1
7,"cbi22",1
7,"cbi23",0
7,"cbi24",0
7,"cbi25",0
7,"cbi26",1
7,"cbi27",0
7,"cbi28",0
8,"cbi1",3
8,"cbi2",2
8,"cbi3",0
8,"cbi4",0
8,"cbi5",2
8,"cbi6",0
8,"cbi7",0
8,"cbi8",0
8,"cbi9",0
8,"cbi10",0
8,"cbi11",0
8,"cbi12",0
8,"cbi13",0
8,"cbi14",0
8,"cbi15",0
8,"cbi16",0
8,"cbi17",2
8,"cbi18",0
8,"cbi19",1
8,"cbi20",1
8,"cbi21",0
8,"cbi22",0
8,"cbi23",2
8,"cbi24",0
8,"cbi25",0
8,"cbi26",1
8,"cbi27",0
8,"cbi28",1
9,"cbi1",3
9,"cbi2",1
9,"cbi3",0
9,"cbi4",0
9,"cbi5",0
9,"cbi6",0
9,"cbi7",0
9,"cbi8",0
9,"cbi9",3
9,"cbi10",0
9,"cbi11",0
9,"cbi12",0
9,"cbi13",0
9,"cbi14",0
9,"cbi15",0
9,"cbi16",0
9,"cbi17",0
9,"cbi18",0
9,"cbi19",1
9,"cbi20",0
9,"cbi21",3
9,"cbi22",0
9,"cbi23",0
9,"cbi24",0
9,"cbi25",0
9,"cbi26",0
9,"cbi27",0
9,"cbi28",0
10,"cbi1",2
10,"cbi2",1
10,"cbi3",0
10,"cbi4",1
10,"cbi5",2
10,"cbi6",0
10,"cbi7",0
10,"cbi8",0
10,"cbi9",1
10,"cbi10",0
10,"cbi11",2
10,"cbi12",3
10,"cbi13",0
10,"cbi14",2
10,"cbi15",0
10,"cbi16",0
10,"cbi17",0
10,"cbi18",0
10,"cbi19",1
10,"cbi20",1
10,"cbi21",2
10,"cbi22",1
10,"cbi23",1
10,"cbi24",0
10,"cbi25",0
10,"cbi26",0
10,"cbi27",1
10,"cbi28",0
11,"cbi1",1
11,"cbi2",2
11,"cbi3",0
11,"cbi4",0
11,"cbi5",1
11,"cbi6",0
11,"cbi7",0
11,"cbi8",0
11,"cbi9",0
11,"cbi10",0
11,"cbi11",0
11,"cbi12",0
11,"cbi13",0
11,"cbi14",0
11,"cbi15",0
11,"cbi16",0
11,"cbi17",0
11,"cbi18",0
11,"cbi19",0
11,"cbi20",0
11,"cbi21",1
11,"cbi22",0
11,"cbi23",0
11,"cbi24",0
11,"cbi25",0
11,"cbi26",1
11,"cbi27",0
11,"cbi28",0
12,"cbi1",0
12,"cbi2",0
12,"cbi3",0
12,"cbi4",1
12,"cbi5",0
12,"cbi6",0
12,"cbi7",0
12,"cbi8",0
12,"cbi9",0
12,"cbi10",0
12,"cbi11",0
12,"cbi12",0
12,"cbi13",0
12,"cbi14",1
12,"cbi15",0
12,"cbi16",1
12,"cbi17",0
12,"cbi18",0
12,"cbi19",0
12,"cbi20",0
12,"cbi21",1
12,"cbi22",1
12,"cbi23",0
12,"cbi24",0
12,"cbi25",0
12,"cbi26",0
12,"cbi27",2
12,"cbi28",0
13,"cbi1",0
13,"cbi2",1
13,"cbi3",0
13,"cbi4",3
13,"cbi5",0
13,"cbi6",0
13,"cbi7",1
13,"cbi8",1
13,"cbi9",0
13,"cbi10",0
13,"cbi11",1
13,"cbi12",1
13,"cbi13",0
13,"cbi14",2
13,"cbi15",0
13,"cbi16",0
13,"cbi17",0
13,"cbi18",1
13,"cbi19",3
13,"cbi20",0
13,"cbi21",2
13,"cbi22",0
13,"cbi23",0
13,"cbi24",2
13,"cbi25",0
13,"cbi26",2
13,"cbi27",1
13,"cbi28",1
14,"cbi1",0
14,"cbi2",1
14,"cbi3",1
14,"cbi4",0
14,"cbi5",1
14,"cbi6",0
14,"cbi7",1
14,"cbi8",0
14,"cbi9",0
14,"cbi10",0
14,"cbi11",0
14,"cbi12",0
14,"cbi13",1
14,"cbi14",1
14,"cbi15",0
14,"cbi16",1
14,"cbi17",0
14,"cbi18",0
14,"cbi19",1
14,"cbi20",1
14,"cbi21",1
14,"cbi22",1
14,"cbi23",1
14,"cbi24",0
14,"cbi25",0
14,"cbi26",1
14,"cbi27",1
14,"cbi28",0
15,"cbi1",2
15,"cbi2",0
15,"cbi3",0
15,"cbi4",0
15,"cbi5",2
15,"cbi6",0
15,"cbi7",2
15,"cbi8",1
15,"cbi9",3
15,"cbi10",0
15,"cbi11",1
15,"cbi12",1
15,"cbi13",0
15,"cbi14",1
15,"cbi15",0
15,"cbi16",0
15,"cbi17",0
15,"cbi18",0
15,"cbi19",3
15,"cbi20",2
15,"cbi21",2
15,"cbi22",1
15,"cbi23",0
15,"cbi24",2
15,"cbi25",0
15,"cbi26",3
15,"cbi27",0
15,"cbi28",0
16,"cbi1",1
16,"cbi2",1
16,"cbi3",0
16,"cbi4",0
16,"cbi5",1
16,"cbi6",0
16,"cbi7",1
16,"cbi8",0
16,"cbi9",1
16,"cbi10",0
16,"cbi11",1
16,"cbi12",0
16,"cbi13",0
16,"cbi14",3
16,"cbi15",0
16,"cbi16",0
16,"cbi17",0
16,"cbi18",0
16,"cbi19",3
16,"cbi20",2
16,"cbi21",1
16,"cbi22",0
16,"cbi23",0
16,"cbi24",1
16,"cbi25",0
16,"cbi26",3
16,"cbi27",0
16,"cbi28",0
17,"cbi1",3
17,"cbi2",1
17,"cbi3",0
17,"cbi4",0
17,"cbi5",3
17,"cbi6",1
17,"cbi7",2
17,"cbi8",1
17,"cbi9",1
17,"cbi10",2
17,"cbi11",1
17,"cbi12",1
17,"cbi13",1
17,"cbi14",1
17,"cbi15",1
17,"cbi16",1
17,"cbi17",2
17,"cbi18",1
17,"cbi19",3
17,"cbi20",2
17,"cbi21",3
17,"cbi22",1
17,"cbi23",0
17,"cbi24",2
17,"cbi25",3
17,"cbi26",3
17,"cbi27",3
17,"cbi28",2
18,"cbi1",0
18,"cbi2",0
18,"cbi3",0
18,"cbi4",0
18,"cbi5",1
18,"cbi6",0
18,"cbi7",0
18,"cbi8",0
18,"cbi9",0
18,"cbi10",0
18,"cbi11",0
18,"cbi12",0
18,"cbi13",0
18,"cbi14",0
18,"cbi15",0
18,"cbi16",0
18,"cbi17",1
18,"cbi18",0
18,"cbi19",0
18,"cbi20",0
18,"cbi21",0
18,"cbi22",0
18,"cbi23",1
18,"cbi24",0
18,"cbi25",0
18,"cbi26",0
18,"cbi27",0
18,"cbi28",0
19,"cbi1",0
19,"cbi2",0
19,"cbi3",1
19,"cbi4",0
19,"cbi5",0
19,"cbi6",0
19,"cbi7",1
19,"cbi8",1
19,"cbi9",0
19,"cbi10",0
19,"cbi11",0
19,"cbi12",0
19,"cbi13",0
19,"cbi14",1
19,"cbi15",0
19,"cbi16",0
19,"cbi17",0
19,"cbi18",0
19,"cbi19",1
19,"cbi20",0
19,"cbi21",0
19,"cbi22",1
19,"cbi23",0
19,"cbi24",0
19,"cbi25",1
19,"cbi26",0
19,"cbi27",0
19,"cbi28",0
20,"cbi1",1
20,"cbi2",2
20,"cbi3",0
20,"cbi4",0
20,"cbi5",1
20,"cbi6",0
20,"cbi7",0
20,"cbi8",1
20,"cbi9",1
20,"cbi10",0
20,"cbi11",0
20,"cbi12",0
20,"cbi13",1
20,"cbi14",0
20,"cbi15",0
20,"cbi16",0
20,"cbi17",0
20,"cbi18",0
20,"cbi19",0
20,"cbi20",0
20,"cbi21",0
20,"cbi22",0
20,"cbi23",2
20,"cbi24",0
20,"cbi25",0
20,"cbi26",0
20,"cbi27",0
20,"cbi28",0
21,"cbi1",2
21,"cbi2",0
21,"cbi3",0
21,"cbi4",0
21,"cbi5",1
21,"cbi6",0
21,"cbi7",1
21,"cbi8",1
21,"cbi9",3
21,"cbi10",0
21,"cbi11",1
21,"cbi12",2
21,"cbi13",0
21,"cbi14",2
21,"cbi15",0
21,"cbi16",0
21,"cbi17",1
21,"cbi18",0
21,"cbi19",0
21,"cbi20",3
21,"cbi21",0
21,"cbi22",0
21,"cbi23",3
21,"cbi24",3
21,"cbi25",0
21,"cbi26",1
21,"cbi27",0
21,"cbi28",1
22,"cbi1",0
22,"cbi2",1
22,"cbi3",0
22,"cbi4",1
22,"cbi5",2
22,"cbi6",0
22,"cbi7",1
22,"cbi8",1
22,"cbi9",1
22,"cbi10",0
22,"cbi11",0
22,"cbi12",0
22,"cbi13",0
22,"cbi14",0
22,"cbi15",0
22,"cbi16",0
22,"cbi17",0
22,"cbi18",0
22,"cbi19",0
22,"cbi20",0
22,"cbi21",1
22,"cbi22",1
22,"cbi23",1
22,"cbi24",0
22,"cbi25",1
22,"cbi26",0
22,"cbi27",0
22,"cbi28",0
23,"cbi1",1
23,"cbi2",1
23,"cbi3",1
23,"cbi4",0
23,"cbi5",3
23,"cbi6",0
23,"cbi7",1
23,"cbi8",0
23,"cbi9",1
23,"cbi10",0
23,"cbi11",0
23,"cbi12",0
23,"cbi13",1
23,"cbi14",2
23,"cbi15",1
23,"cbi16",0
23,"cbi17",0
23,"cbi18",0
23,"cbi19",2
23,"cbi20",2
23,"cbi21",1
23,"cbi22",2
23,"cbi23",0
23,"cbi24",2
23,"cbi25",0
23,"cbi26",2
23,"cbi27",1
23,"cbi28",0
24,"cbi1",1
24,"cbi2",1
24,"cbi3",0
24,"cbi4",1
24,"cbi5",3
24,"cbi6",0
24,"cbi7",0
24,"cbi8",3
24,"cbi9",0
24,"cbi10",0
24,"cbi11",2
24,"cbi12",2
24,"cbi13",3
24,"cbi14",3
24,"cbi15",0
24,"cbi16",1
24,"cbi17",1
24,"cbi18",1
24,"cbi19",1
24,"cbi20",0
24,"cbi21",3
24,"cbi22",0
24,"cbi23",1
24,"cbi24",2
24,"cbi25",0
24,"cbi26",3
24,"cbi27",1
24,"cbi28",2
25,"cbi1",1
25,"cbi2",1
25,"cbi3",1
25,"cbi4",1
25,"cbi5",1
25,"cbi6",0
25,"cbi7",1
25,"cbi8",0
25,"cbi9",2
25,"cbi10",0
25,"cbi11",0
25,"cbi12",0
25,"cbi13",1
25,"cbi14",1
25,"cbi15",0
25,"cbi16",1
25,"cbi17",1
25,"cbi18",0
25,"cbi19",3
25,"cbi20",3
25,"cbi21",0
25,"cbi22",2
25,"cbi23",1
25,"cbi24",0
25,"cbi25",2
25,"cbi26",2
25,"cbi27",2
25,"cbi28",1
26,"cbi1",0
26,"cbi2",1
26,"cbi3",0
26,"cbi4",0
26,"cbi5",0
26,"cbi6",0
26,"cbi7",0
26,"cbi8",0
26,"cbi9",0
26,"cbi10",0
26,"cbi11",0
26,"cbi12",0
26,"cbi13",0
26,"cbi14",0
26,"cbi15",0
26,"cbi16",0
26,"cbi17",0
26,"cbi18",0
26,"cbi19",0
26,"cbi20",0
26,"cbi21",0
26,"cbi22",0
26,"cbi23",0
26,"cbi24",0
26,"cbi25",1
26,"cbi26",0
26,"cbi27",0
26,"cbi28",0
27,"cbi1",1
27,"cbi2",1
27,"cbi3",1
27,"cbi4",1
27,"cbi5",2
27,"cbi6",0
27,"cbi7",1
27,"cbi8",0
27,"cbi9",3
27,"cbi10",0
27,"cbi11",0
27,"cbi12",0
27,"cbi13",0
27,"cbi14",2
27,"cbi15",0
27,"cbi16",1
27,"cbi17",0
27,"cbi18",0
27,"cbi19",2
27,"cbi20",3
27,"cbi21",3
27,"cbi22",0
27,"cbi23",2
27,"cbi24",0
27,"cbi25",1
27,"cbi26",1
27,"cbi27",2
27,"cbi28",1
28,"cbi1",3
28,"cbi2",1
28,"cbi3",1
28,"cbi4",0
28,"cbi5",0
28,"cbi6",0
28,"cbi7",2
28,"cbi8",0
28,"cbi9",0
28,"cbi10",0
28,"cbi11",2
28,"cbi12",0
28,"cbi13",1
28,"cbi14",2
28,"cbi15",0
28,"cbi16",1
28,"cbi17",0
28,"cbi18",0
28,"cbi19",3
28,"cbi20",0
28,"cbi21",1
28,"cbi22",0
28,"cbi23",1
28,"cbi24",2
28,"cbi25",0
28,"cbi26",2
28,"cbi27",2
28,"cbi28",0
29,"cbi1",2
29,"cbi2",1
29,"cbi3",0
29,"cbi4",1
29,"cbi5",2
29,"cbi6",0
29,"cbi7",0
29,"cbi8",0
29,"cbi9",3
29,"cbi10",1
29,"cbi11",0
29,"cbi12",1
29,"cbi13",0
29,"cbi14",1
29,"cbi15",0
29,"cbi16",0
29,"cbi17",1
29,"cbi18",0
29,"cbi19",2
29,"cbi20",0
29,"cbi21",2
29,"cbi22",0
29,"cbi23",2
29,"cbi24",0
29,"cbi25",2
29,"cbi26",2
29,"cbi27",0
29,"cbi28",0
30,"cbi1",0
30,"cbi2",1
30,"cbi3",0
30,"cbi4",3
30,"cbi5",0
30,"cbi6",0
30,"cbi7",0
30,"cbi8",0
30,"cbi9",3
30,"cbi10",0
30,"cbi11",2
30,"cbi12",0
30,"cbi13",0
30,"cbi14",0
30,"cbi15",1
30,"cbi16",0
30,"cbi17",0
30,"cbi18",0
30,"cbi19",3
30,"cbi20",1
30,"cbi21",1
30,"cbi22",0
30,"cbi23",1
30,"cbi24",1
30,"cbi25",0
30,"cbi26",3
30,"cbi27",0
30,"cbi28",0
31,"cbi1",0
31,"cbi2",1
31,"cbi3",0
31,"cbi4",0
31,"cbi5",0
31,"cbi6",0
31,"cbi7",0
31,"cbi8",0
31,"cbi9",0
31,"cbi10",0
31,"cbi11",0
31,"cbi12",0
31,"cbi13",0
31,"cbi14",0
31,"cbi15",0
31,"cbi16",0
31,"cbi17",0
31,"cbi18",0
31,"cbi19",0
31,"cbi20",1
31,"cbi21",2
31,"cbi22",0
31,"cbi23",0
31,"cbi24",0
31,"cbi25",0
31,"cbi26",0
31,"cbi27",0
31,"cbi28",0
32,"cbi1",2
32,"cbi2",3
32,"cbi3",0
32,"cbi4",1
32,"cbi5",0
32,"cbi6",0
32,"cbi7",1
32,"cbi8",1
32,"cbi9",2
32,"cbi10",0
32,"cbi11",1
32,"cbi12",1
32,"cbi13",0
32,"cbi14",3
32,"cbi15",0
32,"cbi16",0
32,"cbi17",0
32,"cbi18",0
32,"cbi19",0
32,"cbi20",1
32,"cbi21",0
32,"cbi22",0
32,"cbi23",1
32,"cbi24",1
32,"cbi25",0
32,"cbi26",1
32,"cbi27",0
32,"cbi28",1
33,"cbi1",0
33,"cbi2",0
33,"cbi3",0
33,"cbi4",0
33,"cbi5",3
33,"cbi6",0
33,"cbi7",1
33,"cbi8",0
33,"cbi9",0
33,"cbi10",0
33,"cbi11",0
33,"cbi12",0
33,"cbi13",0
33,"cbi14",1
33,"cbi15",0
33,"cbi16",0
33,"cbi17",0
33,"cbi18",0
33,"cbi19",1
33,"cbi20",1
33,"cbi21",0
33,"cbi22",0
33,"cbi23",1
33,"cbi24",0
33,"cbi25",0
33,"cbi26",0
33,"cbi27",0
33,"cbi28",1
34,"cbi1",1
34,"cbi2",0
34,"cbi3",2
34,"cbi4",0
34,"cbi5",1
34,"cbi6",0
34,"cbi7",2
34,"cbi8",0
34,"cbi9",2
34,"cbi10",0
34,"cbi11",0
34,"cbi12",0
34,"cbi13",2
34,"cbi14",0
34,"cbi15",1
34,"cbi16",1
34,"cbi17",0
34,"cbi18",0
34,"cbi19",3
34,"cbi20",0
34,"cbi21",1
34,"cbi22",0
34,"cbi23",0
34,"cbi24",1
34,"cbi25",0
34,"cbi26",3
34,"cbi27",3
34,"cbi28",0
35,"cbi1",1
35,"cbi2",0
35,"cbi3",1
35,"cbi4",0
35,"cbi5",0
35,"cbi6",0
35,"cbi7",1
35,"cbi8",0
35,"cbi9",1
35,"cbi10",0
35,"cbi11",0
35,"cbi12",0
35,"cbi13",0
35,"cbi14",0
35,"cbi15",0
35,"cbi16",0
35,"cbi17",0
35,"cbi18",0
35,"cbi19",0
35,"cbi20",1
35,"cbi21",1
35,"cbi22",1
35,"cbi23",0
35,"cbi24",0
35,"cbi25",0
35,"cbi26",0
35,"cbi27",3
35,"cbi28",0
36,"cbi1",0
36,"cbi2",0
36,"cbi3",0
36,"cbi4",0
36,"cbi5",1
36,"cbi6",0
36,"cbi7",0
36,"cbi8",0
36,"cbi9",2
36,"cbi10",0
36,"cbi11",0
36,"cbi12",0
36,"cbi13",0
36,"cbi14",1
36,"cbi15",0
36,"cbi16",2
36,"cbi17",0
36,"cbi18",0
36,"cbi19",0
36,"cbi20",1
36,"cbi21",1
36,"cbi22",0
36,"cbi23",0
36,"cbi24",0
36,"cbi25",0
36,"cbi26",1
36,"cbi27",0
36,"cbi28",0
37,"cbi1",3
37,"cbi2",1
37,"cbi3",0
37,"cbi4",0
37,"cbi5",2
37,"cbi6",0
37,"cbi7",1
37,"cbi8",0
37,"cbi9",1
37,"cbi10",0
37,"cbi11",1
37,"cbi12",1
37,"cbi13",0
37,"cbi14",2
37,"cbi15",0
37,"cbi16",0
37,"cbi17",0
37,"cbi18",0
37,"cbi19",1
37,"cbi20",1
37,"cbi21",0
37,"cbi22",0
37,"cbi23",1
37,"cbi24",1
37,"cbi25",0
37,"cbi26",2
37,"cbi27",0
37,"cbi28",0
38,"cbi1",0
38,"cbi2",2
38,"cbi3",0
38,"cbi4",0
38,"cbi5",1
38,"cbi6",0
38,"cbi7",0
38,"cbi8",0
38,"cbi9",0
38,"cbi10",0
38,"cbi11",0
38,"cbi12",0
38,"cbi13",0
38,"cbi14",1
38,"cbi15",0
38,"cbi16",0
38,"cbi17",0
38,"cbi18",0
38,"cbi19",0
38,"cbi20",1
38,"cbi21",1
38,"cbi22",0
38,"cbi23",0
38,"cbi24",0
38,"cbi25",2
38,"cbi26",0
38,"cbi27",0
38,"cbi28",0
39,"cbi1",1
39,"cbi2",0
39,"cbi3",2
39,"cbi4",0
39,"cbi5",3
39,"cbi6",0
39,"cbi7",0
39,"cbi8",0
39,"cbi9",0
39,"cbi10",0
39,"cbi11",1
39,"cbi12",1
39,"cbi13",0
39,"cbi14",2
39,"cbi15",2
39,"cbi16",1
39,"cbi17",3
39,"cbi18",0
39,"cbi19",0
39,"cbi20",0
39,"cbi21",0
39,"cbi22",1
39,"cbi23",3
39,"cbi24",1
39,"cbi25",0
39,"cbi26",3
39,"cbi27",1
39,"cbi28",1
40,"cbi1",3
40,"cbi2",1
40,"cbi3",0
40,"cbi4",0
40,"cbi5",1
40,"cbi6",0
40,"cbi7",0
40,"cbi8",0
40,"cbi9",0
40,"cbi10",0
40,"cbi11",1
40,"cbi12",0
40,"cbi13",0
40,"cbi14",0
40,"cbi15",0
40,"cbi16",0
40,"cbi17",0
40,"cbi18",2
40,"cbi19",2
40,"cbi20",0
40,"cbi21",1
40,"cbi22",0
40,"cbi23",1
40,"cbi24",1
40,"cbi25",0
40,"cbi26",0
40,"cbi27",0
40,"cbi28",0
41,"cbi1",0
41,"cbi2",0
41,"cbi3",0
41,"cbi4",0
41,"cbi5",0
41,"cbi6",0
41,"cbi7",0
41,"cbi8",0
41,"cbi9",0
41,"cbi10",0
41,"cbi11",0
41,"cbi12",0
41,"cbi13",0
41,"cbi14",1
41,"cbi15",0
41,"cbi16",1
41,"cbi17",0
41,"cbi18",0
41,"cbi19",2
41,"cbi20",1
41,"cbi21",0
41,"cbi22",0
41,"cbi23",1
41,"cbi24",0
41,"cbi25",0
41,"cbi26",0
41,"cbi27",0
41,"cbi28",1
42,"cbi1",3
42,"cbi2",1
42,"cbi3",0
42,"cbi4",0
42,"cbi5",3
42,"cbi6",3
42,"cbi7",1
42,"cbi8",0
42,"cbi9",0
42,"cbi10",0
42,"cbi11",1
42,"cbi12",1
42,"cbi13",0
42,"cbi14",2
42,"cbi15",1
42,"cbi16",1
42,"cbi17",0
42,"cbi18",2
42,"cbi19",1
42,"cbi20",0
42,"cbi21",1
42,"cbi22",0
42,"cbi23",3
42,"cbi24",0
42,"cbi25",0
42,"cbi26",3
42,"cbi27",3
42,"cbi28",0
43,"cbi1",2
43,"cbi2",0
43,"cbi3",0
43,"cbi4",1
43,"cbi5",3
43,"cbi6",3
43,"cbi7",0
43,"cbi8",0
43,"cbi9",0
43,"cbi10",0
43,"cbi11",0
43,"cbi12",0
43,"cbi13",3
43,"cbi14",2
43,"cbi15",0
43,"cbi16",2
43,"cbi17",2
43,"cbi18",1
43,"cbi19",0
43,"cbi20",0
43,"cbi21",1
43,"cbi22",0
43,"cbi23",3
43,"cbi24",1
43,"cbi25",1
43,"cbi26",1
43,"cbi27",2
43,"cbi28",0
44,"cbi1",0
44,"cbi2",1
44,"cbi3",0
44,"cbi4",0
44,"cbi5",1
44,"cbi6",0
44,"cbi7",0
44,"cbi8",0
44,"cbi9",0
44,"cbi10",0
44,"cbi11",0
44,"cbi12",0
44,"cbi13",1
44,"cbi14",0
44,"cbi15",0
44,"cbi16",0
44,"cbi17",1
44,"cbi18",1
44,"cbi19",0
44,"cbi20",0
44,"cbi21",0
44,"cbi22",1
44,"cbi23",1
44,"cbi24",0
44,"cbi25",0
44,"cbi26",2
44,"cbi27",2
44,"cbi28",0
45,"cbi1",0
45,"cbi2",3
45,"cbi3",0
45,"cbi4",0
45,"cbi5",0
45,"cbi6",0
45,"cbi7",0
45,"cbi8",0
45,"cbi9",0
45,"cbi10",0
45,"cbi11",0
45,"cbi12",0
45,"cbi13",0
45,"cbi14",0
45,"cbi15",0
45,"cbi16",1
45,"cbi17",0
45,"cbi18",0
45,"cbi19",3
45,"cbi20",0
45,"cbi21",0
45,"cbi22",0
45,"cbi23",0
45,"cbi24",0
45,"cbi25",0
45,"cbi26",0
45,"cbi27",0
45,"cbi28",0
46,"cbi1",3
46,"cbi2",0
46,"cbi3",0
46,"cbi4",0
46,"cbi5",3
46,"cbi6",0
46,"cbi7",3
46,"cbi8",0
46,"cbi9",3
46,"cbi10",0
46,"cbi11",0
46,"cbi12",0
46,"cbi13",3
46,"cbi14",3
46,"cbi15",0
46,"cbi16",0
46,"cbi17",0
46,"cbi18",0
46,"cbi19",0
46,"cbi20",3
46,"cbi21",0
46,"cbi22",3
46,"cbi23",0
46,"cbi24",0
46,"cbi25",0
46,"cbi26",3
46,"cbi27",3
46,"cbi28",0
47,"cbi1",1
47,"cbi2",0
47,"cbi3",0
47,"cbi4",0
47,"cbi5",1
47,"cbi6",0
47,"cbi7",0
47,"cbi8",0
47,"cbi9",0
47,"cbi10",0
47,"cbi11",0
47,"cbi12",0
47,"cbi13",0
47,"cbi14",0
47,"cbi15",0
47,"cbi16",0
47,"cbi17",0
47,"cbi18",0
47,"cbi19",0
47,"cbi20",0
47,"cbi21",0
47,"cbi22",0
47,"cbi23",0
47,"cbi24",0
47,"cbi25",0
47,"cbi26",0
47,"cbi27",0
47,"cbi28",0
48,"cbi1",0
48,"cbi2",1
48,"cbi3",0
48,"cbi4",0
48,"cbi5",1
48,"cbi6",0
48,"cbi7",0
48,"cbi8",0
48,"cbi9",0
48,"cbi10",0
48,"cbi11",0
48,"cbi12",0
48,"cbi13",1
48,"cbi14",2
48,"cbi15",0
48,"cbi16",0
48,"cbi17",1
48,"cbi18",0
48,"cbi19",0
48,"cbi20",0
48,"cbi21",0
48,"cbi22",0
48,"cbi23",0
48,"cbi24",0
48,"cbi25",1
48,"cbi26",0
48,"cbi27",0
48,"cbi28",2
49,"cbi1",2
49,"cbi2",2
49,"cbi3",0
49,"cbi4",0
49,"cbi5",3
49,"cbi6",0
49,"cbi7",0
49,"cbi8",0
49,"cbi9",3
49,"cbi10",0
49,"cbi11",1
49,"cbi12",0
49,"cbi13",0
49,"cbi14",0
49,"cbi15",0
49,"cbi16",1
49,"cbi17",0
49,"cbi18",2
49,"cbi19",2
49,"cbi20",2
49,"cbi21",2
49,"cbi22",1
49,"cbi23",2
49,"cbi24",0
49,"cbi25",0
49,"cbi26",2
49,"cbi27",0
49,"cbi28",2
50,"cbi1",3
50,"cbi2",0
50,"cbi3",0
50,"cbi4",0
50,"cbi5",3
50,"cbi6",0
50,"cbi7",0
50,"cbi8",0
50,"cbi9",3
50,"cbi10",0
50,"cbi11",0
50,"cbi12",0
50,"cbi13",2
50,"cbi14",0
50,"cbi15",0
50,"cbi16",0
50,"cbi17",0
50,"cbi18",3
50,"cbi19",3
50,"cbi20",0
50,"cbi21",0
50,"cbi22",2
50,"cbi23",0
50,"cbi24",0
50,"cbi25",0
50,"cbi26",3
