"table","section_id","item","instrument","instructions","section_prompt","section_prompt_translated","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp","language"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,6,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,7,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,10,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,12,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,15,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,20,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,25,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,30,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,32,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,40,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,45,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,50,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,60,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,70,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,75,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,80,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,90,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,120,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,150,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,180,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,210,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,240,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,270,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,300,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,360,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,420,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,480,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,540,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,660,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,720,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u10_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, dio medicamentos, realizó tratamiento o acompañó?","For how long did you give medication, carry out treatment or accompany someone?",NA,NA,NA,780,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","Ayer ¿cuidó o ayudó a fam. que viven en otros hogares sin recibir un pago?","Yesterday, did you care for or help relatives living in other households without pay?",NA,"Sí","Yes",1,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","Ayer ¿cuidó o ayudó a fam. que viven en otros hogares sin recibir un pago?","Yesterday, did you care for or help relatives living in other households without pay?",NA,"No","No",2,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, cuidó o ayudó a familiar sin recibir pago?","For how long did you care for or help a relative without pay?",NA,NA,NA,5,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, cuidó o ayudó a familiar sin recibir pago?","For how long did you care for or help a relative without pay?",NA,NA,NA,8,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, cuidó o ayudó a familiar sin recibir pago?","For how long did you care for or help a relative without pay?",NA,NA,NA,10,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, cuidó o ayudó a familiar sin recibir pago?","For how long did you care for or help a relative without pay?",NA,NA,NA,15,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, cuidó o ayudó a familiar sin recibir pago?","For how long did you care for or help a relative without pay?",NA,NA,NA,17,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, cuidó o ayudó a familiar sin recibir pago?","For how long did you care for or help a relative without pay?",NA,NA,NA,20,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, cuidó o ayudó a familiar sin recibir pago?","For how long did you care for or help a relative without pay?",NA,NA,NA,25,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, cuidó o ayudó a familiar sin recibir pago?","For how long did you care for or help a relative without pay?",NA,NA,NA,30,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, cuidó o ayudó a familiar sin recibir pago?","For how long did you care for or help a relative without pay?",NA,NA,NA,35,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, cuidó o ayudó a familiar sin recibir pago?","For how long did you care for or help a relative without pay?",NA,NA,NA,40,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, cuidó o ayudó a familiar sin recibir pago?","For how long did you care for or help a relative without pay?",NA,NA,NA,45,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, cuidó o ayudó a familiar sin recibir pago?","For how long did you care for or help a relative without pay?",NA,NA,NA,48,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, cuidó o ayudó a familiar sin recibir pago?","For how long did you care for or help a relative without pay?",NA,NA,NA,50,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, cuidó o ayudó a familiar sin recibir pago?","For how long did you care for or help a relative without pay?",NA,NA,NA,60,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, cuidó o ayudó a familiar sin recibir pago?","For how long did you care for or help a relative without pay?",NA,NA,NA,65,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, cuidó o ayudó a familiar sin recibir pago?","For how long did you care for or help a relative without pay?",NA,NA,NA,70,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, cuidó o ayudó a familiar sin recibir pago?","For how long did you care for or help a relative without pay?",NA,NA,NA,75,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, cuidó o ayudó a familiar sin recibir pago?","For how long did you care for or help a relative without pay?",NA,NA,NA,80,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, cuidó o ayudó a familiar sin recibir pago?","For how long did you care for or help a relative without pay?",NA,NA,NA,81,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, cuidó o ayudó a familiar sin recibir pago?","For how long did you care for or help a relative without pay?",NA,NA,NA,90,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, cuidó o ayudó a familiar sin recibir pago?","For how long did you care for or help a relative without pay?",NA,NA,NA,100,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, cuidó o ayudó a familiar sin recibir pago?","For how long did you care for or help a relative without pay?",NA,NA,NA,120,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, cuidó o ayudó a familiar sin recibir pago?","For how long did you care for or help a relative without pay?",NA,NA,NA,140,"Spanish"
"chile_2023_social-welfare-survey_u","chile_2023_social-welfare-survey_u_1","u11_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo U: Uso del tiempo","Module U: Time use","¿Por cuánto tiempo, cuidó o ayudó a familiar sin recibir pago?","For how long did you care for or help a relative without pay?",NA,NA,NA,150,"Spanish"
