"table","section_id","item","instrument","instructions","section_prompt","section_prompt_translated","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp","language"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr1","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Amistades cercanas para pedir ayuda, ¿cuántas diría que tiene?","Close friends you could ask for help -- how many would you say you have?",NA,NA,NA,25,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr1","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Amistades cercanas para pedir ayuda, ¿cuántas diría que tiene?","Close friends you could ask for help -- how many would you say you have?",NA,NA,NA,30,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr1","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Amistades cercanas para pedir ayuda, ¿cuántas diría que tiene?","Close friends you could ask for help -- how many would you say you have?",NA,NA,NA,32,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr1","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Amistades cercanas para pedir ayuda, ¿cuántas diría que tiene?","Close friends you could ask for help -- how many would you say you have?",NA,NA,NA,35,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr1","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Amistades cercanas para pedir ayuda, ¿cuántas diría que tiene?","Close friends you could ask for help -- how many would you say you have?",NA,NA,NA,40,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr1","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Amistades cercanas para pedir ayuda, ¿cuántas diría que tiene?","Close friends you could ask for help -- how many would you say you have?",NA,NA,NA,50,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr1","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Amistades cercanas para pedir ayuda, ¿cuántas diría que tiene?","Close friends you could ask for help -- how many would you say you have?",NA,NA,NA,60,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr1","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Amistades cercanas para pedir ayuda, ¿cuántas diría que tiene?","Close friends you could ask for help -- how many would you say you have?",NA,NA,NA,100,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr1","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Amistades cercanas para pedir ayuda, ¿cuántas diría que tiene?","Close friends you could ask for help -- how many would you say you have?",NA,NA,NA,130,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr2_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Ayuda sin pago: En el cuidado de niños, niñas, adolescentes en el hogar","Unpaid help: with caring for children or adolescents in the household",NA,"Sí, alguien fuera del hogar","Yes, someone outside the household",1,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr2_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Ayuda sin pago: En el cuidado de niños, niñas, adolescentes en el hogar","Unpaid help: with caring for children or adolescents in the household",NA,"Sí, alguien dentro del hogar","Yes, someone within the household",2,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr2_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Ayuda sin pago: En el cuidado de niños, niñas, adolescentes en el hogar","Unpaid help: with caring for children or adolescents in the household",NA,"Ambas","Both",3,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr2_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Ayuda sin pago: En el cuidado de niños, niñas, adolescentes en el hogar","Unpaid help: with caring for children or adolescents in the household",NA,"No conoce","Does not know anyone",4,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr2_b","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Ayuda sin pago: En el cuidado de personas dependientes o enfermas","Unpaid help: with caring for dependent or ill people",NA,"Sí, alguien fuera del hogar","Yes, someone outside the household",1,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr2_b","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Ayuda sin pago: En el cuidado de personas dependientes o enfermas","Unpaid help: with caring for dependent or ill people",NA,"Sí, alguien dentro del hogar","Yes, someone within the household",2,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr2_b","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Ayuda sin pago: En el cuidado de personas dependientes o enfermas","Unpaid help: with caring for dependent or ill people",NA,"Ambas","Both",3,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr2_b","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Ayuda sin pago: En el cuidado de personas dependientes o enfermas","Unpaid help: with caring for dependent or ill people",NA,"No conoce","Does not know anyone",4,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr2_c","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Ayuda sin pago: Resolver consultas o realizar trám. legales o financieros","Unpaid help: resolving enquiries or handling legal or financial paperwork",NA,"Sí, alguien fuera del hogar","Yes, someone outside the household",1,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr2_c","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Ayuda sin pago: Resolver consultas o realizar trám. legales o financieros","Unpaid help: resolving enquiries or handling legal or financial paperwork",NA,"Sí, alguien dentro del hogar","Yes, someone within the household",2,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr2_c","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Ayuda sin pago: Resolver consultas o realizar trám. legales o financieros","Unpaid help: resolving enquiries or handling legal or financial paperwork",NA,"Ambas","Both",3,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr2_c","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Ayuda sin pago: Resolver consultas o realizar trám. legales o financieros","Unpaid help: resolving enquiries or handling legal or financial paperwork",NA,"No conoce","Does not know anyone",4,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr2_d","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Ayuda sin pago: A conseguir un trabajo remunerado","Unpaid help: with finding paid work",NA,"Sí, alguien fuera del hogar","Yes, someone outside the household",1,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr2_d","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Ayuda sin pago: A conseguir un trabajo remunerado","Unpaid help: with finding paid work",NA,"Sí, alguien dentro del hogar","Yes, someone within the household",2,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr2_d","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Ayuda sin pago: A conseguir un trabajo remunerado","Unpaid help: with finding paid work",NA,"Ambas","Both",3,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr2_d","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Ayuda sin pago: A conseguir un trabajo remunerado","Unpaid help: with finding paid work",NA,"No conoce","Does not know anyone",4,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr2_e","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","¿Ud conoce a una pers. que pueda prestarle dinero en caso de emergencia?","Do you know someone who could lend you money in an emergency?",NA,"Sí, alguien fuera del hogar","Yes, someone outside the household",1,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr2_e","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","¿Ud conoce a una pers. que pueda prestarle dinero en caso de emergencia?","Do you know someone who could lend you money in an emergency?",NA,"Sí, alguien dentro del hogar","Yes, someone within the household",2,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr2_e","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","¿Ud conoce a una pers. que pueda prestarle dinero en caso de emergencia?","Do you know someone who could lend you money in an emergency?",NA,"Ambas","Both",3,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr2_e","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","¿Ud conoce a una pers. que pueda prestarle dinero en caso de emergencia?","Do you know someone who could lend you money in an emergency?",NA,"No conoce","Does not know anyone",4,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Durante las últimas cuatro semanas, ¿con qué frecuencia se sintió solo(a)?","Over the past four weeks, how often did you feel lonely?",NA,"Nunca","Never",1,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Durante las últimas cuatro semanas, ¿con qué frecuencia se sintió solo(a)?","Over the past four weeks, how often did you feel lonely?",NA,"Casi nunca","Almost never",2,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Durante las últimas cuatro semanas, ¿con qué frecuencia se sintió solo(a)?","Over the past four weeks, how often did you feel lonely?",NA,"A veces","Sometimes",3,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Durante las últimas cuatro semanas, ¿con qué frecuencia se sintió solo(a)?","Over the past four weeks, how often did you feel lonely?",NA,"Casi siempre","Almost always",4,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Durante las últimas cuatro semanas, ¿con qué frecuencia se sintió solo(a)?","Over the past four weeks, how often did you feel lonely?",NA,"Siempre","Always",5,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr4_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Situación: Ha sido ofendido(a)","Situation: you have been insulted",NA,"Sí","Yes",1,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr4_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Situación: Ha sido ofendido(a)","Situation: you have been insulted",NA,"No","No",2,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr4_b","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Situación: Ha sido mirado(a) en menos","Situation: you have been looked down on",NA,"Sí","Yes",1,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr4_b","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Situación: Ha sido mirado(a) en menos","Situation: you have been looked down on",NA,"No","No",2,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr4_c","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Situación: Ha sido tratado(a) injustamente","Situation: you have been treated unfairly",NA,"Sí","Yes",1,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr4_c","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Situación: Ha sido tratado(a) injustamente","Situation: you have been treated unfairly",NA,"No","No",2,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr4_d","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Situación: Ha sido tratado(a) violentamente","Situation: you have been treated violently",NA,"Sí","Yes",1,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr4_d","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Situación: Ha sido tratado(a) violentamente","Situation: you have been treated violently",NA,"No","No",2,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr5_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Dónde: En su lugar de trabajo","Where: at your workplace",NA,"Sí","Yes",1,"Spanish"
"chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr_1","rr5_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile",NA,"Módulo RR: Relaciones sociales","Module RR: Social relations","Dónde: En su lugar de trabajo","Where: at your workplace",NA,"No","No",2,"Spanish"
