"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","doctor","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what my doctor thinks I should do.",NA,"not at all",1
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","doctor","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what my doctor thinks I should do.",NA,NA,2
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","doctor","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what my doctor thinks I should do.",NA,NA,3
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","doctor","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what my doctor thinks I should do.",NA,NA,4
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","doctor","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what my doctor thinks I should do.",NA,"very much",5
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","family","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what my family thinks I should do.",NA,"not at all",1
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","family","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what my family thinks I should do.",NA,NA,2
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","family","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what my family thinks I should do.",NA,NA,3
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","family","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what my family thinks I should do.",NA,NA,4
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","family","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what my family thinks I should do.",NA,"very much",5
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","friends","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what my friends think I should do.",NA,"not at all",1
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","friends","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what my friends think I should do.",NA,NA,2
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","friends","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what my friends think I should do.",NA,NA,3
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","friends","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what my friends think I should do.",NA,NA,4
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","friends","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what my friends think I should do.",NA,"very much",5
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","general","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what people in general think I should do.",NA,"not at all",1
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","general","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what people in general think I should do.",NA,NA,2
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","general","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what people in general think I should do.",NA,NA,3
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","general","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what people in general think I should do.",NA,NA,4
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","general","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what people in general think I should do.",NA,"very much",5
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","government","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what my government thinks I should do.",NA,"not at all",1
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","government","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what my government thinks I should do.",NA,NA,2
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","government","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what my government thinks I should do.",NA,NA,3
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","government","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what my government thinks I should do.",NA,NA,4
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","government","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what my government thinks I should do.",NA,"very much",5
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","household","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what people in my household think I should do.",NA,"not at all",1
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","household","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what people in my household think I should do.",NA,NA,2
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","household","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what people in my household think I should do.",NA,NA,3
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","household","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what people in my household think I should do.",NA,NA,4
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","household","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what people in my household think I should do.",NA,"very much",5
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","likeme","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what people like me think I should do.",NA,"not at all",1
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","likeme","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what people like me think I should do.",NA,NA,2
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","likeme","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what people like me think I should do.",NA,NA,3
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","likeme","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what people like me think I should do.",NA,NA,4
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","likeme","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what people like me think I should do.",NA,"very much",5
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","neighbrhd","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what people in my neighbourhood think I should do.",NA,"not at all",1
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","neighbrhd","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what people in my neighbourhood think I should do.",NA,NA,2
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","neighbrhd","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what people in my neighbourhood think I should do.",NA,NA,3
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","neighbrhd","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what people in my neighbourhood think I should do.",NA,NA,4
"peters_2025_nrm_inj_motivation","peters_2025_nrm_inj_motivation_1","neighbrhd","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Injunctive Norm items, motivation-to-comply component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Chinese (Traditional, Hong Kong); Chinese (Simplified); Amharic; Japanese; Hebrew; Korean; Polish; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to do what people in my neighbourhood think I should do.",NA,"very much",5
