"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","family","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like my family members …",NA,NA,4
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","family","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like my family members …",NA,NA,5
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","family","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like my family members …",NA,NA,6
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","family","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like my family members …",NA,"as much as possible",7
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","friends","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like my friends …",NA,"as little as possible",1
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","friends","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like my friends …",NA,NA,2
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","friends","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like my friends …",NA,NA,3
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","friends","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like my friends …",NA,NA,4
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","friends","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like my friends …",NA,NA,5
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","friends","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like my friends …",NA,NA,6
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","friends","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like my friends …",NA,"as much as possible",7
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","likegeneral","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like people in general …",NA,"as little as possible",1
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","likegeneral","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like people in general …",NA,NA,2
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","likegeneral","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like people in general …",NA,NA,3
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","likegeneral","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like people in general …",NA,NA,4
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","likegeneral","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like people in general …",NA,NA,5
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","likegeneral","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like people in general …",NA,NA,6
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","likegeneral","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like people in general …",NA,"as much as possible",7
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","likeneighb","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like people in my neighbourhood …",NA,"as little as possible",1
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","likeneighb","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like people in my neighbourhood …",NA,NA,2
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","likeneighb","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like people in my neighbourhood …",NA,NA,3
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","likeneighb","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like people in my neighbourhood …",NA,NA,4
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","likeneighb","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like people in my neighbourhood …",NA,NA,5
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","likeneighb","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like people in my neighbourhood …",NA,NA,6
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","likeneighb","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like people in my neighbourhood …",NA,"as much as possible",7
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","likeyou","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like people like me …",NA,"as little as possible",1
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","likeyou","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like people like me …",NA,NA,2
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","likeyou","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like people like me …",NA,NA,3
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","likeyou","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like people like me …",NA,NA,4
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","likeyou","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like people like me …",NA,NA,5
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","likeyou","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like people like me …",NA,NA,6
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","likeyou","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like people like me …",NA,"as much as possible",7
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","other","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like other people …",NA,"as little as possible",1
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","other","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like other people …",NA,NA,2
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","other","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like other people …",NA,NA,3
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","other","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like other people …",NA,NA,4
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","other","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like other people …",NA,NA,5
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","other","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like other people …",NA,NA,6
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","other","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like other people …",NA,"as much as possible",7
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","role","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like my role models …",NA,"as little as possible",1
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","role","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like my role models …",NA,NA,2
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","role","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like my role models …",NA,NA,3
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","role","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like my role models …",NA,NA,4
"peters_2025_nrm_desc_ident","peters_2025_nrm_desc_ident_1","role","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Descriptive Norm items, identification-with-referent component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Portuguese; Greek; Indonesian; German; Hungarian; Chinese (Traditional, Hong Kong); Arabic; Amharic; Chinese (Simplified); Polish; Japanese; Urdu",NA,NA,"When it comes to keeping at least {{distRec}} distance from others, I want to be like my role models …",NA,NA,5
