"table","section_id","item","instrument","language","instructions","section_prompt","item_text","item_text_translated","correct_response","resp","option_text","option_text_translated"
"ramadan_2026_attitudes","ramadan_2026_attitudes_1","AS4","Generative AI Competency Questionnaire for Arabic Language and Literature Students - Dimension 4: Aspiration & Vision","Arabic",NA,NA,"أتطلع إلى دَمْج أخلاقيات استخدام الذَّكاء الاصطناعيّ في البحث اللُّغويّ والأدبي ضمن الخطة الدِّراسية.","I aspire to integrate the ethics of AI use in linguistic and literary research into the curriculum.",NA,3,"neutral",NA
"ramadan_2026_attitudes","ramadan_2026_attitudes_1","AS4","Generative AI Competency Questionnaire for Arabic Language and Literature Students - Dimension 4: Aspiration & Vision","Arabic",NA,NA,"أتطلع إلى دَمْج أخلاقيات استخدام الذَّكاء الاصطناعيّ في البحث اللُّغويّ والأدبي ضمن الخطة الدِّراسية.","I aspire to integrate the ethics of AI use in linguistic and literary research into the curriculum.",NA,4,"agree",NA
"ramadan_2026_attitudes","ramadan_2026_attitudes_1","AS4","Generative AI Competency Questionnaire for Arabic Language and Literature Students - Dimension 4: Aspiration & Vision","Arabic",NA,NA,"أتطلع إلى دَمْج أخلاقيات استخدام الذَّكاء الاصطناعيّ في البحث اللُّغويّ والأدبي ضمن الخطة الدِّراسية.","I aspire to integrate the ethics of AI use in linguistic and literary research into the curriculum.",NA,5,"strongly agree",NA
"ramadan_2026_attitudes","ramadan_2026_attitudes_1","AS5","Generative AI Competency Questionnaire for Arabic Language and Literature Students - Dimension 4: Aspiration & Vision","Arabic",NA,NA,"أتطلع إلى تدريب الطلَّاب على استخدام الذَّكاء الاصطناعيّ في نقْد النصوص لُغويًّا وأدبيًّا.","I aspire to train students to use AI in critiquing texts linguistically and literarily.",NA,1,"strongly disagree",NA
"ramadan_2026_attitudes","ramadan_2026_attitudes_1","AS5","Generative AI Competency Questionnaire for Arabic Language and Literature Students - Dimension 4: Aspiration & Vision","Arabic",NA,NA,"أتطلع إلى تدريب الطلَّاب على استخدام الذَّكاء الاصطناعيّ في نقْد النصوص لُغويًّا وأدبيًّا.","I aspire to train students to use AI in critiquing texts linguistically and literarily.",NA,2,"disagree",NA
"ramadan_2026_attitudes","ramadan_2026_attitudes_1","AS5","Generative AI Competency Questionnaire for Arabic Language and Literature Students - Dimension 4: Aspiration & Vision","Arabic",NA,NA,"أتطلع إلى تدريب الطلَّاب على استخدام الذَّكاء الاصطناعيّ في نقْد النصوص لُغويًّا وأدبيًّا.","I aspire to train students to use AI in critiquing texts linguistically and literarily.",NA,3,"neutral",NA
"ramadan_2026_attitudes","ramadan_2026_attitudes_1","AS5","Generative AI Competency Questionnaire for Arabic Language and Literature Students - Dimension 4: Aspiration & Vision","Arabic",NA,NA,"أتطلع إلى تدريب الطلَّاب على استخدام الذَّكاء الاصطناعيّ في نقْد النصوص لُغويًّا وأدبيًّا.","I aspire to train students to use AI in critiquing texts linguistically and literarily.",NA,4,"agree",NA
"ramadan_2026_attitudes","ramadan_2026_attitudes_1","AS5","Generative AI Competency Questionnaire for Arabic Language and Literature Students - Dimension 4: Aspiration & Vision","Arabic",NA,NA,"أتطلع إلى تدريب الطلَّاب على استخدام الذَّكاء الاصطناعيّ في نقْد النصوص لُغويًّا وأدبيًّا.","I aspire to train students to use AI in critiquing texts linguistically and literarily.",NA,5,"strongly agree",NA
"ramadan_2026_attitudes","ramadan_2026_attitudes_1","AS6","Generative AI Competency Questionnaire for Arabic Language and Literature Students - Dimension 4: Aspiration & Vision","Arabic",NA,NA,"أتطلع إلى منصةٍ ذكية خاصة بطلاب القسم، تدعم الإعراب والتَّحليل الصرفي الآلي، مع مراعاة السِّياق.","I aspire to a smart platform for department students supporting automatic iʿrab and morphological analysis, with attention to context.",NA,1,"strongly disagree",NA
"ramadan_2026_attitudes","ramadan_2026_attitudes_1","AS6","Generative AI Competency Questionnaire for Arabic Language and Literature Students - Dimension 4: Aspiration & Vision","Arabic",NA,NA,"أتطلع إلى منصةٍ ذكية خاصة بطلاب القسم، تدعم الإعراب والتَّحليل الصرفي الآلي، مع مراعاة السِّياق.","I aspire to a smart platform for department students supporting automatic iʿrab and morphological analysis, with attention to context.",NA,2,"disagree",NA
"ramadan_2026_attitudes","ramadan_2026_attitudes_1","AS6","Generative AI Competency Questionnaire for Arabic Language and Literature Students - Dimension 4: Aspiration & Vision","Arabic",NA,NA,"أتطلع إلى منصةٍ ذكية خاصة بطلاب القسم، تدعم الإعراب والتَّحليل الصرفي الآلي، مع مراعاة السِّياق.","I aspire to a smart platform for department students supporting automatic iʿrab and morphological analysis, with attention to context.",NA,3,"neutral",NA
"ramadan_2026_attitudes","ramadan_2026_attitudes_1","AS6","Generative AI Competency Questionnaire for Arabic Language and Literature Students - Dimension 4: Aspiration & Vision","Arabic",NA,NA,"أتطلع إلى منصةٍ ذكية خاصة بطلاب القسم، تدعم الإعراب والتَّحليل الصرفي الآلي، مع مراعاة السِّياق.","I aspire to a smart platform for department students supporting automatic iʿrab and morphological analysis, with attention to context.",NA,4,"agree",NA
"ramadan_2026_attitudes","ramadan_2026_attitudes_1","AS6","Generative AI Competency Questionnaire for Arabic Language and Literature Students - Dimension 4: Aspiration & Vision","Arabic",NA,NA,"أتطلع إلى منصةٍ ذكية خاصة بطلاب القسم، تدعم الإعراب والتَّحليل الصرفي الآلي، مع مراعاة السِّياق.","I aspire to a smart platform for department students supporting automatic iʿrab and morphological analysis, with attention to context.",NA,5,"strongly agree",NA
"ramadan_2026_attitudes","ramadan_2026_attitudes_1","AS7","Generative AI Competency Questionnaire for Arabic Language and Literature Students - Dimension 4: Aspiration & Vision","Arabic",NA,NA,"أتطلع إلى منصةٍ ذكية خاصة بطلاب القسم، تدعم تحليل النصوص أدبيًّا مع مراعاة المشاعر والحسِّ الجمالي في النصوص.","I aspire to a smart platform for department students supporting literary text analysis, with attention to emotion and aesthetic sense.",NA,1,"strongly disagree",NA
"ramadan_2026_attitudes","ramadan_2026_attitudes_1","AS7","Generative AI Competency Questionnaire for Arabic Language and Literature Students - Dimension 4: Aspiration & Vision","Arabic",NA,NA,"أتطلع إلى منصةٍ ذكية خاصة بطلاب القسم، تدعم تحليل النصوص أدبيًّا مع مراعاة المشاعر والحسِّ الجمالي في النصوص.","I aspire to a smart platform for department students supporting literary text analysis, with attention to emotion and aesthetic sense.",NA,2,"disagree",NA
"ramadan_2026_attitudes","ramadan_2026_attitudes_1","AS7","Generative AI Competency Questionnaire for Arabic Language and Literature Students - Dimension 4: Aspiration & Vision","Arabic",NA,NA,"أتطلع إلى منصةٍ ذكية خاصة بطلاب القسم، تدعم تحليل النصوص أدبيًّا مع مراعاة المشاعر والحسِّ الجمالي في النصوص.","I aspire to a smart platform for department students supporting literary text analysis, with attention to emotion and aesthetic sense.",NA,3,"neutral",NA
"ramadan_2026_attitudes","ramadan_2026_attitudes_1","AS7","Generative AI Competency Questionnaire for Arabic Language and Literature Students - Dimension 4: Aspiration & Vision","Arabic",NA,NA,"أتطلع إلى منصةٍ ذكية خاصة بطلاب القسم، تدعم تحليل النصوص أدبيًّا مع مراعاة المشاعر والحسِّ الجمالي في النصوص.","I aspire to a smart platform for department students supporting literary text analysis, with attention to emotion and aesthetic sense.",NA,4,"agree",NA
"ramadan_2026_attitudes","ramadan_2026_attitudes_1","AS7","Generative AI Competency Questionnaire for Arabic Language and Literature Students - Dimension 4: Aspiration & Vision","Arabic",NA,NA,"أتطلع إلى منصةٍ ذكية خاصة بطلاب القسم، تدعم تحليل النصوص أدبيًّا مع مراعاة المشاعر والحسِّ الجمالي في النصوص.","I aspire to a smart platform for department students supporting literary text analysis, with attention to emotion and aesthetic sense.",NA,5,"strongly agree",NA
"ramadan_2026_attitudes","ramadan_2026_attitudes_1","AS8","Generative AI Competency Questionnaire for Arabic Language and Literature Students - Dimension 4: Aspiration & Vision","Arabic",NA,NA,"أتطلع إلى عقْد دوراتٍ تدريبيةٍ، تُعرف الطلاب بمنصات الذَّكاء الاصطناعيّ، وخباياها، بما يفيد في التصدِّي للنصوص لغةً وأدبًا.","I aspire to training courses that familiarise students with AI platforms and their intricacies, useful for engaging with texts in language and literature.",NA,1,"strongly disagree",NA
"ramadan_2026_attitudes","ramadan_2026_attitudes_1","AS8","Generative AI Competency Questionnaire for Arabic Language and Literature Students - Dimension 4: Aspiration & Vision","Arabic",NA,NA,"أتطلع إلى عقْد دوراتٍ تدريبيةٍ، تُعرف الطلاب بمنصات الذَّكاء الاصطناعيّ، وخباياها، بما يفيد في التصدِّي للنصوص لغةً وأدبًا.","I aspire to training courses that familiarise students with AI platforms and their intricacies, useful for engaging with texts in language and literature.",NA,2,"disagree",NA
"ramadan_2026_attitudes","ramadan_2026_attitudes_1","AS8","Generative AI Competency Questionnaire for Arabic Language and Literature Students - Dimension 4: Aspiration & Vision","Arabic",NA,NA,"أتطلع إلى عقْد دوراتٍ تدريبيةٍ، تُعرف الطلاب بمنصات الذَّكاء الاصطناعيّ، وخباياها، بما يفيد في التصدِّي للنصوص لغةً وأدبًا.","I aspire to training courses that familiarise students with AI platforms and their intricacies, useful for engaging with texts in language and literature.",NA,3,"neutral",NA
"ramadan_2026_attitudes","ramadan_2026_attitudes_1","AS8","Generative AI Competency Questionnaire for Arabic Language and Literature Students - Dimension 4: Aspiration & Vision","Arabic",NA,NA,"أتطلع إلى عقْد دوراتٍ تدريبيةٍ، تُعرف الطلاب بمنصات الذَّكاء الاصطناعيّ، وخباياها، بما يفيد في التصدِّي للنصوص لغةً وأدبًا.","I aspire to training courses that familiarise students with AI platforms and their intricacies, useful for engaging with texts in language and literature.",NA,4,"agree",NA
"ramadan_2026_attitudes","ramadan_2026_attitudes_1","AS8","Generative AI Competency Questionnaire for Arabic Language and Literature Students - Dimension 4: Aspiration & Vision","Arabic",NA,NA,"أتطلع إلى عقْد دوراتٍ تدريبيةٍ، تُعرف الطلاب بمنصات الذَّكاء الاصطناعيّ، وخباياها، بما يفيد في التصدِّي للنصوص لغةً وأدبًا.","I aspire to training courses that familiarise students with AI platforms and their intricacies, useful for engaging with texts in language and literature.",NA,5,"strongly agree",NA
