"table","section_id","item","instrument","language","instructions","instructions_translated","section_prompt","section_prompt_translated","item_text","item_text_translated","correct_response","resp","option_text","option_text_translated"
"rodriguezquiroga_2024_epistemic_trust","rodriguezquiroga_2024_epistemic_trust_1","e2","Epistemic Trust, Mistrust and Credulity Questionnaire (ETMCQ), Argentine version","Spanish","Lea las siguientes afirmaciones e indique en qué medida está de acuerdo o en desacuerdo marcando el número que más se corresponde con su opinión y experiencia. Utilice la siguiente escala de valoración, seleccionando 7 si está muy de acuerdo, y 1 si está muy en desacuerdo. El punto medio, si es neutral o indeciso, es 4.","Read the following statements and indicate to what extent you agree or disagree by marking the number that best corresponds to your opinion and experience. Use the following rating scale, selecting 7 if you strongly agree, and 1 if you strongly disagree. The midpoint, if you are neutral or undecided, is 4.",NA,NA,"Se me hace más fácil confiar y asimilar la información cuando proviene de alguien que me conoce bien.","I find information easier to trust and absorb when it comes from someone who knows me well.",NA,4,"Ni de acuerdo ni en desacuerdo","Neither agree nor disagree"
"rodriguezquiroga_2024_epistemic_trust","rodriguezquiroga_2024_epistemic_trust_1","e2","Epistemic Trust, Mistrust and Credulity Questionnaire (ETMCQ), Argentine version","Spanish","Lea las siguientes afirmaciones e indique en qué medida está de acuerdo o en desacuerdo marcando el número que más se corresponde con su opinión y experiencia. Utilice la siguiente escala de valoración, seleccionando 7 si está muy de acuerdo, y 1 si está muy en desacuerdo. El punto medio, si es neutral o indeciso, es 4.","Read the following statements and indicate to what extent you agree or disagree by marking the number that best corresponds to your opinion and experience. Use the following rating scale, selecting 7 if you strongly agree, and 1 if you strongly disagree. The midpoint, if you are neutral or undecided, is 4.",NA,NA,"Se me hace más fácil confiar y asimilar la información cuando proviene de alguien que me conoce bien.","I find information easier to trust and absorb when it comes from someone who knows me well.",NA,5,"Un poco de acuerdo","Slightly agree"
"rodriguezquiroga_2024_epistemic_trust","rodriguezquiroga_2024_epistemic_trust_1","e2","Epistemic Trust, Mistrust and Credulity Questionnaire (ETMCQ), Argentine version","Spanish","Lea las siguientes afirmaciones e indique en qué medida está de acuerdo o en desacuerdo marcando el número que más se corresponde con su opinión y experiencia. Utilice la siguiente escala de valoración, seleccionando 7 si está muy de acuerdo, y 1 si está muy en desacuerdo. El punto medio, si es neutral o indeciso, es 4.","Read the following statements and indicate to what extent you agree or disagree by marking the number that best corresponds to your opinion and experience. Use the following rating scale, selecting 7 if you strongly agree, and 1 if you strongly disagree. The midpoint, if you are neutral or undecided, is 4.",NA,NA,"Se me hace más fácil confiar y asimilar la información cuando proviene de alguien que me conoce bien.","I find information easier to trust and absorb when it comes from someone who knows me well.",NA,6,"De acuerdo","Agree"
"rodriguezquiroga_2024_epistemic_trust","rodriguezquiroga_2024_epistemic_trust_1","e2","Epistemic Trust, Mistrust and Credulity Questionnaire (ETMCQ), Argentine version","Spanish","Lea las siguientes afirmaciones e indique en qué medida está de acuerdo o en desacuerdo marcando el número que más se corresponde con su opinión y experiencia. Utilice la siguiente escala de valoración, seleccionando 7 si está muy de acuerdo, y 1 si está muy en desacuerdo. El punto medio, si es neutral o indeciso, es 4.","Read the following statements and indicate to what extent you agree or disagree by marking the number that best corresponds to your opinion and experience. Use the following rating scale, selecting 7 if you strongly agree, and 1 if you strongly disagree. The midpoint, if you are neutral or undecided, is 4.",NA,NA,"Se me hace más fácil confiar y asimilar la información cuando proviene de alguien que me conoce bien.","I find information easier to trust and absorb when it comes from someone who knows me well.",NA,7,"Muy de acuerdo","Strongly agree"
"rodriguezquiroga_2024_epistemic_trust","rodriguezquiroga_2024_epistemic_trust_1","e3","Epistemic Trust, Mistrust and Credulity Questionnaire (ETMCQ), Argentine version","Spanish","Lea las siguientes afirmaciones e indique en qué medida está de acuerdo o en desacuerdo marcando el número que más se corresponde con su opinión y experiencia. Utilice la siguiente escala de valoración, seleccionando 7 si está muy de acuerdo, y 1 si está muy en desacuerdo. El punto medio, si es neutral o indeciso, es 4.","Read the following statements and indicate to what extent you agree or disagree by marking the number that best corresponds to your opinion and experience. Use the following rating scale, selecting 7 if you strongly agree, and 1 if you strongly disagree. The midpoint, if you are neutral or undecided, is 4.",NA,NA,"Prefiero averiguar por mi cuenta las cosas en internet a tener que pedirle información a otras personas.","I’d prefer to find things out for myself on the internet rather than asking people for information.",NA,1,"Muy en desacuerdo","Strongly disagree"
"rodriguezquiroga_2024_epistemic_trust","rodriguezquiroga_2024_epistemic_trust_1","e3","Epistemic Trust, Mistrust and Credulity Questionnaire (ETMCQ), Argentine version","Spanish","Lea las siguientes afirmaciones e indique en qué medida está de acuerdo o en desacuerdo marcando el número que más se corresponde con su opinión y experiencia. Utilice la siguiente escala de valoración, seleccionando 7 si está muy de acuerdo, y 1 si está muy en desacuerdo. El punto medio, si es neutral o indeciso, es 4.","Read the following statements and indicate to what extent you agree or disagree by marking the number that best corresponds to your opinion and experience. Use the following rating scale, selecting 7 if you strongly agree, and 1 if you strongly disagree. The midpoint, if you are neutral or undecided, is 4.",NA,NA,"Prefiero averiguar por mi cuenta las cosas en internet a tener que pedirle información a otras personas.","I’d prefer to find things out for myself on the internet rather than asking people for information.",NA,2,"En desacuerdo","Disagree"
"rodriguezquiroga_2024_epistemic_trust","rodriguezquiroga_2024_epistemic_trust_1","e3","Epistemic Trust, Mistrust and Credulity Questionnaire (ETMCQ), Argentine version","Spanish","Lea las siguientes afirmaciones e indique en qué medida está de acuerdo o en desacuerdo marcando el número que más se corresponde con su opinión y experiencia. Utilice la siguiente escala de valoración, seleccionando 7 si está muy de acuerdo, y 1 si está muy en desacuerdo. El punto medio, si es neutral o indeciso, es 4.","Read the following statements and indicate to what extent you agree or disagree by marking the number that best corresponds to your opinion and experience. Use the following rating scale, selecting 7 if you strongly agree, and 1 if you strongly disagree. The midpoint, if you are neutral or undecided, is 4.",NA,NA,"Prefiero averiguar por mi cuenta las cosas en internet a tener que pedirle información a otras personas.","I’d prefer to find things out for myself on the internet rather than asking people for information.",NA,3,"Un poco en desacuerdo","Slightly disagree"
"rodriguezquiroga_2024_epistemic_trust","rodriguezquiroga_2024_epistemic_trust_1","e3","Epistemic Trust, Mistrust and Credulity Questionnaire (ETMCQ), Argentine version","Spanish","Lea las siguientes afirmaciones e indique en qué medida está de acuerdo o en desacuerdo marcando el número que más se corresponde con su opinión y experiencia. Utilice la siguiente escala de valoración, seleccionando 7 si está muy de acuerdo, y 1 si está muy en desacuerdo. El punto medio, si es neutral o indeciso, es 4.","Read the following statements and indicate to what extent you agree or disagree by marking the number that best corresponds to your opinion and experience. Use the following rating scale, selecting 7 if you strongly agree, and 1 if you strongly disagree. The midpoint, if you are neutral or undecided, is 4.",NA,NA,"Prefiero averiguar por mi cuenta las cosas en internet a tener que pedirle información a otras personas.","I’d prefer to find things out for myself on the internet rather than asking people for information.",NA,4,"Ni de acuerdo ni en desacuerdo","Neither agree nor disagree"
"rodriguezquiroga_2024_epistemic_trust","rodriguezquiroga_2024_epistemic_trust_1","e3","Epistemic Trust, Mistrust and Credulity Questionnaire (ETMCQ), Argentine version","Spanish","Lea las siguientes afirmaciones e indique en qué medida está de acuerdo o en desacuerdo marcando el número que más se corresponde con su opinión y experiencia. Utilice la siguiente escala de valoración, seleccionando 7 si está muy de acuerdo, y 1 si está muy en desacuerdo. El punto medio, si es neutral o indeciso, es 4.","Read the following statements and indicate to what extent you agree or disagree by marking the number that best corresponds to your opinion and experience. Use the following rating scale, selecting 7 if you strongly agree, and 1 if you strongly disagree. The midpoint, if you are neutral or undecided, is 4.",NA,NA,"Prefiero averiguar por mi cuenta las cosas en internet a tener que pedirle información a otras personas.","I’d prefer to find things out for myself on the internet rather than asking people for information.",NA,5,"Un poco de acuerdo","Slightly agree"
"rodriguezquiroga_2024_epistemic_trust","rodriguezquiroga_2024_epistemic_trust_1","e3","Epistemic Trust, Mistrust and Credulity Questionnaire (ETMCQ), Argentine version","Spanish","Lea las siguientes afirmaciones e indique en qué medida está de acuerdo o en desacuerdo marcando el número que más se corresponde con su opinión y experiencia. Utilice la siguiente escala de valoración, seleccionando 7 si está muy de acuerdo, y 1 si está muy en desacuerdo. El punto medio, si es neutral o indeciso, es 4.","Read the following statements and indicate to what extent you agree or disagree by marking the number that best corresponds to your opinion and experience. Use the following rating scale, selecting 7 if you strongly agree, and 1 if you strongly disagree. The midpoint, if you are neutral or undecided, is 4.",NA,NA,"Prefiero averiguar por mi cuenta las cosas en internet a tener que pedirle información a otras personas.","I’d prefer to find things out for myself on the internet rather than asking people for information.",NA,6,"De acuerdo","Agree"
"rodriguezquiroga_2024_epistemic_trust","rodriguezquiroga_2024_epistemic_trust_1","e3","Epistemic Trust, Mistrust and Credulity Questionnaire (ETMCQ), Argentine version","Spanish","Lea las siguientes afirmaciones e indique en qué medida está de acuerdo o en desacuerdo marcando el número que más se corresponde con su opinión y experiencia. Utilice la siguiente escala de valoración, seleccionando 7 si está muy de acuerdo, y 1 si está muy en desacuerdo. El punto medio, si es neutral o indeciso, es 4.","Read the following statements and indicate to what extent you agree or disagree by marking the number that best corresponds to your opinion and experience. Use the following rating scale, selecting 7 if you strongly agree, and 1 if you strongly disagree. The midpoint, if you are neutral or undecided, is 4.",NA,NA,"Prefiero averiguar por mi cuenta las cosas en internet a tener que pedirle información a otras personas.","I’d prefer to find things out for myself on the internet rather than asking people for information.",NA,7,"Muy de acuerdo","Strongly agree"
"rodriguezquiroga_2024_epistemic_trust","rodriguezquiroga_2024_epistemic_trust_1","e4","Epistemic Trust, Mistrust and Credulity Questionnaire (ETMCQ), Argentine version","Spanish","Lea las siguientes afirmaciones e indique en qué medida está de acuerdo o en desacuerdo marcando el número que más se corresponde con su opinión y experiencia. Utilice la siguiente escala de valoración, seleccionando 7 si está muy de acuerdo, y 1 si está muy en desacuerdo. El punto medio, si es neutral o indeciso, es 4.","Read the following statements and indicate to what extent you agree or disagree by marking the number that best corresponds to your opinion and experience. Use the following rating scale, selecting 7 if you strongly agree, and 1 if you strongly disagree. The midpoint, if you are neutral or undecided, is 4.",NA,NA,"A menudo siento que las personas no entienden lo que quiero y necesito.","I often feel that people do not understand what I want and need.",NA,1,"Muy en desacuerdo","Strongly disagree"
"rodriguezquiroga_2024_epistemic_trust","rodriguezquiroga_2024_epistemic_trust_1","e4","Epistemic Trust, Mistrust and Credulity Questionnaire (ETMCQ), Argentine version","Spanish","Lea las siguientes afirmaciones e indique en qué medida está de acuerdo o en desacuerdo marcando el número que más se corresponde con su opinión y experiencia. Utilice la siguiente escala de valoración, seleccionando 7 si está muy de acuerdo, y 1 si está muy en desacuerdo. El punto medio, si es neutral o indeciso, es 4.","Read the following statements and indicate to what extent you agree or disagree by marking the number that best corresponds to your opinion and experience. Use the following rating scale, selecting 7 if you strongly agree, and 1 if you strongly disagree. The midpoint, if you are neutral or undecided, is 4.",NA,NA,"A menudo siento que las personas no entienden lo que quiero y necesito.","I often feel that people do not understand what I want and need.",NA,2,"En desacuerdo","Disagree"
"rodriguezquiroga_2024_epistemic_trust","rodriguezquiroga_2024_epistemic_trust_1","e4","Epistemic Trust, Mistrust and Credulity Questionnaire (ETMCQ), Argentine version","Spanish","Lea las siguientes afirmaciones e indique en qué medida está de acuerdo o en desacuerdo marcando el número que más se corresponde con su opinión y experiencia. Utilice la siguiente escala de valoración, seleccionando 7 si está muy de acuerdo, y 1 si está muy en desacuerdo. El punto medio, si es neutral o indeciso, es 4.","Read the following statements and indicate to what extent you agree or disagree by marking the number that best corresponds to your opinion and experience. Use the following rating scale, selecting 7 if you strongly agree, and 1 if you strongly disagree. The midpoint, if you are neutral or undecided, is 4.",NA,NA,"A menudo siento que las personas no entienden lo que quiero y necesito.","I often feel that people do not understand what I want and need.",NA,3,"Un poco en desacuerdo","Slightly disagree"
"rodriguezquiroga_2024_epistemic_trust","rodriguezquiroga_2024_epistemic_trust_1","e4","Epistemic Trust, Mistrust and Credulity Questionnaire (ETMCQ), Argentine version","Spanish","Lea las siguientes afirmaciones e indique en qué medida está de acuerdo o en desacuerdo marcando el número que más se corresponde con su opinión y experiencia. Utilice la siguiente escala de valoración, seleccionando 7 si está muy de acuerdo, y 1 si está muy en desacuerdo. El punto medio, si es neutral o indeciso, es 4.","Read the following statements and indicate to what extent you agree or disagree by marking the number that best corresponds to your opinion and experience. Use the following rating scale, selecting 7 if you strongly agree, and 1 if you strongly disagree. The midpoint, if you are neutral or undecided, is 4.",NA,NA,"A menudo siento que las personas no entienden lo que quiero y necesito.","I often feel that people do not understand what I want and need.",NA,4,"Ni de acuerdo ni en desacuerdo","Neither agree nor disagree"
"rodriguezquiroga_2024_epistemic_trust","rodriguezquiroga_2024_epistemic_trust_1","e4","Epistemic Trust, Mistrust and Credulity Questionnaire (ETMCQ), Argentine version","Spanish","Lea las siguientes afirmaciones e indique en qué medida está de acuerdo o en desacuerdo marcando el número que más se corresponde con su opinión y experiencia. Utilice la siguiente escala de valoración, seleccionando 7 si está muy de acuerdo, y 1 si está muy en desacuerdo. El punto medio, si es neutral o indeciso, es 4.","Read the following statements and indicate to what extent you agree or disagree by marking the number that best corresponds to your opinion and experience. Use the following rating scale, selecting 7 if you strongly agree, and 1 if you strongly disagree. The midpoint, if you are neutral or undecided, is 4.",NA,NA,"A menudo siento que las personas no entienden lo que quiero y necesito.","I often feel that people do not understand what I want and need.",NA,5,"Un poco de acuerdo","Slightly agree"
"rodriguezquiroga_2024_epistemic_trust","rodriguezquiroga_2024_epistemic_trust_1","e4","Epistemic Trust, Mistrust and Credulity Questionnaire (ETMCQ), Argentine version","Spanish","Lea las siguientes afirmaciones e indique en qué medida está de acuerdo o en desacuerdo marcando el número que más se corresponde con su opinión y experiencia. Utilice la siguiente escala de valoración, seleccionando 7 si está muy de acuerdo, y 1 si está muy en desacuerdo. El punto medio, si es neutral o indeciso, es 4.","Read the following statements and indicate to what extent you agree or disagree by marking the number that best corresponds to your opinion and experience. Use the following rating scale, selecting 7 if you strongly agree, and 1 if you strongly disagree. The midpoint, if you are neutral or undecided, is 4.",NA,NA,"A menudo siento que las personas no entienden lo que quiero y necesito.","I often feel that people do not understand what I want and need.",NA,6,"De acuerdo","Agree"
"rodriguezquiroga_2024_epistemic_trust","rodriguezquiroga_2024_epistemic_trust_1","e4","Epistemic Trust, Mistrust and Credulity Questionnaire (ETMCQ), Argentine version","Spanish","Lea las siguientes afirmaciones e indique en qué medida está de acuerdo o en desacuerdo marcando el número que más se corresponde con su opinión y experiencia. Utilice la siguiente escala de valoración, seleccionando 7 si está muy de acuerdo, y 1 si está muy en desacuerdo. El punto medio, si es neutral o indeciso, es 4.","Read the following statements and indicate to what extent you agree or disagree by marking the number that best corresponds to your opinion and experience. Use the following rating scale, selecting 7 if you strongly agree, and 1 if you strongly disagree. The midpoint, if you are neutral or undecided, is 4.",NA,NA,"A menudo siento que las personas no entienden lo que quiero y necesito.","I often feel that people do not understand what I want and need.",NA,7,"Muy de acuerdo","Strongly agree"
"rodriguezquiroga_2024_epistemic_trust","rodriguezquiroga_2024_epistemic_trust_1","e5","Epistemic Trust, Mistrust and Credulity Questionnaire (ETMCQ), Argentine version","Spanish","Lea las siguientes afirmaciones e indique en qué medida está de acuerdo o en desacuerdo marcando el número que más se corresponde con su opinión y experiencia. Utilice la siguiente escala de valoración, seleccionando 7 si está muy de acuerdo, y 1 si está muy en desacuerdo. El punto medio, si es neutral o indeciso, es 4.","Read the following statements and indicate to what extent you agree or disagree by marking the number that best corresponds to your opinion and experience. Use the following rating scale, selecting 7 if you strongly agree, and 1 if you strongly disagree. The midpoint, if you are neutral or undecided, is 4.",NA,NA,"Con frecuencia me consideran ingenuo/a porque creo casi todo lo que me dicen.","I am often considered naïve because I believe almost anything that people tell me.",NA,1,"Muy en desacuerdo","Strongly disagree"
"rodriguezquiroga_2024_epistemic_trust","rodriguezquiroga_2024_epistemic_trust_1","e5","Epistemic Trust, Mistrust and Credulity Questionnaire (ETMCQ), Argentine version","Spanish","Lea las siguientes afirmaciones e indique en qué medida está de acuerdo o en desacuerdo marcando el número que más se corresponde con su opinión y experiencia. Utilice la siguiente escala de valoración, seleccionando 7 si está muy de acuerdo, y 1 si está muy en desacuerdo. El punto medio, si es neutral o indeciso, es 4.","Read the following statements and indicate to what extent you agree or disagree by marking the number that best corresponds to your opinion and experience. Use the following rating scale, selecting 7 if you strongly agree, and 1 if you strongly disagree. The midpoint, if you are neutral or undecided, is 4.",NA,NA,"Con frecuencia me consideran ingenuo/a porque creo casi todo lo que me dicen.","I am often considered naïve because I believe almost anything that people tell me.",NA,2,"En desacuerdo","Disagree"
"rodriguezquiroga_2024_epistemic_trust","rodriguezquiroga_2024_epistemic_trust_1","e5","Epistemic Trust, Mistrust and Credulity Questionnaire (ETMCQ), Argentine version","Spanish","Lea las siguientes afirmaciones e indique en qué medida está de acuerdo o en desacuerdo marcando el número que más se corresponde con su opinión y experiencia. Utilice la siguiente escala de valoración, seleccionando 7 si está muy de acuerdo, y 1 si está muy en desacuerdo. El punto medio, si es neutral o indeciso, es 4.","Read the following statements and indicate to what extent you agree or disagree by marking the number that best corresponds to your opinion and experience. Use the following rating scale, selecting 7 if you strongly agree, and 1 if you strongly disagree. The midpoint, if you are neutral or undecided, is 4.",NA,NA,"Con frecuencia me consideran ingenuo/a porque creo casi todo lo que me dicen.","I am often considered naïve because I believe almost anything that people tell me.",NA,3,"Un poco en desacuerdo","Slightly disagree"
"rodriguezquiroga_2024_epistemic_trust","rodriguezquiroga_2024_epistemic_trust_1","e5","Epistemic Trust, Mistrust and Credulity Questionnaire (ETMCQ), Argentine version","Spanish","Lea las siguientes afirmaciones e indique en qué medida está de acuerdo o en desacuerdo marcando el número que más se corresponde con su opinión y experiencia. Utilice la siguiente escala de valoración, seleccionando 7 si está muy de acuerdo, y 1 si está muy en desacuerdo. El punto medio, si es neutral o indeciso, es 4.","Read the following statements and indicate to what extent you agree or disagree by marking the number that best corresponds to your opinion and experience. Use the following rating scale, selecting 7 if you strongly agree, and 1 if you strongly disagree. The midpoint, if you are neutral or undecided, is 4.",NA,NA,"Con frecuencia me consideran ingenuo/a porque creo casi todo lo que me dicen.","I am often considered naïve because I believe almost anything that people tell me.",NA,4,"Ni de acuerdo ni en desacuerdo","Neither agree nor disagree"
"rodriguezquiroga_2024_epistemic_trust","rodriguezquiroga_2024_epistemic_trust_1","e5","Epistemic Trust, Mistrust and Credulity Questionnaire (ETMCQ), Argentine version","Spanish","Lea las siguientes afirmaciones e indique en qué medida está de acuerdo o en desacuerdo marcando el número que más se corresponde con su opinión y experiencia. Utilice la siguiente escala de valoración, seleccionando 7 si está muy de acuerdo, y 1 si está muy en desacuerdo. El punto medio, si es neutral o indeciso, es 4.","Read the following statements and indicate to what extent you agree or disagree by marking the number that best corresponds to your opinion and experience. Use the following rating scale, selecting 7 if you strongly agree, and 1 if you strongly disagree. The midpoint, if you are neutral or undecided, is 4.",NA,NA,"Con frecuencia me consideran ingenuo/a porque creo casi todo lo que me dicen.","I am often considered naïve because I believe almost anything that people tell me.",NA,5,"Un poco de acuerdo","Slightly agree"
