"table","section_id","item","instrument","language","instructions","instructions_translated","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"jiang_2024_ptsexp","jiang_2024_ptsexp_1","PTSExp2","Perceived Teacher Support - Expectation (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们会关心我的状况。","My teachers care about how I am doing.",NA,"有些同意","Somewhat agree",5
"jiang_2024_ptsexp","jiang_2024_ptsexp_1","PTSExp2","Perceived Teacher Support - Expectation (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们会关心我的状况。","My teachers care about how I am doing.",NA,"同意","Agree",6
"jiang_2024_ptsexp","jiang_2024_ptsexp_1","PTSExp2","Perceived Teacher Support - Expectation (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们会关心我的状况。","My teachers care about how I am doing.",NA,"非常同意","Strongly agree",7
"jiang_2024_ptsexp","jiang_2024_ptsexp_1","PTSExp3","Perceived Teacher Support - Expectation (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们会鼓励我学习。","My teachers encourage me to study.",NA,"非常不同意","Strongly disagree",1
"jiang_2024_ptsexp","jiang_2024_ptsexp_1","PTSExp3","Perceived Teacher Support - Expectation (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们会鼓励我学习。","My teachers encourage me to study.",NA,"不同意","Disagree",2
"jiang_2024_ptsexp","jiang_2024_ptsexp_1","PTSExp3","Perceived Teacher Support - Expectation (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们会鼓励我学习。","My teachers encourage me to study.",NA,"有些不同意","Somewhat disagree",3
"jiang_2024_ptsexp","jiang_2024_ptsexp_1","PTSExp3","Perceived Teacher Support - Expectation (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们会鼓励我学习。","My teachers encourage me to study.",NA,"既不同意也不反对","Neither agree nor disagree",4
"jiang_2024_ptsexp","jiang_2024_ptsexp_1","PTSExp3","Perceived Teacher Support - Expectation (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们会鼓励我学习。","My teachers encourage me to study.",NA,"有些同意","Somewhat agree",5
"jiang_2024_ptsexp","jiang_2024_ptsexp_1","PTSExp3","Perceived Teacher Support - Expectation (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们会鼓励我学习。","My teachers encourage me to study.",NA,"同意","Agree",6
"jiang_2024_ptsexp","jiang_2024_ptsexp_1","PTSExp3","Perceived Teacher Support - Expectation (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们会鼓励我学习。","My teachers encourage me to study.",NA,"非常同意","Strongly agree",7
"jiang_2024_ptsexp","jiang_2024_ptsexp_1","PTSExp4","Perceived Teacher Support - Expectation (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们希望我即使毕业后也要继续保持学习状态。","My teachers hope that I will keep on learning even after I graduate.",NA,"非常不同意","Strongly disagree",1
"jiang_2024_ptsexp","jiang_2024_ptsexp_1","PTSExp4","Perceived Teacher Support - Expectation (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们希望我即使毕业后也要继续保持学习状态。","My teachers hope that I will keep on learning even after I graduate.",NA,"不同意","Disagree",2
"jiang_2024_ptsexp","jiang_2024_ptsexp_1","PTSExp4","Perceived Teacher Support - Expectation (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们希望我即使毕业后也要继续保持学习状态。","My teachers hope that I will keep on learning even after I graduate.",NA,"有些不同意","Somewhat disagree",3
"jiang_2024_ptsexp","jiang_2024_ptsexp_1","PTSExp4","Perceived Teacher Support - Expectation (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们希望我即使毕业后也要继续保持学习状态。","My teachers hope that I will keep on learning even after I graduate.",NA,"既不同意也不反对","Neither agree nor disagree",4
"jiang_2024_ptsexp","jiang_2024_ptsexp_1","PTSExp4","Perceived Teacher Support - Expectation (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们希望我即使毕业后也要继续保持学习状态。","My teachers hope that I will keep on learning even after I graduate.",NA,"有些同意","Somewhat agree",5
"jiang_2024_ptsexp","jiang_2024_ptsexp_1","PTSExp4","Perceived Teacher Support - Expectation (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们希望我即使毕业后也要继续保持学习状态。","My teachers hope that I will keep on learning even after I graduate.",NA,"同意","Agree",6
"jiang_2024_ptsexp","jiang_2024_ptsexp_1","PTSExp4","Perceived Teacher Support - Expectation (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们希望我即使毕业后也要继续保持学习状态。","My teachers hope that I will keep on learning even after I graduate.",NA,"非常同意","Strongly agree",7
"jiang_2024_ptsexp","jiang_2024_ptsexp_1","PTSExp5","Perceived Teacher Support - Expectation (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们支持我对未来的规划。","My teachers support my plans for the future.",NA,"非常不同意","Strongly disagree",1
"jiang_2024_ptsexp","jiang_2024_ptsexp_1","PTSExp5","Perceived Teacher Support - Expectation (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们支持我对未来的规划。","My teachers support my plans for the future.",NA,"不同意","Disagree",2
"jiang_2024_ptsexp","jiang_2024_ptsexp_1","PTSExp5","Perceived Teacher Support - Expectation (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们支持我对未来的规划。","My teachers support my plans for the future.",NA,"有些不同意","Somewhat disagree",3
"jiang_2024_ptsexp","jiang_2024_ptsexp_1","PTSExp5","Perceived Teacher Support - Expectation (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们支持我对未来的规划。","My teachers support my plans for the future.",NA,"既不同意也不反对","Neither agree nor disagree",4
"jiang_2024_ptsexp","jiang_2024_ptsexp_1","PTSExp5","Perceived Teacher Support - Expectation (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们支持我对未来的规划。","My teachers support my plans for the future.",NA,"有些同意","Somewhat agree",5
"jiang_2024_ptsexp","jiang_2024_ptsexp_1","PTSExp5","Perceived Teacher Support - Expectation (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们支持我对未来的规划。","My teachers support my plans for the future.",NA,"同意","Agree",6
"jiang_2024_ptsexp","jiang_2024_ptsexp_1","PTSExp5","Perceived Teacher Support - Expectation (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们支持我对未来的规划。","My teachers support my plans for the future.",NA,"非常同意","Strongly agree",7
