"table","section_id","item","item_text","correct_response","section_prompt","instrument","instructions","option_text","resp"
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv3","Arts and humanities",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike a Little",3
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv3","Arts and humanities",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Neither like nor dislike",4
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv3","Arts and humanities",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like a Little",5
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv3","Arts and humanities",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Moderately",6
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv3","Arts and humanities",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Strongly",7
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv4","Business and economy",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Strongly",1
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv4","Business and economy",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Moderately",2
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv4","Business and economy",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike a Little",3
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv4","Business and economy",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Neither like nor dislike",4
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv4","Business and economy",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like a Little",5
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv4","Business and economy",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Moderately",6
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv4","Business and economy",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Strongly",7
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv5","Children",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Strongly",1
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv5","Children",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Moderately",2
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv5","Children",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike a Little",3
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv5","Children",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Neither like nor dislike",4
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv5","Children",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like a Little",5
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv5","Children",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Moderately",6
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv5","Children",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Strongly",7
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv6","Comedies",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Strongly",1
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv6","Comedies",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Moderately",2
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv6","Comedies",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike a Little",3
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv6","Comedies",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Neither like nor dislike",4
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv6","Comedies",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like a Little",5
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv6","Comedies",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Moderately",6
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv6","Comedies",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Strongly",7
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv7","Cop shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Strongly",1
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv7","Cop shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Moderately",2
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv7","Cop shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike a Little",3
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv7","Cop shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Neither like nor dislike",4
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv7","Cop shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like a Little",5
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv7","Cop shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Moderately",6
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv7","Cop shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Strongly",7
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv8","Day time talk shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Strongly",1
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv8","Day time talk shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Moderately",2
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv8","Day time talk shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike a Little",3
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv8","Day time talk shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Neither like nor dislike",4
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv8","Day time talk shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like a Little",5
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv8","Day time talk shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Moderately",6
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv8","Day time talk shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Strongly",7
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv9","Dramas",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Strongly",1
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv9","Dramas",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Moderately",2
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv9","Dramas",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike a Little",3
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv9","Dramas",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Neither like nor dislike",4
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv9","Dramas",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like a Little",5
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv9","Dramas",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Moderately",6
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv9","Dramas",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Strongly",7
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv10","Educational",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Strongly",1
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv10","Educational",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Moderately",2
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv10","Educational",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike a Little",3
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv10","Educational",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Neither like nor dislike",4
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv10","Educational",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like a Little",5
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv10","Educational",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Moderately",6
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv10","Educational",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Strongly",7
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv11","Game shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Strongly",1
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv11","Game shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Moderately",2
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv11","Game shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike a Little",3
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv11","Game shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Neither like nor dislike",4
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv11","Game shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like a Little",5
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv11","Game shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Moderately",6
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv11","Game shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Strongly",7
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv12","Home improvement",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Strongly",1
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv12","Home improvement",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Moderately",2
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv12","Home improvement",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike a Little",3
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv12","Home improvement",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Neither like nor dislike",4
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv12","Home improvement",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like a Little",5
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv12","Home improvement",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Moderately",6
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv12","Home improvement",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Strongly",7
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv13","Health",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Strongly",1
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv13","Health",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Moderately",2
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv13","Health",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike a Little",3
