"id","item","resp","cov_gender","cov_individualism","cov_powerdistance","cov_hdi","cov_year","cov_age","cov_country"
3554,korean_big5_faults,5,Female,18,60,0.925,2021,19,South Korea
3625,korean_big5_faults,7,Female,18,60,0.925,2021,19,South Korea
3625,korean_big5_trustworthy,3,Female,18,60,0.925,2021,19,South Korea
3625,korean_big5_sociable,6,Female,18,60,0.925,2021,19,South Korea
3625,korean_big5_imaginative,4,Female,18,60,0.925,2021,19,South Korea
3625,korean_big5_nervous,7,Female,18,60,0.925,2021,19,South Korea
3625,korean_big5_lazy,2,Female,18,60,0.925,2021,19,South Korea
3625,korean_big5_conservative,4,Female,18,60,0.925,2021,19,South Korea
3625,korean_big5_laidback,1,Female,18,60,0.925,2021,19,South Korea
3625,korean_big5_thorough,5,Female,18,60,0.925,2021,19,South Korea
3631,korean_big5_sociable,3,Female,18,60,0.925,2021,19,South Korea
3631,korean_big5_thorough,5,Female,18,60,0.925,2021,19,South Korea
3631,korean_big5_nervous,4,Female,18,60,0.925,2021,19,South Korea
3631,korean_big5_conservative,4,Female,18,60,0.925,2021,19,South Korea
3631,korean_big5_laidback,5,Female,18,60,0.925,2021,19,South Korea
3631,korean_big5_trustworthy,5,Female,18,60,0.925,2021,19,South Korea
3631,korean_big5_imaginative,4,Female,18,60,0.925,2021,19,South Korea
3631,korean_big5_faults,3,Female,18,60,0.925,2021,19,South Korea
3631,korean_big5_lazy,6,Female,18,60,0.925,2021,19,South Korea
3675,korean_big5_faults,2,Female,18,60,0.925,2021,19,South Korea
3675,korean_big5_conservative,3,Female,18,60,0.925,2021,19,South Korea
3675,korean_big5_thorough,6,Female,18,60,0.925,2021,19,South Korea
3675,korean_big5_imaginative,5,Female,18,60,0.925,2021,19,South Korea
3675,korean_big5_lazy,3,Female,18,60,0.925,2021,19,South Korea
3675,korean_big5_nervous,2,Female,18,60,0.925,2021,19,South Korea
3675,korean_big5_laidback,3,Female,18,60,0.925,2021,19,South Korea
3675,korean_big5_sociable,6,Female,18,60,0.925,2021,19,South Korea
3675,korean_big5_trustworthy,5,Female,18,60,0.925,2021,19,South Korea
3417,korean_big5_faults,5,Male,18,60,0.925,2021,20,South Korea
3417,korean_big5_thorough,5,Male,18,60,0.925,2021,20,South Korea
3417,korean_big5_nervous,5,Male,18,60,0.925,2021,20,South Korea
3417,korean_big5_trustworthy,6,Male,18,60,0.925,2021,20,South Korea
3417,korean_big5_conservative,3,Male,18,60,0.925,2021,20,South Korea
3417,korean_big5_imaginative,5,Male,18,60,0.925,2021,20,South Korea
3417,korean_big5_laidback,7,Male,18,60,0.925,2021,20,South Korea
3417,korean_big5_lazy,1,Male,18,60,0.925,2021,20,South Korea
3417,korean_big5_sociable,6,Male,18,60,0.925,2021,20,South Korea
3509,korean_big5_imaginative,5,Female,18,60,0.925,2021,20,South Korea
3509,korean_big5_sociable,7,Female,18,60,0.925,2021,20,South Korea
3509,korean_big5_thorough,7,Female,18,60,0.925,2021,20,South Korea
3509,korean_big5_conservative,2,Female,18,60,0.925,2021,20,South Korea
3509,korean_big5_faults,4,Female,18,60,0.925,2021,20,South Korea
3509,korean_big5_lazy,6,Female,18,60,0.925,2021,20,South Korea
3509,korean_big5_nervous,4,Female,18,60,0.925,2021,20,South Korea
3509,korean_big5_trustworthy,5,Female,18,60,0.925,2021,20,South Korea
3509,korean_big5_laidback,5,Female,18,60,0.925,2021,20,South Korea
3584,korean_big5_conservative,2,Female,18,60,0.925,2021,20,South Korea
3584,korean_big5_nervous,4,Female,18,60,0.925,2021,20,South Korea
3584,korean_big5_laidback,2,Female,18,60,0.925,2021,20,South Korea
3584,korean_big5_faults,4,Female,18,60,0.925,2021,20,South Korea
3584,korean_big5_sociable,4,Female,18,60,0.925,2021,20,South Korea
3584,korean_big5_imaginative,3,Female,18,60,0.925,2021,20,South Korea
3584,korean_big5_thorough,3,Female,18,60,0.925,2021,20,South Korea
3584,korean_big5_trustworthy,2,Female,18,60,0.925,2021,20,South Korea
3584,korean_big5_lazy,3,Female,18,60,0.925,2021,20,South Korea
3591,korean_big5_faults,1,Female,18,60,0.925,2021,20,South Korea
3591,korean_big5_lazy,1,Female,18,60,0.925,2021,20,South Korea
3591,korean_big5_conservative,1,Female,18,60,0.925,2021,20,South Korea
3591,korean_big5_laidback,3,Female,18,60,0.925,2021,20,South Korea
3591,korean_big5_imaginative,6,Female,18,60,0.925,2021,20,South Korea
3591,korean_big5_sociable,4,Female,18,60,0.925,2021,20,South Korea
3591,korean_big5_trustworthy,3,Female,18,60,0.925,2021,20,South Korea
3591,korean_big5_thorough,7,Female,18,60,0.925,2021,20,South Korea
3591,korean_big5_nervous,2,Female,18,60,0.925,2021,20,South Korea
3613,korean_big5_sociable,3,Male,18,60,0.925,2021,20,South Korea
3613,korean_big5_laidback,7,Male,18,60,0.925,2021,20,South Korea
3613,korean_big5_trustworthy,6,Male,18,60,0.925,2021,20,South Korea
3613,korean_big5_nervous,1,Male,18,60,0.925,2021,20,South Korea
3613,korean_big5_faults,1,Male,18,60,0.925,2021,20,South Korea
3613,korean_big5_imaginative,4,Male,18,60,0.925,2021,20,South Korea
3613,korean_big5_lazy,4,Male,18,60,0.925,2021,20,South Korea
3613,korean_big5_conservative,3,Male,18,60,0.925,2021,20,South Korea
3613,korean_big5_thorough,6,Male,18,60,0.925,2021,20,South Korea
3620,korean_big5_imaginative,6,Female,18,60,0.925,2021,20,South Korea
3620,korean_big5_nervous,4,Female,18,60,0.925,2021,20,South Korea
3620,korean_big5_lazy,5,Female,18,60,0.925,2021,20,South Korea
3620,korean_big5_conservative,2,Female,18,60,0.925,2021,20,South Korea
3620,korean_big5_sociable,5,Female,18,60,0.925,2021,20,South Korea
3620,korean_big5_trustworthy,4,Female,18,60,0.925,2021,20,South Korea
3620,korean_big5_faults,6,Female,18,60,0.925,2021,20,South Korea
3620,korean_big5_thorough,5,Female,18,60,0.925,2021,20,South Korea
3620,korean_big5_laidback,5,Female,18,60,0.925,2021,20,South Korea
3646,korean_big5_lazy,1,Female,18,60,0.925,2021,20,South Korea
3646,korean_big5_laidback,3,Female,18,60,0.925,2021,20,South Korea
3646,korean_big5_thorough,7,Female,18,60,0.925,2021,20,South Korea
3646,korean_big5_imaginative,5,Female,18,60,0.925,2021,20,South Korea
3646,korean_big5_conservative,5,Female,18,60,0.925,2021,20,South Korea
3646,korean_big5_sociable,5,Female,18,60,0.925,2021,20,South Korea
3646,korean_big5_nervous,5,Female,18,60,0.925,2021,20,South Korea
3646,korean_big5_trustworthy,5,Female,18,60,0.925,2021,20,South Korea
3646,korean_big5_faults,5,Female,18,60,0.925,2021,20,South Korea
3441,korean_big5_nervous,7,Female,18,60,0.925,2021,21,South Korea
3441,korean_big5_sociable,2,Female,18,60,0.925,2021,21,South Korea
3441,korean_big5_thorough,6,Female,18,60,0.925,2021,21,South Korea
3441,korean_big5_laidback,2,Female,18,60,0.925,2021,21,South Korea
3441,korean_big5_trustworthy,6,Female,18,60,0.925,2021,21,South Korea
3441,korean_big5_imaginative,3,Female,18,60,0.925,2021,21,South Korea
3441,korean_big5_conservative,6,Female,18,60,0.925,2021,21,South Korea
3441,korean_big5_lazy,2,Female,18,60,0.925,2021,21,South Korea
3441,korean_big5_faults,6,Female,18,60,0.925,2021,21,South Korea
3444,korean_big5_laidback,7,Female,18,60,0.925,2021,21,South Korea
3444,korean_big5_trustworthy,5,Female,18,60,0.925,2021,21,South Korea
3444,korean_big5_conservative,1,Female,18,60,0.925,2021,21,South Korea
3444,korean_big5_thorough,3,Female,18,60,0.925,2021,21,South Korea
3444,korean_big5_sociable,6,Female,18,60,0.925,2021,21,South Korea
3444,korean_big5_faults,3,Female,18,60,0.925,2021,21,South Korea
3444,korean_big5_imaginative,7,Female,18,60,0.925,2021,21,South Korea
3444,korean_big5_nervous,1,Female,18,60,0.925,2021,21,South Korea
3444,korean_big5_lazy,7,Female,18,60,0.925,2021,21,South Korea
3460,korean_big5_thorough,5,Male,18,60,0.925,2021,21,South Korea
3460,korean_big5_imaginative,4,Male,18,60,0.925,2021,21,South Korea
3460,korean_big5_faults,3,Male,18,60,0.925,2021,21,South Korea
3460,korean_big5_sociable,5,Male,18,60,0.925,2021,21,South Korea
3460,korean_big5_trustworthy,5,Male,18,60,0.925,2021,21,South Korea
3460,korean_big5_lazy,4,Male,18,60,0.925,2021,21,South Korea
3460,korean_big5_nervous,3,Male,18,60,0.925,2021,21,South Korea
3460,korean_big5_conservative,3,Male,18,60,0.925,2021,21,South Korea
3460,korean_big5_laidback,4,Male,18,60,0.925,2021,21,South Korea
3466,korean_big5_trustworthy,4,Male,18,60,0.925,2021,21,South Korea
3466,korean_big5_lazy,4,Male,18,60,0.925,2021,21,South Korea
3466,korean_big5_sociable,3,Male,18,60,0.925,2021,21,South Korea
3466,korean_big5_laidback,4,Male,18,60,0.925,2021,21,South Korea
3466,korean_big5_imaginative,3,Male,18,60,0.925,2021,21,South Korea
3466,korean_big5_thorough,4,Male,18,60,0.925,2021,21,South Korea
3466,korean_big5_conservative,6,Male,18,60,0.925,2021,21,South Korea
3466,korean_big5_faults,3,Male,18,60,0.925,2021,21,South Korea
3466,korean_big5_nervous,2,Male,18,60,0.925,2021,21,South Korea
3469,korean_big5_lazy,5,Male,18,60,0.925,2021,21,South Korea
3469,korean_big5_nervous,5,Male,18,60,0.925,2021,21,South Korea
3469,korean_big5_faults,5,Male,18,60,0.925,2021,21,South Korea
3469,korean_big5_sociable,2,Male,18,60,0.925,2021,21,South Korea
3469,korean_big5_conservative,4,Male,18,60,0.925,2021,21,South Korea
3469,korean_big5_laidback,3,Male,18,60,0.925,2021,21,South Korea
3469,korean_big5_imaginative,3,Male,18,60,0.925,2021,21,South Korea
3469,korean_big5_thorough,3,Male,18,60,0.925,2021,21,South Korea
3469,korean_big5_trustworthy,2,Male,18,60,0.925,2021,21,South Korea
3481,korean_big5_conservative,1,Female,18,60,0.925,2021,21,South Korea
3481,korean_big5_faults,4,Female,18,60,0.925,2021,21,South Korea
3481,korean_big5_nervous,5,Female,18,60,0.925,2021,21,South Korea
3481,korean_big5_trustworthy,5,Female,18,60,0.925,2021,21,South Korea
3481,korean_big5_imaginative,7,Female,18,60,0.925,2021,21,South Korea
3481,korean_big5_laidback,4,Female,18,60,0.925,2021,21,South Korea
3481,korean_big5_thorough,6,Female,18,60,0.925,2021,21,South Korea
3481,korean_big5_sociable,4,Female,18,60,0.925,2021,21,South Korea
3481,korean_big5_lazy,5,Female,18,60,0.925,2021,21,South Korea
3487,korean_big5_trustworthy,5,Female,18,60,0.925,2021,21,South Korea
3487,korean_big5_thorough,4,Female,18,60,0.925,2021,21,South Korea
3487,korean_big5_faults,7,Female,18,60,0.925,2021,21,South Korea
3487,korean_big5_imaginative,4,Female,18,60,0.925,2021,21,South Korea
3487,korean_big5_lazy,5,Female,18,60,0.925,2021,21,South Korea
3487,korean_big5_nervous,7,Female,18,60,0.925,2021,21,South Korea
3487,korean_big5_sociable,5,Female,18,60,0.925,2021,21,South Korea
3487,korean_big5_conservative,2,Female,18,60,0.925,2021,21,South Korea
3487,korean_big5_laidback,5,Female,18,60,0.925,2021,21,South Korea
3519,korean_big5_conservative,2,Female,18,60,0.925,2021,21,South Korea
3519,korean_big5_faults,2,Female,18,60,0.925,2021,21,South Korea
3519,korean_big5_thorough,6,Female,18,60,0.925,2021,21,South Korea
3519,korean_big5_imaginative,2,Female,18,60,0.925,2021,21,South Korea
3519,korean_big5_nervous,4,Female,18,60,0.925,2021,21,South Korea
3519,korean_big5_sociable,5,Female,18,60,0.925,2021,21,South Korea
3519,korean_big5_trustworthy,5,Female,18,60,0.925,2021,21,South Korea
3519,korean_big5_laidback,5,Female,18,60,0.925,2021,21,South Korea
3519,korean_big5_lazy,4,Female,18,60,0.925,2021,21,South Korea
3563,korean_big5_imaginative,4,Male,18,60,0.925,2021,21,South Korea
3563,korean_big5_lazy,3,Male,18,60,0.925,2021,21,South Korea
3563,korean_big5_conservative,4,Male,18,60,0.925,2021,21,South Korea
3563,korean_big5_laidback,4,Male,18,60,0.925,2021,21,South Korea
3563,korean_big5_thorough,5,Male,18,60,0.925,2021,21,South Korea
3563,korean_big5_trustworthy,4,Male,18,60,0.925,2021,21,South Korea
3563,korean_big5_sociable,4,Male,18,60,0.925,2021,21,South Korea
3563,korean_big5_nervous,3,Male,18,60,0.925,2021,21,South Korea
3563,korean_big5_faults,5,Male,18,60,0.925,2021,21,South Korea
3564,korean_big5_sociable,5,Male,18,60,0.925,2021,21,South Korea
3564,korean_big5_lazy,1,Male,18,60,0.925,2021,21,South Korea
3564,korean_big5_laidback,6,Male,18,60,0.925,2021,21,South Korea
3564,korean_big5_nervous,6,Male,18,60,0.925,2021,21,South Korea
3564,korean_big5_thorough,5,Male,18,60,0.925,2021,21,South Korea
3564,korean_big5_conservative,4,Male,18,60,0.925,2021,21,South Korea
3564,korean_big5_trustworthy,6,Male,18,60,0.925,2021,21,South Korea
3564,korean_big5_faults,6,Male,18,60,0.925,2021,21,South Korea
3564,korean_big5_imaginative,6,Male,18,60,0.925,2021,21,South Korea
3574,korean_big5_nervous,2,Female,18,60,0.925,2021,21,South Korea
3574,korean_big5_trustworthy,7,Female,18,60,0.925,2021,21,South Korea
3574,korean_big5_lazy,3,Female,18,60,0.925,2021,21,South Korea
3574,korean_big5_laidback,5,Female,18,60,0.925,2021,21,South Korea
3574,korean_big5_faults,2,Female,18,60,0.925,2021,21,South Korea
3574,korean_big5_conservative,1,Female,18,60,0.925,2021,21,South Korea
3574,korean_big5_sociable,3,Female,18,60,0.925,2021,21,South Korea
3574,korean_big5_imaginative,5,Female,18,60,0.925,2021,21,South Korea
3574,korean_big5_thorough,7,Female,18,60,0.925,2021,21,South Korea
3650,korean_big5_nervous,7,Female,18,60,0.925,2021,21,South Korea
3650,korean_big5_thorough,6,Female,18,60,0.925,2021,21,South Korea
3650,korean_big5_sociable,6,Female,18,60,0.925,2021,21,South Korea
3650,korean_big5_conservative,5,Female,18,60,0.925,2021,21,South Korea
3650,korean_big5_laidback,3,Female,18,60,0.925,2021,21,South Korea
3650,korean_big5_trustworthy,4,Female,18,60,0.925,2021,21,South Korea
3650,korean_big5_faults,4,Female,18,60,0.925,2021,21,South Korea
3650,korean_big5_imaginative,6,Female,18,60,0.925,2021,21,South Korea
3650,korean_big5_lazy,2,Female,18,60,0.925,2021,21,South Korea
3387,korean_big5_nervous,,Female,18,60,0.925,2021,22,South Korea
3387,korean_big5_thorough,,Female,18,60,0.925,2021,22,South Korea
3387,korean_big5_sociable,,Female,18,60,0.925,2021,22,South Korea
3387,korean_big5_trustworthy,,Female,18,60,0.925,2021,22,South Korea
3387,korean_big5_faults,,Female,18,60,0.925,2021,22,South Korea
3387,korean_big5_imaginative,,Female,18,60,0.925,2021,22,South Korea
3387,korean_big5_conservative,,Female,18,60,0.925,2021,22,South Korea
3387,korean_big5_laidback,,Female,18,60,0.925,2021,22,South Korea
3387,korean_big5_lazy,,Female,18,60,0.925,2021,22,South Korea
3403,korean_big5_conservative,,Male,18,60,0.925,2021,22,South Korea
3403,korean_big5_imaginative,,Male,18,60,0.925,2021,22,South Korea
3403,korean_big5_nervous,,Male,18,60,0.925,2021,22,South Korea
3403,korean_big5_trustworthy,,Male,18,60,0.925,2021,22,South Korea
3403,korean_big5_thorough,,Male,18,60,0.925,2021,22,South Korea
3403,korean_big5_faults,,Male,18,60,0.925,2021,22,South Korea
3403,korean_big5_sociable,,Male,18,60,0.925,2021,22,South Korea
3403,korean_big5_lazy,,Male,18,60,0.925,2021,22,South Korea
3403,korean_big5_laidback,,Male,18,60,0.925,2021,22,South Korea
3429,korean_big5_nervous,1,Female,18,60,0.925,2021,22,South Korea
3429,korean_big5_trustworthy,7,Female,18,60,0.925,2021,22,South Korea
3429,korean_big5_sociable,7,Female,18,60,0.925,2021,22,South Korea
3429,korean_big5_imaginative,7,Female,18,60,0.925,2021,22,South Korea
3429,korean_big5_laidback,7,Female,18,60,0.925,2021,22,South Korea
3429,korean_big5_lazy,1,Female,18,60,0.925,2021,22,South Korea
3429,korean_big5_conservative,1,Female,18,60,0.925,2021,22,South Korea
3429,korean_big5_faults,7,Female,18,60,0.925,2021,22,South Korea
3429,korean_big5_thorough,5,Female,18,60,0.925,2021,22,South Korea
3527,korean_big5_thorough,4,Female,18,60,0.925,2021,22,South Korea
3527,korean_big5_trustworthy,4,Female,18,60,0.925,2021,22,South Korea
3527,korean_big5_sociable,1,Female,18,60,0.925,2021,22,South Korea
3527,korean_big5_imaginative,7,Female,18,60,0.925,2021,22,South Korea
3527,korean_big5_faults,1,Female,18,60,0.925,2021,22,South Korea
3527,korean_big5_conservative,1,Female,18,60,0.925,2021,22,South Korea
3527,korean_big5_laidback,4,Female,18,60,0.925,2021,22,South Korea
3527,korean_big5_lazy,4,Female,18,60,0.925,2021,22,South Korea
3527,korean_big5_nervous,3,Female,18,60,0.925,2021,22,South Korea
3537,korean_big5_sociable,6,Male,18,60,0.925,2021,22,South Korea
3537,korean_big5_thorough,7,Male,18,60,0.925,2021,22,South Korea
3537,korean_big5_conservative,1,Male,18,60,0.925,2021,22,South Korea
3537,korean_big5_faults,2,Male,18,60,0.925,2021,22,South Korea
3537,korean_big5_laidback,3,Male,18,60,0.925,2021,22,South Korea
3537,korean_big5_imaginative,4,Male,18,60,0.925,2021,22,South Korea
3537,korean_big5_trustworthy,6,Male,18,60,0.925,2021,22,South Korea
3537,korean_big5_lazy,3,Male,18,60,0.925,2021,22,South Korea
3537,korean_big5_nervous,1,Male,18,60,0.925,2021,22,South Korea
3552,korean_big5_lazy,3,Female,18,60,0.925,2021,22,South Korea
3552,korean_big5_trustworthy,7,Female,18,60,0.925,2021,22,South Korea
3552,korean_big5_laidback,1,Female,18,60,0.925,2021,22,South Korea
3552,korean_big5_imaginative,2,Female,18,60,0.925,2021,22,South Korea
3552,korean_big5_nervous,3,Female,18,60,0.925,2021,22,South Korea
3552,korean_big5_conservative,3,Female,18,60,0.925,2021,22,South Korea
3552,korean_big5_thorough,7,Female,18,60,0.925,2021,22,South Korea
3552,korean_big5_sociable,4,Female,18,60,0.925,2021,22,South Korea
3552,korean_big5_faults,4,Female,18,60,0.925,2021,22,South Korea
3577,korean_big5_nervous,4,Female,18,60,0.925,2021,22,South Korea
3577,korean_big5_imaginative,4,Female,18,60,0.925,2021,22,South Korea
3577,korean_big5_faults,3,Female,18,60,0.925,2021,22,South Korea
3577,korean_big5_sociable,5,Female,18,60,0.925,2021,22,South Korea
3577,korean_big5_lazy,2,Female,18,60,0.925,2021,22,South Korea
3577,korean_big5_conservative,3,Female,18,60,0.925,2021,22,South Korea
3577,korean_big5_thorough,3,Female,18,60,0.925,2021,22,South Korea
3577,korean_big5_trustworthy,5,Female,18,60,0.925,2021,22,South Korea
3577,korean_big5_laidback,3,Female,18,60,0.925,2021,22,South Korea
3598,korean_big5_faults,4,Female,18,60,0.925,2021,22,South Korea
3598,korean_big5_trustworthy,3,Female,18,60,0.925,2021,22,South Korea
3598,korean_big5_thorough,3,Female,18,60,0.925,2021,22,South Korea
3598,korean_big5_sociable,2,Female,18,60,0.925,2021,22,South Korea
3598,korean_big5_conservative,3,Female,18,60,0.925,2021,22,South Korea
3598,korean_big5_imaginative,4,Female,18,60,0.925,2021,22,South Korea
