"table","instrument","instructions","section_id","section_prompt","item","item_text","correct_response","resp","option_text"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_1","Jazz Artists:","FAMJAZ7","Thelonious Monk",NA,1,"Never heard of it"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_1","Jazz Artists:","FAMJAZ7","Thelonious Monk",NA,2,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_1","Jazz Artists:","FAMJAZ7","Thelonious Monk",NA,3,"Somewhat familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_1","Jazz Artists:","FAMJAZ7","Thelonious Monk",NA,4,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_1","Jazz Artists:","FAMJAZ7","Thelonious Monk",NA,5,"Very familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_1","Jazz Artists:","FAMJAZ8","Zeena Parkins",NA,1,"Never heard of it"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_1","Jazz Artists:","FAMJAZ8","Zeena Parkins",NA,2,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_1","Jazz Artists:","FAMJAZ8","Zeena Parkins",NA,3,"Somewhat familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_1","Jazz Artists:","FAMJAZ8","Zeena Parkins",NA,4,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_1","Jazz Artists:","FAMJAZ8","Zeena Parkins",NA,5,"Very familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_1","Jazz Artists:","FAMJAZ9","Stoker Lacey Jazz Quintet",NA,1,"Never heard of it"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_1","Jazz Artists:","FAMJAZ9","Stoker Lacey Jazz Quintet",NA,2,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_1","Jazz Artists:","FAMJAZ9","Stoker Lacey Jazz Quintet",NA,3,"Somewhat familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_1","Jazz Artists:","FAMJAZ9","Stoker Lacey Jazz Quintet",NA,4,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_1","Jazz Artists:","FAMJAZ9","Stoker Lacey Jazz Quintet",NA,5,"Very familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_1","Jazz Artists:","FAMJAZ10","George Shearing",NA,1,"Never heard of it"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_1","Jazz Artists:","FAMJAZ10","George Shearing",NA,2,NA
