"table","instrument","language","instructions","section_id","section_prompt","item","item_text","item_text_translated","correct_response","resp","option_text","option_text_translated"
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc4","The child is unusually forgetful or confused about things they should know, e.g., they may forget the names of friends, teachers, or other important people, loses possessions, or gets easily lost.",NA,NA,1,"SOMEWHAT or SOMETIMES TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc4","The child is unusually forgetful or confused about things they should know, e.g., they may forget the names of friends, teachers, or other important people, loses possessions, or gets easily lost.",NA,NA,2,"VERY TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc5","The child has a very poor sense of time. They lose track of time, may think it is morning when it is actually afternoon, get confused about what day it is, or become confused about when something happened.",NA,NA,0,"NOT TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc5","The child has a very poor sense of time. They lose track of time, may think it is morning when it is actually afternoon, get confused about what day it is, or become confused about when something happened.",NA,NA,1,"SOMEWHAT or SOMETIMES TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc5","The child has a very poor sense of time. They lose track of time, may think it is morning when it is actually afternoon, get confused about what day it is, or become confused about when something happened.",NA,NA,2,"VERY TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc6","The child shows marked day-to-day or even hour-to-hour variations in their skills, knowledge, food preferences, and athletic abilities, e.g., changes in handwriting, memory for previously learned information such as multiplication tables, spelling, use of tools, or artistic ability.",NA,NA,0,"NOT TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc6","The child shows marked day-to-day or even hour-to-hour variations in their skills, knowledge, food preferences, and athletic abilities, e.g., changes in handwriting, memory for previously learned information such as multiplication tables, spelling, use of tools, or artistic ability.",NA,NA,1,"SOMEWHAT or SOMETIMES TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc6","The child shows marked day-to-day or even hour-to-hour variations in their skills, knowledge, food preferences, and athletic abilities, e.g., changes in handwriting, memory for previously learned information such as multiplication tables, spelling, use of tools, or artistic ability.",NA,NA,2,"VERY TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc7","The child shows rapid regressions in age-level behavior, e.g., a twelve-year-old starts to baby talk, sucks their thumb, or draws like a four-year-old.",NA,NA,0,"NOT TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc7","The child shows rapid regressions in age-level behavior, e.g., a twelve-year-old starts to baby talk, sucks their thumb, or draws like a four-year-old.",NA,NA,1,"SOMEWHAT or SOMETIMES TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc7","The child shows rapid regressions in age-level behavior, e.g., a twelve-year-old starts to baby talk, sucks their thumb, or draws like a four-year-old.",NA,NA,2,"VERY TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc8","The child has difficulty learning from experience, e.g., explanations, normal discipline, or punishment do not change their behavior.",NA,NA,0,"NOT TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc8","The child has difficulty learning from experience, e.g., explanations, normal discipline, or punishment do not change their behavior.",NA,NA,1,"SOMEWHAT or SOMETIMES TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc8","The child has difficulty learning from experience, e.g., explanations, normal discipline, or punishment do not change their behavior.",NA,NA,2,"VERY TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc9","The child continues to lie or deny misbehavior despite obvious evidence.",NA,NA,0,"NOT TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc9","The child continues to lie or deny misbehavior despite obvious evidence.",NA,NA,1,"SOMEWHAT or SOMETIMES TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc9","The child continues to lie or deny misbehavior despite obvious evidence.",NA,NA,2,"VERY TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc10","The child refers to themselves in the third person (e.g., as them) when talking about self or sometimes insists on being called by a different name. They may also claim that something that they did actually happened to another person.",NA,NA,0,"NOT TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc10","The child refers to themselves in the third person (e.g., as them) when talking about self or sometimes insists on being called by a different name. They may also claim that something that they did actually happened to another person.",NA,NA,1,"SOMEWHAT or SOMETIMES TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc10","The child refers to themselves in the third person (e.g., as them) when talking about self or sometimes insists on being called by a different name. They may also claim that something that they did actually happened to another person.",NA,NA,2,"VERY TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc11","The child expresses rapidly changing physical complaints such as headache or upset stomach. For example, they may complain of a headache one minute and seem to forget about it the next.",NA,NA,0,"NOT TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc11","The child expresses rapidly changing physical complaints such as headache or upset stomach. For example, they may complain of a headache one minute and seem to forget about it the next.",NA,NA,1,"SOMEWHAT or SOMETIMES TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc11","The child expresses rapidly changing physical complaints such as headache or upset stomach. For example, they may complain of a headache one minute and seem to forget about it the next.",NA,NA,2,"VERY TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc12","The child is unusually sexually precocious and may attempt age-inappropriate sexual behavior with other children or adults.",NA,NA,0,"NOT TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc12","The child is unusually sexually precocious and may attempt age-inappropriate sexual behavior with other children or adults.",NA,NA,1,"SOMEWHAT or SOMETIMES TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc12","The child is unusually sexually precocious and may attempt age-inappropriate sexual behavior with other children or adults.",NA,NA,2,"VERY TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc13","The child suffers from unexplained injuries or may even deliberately self-injure at times.",NA,NA,0,"NOT TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc13","The child suffers from unexplained injuries or may even deliberately self-injure at times.",NA,NA,1,"SOMEWHAT or SOMETIMES TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc13","The child suffers from unexplained injuries or may even deliberately self-injure at times.",NA,NA,2,"VERY TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc14","The child reports hearing voices. The voices may be friendly or angry and may come from ""imaginary companions"" or sound like the voices of parents, friends, or teachers.",NA,NA,0,"NOT TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc14","The child reports hearing voices. The voices may be friendly or angry and may come from ""imaginary companions"" or sound like the voices of parents, friends, or teachers.",NA,NA,1,"SOMEWHAT or SOMETIMES TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc14","The child reports hearing voices. The voices may be friendly or angry and may come from ""imaginary companions"" or sound like the voices of parents, friends, or teachers.",NA,NA,2,"VERY TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc15","The child has a vivid imaginary companion or companions. The child may insist that the imaginary companion(s) is responsible for things that they have done.",NA,NA,0,"NOT TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc15","The child has a vivid imaginary companion or companions. The child may insist that the imaginary companion(s) is responsible for things that they have done.",NA,NA,1,"SOMEWHAT or SOMETIMES TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc15","The child has a vivid imaginary companion or companions. The child may insist that the imaginary companion(s) is responsible for things that they have done.",NA,NA,2,"VERY TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc16","The child has intense outbursts of anger, often without apparent cause, and may display unusual physical strength during these episodes.",NA,NA,0,"NOT TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc16","The child has intense outbursts of anger, often without apparent cause, and may display unusual physical strength during these episodes.",NA,NA,1,"SOMEWHAT or SOMETIMES TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc16","The child has intense outbursts of anger, often without apparent cause, and may display unusual physical strength during these episodes.",NA,NA,2,"VERY TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc17","The child sleepwalks frequently.",NA,NA,0,"NOT TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc17","The child sleepwalks frequently.",NA,NA,1,"SOMEWHAT or SOMETIMES TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc17","The child sleepwalks frequently.",NA,NA,2,"VERY TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc18","The child has unusual nighttime experiences, e.g., may report seeing ""ghosts"" or that things happen at night that they can't account for (e.g., broken toys, unexplained injuries)",NA,NA,0,"NOT TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc18","The child has unusual nighttime experiences, e.g., may report seeing ""ghosts"" or that things happen at night that they can't account for (e.g., broken toys, unexplained injuries)",NA,NA,1,"SOMEWHAT or SOMETIMES TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc18","The child has unusual nighttime experiences, e.g., may report seeing ""ghosts"" or that things happen at night that they can't account for (e.g., broken toys, unexplained injuries)",NA,NA,2,"VERY TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc19","The child frequently talks to themself and may sometimes use a different voice or argue with themselves.",NA,NA,0,"NOT TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc19","The child frequently talks to themself and may sometimes use a different voice or argue with themselves.",NA,NA,1,"SOMEWHAT or SOMETIMES TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc19","The child frequently talks to themself and may sometimes use a different voice or argue with themselves.",NA,NA,2,"VERY TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc20","The child has two or more distinct and separate personalities that take control of the child's behavior.",NA,NA,0,"NOT TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc20","The child has two or more distinct and separate personalities that take control of the child's behavior.",NA,NA,1,"SOMEWHAT or SOMETIMES TRUE",NA
"horiuchi_2024_dissociation","Child Dissociative Checklist (CDC), Version 3","Japanese",NA,"horiuchi_2024_dissociation_1",NA,"dissoc20","The child has two or more distinct and separate personalities that take control of the child's behavior.",NA,NA,2,"VERY TRUE",NA
