"table","section_id","item","instrument","language","instructions","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q3","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護部管理者や看護師長は、看護師やその他のスタッフと協働し、患者の安全を維持するために十分な人材を確保するよう努めている。","Nursing administrators and nurse managers work together with nurses and other staff and strive to secure sufficient personnel to maintain patient safety.",NA,NA,"strongly agree with the statement",5
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q4","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護師やその他のスタッフが自らの価値を実感できるよう、公式な報奨と表彰の仕組みが機能している。","Formal reward and recognition systems function so that nurses and other staff can feel their own worth.",NA,NA,"strongly disagree with the statement",1
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q4","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護師やその他のスタッフが自らの価値を実感できるよう、公式な報奨と表彰の仕組みが機能している。","Formal reward and recognition systems function so that nurses and other staff can feel their own worth.",NA,NA,NA,2
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q4","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護師やその他のスタッフが自らの価値を実感できるよう、公式な報奨と表彰の仕組みが機能している。","Formal reward and recognition systems function so that nurses and other staff can feel their own worth.",NA,NA,NA,3
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q4","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護師やその他のスタッフが自らの価値を実感できるよう、公式な報奨と表彰の仕組みが機能している。","Formal reward and recognition systems function so that nurses and other staff can feel their own worth.",NA,NA,NA,4
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q4","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護師やその他のスタッフが自らの価値を実感できるよう、公式な報奨と表彰の仕組みが機能している。","Formal reward and recognition systems function so that nurses and other staff can feel their own worth.",NA,NA,"strongly agree with the statement",5
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q5","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"大多数の看護師とその他のスタッフは、リーダーシップをとる看護師たち（看護師長、主任看護師、認定看護師、専門看護師など）と良好な人間関係を構築できている。","The great majority of nurses and other staff have been able to build good relationships with the nurses who take leadership roles (nurse managers, chief nurses, certified nurses, certified nurse specialists, etc.).",NA,NA,"strongly disagree with the statement",1
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q5","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"大多数の看護師とその他のスタッフは、リーダーシップをとる看護師たち（看護師長、主任看護師、認定看護師、専門看護師など）と良好な人間関係を構築できている。","The great majority of nurses and other staff have been able to build good relationships with the nurses who take leadership roles (nurse managers, chief nurses, certified nurses, certified nurse specialists, etc.).",NA,NA,NA,2
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q5","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"大多数の看護師とその他のスタッフは、リーダーシップをとる看護師たち（看護師長、主任看護師、認定看護師、専門看護師など）と良好な人間関係を構築できている。","The great majority of nurses and other staff have been able to build good relationships with the nurses who take leadership roles (nurse managers, chief nurses, certified nurses, certified nurse specialists, etc.).",NA,NA,NA,3
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q5","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"大多数の看護師とその他のスタッフは、リーダーシップをとる看護師たち（看護師長、主任看護師、認定看護師、専門看護師など）と良好な人間関係を構築できている。","The great majority of nurses and other staff have been able to build good relationships with the nurses who take leadership roles (nurse managers, chief nurses, certified nurses, certified nurse specialists, etc.).",NA,NA,NA,4
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q5","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"大多数の看護師とその他のスタッフは、リーダーシップをとる看護師たち（看護師長、主任看護師、認定看護師、専門看護師など）と良好な人間関係を構築できている。","The great majority of nurses and other staff have been able to build good relationships with the nurses who take leadership roles (nurse managers, chief nurses, certified nurses, certified nurse specialists, etc.).",NA,NA,"strongly agree with the statement",5
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q6","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護部管理者、看護師長、医師、看護師、その他のスタッフは、言動が一貫するように努めており、「言行一致」されている。","Nursing administrators, nurse managers, physicians, nurses, and other staff strive to be consistent in what they say and do; they “walk the talk”.",NA,NA,"strongly disagree with the statement",1
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q6","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護部管理者、看護師長、医師、看護師、その他のスタッフは、言動が一貫するように努めており、「言行一致」されている。","Nursing administrators, nurse managers, physicians, nurses, and other staff strive to be consistent in what they say and do; they “walk the talk”.",NA,NA,NA,2
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q6","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護部管理者、看護師長、医師、看護師、その他のスタッフは、言動が一貫するように努めており、「言行一致」されている。","Nursing administrators, nurse managers, physicians, nurses, and other staff strive to be consistent in what they say and do; they “walk the talk”.",NA,NA,NA,3
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q6","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護部管理者、看護師長、医師、看護師、その他のスタッフは、言動が一貫するように努めており、「言行一致」されている。","Nursing administrators, nurse managers, physicians, nurses, and other staff strive to be consistent in what they say and do; they “walk the talk”.",NA,NA,NA,4
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q6","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護部管理者、看護師長、医師、看護師、その他のスタッフは、言動が一貫するように努めており、「言行一致」されている。","Nursing administrators, nurse managers, physicians, nurses, and other staff strive to be consistent in what they say and do; they “walk the talk”.",NA,NA,"strongly agree with the statement",5
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q7","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護部管理者、看護師長、医師、看護師、その他のスタッフは、自身らの決定が最も高い質を保てるように、一貫してデータを用いた論理的な意思決定プロセスを踏んでいる。","Nursing administrators, nurse managers, physicians, nurses, and other staff consistently follow a logical decision-making process using data so that their decisions maintain the highest quality.",NA,NA,"strongly disagree with the statement",1
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q7","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護部管理者、看護師長、医師、看護師、その他のスタッフは、自身らの決定が最も高い質を保てるように、一貫してデータを用いた論理的な意思決定プロセスを踏んでいる。","Nursing administrators, nurse managers, physicians, nurses, and other staff consistently follow a logical decision-making process using data so that their decisions maintain the highest quality.",NA,NA,NA,2
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q7","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護部管理者、看護師長、医師、看護師、その他のスタッフは、自身らの決定が最も高い質を保てるように、一貫してデータを用いた論理的な意思決定プロセスを踏んでいる。","Nursing administrators, nurse managers, physicians, nurses, and other staff consistently follow a logical decision-making process using data so that their decisions maintain the highest quality.",NA,NA,NA,3
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q7","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護部管理者、看護師長、医師、看護師、その他のスタッフは、自身らの決定が最も高い質を保てるように、一貫してデータを用いた論理的な意思決定プロセスを踏んでいる。","Nursing administrators, nurse managers, physicians, nurses, and other staff consistently follow a logical decision-making process using data so that their decisions maintain the highest quality.",NA,NA,NA,4
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q7","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護部管理者、看護師長、医師、看護師、その他のスタッフは、自身らの決定が最も高い質を保てるように、一貫してデータを用いた論理的な意思決定プロセスを踏んでいる。","Nursing administrators, nurse managers, physicians, nurses, and other staff consistently follow a logical decision-making process using data so that their decisions maintain the highest quality.",NA,NA,"strongly agree with the statement",5
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q8","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護部管理者と看護師長は、最適な結果が得られるよう看護師と他のスタッフが職場内に適切に混在するように努めている。","Nursing administrators and nurse managers strive for an appropriate mix of nurses and other staff in the workplace so that optimal outcomes are obtained.",NA,NA,"strongly disagree with the statement",1
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q8","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護部管理者と看護師長は、最適な結果が得られるよう看護師と他のスタッフが職場内に適切に混在するように努めている。","Nursing administrators and nurse managers strive for an appropriate mix of nurses and other staff in the workplace so that optimal outcomes are obtained.",NA,NA,NA,2
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q8","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護部管理者と看護師長は、最適な結果が得られるよう看護師と他のスタッフが職場内に適切に混在するように努めている。","Nursing administrators and nurse managers strive for an appropriate mix of nurses and other staff in the workplace so that optimal outcomes are obtained.",NA,NA,NA,3
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q8","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護部管理者と看護師長は、最適な結果が得られるよう看護師と他のスタッフが職場内に適切に混在するように努めている。","Nursing administrators and nurse managers strive for an appropriate mix of nurses and other staff in the workplace so that optimal outcomes are obtained.",NA,NA,NA,4
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q8","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護部管理者と看護師長は、最適な結果が得られるよう看護師と他のスタッフが職場内に適切に混在するように努めている。","Nursing administrators and nurse managers strive for an appropriate mix of nurses and other staff in the workplace so that optimal outcomes are obtained.",NA,NA,"strongly agree with the statement",5
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q9","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護部管理者、看護師長、医者、看護師、そしてその他のスタッフメンバーは、誰かが良い仕事をやり遂げたときには、称賛し、みんなに知らせている。","Nursing administrators, nurse managers, physicians, nurses, and other staff members praise someone when they have done a good job and let everyone know about it.",NA,NA,"strongly disagree with the statement",1
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q9","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護部管理者、看護師長、医者、看護師、そしてその他のスタッフメンバーは、誰かが良い仕事をやり遂げたときには、称賛し、みんなに知らせている。","Nursing administrators, nurse managers, physicians, nurses, and other staff members praise someone when they have done a good job and let everyone know about it.",NA,NA,NA,2
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q9","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護部管理者、看護師長、医者、看護師、そしてその他のスタッフメンバーは、誰かが良い仕事をやり遂げたときには、称賛し、みんなに知らせている。","Nursing administrators, nurse managers, physicians, nurses, and other staff members praise someone when they have done a good job and let everyone know about it.",NA,NA,NA,3
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q9","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護部管理者、看護師長、医者、看護師、そしてその他のスタッフメンバーは、誰かが良い仕事をやり遂げたときには、称賛し、みんなに知らせている。","Nursing administrators, nurse managers, physicians, nurses, and other staff members praise someone when they have done a good job and let everyone know about it.",NA,NA,NA,4
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q9","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護部管理者、看護師長、医者、看護師、そしてその他のスタッフメンバーは、誰かが良い仕事をやり遂げたときには、称賛し、みんなに知らせている。","Nursing administrators, nurse managers, physicians, nurses, and other staff members praise someone when they have done a good job and let everyone know about it.",NA,NA,"strongly agree with the statement",5
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q10","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護師とその他のスタッフは、病院の方針や手順、官僚的な組織体制に対し、影響を及ぼすことができると感じている。","Nurses and other staff feel that they can have an influence on hospital policies and procedures and on the bureaucratic organizational structure.",NA,NA,"strongly disagree with the statement",1
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q10","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護師とその他のスタッフは、病院の方針や手順、官僚的な組織体制に対し、影響を及ぼすことができると感じている。","Nurses and other staff feel that they can have an influence on hospital policies and procedures and on the bureaucratic organizational structure.",NA,NA,NA,2
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q10","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護師とその他のスタッフは、病院の方針や手順、官僚的な組織体制に対し、影響を及ぼすことができると感じている。","Nurses and other staff feel that they can have an influence on hospital policies and procedures and on the bureaucratic organizational structure.",NA,NA,NA,3
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q10","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護師とその他のスタッフは、病院の方針や手順、官僚的な組織体制に対し、影響を及ぼすことができると感じている。","Nurses and other staff feel that they can have an influence on hospital policies and procedures and on the bureaucratic organizational structure.",NA,NA,NA,4
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q10","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護師とその他のスタッフは、病院の方針や手順、官僚的な組織体制に対し、影響を及ぼすことができると感じている。","Nurses and other staff feel that they can have an influence on hospital policies and procedures and on the bureaucratic organizational structure.",NA,NA,"strongly agree with the statement",5
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q11","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"重要な決定を下すときには、適切な部署、専門職、グループが関わっている。","When important decisions are made, the appropriate departments, professions, and groups are involved.",NA,NA,"strongly disagree with the statement",1
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q11","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"重要な決定を下すときには、適切な部署、専門職、グループが関わっている。","When important decisions are made, the appropriate departments, professions, and groups are involved.",NA,NA,NA,2
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q11","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"重要な決定を下すときには、適切な部署、専門職、グループが関わっている。","When important decisions are made, the appropriate departments, professions, and groups are involved.",NA,NA,NA,3
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q11","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"重要な決定を下すときには、適切な部署、専門職、グループが関わっている。","When important decisions are made, the appropriate departments, professions, and groups are involved.",NA,NA,NA,4
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q11","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"重要な決定を下すときには、適切な部署、専門職、グループが関わっている。","When important decisions are made, the appropriate departments, professions, and groups are involved.",NA,NA,"strongly agree with the statement",5
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q12","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"患者とその家族のケアに関する優先順位の高いものや必須事項に時間をかけられるように、看護師とその他のスタッフへのサポートが提供されている。","Support is provided to nurses and other staff so that they can spend time on the high-priority and essential matters relating to the care of patients and their families.",NA,NA,"strongly disagree with the statement",1
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q12","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"患者とその家族のケアに関する優先順位の高いものや必須事項に時間をかけられるように、看護師とその他のスタッフへのサポートが提供されている。","Support is provided to nurses and other staff so that they can spend time on the high-priority and essential matters relating to the care of patients and their families.",NA,NA,NA,2
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q12","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"患者とその家族のケアに関する優先順位の高いものや必須事項に時間をかけられるように、看護師とその他のスタッフへのサポートが提供されている。","Support is provided to nurses and other staff so that they can spend time on the high-priority and essential matters relating to the care of patients and their families.",NA,NA,NA,3
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q12","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"患者とその家族のケアに関する優先順位の高いものや必須事項に時間をかけられるように、看護師とその他のスタッフへのサポートが提供されている。","Support is provided to nurses and other staff so that they can spend time on the high-priority and essential matters relating to the care of patients and their families.",NA,NA,NA,4
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q12","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"患者とその家族のケアに関する優先順位の高いものや必須事項に時間をかけられるように、看護師とその他のスタッフへのサポートが提供されている。","Support is provided to nurses and other staff so that they can spend time on the high-priority and essential matters relating to the care of patients and their families.",NA,NA,"strongly agree with the statement",5
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q13","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"リーダーシップをとる看護師たち（看護師長、主任看護師、認定看護師、専門看護師など）は、ケアに求められていることと、ケアで生じるチームダイナミクスを理解していることを行動で示し、この知識をより良い仕事環境作りに活かしている。","The nurses who take leadership roles (nurse managers, chief nurses, certified nurses, certified nurse specialists, etc.) demonstrate through their actions that they understand what care requires and the team dynamics that arise in care, and they make use of this knowledge to create a better work environment.",NA,NA,"strongly disagree with the statement",1
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q13","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"リーダーシップをとる看護師たち（看護師長、主任看護師、認定看護師、専門看護師など）は、ケアに求められていることと、ケアで生じるチームダイナミクスを理解していることを行動で示し、この知識をより良い仕事環境作りに活かしている。","The nurses who take leadership roles (nurse managers, chief nurses, certified nurses, certified nurse specialists, etc.) demonstrate through their actions that they understand what care requires and the team dynamics that arise in care, and they make use of this knowledge to create a better work environment.",NA,NA,NA,2
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q13","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"リーダーシップをとる看護師たち（看護師長、主任看護師、認定看護師、専門看護師など）は、ケアに求められていることと、ケアで生じるチームダイナミクスを理解していることを行動で示し、この知識をより良い仕事環境作りに活かしている。","The nurses who take leadership roles (nurse managers, chief nurses, certified nurses, certified nurse specialists, etc.) demonstrate through their actions that they understand what care requires and the team dynamics that arise in care, and they make use of this knowledge to create a better work environment.",NA,NA,NA,3
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q13","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"リーダーシップをとる看護師たち（看護師長、主任看護師、認定看護師、専門看護師など）は、ケアに求められていることと、ケアで生じるチームダイナミクスを理解していることを行動で示し、この知識をより良い仕事環境作りに活かしている。","The nurses who take leadership roles (nurse managers, chief nurses, certified nurses, certified nurse specialists, etc.) demonstrate through their actions that they understand what care requires and the team dynamics that arise in care, and they make use of this knowledge to create a better work environment.",NA,NA,NA,4
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q13","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"リーダーシップをとる看護師たち（看護師長、主任看護師、認定看護師、専門看護師など）は、ケアに求められていることと、ケアで生じるチームダイナミクスを理解していることを行動で示し、この知識をより良い仕事環境作りに活かしている。","The nurses who take leadership roles (nurse managers, chief nurses, certified nurses, certified nurse specialists, etc.) demonstrate through their actions that they understand what care requires and the team dynamics that arise in care, and they make use of this knowledge to create a better work environment.",NA,NA,"strongly agree with the statement",5
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q14","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護部管理者、看護師長、医師、看護師、その他のスタッフは、いかなる場合であっても相手を尊重しない態度や不適切な扱いを認めない。もし、無礼な態度を見聞きした場合は、個人の役割や職位に関わらず責任を課す。","Nursing administrators, nurse managers, physicians, nurses, and other staff do not accept disrespectful attitudes or inappropriate treatment under any circumstances. If they see or hear discourteous behavior, they hold the person accountable regardless of that person’s role or position.",NA,NA,"strongly disagree with the statement",1
"kitayama_2022_hweat","kitayama_2022_hweat_1","Q14","Japanese version of the Healthy Work Environment Assessment Tool (HWE-AT-J)","Japanese",NA,NA,"看護部管理者、看護師長、医師、看護師、その他のスタッフは、いかなる場合であっても相手を尊重しない態度や不適切な扱いを認めない。もし、無礼な態度を見聞きした場合は、個人の役割や職位に関わらず責任を課す。","Nursing administrators, nurse managers, physicians, nurses, and other staff do not accept disrespectful attitudes or inappropriate treatment under any circumstances. If they see or hear discourteous behavior, they hold the person accountable regardless of that person’s role or position.",NA,NA,NA,2
