"table","section_id","item","instrument","language","instructions","instructions_translated","section_prompt","section_prompt_translated","item_text","item_text_translated","correct_response","resp","option_text","option_text_translated"
"PMT_Trzcinska_2023_PMT","PMT_Trzcinska_2023_PMT_1","ONE8szUBR_PLAC","Pictorial Materialism Test (PMT)","Polish","[girls' form] PRZYKŁAD: Ta dziewczynka bawi się na placu zabaw, a tej dziewczynce mama czyta bajkę. Która dziewczynka jest bardziej szczęśliwa? [boys' form] PRZYKŁAD: Ten chłopiec bawi się na placu zabaw, a temu chłopcu mama czyta bajkę. Który chłopiec jest bardziej szczęśliwy?","[girls' form] [EXAMPLE] This girl plays on the playground and this girl's mother reads her a story. Which girl is happier? [boys' form] [EXAMPLE] This boy plays on the playground and this boy's mother reads him a story. Which boy is happier?",NA,NA,"[girls' form] Ta dziewczynka ma ładne ubrania a ta dziewczynka bawi się na placu zabaw. Która dziewczynka jest bardziej szczęśliwa? [boys' form] Ten chłopiec ma ładne ubrania a ten chłopiec bawi się na placu zabaw. Który chłopiec jest bardziej szczęśliwy?","[girls' form] This girl has nice clothes and this girl plays on the playground. Which girl is happier? [boys' form] This boy has nice clothes and this boy plays on the playground. Which boy is happier?",NA,1,"[girls' form] Ta dziewczynka ma ładne ubrania [boys' form] Ten chłopiec ma ładne ubrania","[girls' form] This girl has nice clothes [boys' form] This boy has nice clothes"
"PMT_Trzcinska_2023_PMT","PMT_Trzcinska_2023_PMT_1","ONE8szUBR_PLAC","Pictorial Materialism Test (PMT)","Polish","[girls' form] PRZYKŁAD: Ta dziewczynka bawi się na placu zabaw, a tej dziewczynce mama czyta bajkę. Która dziewczynka jest bardziej szczęśliwa? [boys' form] PRZYKŁAD: Ten chłopiec bawi się na placu zabaw, a temu chłopcu mama czyta bajkę. Który chłopiec jest bardziej szczęśliwy?","[girls' form] [EXAMPLE] This girl plays on the playground and this girl's mother reads her a story. Which girl is happier? [boys' form] [EXAMPLE] This boy plays on the playground and this boy's mother reads him a story. Which boy is happier?",NA,NA,"[girls' form] Ta dziewczynka ma ładne ubrania a ta dziewczynka bawi się na placu zabaw. Która dziewczynka jest bardziej szczęśliwa? [boys' form] Ten chłopiec ma ładne ubrania a ten chłopiec bawi się na placu zabaw. Który chłopiec jest bardziej szczęśliwy?","[girls' form] This girl has nice clothes and this girl plays on the playground. Which girl is happier? [boys' form] This boy has nice clothes and this boy plays on the playground. Which boy is happier?",NA,2,"[girls' form] Ta dziewczynka bawi się na placu zabaw [boys' form] Ten chłopiec bawi się na placu zabaw","[girls' form] This girl plays on the playground [boys' form] This boy plays on the playground"
"PMT_Trzcinska_2023_PMT","PMT_Trzcinska_2023_PMT_1","ONE9szZAB_CZYT","Pictorial Materialism Test (PMT)","Polish","[girls' form] PRZYKŁAD: Ta dziewczynka bawi się na placu zabaw, a tej dziewczynce mama czyta bajkę. Która dziewczynka jest bardziej szczęśliwa? [boys' form] PRZYKŁAD: Ten chłopiec bawi się na placu zabaw, a temu chłopcu mama czyta bajkę. Który chłopiec jest bardziej szczęśliwy?","[girls' form] [EXAMPLE] This girl plays on the playground and this girl's mother reads her a story. Which girl is happier? [boys' form] [EXAMPLE] This boy plays on the playground and this boy's mother reads him a story. Which boy is happier?",NA,NA,"[girls' form] Ta dziewczynka ma dużo zabawek a tej dziewczynce mama czyta bajkę. Która dziewczynka jest bardziej szczęśliwa? [boys' form] Ten chłopiec ma dużo zabawek a temu chłopcu mama czyta bajkę. Który chłopiec jest bardziej szczęśliwy?","[girls' form] This girl has a lot of toys and this girl's mother reads her a story. Which girl is happier? [boys' form] This boy has a lot of toys and this boy's mother reads him a story. Which boy is happier?",NA,1,"[girls' form] Ta dziewczynka ma dużo zabawek [boys' form] Ten chłopiec ma dużo zabawek","[girls' form] This girl has a lot of toys [boys' form] This boy has a lot of toys"
"PMT_Trzcinska_2023_PMT","PMT_Trzcinska_2023_PMT_1","ONE9szZAB_CZYT","Pictorial Materialism Test (PMT)","Polish","[girls' form] PRZYKŁAD: Ta dziewczynka bawi się na placu zabaw, a tej dziewczynce mama czyta bajkę. Która dziewczynka jest bardziej szczęśliwa? [boys' form] PRZYKŁAD: Ten chłopiec bawi się na placu zabaw, a temu chłopcu mama czyta bajkę. Który chłopiec jest bardziej szczęśliwy?","[girls' form] [EXAMPLE] This girl plays on the playground and this girl's mother reads her a story. Which girl is happier? [boys' form] [EXAMPLE] This boy plays on the playground and this boy's mother reads him a story. Which boy is happier?",NA,NA,"[girls' form] Ta dziewczynka ma dużo zabawek a tej dziewczynce mama czyta bajkę. Która dziewczynka jest bardziej szczęśliwa? [boys' form] Ten chłopiec ma dużo zabawek a temu chłopcu mama czyta bajkę. Który chłopiec jest bardziej szczęśliwy?","[girls' form] This girl has a lot of toys and this girl's mother reads her a story. Which girl is happier? [boys' form] This boy has a lot of toys and this boy's mother reads him a story. Which boy is happier?",NA,2,"[girls' form] Tej dziewczynce mama czyta bajkę [boys' form] Temu chłopcu mama czyta bajkę","[girls' form] This girl's mother reads her a story [boys' form] This boy's mother reads him a story"
"PMT_Trzcinska_2023_PMT","PMT_Trzcinska_2023_PMT_1","ONE10szKOL_PIEN","Pictorial Materialism Test (PMT)","Polish","[girls' form] PRZYKŁAD: Ta dziewczynka bawi się na placu zabaw, a tej dziewczynce mama czyta bajkę. Która dziewczynka jest bardziej szczęśliwa? [boys' form] PRZYKŁAD: Ten chłopiec bawi się na placu zabaw, a temu chłopcu mama czyta bajkę. Który chłopiec jest bardziej szczęśliwy?","[girls' form] [EXAMPLE] This girl plays on the playground and this girl's mother reads her a story. Which girl is happier? [boys' form] [EXAMPLE] This boy plays on the playground and this boy's mother reads him a story. Which boy is happier?",NA,NA,"[girls' form] Ta dziewczynka ma dużo koleżanek a ta dziewczynka ma dużo pieniędzy. Która dziewczynka jest bardziej szczęśliwa? [boys' form] Ten chłopiec ma dużo kolegów a ten chłopiec ma dużo pieniędzy. Który chłopiec jest bardziej szczęśliwy?","[girls' form] This girl has a lot of friends and this girl has a lot of money. Which girl is happier? [boys' form] This boy has a lot of friends and this boy has a lot of money. Which boy is happier?",NA,1,"[girls' form] Ta dziewczynka ma dużo koleżanek [boys' form] Ten chłopiec ma dużo kolegów","[girls' form] This girl has a lot of friends [boys' form] This boy has a lot of friends"
"PMT_Trzcinska_2023_PMT","PMT_Trzcinska_2023_PMT_1","ONE10szKOL_PIEN","Pictorial Materialism Test (PMT)","Polish","[girls' form] PRZYKŁAD: Ta dziewczynka bawi się na placu zabaw, a tej dziewczynce mama czyta bajkę. Która dziewczynka jest bardziej szczęśliwa? [boys' form] PRZYKŁAD: Ten chłopiec bawi się na placu zabaw, a temu chłopcu mama czyta bajkę. Który chłopiec jest bardziej szczęśliwy?","[girls' form] [EXAMPLE] This girl plays on the playground and this girl's mother reads her a story. Which girl is happier? [boys' form] [EXAMPLE] This boy plays on the playground and this boy's mother reads him a story. Which boy is happier?",NA,NA,"[girls' form] Ta dziewczynka ma dużo koleżanek a ta dziewczynka ma dużo pieniędzy. Która dziewczynka jest bardziej szczęśliwa? [boys' form] Ten chłopiec ma dużo kolegów a ten chłopiec ma dużo pieniędzy. Który chłopiec jest bardziej szczęśliwy?","[girls' form] This girl has a lot of friends and this girl has a lot of money. Which girl is happier? [boys' form] This boy has a lot of friends and this boy has a lot of money. Which boy is happier?",NA,2,"[girls' form] Ta dziewczynka ma dużo pieniędzy [boys' form] Ten chłopiec ma dużo pieniędzy","[girls' form] This girl has a lot of money [boys' form] This boy has a lot of money"
"PMT_Trzcinska_2023_PMT","PMT_Trzcinska_2023_PMT_1","ONE11szPREZ_RYS","Pictorial Materialism Test (PMT)","Polish","[girls' form] PRZYKŁAD: Ta dziewczynka bawi się na placu zabaw, a tej dziewczynce mama czyta bajkę. Która dziewczynka jest bardziej szczęśliwa? [boys' form] PRZYKŁAD: Ten chłopiec bawi się na placu zabaw, a temu chłopcu mama czyta bajkę. Który chłopiec jest bardziej szczęśliwy?","[girls' form] [EXAMPLE] This girl plays on the playground and this girl's mother reads her a story. Which girl is happier? [boys' form] [EXAMPLE] This boy plays on the playground and this boy's mother reads him a story. Which boy is happier?",NA,NA,"[girls' form] Ta dziewczynka dostała prezent a ta dziewczynka ładnie rysuje. Która dziewczynka jest bardziej szczęśliwa? [boys' form] Ten chłopiec dostał prezent a ten chłopiec ładnie rysuje. Który chłopiec jest bardziej szczęśliwy?","[girls' form] This girl got a present and this girl paints beautifully. Which girl is happier? [boys' form] This boy got a present and this boy paints beautifully. Which boy is happier?",NA,1,"[girls' form] Ta dziewczynka dostała prezent [boys' form] Ten chłopiec dostał prezent","[girls' form] This girl got a present [boys' form] This boy got a present"
"PMT_Trzcinska_2023_PMT","PMT_Trzcinska_2023_PMT_1","ONE11szPREZ_RYS","Pictorial Materialism Test (PMT)","Polish","[girls' form] PRZYKŁAD: Ta dziewczynka bawi się na placu zabaw, a tej dziewczynce mama czyta bajkę. Która dziewczynka jest bardziej szczęśliwa? [boys' form] PRZYKŁAD: Ten chłopiec bawi się na placu zabaw, a temu chłopcu mama czyta bajkę. Który chłopiec jest bardziej szczęśliwy?","[girls' form] [EXAMPLE] This girl plays on the playground and this girl's mother reads her a story. Which girl is happier? [boys' form] [EXAMPLE] This boy plays on the playground and this boy's mother reads him a story. Which boy is happier?",NA,NA,"[girls' form] Ta dziewczynka dostała prezent a ta dziewczynka ładnie rysuje. Która dziewczynka jest bardziej szczęśliwa? [boys' form] Ten chłopiec dostał prezent a ten chłopiec ładnie rysuje. Który chłopiec jest bardziej szczęśliwy?","[girls' form] This girl got a present and this girl paints beautifully. Which girl is happier? [boys' form] This boy got a present and this boy paints beautifully. Which boy is happier?",NA,2,"[girls' form] Ta dziewczynka ładnie rysuje [boys' form] Ten chłopiec ładnie rysuje","[girls' form] This girl paints beautifully [boys' form] This boy paints beautifully"
"PMT_Trzcinska_2023_PMT","PMT_Trzcinska_2023_PMT_1","ONE13szPLAC_ZAB","Pictorial Materialism Test (PMT)","Polish","[girls' form] PRZYKŁAD: Ta dziewczynka bawi się na placu zabaw, a tej dziewczynce mama czyta bajkę. Która dziewczynka jest bardziej szczęśliwa? [boys' form] PRZYKŁAD: Ten chłopiec bawi się na placu zabaw, a temu chłopcu mama czyta bajkę. Który chłopiec jest bardziej szczęśliwy?","[girls' form] [EXAMPLE] This girl plays on the playground and this girl's mother reads her a story. Which girl is happier? [boys' form] [EXAMPLE] This boy plays on the playground and this boy's mother reads him a story. Which boy is happier?",NA,NA,"[girls' form] Ta dziewczynka bawi się na placu zabaw a ta dziewczynka ma dużo zabawek. Która dziewczynka jest bardziej szczęśliwa? [boys' form] Ten chłopiec bawi się na placu zabaw a ten chłopiec ma dużo zabawek. Który chłopiec jest bardziej szczęśliwy?","[girls' form] This girl plays on the playground and this girl has a lot of toys. Which girl is happier? [boys' form] This boy plays on the playground and this boy has a lot of toys. Which boy is happier?",NA,1,"[girls' form] Ta dziewczynka bawi się na placu zabaw [boys' form] Ten chłopiec bawi się na placu zabaw","[girls' form] This girl plays on the playground [boys' form] This boy plays on the playground"
"PMT_Trzcinska_2023_PMT","PMT_Trzcinska_2023_PMT_1","ONE13szPLAC_ZAB","Pictorial Materialism Test (PMT)","Polish","[girls' form] PRZYKŁAD: Ta dziewczynka bawi się na placu zabaw, a tej dziewczynce mama czyta bajkę. Która dziewczynka jest bardziej szczęśliwa? [boys' form] PRZYKŁAD: Ten chłopiec bawi się na placu zabaw, a temu chłopcu mama czyta bajkę. Który chłopiec jest bardziej szczęśliwy?","[girls' form] [EXAMPLE] This girl plays on the playground and this girl's mother reads her a story. Which girl is happier? [boys' form] [EXAMPLE] This boy plays on the playground and this boy's mother reads him a story. Which boy is happier?",NA,NA,"[girls' form] Ta dziewczynka bawi się na placu zabaw a ta dziewczynka ma dużo zabawek. Która dziewczynka jest bardziej szczęśliwa? [boys' form] Ten chłopiec bawi się na placu zabaw a ten chłopiec ma dużo zabawek. Który chłopiec jest bardziej szczęśliwy?","[girls' form] This girl plays on the playground and this girl has a lot of toys. Which girl is happier? [boys' form] This boy plays on the playground and this boy has a lot of toys. Which boy is happier?",NA,2,"[girls' form] Ta dziewczynka ma dużo zabawek [boys' form] Ten chłopiec ma dużo zabawek","[girls' form] This girl has a lot of toys [boys' form] This boy has a lot of toys"
"PMT_Trzcinska_2023_PMT","PMT_Trzcinska_2023_PMT_1","ONE14szCZYT_PIEN","Pictorial Materialism Test (PMT)","Polish","[girls' form] PRZYKŁAD: Ta dziewczynka bawi się na placu zabaw, a tej dziewczynce mama czyta bajkę. Która dziewczynka jest bardziej szczęśliwa? [boys' form] PRZYKŁAD: Ten chłopiec bawi się na placu zabaw, a temu chłopcu mama czyta bajkę. Który chłopiec jest bardziej szczęśliwy?","[girls' form] [EXAMPLE] This girl plays on the playground and this girl's mother reads her a story. Which girl is happier? [boys' form] [EXAMPLE] This boy plays on the playground and this boy's mother reads him a story. Which boy is happier?",NA,NA,"[girls' form] Tej dziewczynce mama czyta bajkę a ta dziewczynka ma dużo pieniędzy. Która dziewczynka jest bardziej szczęśliwa? [boys' form] Temu chłopcu mama czyta bajkę a ten chłopiec ma dużo pieniędzy. Który chłopiec jest bardziej szczęśliwy?","[girls' form] This girl's mother reads her a story and this girl has a lot of money. Which girl is happier? [boys' form] This boy's mother reads him a story and this boy has a lot of money. Which boy is happier?",NA,1,"[girls' form] Tej dziewczynce mama czyta bajkę [boys' form] Temu chłopcu mama czyta bajkę","[girls' form] This girl's mother reads her a story [boys' form] This boy's mother reads him a story"
"PMT_Trzcinska_2023_PMT","PMT_Trzcinska_2023_PMT_1","ONE14szCZYT_PIEN","Pictorial Materialism Test (PMT)","Polish","[girls' form] PRZYKŁAD: Ta dziewczynka bawi się na placu zabaw, a tej dziewczynce mama czyta bajkę. Która dziewczynka jest bardziej szczęśliwa? [boys' form] PRZYKŁAD: Ten chłopiec bawi się na placu zabaw, a temu chłopcu mama czyta bajkę. Który chłopiec jest bardziej szczęśliwy?","[girls' form] [EXAMPLE] This girl plays on the playground and this girl's mother reads her a story. Which girl is happier? [boys' form] [EXAMPLE] This boy plays on the playground and this boy's mother reads him a story. Which boy is happier?",NA,NA,"[girls' form] Tej dziewczynce mama czyta bajkę a ta dziewczynka ma dużo pieniędzy. Która dziewczynka jest bardziej szczęśliwa? [boys' form] Temu chłopcu mama czyta bajkę a ten chłopiec ma dużo pieniędzy. Który chłopiec jest bardziej szczęśliwy?","[girls' form] This girl's mother reads her a story and this girl has a lot of money. Which girl is happier? [boys' form] This boy's mother reads him a story and this boy has a lot of money. Which boy is happier?",NA,2,"[girls' form] Ta dziewczynka ma dużo pieniędzy [boys' form] Ten chłopiec ma dużo pieniędzy","[girls' form] This girl has a lot of money [boys' form] This boy has a lot of money"
