"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","approp","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, that is ...",NA,NA,4
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","approp","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, that is ...",NA,"always appropriate",5
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","bi","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will ...",NA,"avoid getting infected with the coronavirus",1
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","bi","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will ...",NA,NA,2
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","bi","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will ...",NA,NA,3
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","bi","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will ...",NA,NA,4
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","bi","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will ...",NA,NA,5
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","bi","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will ...",NA,NA,6
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","bi","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will ...",NA,"get infected with the coronavirus",7
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","bifl","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will ...",NA,"avoid getting infected with the coronavirus",1
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","bifl","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will ...",NA,NA,2
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","bifl","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will ...",NA,NA,3
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","bifl","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will ...",NA,NA,4
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","bifl","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will ...",NA,NA,5
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","bifl","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will ...",NA,NA,6
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","bifl","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will ...",NA,"get infected with the coronavirus",7
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","childfeel","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others when speaking to a child I know, that child will feel ...",NA,"very bad",1
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","childfeel","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others when speaking to a child I know, that child will feel ...",NA,NA,2
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","childfeel","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others when speaking to a child I know, that child will feel ...",NA,NA,3
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","childfeel","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others when speaking to a child I know, that child will feel ...",NA,NA,4
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","childfeel","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others when speaking to a child I know, that child will feel ...",NA,NA,5
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","childfeel","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others when speaking to a child I know, that child will feel ...",NA,NA,6
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","childfeel","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others when speaking to a child I know, that child will feel ...",NA,"very good",7
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","childreject","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others when speaking to a child I know, that child will feel ...",NA,"rejected",1
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","childreject","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others when speaking to a child I know, that child will feel ...",NA,NA,2
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","childreject","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others when speaking to a child I know, that child will feel ...",NA,NA,3
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","childreject","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others when speaking to a child I know, that child will feel ...",NA,NA,4
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","childreject","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others when speaking to a child I know, that child will feel ...",NA,NA,5
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","childreject","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others when speaking to a child I know, that child will feel ...",NA,NA,6
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","childreject","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others when speaking to a child I know, that child will feel ...",NA,"appreciated",7
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","citizen","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will be ...",NA,"a bad citizen",1
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","citizen","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will be ...",NA,NA,2
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","citizen","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will be ...",NA,NA,3
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","citizen","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will be ...",NA,NA,4
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","citizen","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will be ...",NA,NA,5
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","citizen","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will be ...",NA,NA,6
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","citizen","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will be ...",NA,"a good citizen",7
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","contactfam","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will...",NA,"lose contact with my family",1
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","contactfam","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will...",NA,NA,2
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","contactfam","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will...",NA,NA,3
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","contactfam","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will...",NA,NA,4
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","contactfam","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will...",NA,NA,5
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","contactfam","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will...",NA,NA,6
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","contactfam","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will...",NA,"stay in touch with my family",7
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","coward","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will ...",NA,"look brave",1
