"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"peters_2025_ciberlite","peters_2025_ciberlite_1","pninj","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"Most people whose opinions I value would ...",NA,NA,2
"peters_2025_ciberlite","peters_2025_ciberlite_1","pninj","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"Most people whose opinions I value would ...",NA,NA,3
"peters_2025_ciberlite","peters_2025_ciberlite_1","pninj","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"Most people whose opinions I value would ...",NA,NA,4
"peters_2025_ciberlite","peters_2025_ciberlite_1","pninj","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"Most people whose opinions I value would ...",NA,NA,5
"peters_2025_ciberlite","peters_2025_ciberlite_1","pninj","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"Most people whose opinions I value would ...",NA,NA,6
"peters_2025_ciberlite","peters_2025_ciberlite_1","pninj","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"Most people whose opinions I value would ...",NA,"approve of me keeping at least {{distRec}} distance from others",7
"peters_2025_ciberlite","peters_2025_ciberlite_1","pndes","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"How many people like you keep at least {{distRec}} distance from others?",NA,"nobody",1
"peters_2025_ciberlite","peters_2025_ciberlite_1","pndes","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"How many people like you keep at least {{distRec}} distance from others?",NA,NA,2
"peters_2025_ciberlite","peters_2025_ciberlite_1","pndes","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"How many people like you keep at least {{distRec}} distance from others?",NA,NA,3
"peters_2025_ciberlite","peters_2025_ciberlite_1","pndes","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"How many people like you keep at least {{distRec}} distance from others?",NA,NA,4
"peters_2025_ciberlite","peters_2025_ciberlite_1","pndes","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"How many people like you keep at least {{distRec}} distance from others?",NA,"everybody",5
"peters_2025_ciberlite","peters_2025_ciberlite_1","pbccap1","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"I am confident that if I want to, I can keep at least {{distRec}} distance from others.",NA,"no confidence at all",1
"peters_2025_ciberlite","peters_2025_ciberlite_1","pbccap1","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"I am confident that if I want to, I can keep at least {{distRec}} distance from others.",NA,NA,2
"peters_2025_ciberlite","peters_2025_ciberlite_1","pbccap1","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"I am confident that if I want to, I can keep at least {{distRec}} distance from others.",NA,NA,3
"peters_2025_ciberlite","peters_2025_ciberlite_1","pbccap1","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"I am confident that if I want to, I can keep at least {{distRec}} distance from others.",NA,NA,4
"peters_2025_ciberlite","peters_2025_ciberlite_1","pbccap1","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"I am confident that if I want to, I can keep at least {{distRec}} distance from others.",NA,"a lot of confidence",5
"peters_2025_ciberlite","peters_2025_ciberlite_1","pbccap2","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"I am confident that if I want to, I can keep at least {{distRec}} distance from others.",NA,"not confident at all",1
"peters_2025_ciberlite","peters_2025_ciberlite_1","pbccap2","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"I am confident that if I want to, I can keep at least {{distRec}} distance from others.",NA,NA,2
"peters_2025_ciberlite","peters_2025_ciberlite_1","pbccap2","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"I am confident that if I want to, I can keep at least {{distRec}} distance from others.",NA,NA,3
"peters_2025_ciberlite","peters_2025_ciberlite_1","pbccap2","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"I am confident that if I want to, I can keep at least {{distRec}} distance from others.",NA,NA,4
"peters_2025_ciberlite","peters_2025_ciberlite_1","pbccap2","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"I am confident that if I want to, I can keep at least {{distRec}} distance from others.",NA,"very confident",5
"peters_2025_ciberlite","peters_2025_ciberlite_1","pbcaut","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"Whether I keep at least {{distRec}} distance from others is ...",NA,"not up to me",1
"peters_2025_ciberlite","peters_2025_ciberlite_1","pbcaut","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"Whether I keep at least {{distRec}} distance from others is ...",NA,NA,2
"peters_2025_ciberlite","peters_2025_ciberlite_1","pbcaut","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"Whether I keep at least {{distRec}} distance from others is ...",NA,NA,3
"peters_2025_ciberlite","peters_2025_ciberlite_1","pbcaut","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"Whether I keep at least {{distRec}} distance from others is ...",NA,NA,4
"peters_2025_ciberlite","peters_2025_ciberlite_1","pbcaut","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"Whether I keep at least {{distRec}} distance from others is ...",NA,"completely up to me",5
