"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"moon_2023_selfesteem","moon_2023_selfesteem_1","se3","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"I feel unsuccessful",NA,NA,3
"moon_2023_selfesteem","moon_2023_selfesteem_1","se3","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"I feel unsuccessful",NA,"not at all",4
"moon_2023_selfesteem","moon_2023_selfesteem_1","se4","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"I feel that I can do things as other people do",NA,"not at all",1
"moon_2023_selfesteem","moon_2023_selfesteem_1","se4","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"I feel that I can do things as other people do",NA,NA,2
"moon_2023_selfesteem","moon_2023_selfesteem_1","se4","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"I feel that I can do things as other people do",NA,NA,3
"moon_2023_selfesteem","moon_2023_selfesteem_1","se4","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"I feel that I can do things as other people do",NA,"always",4
"moon_2023_selfesteem","moon_2023_selfesteem_1","se5","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"I feel that I do not have many things to be proud of",NA,"always",1
"moon_2023_selfesteem","moon_2023_selfesteem_1","se5","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"I feel that I do not have many things to be proud of",NA,NA,2
"moon_2023_selfesteem","moon_2023_selfesteem_1","se5","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"I feel that I do not have many things to be proud of",NA,NA,3
"moon_2023_selfesteem","moon_2023_selfesteem_1","se5","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"I feel that I do not have many things to be proud of",NA,"not at all",4
"moon_2023_selfesteem","moon_2023_selfesteem_1","se6","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"I have a positive attitude towards myself",NA,"not at all",1
"moon_2023_selfesteem","moon_2023_selfesteem_1","se6","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"I have a positive attitude towards myself",NA,NA,2
"moon_2023_selfesteem","moon_2023_selfesteem_1","se6","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"I have a positive attitude towards myself",NA,NA,3
"moon_2023_selfesteem","moon_2023_selfesteem_1","se6","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"I have a positive attitude towards myself",NA,"always",4
"moon_2023_selfesteem","moon_2023_selfesteem_1","se7","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"Generally, I am pleased with myself",NA,"not at all",1
"moon_2023_selfesteem","moon_2023_selfesteem_1","se7","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"Generally, I am pleased with myself",NA,NA,2
"moon_2023_selfesteem","moon_2023_selfesteem_1","se7","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"Generally, I am pleased with myself",NA,NA,3
"moon_2023_selfesteem","moon_2023_selfesteem_1","se7","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"Generally, I am pleased with myself",NA,"always",4
"moon_2023_selfesteem","moon_2023_selfesteem_1","se8","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"I would like to have more self-respect",NA,"not at all",1
"moon_2023_selfesteem","moon_2023_selfesteem_1","se8","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"I would like to have more self-respect",NA,NA,2
"moon_2023_selfesteem","moon_2023_selfesteem_1","se8","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"I would like to have more self-respect",NA,NA,3
"moon_2023_selfesteem","moon_2023_selfesteem_1","se8","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"I would like to have more self-respect",NA,"always",4
"moon_2023_selfesteem","moon_2023_selfesteem_1","se9","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"Sometimes I feel useless",NA,"always",1
"moon_2023_selfesteem","moon_2023_selfesteem_1","se9","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"Sometimes I feel useless",NA,NA,2
"moon_2023_selfesteem","moon_2023_selfesteem_1","se9","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"Sometimes I feel useless",NA,NA,3
"moon_2023_selfesteem","moon_2023_selfesteem_1","se9","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"Sometimes I feel useless",NA,"not at all",4
"moon_2023_selfesteem","moon_2023_selfesteem_1","se10","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"Sometimes I think I am worthless",NA,"always",1
"moon_2023_selfesteem","moon_2023_selfesteem_1","se10","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"Sometimes I think I am worthless",NA,NA,2
"moon_2023_selfesteem","moon_2023_selfesteem_1","se10","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"Sometimes I think I am worthless",NA,NA,3
"moon_2023_selfesteem","moon_2023_selfesteem_1","se10","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"Sometimes I think I am worthless",NA,"not at all",4
"moon_2023_selfesteem","moon_2023_selfesteem_1","selfesteem11","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"I feel that I need somone to control me",NA,"always",1
"moon_2023_selfesteem","moon_2023_selfesteem_1","selfesteem11","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"I feel that I need somone to control me",NA,NA,2
"moon_2023_selfesteem","moon_2023_selfesteem_1","selfesteem11","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"I feel that I need somone to control me",NA,NA,3
"moon_2023_selfesteem","moon_2023_selfesteem_1","selfesteem11","Self-esteem (Prenatal Psychosocial Profile self-esteem subscale; Curry, Campbell & Christian, 1994; Kim, 2000)","Korean; Vietnamese; Chinese; Filipino; English","Please think of your usual thoughts and choose one of the most similar states and mark O.",NA,"I feel that I need somone to control me",NA,"not at all",4
