journal,issn_l,pmcid,http_status,content_length,n_files,manifest,error
BMC Public Health,1471-2458,PMC11102189,200,,4,12889_2024_18786_Fig2_HTML.gif;12889_2024_18786_Fig1_HTML.gif;12889_2024_18786_Fig2_HTML.jpg;12889_2024_18786_Fig1_HTML.jpg,
BMC Public Health,1471-2458,PMC12121105,200,,3,12889_2025_23304_Article_Equa.gif;12889_2025_23304_Fig1_HTML.gif;12889_2025_23304_Fig1_HTML.jpg,
BMC Public Health,1471-2458,PMC9900554,404,0,0,,
BMC Public Health,1471-2458,PMC12625338,200,,3,12889_2025_24917_Fig1_HTML.jpg;12889_2025_24917_Fig1_HTML.gif;12889_2025_24917_MOESM1_ESM.docx,
BMC Public Health,1471-2458,PMC12273318,200,,15,12889_2025_23683_MOESM1_ESM.docx;12889_2025_23683_Article_Equc.gif;12889_2025_23683_Article_IEq1.gif;12889_2025_23683_Fig1_HTML.gif;12889_2025_23683_Article_Equa.gif;12889_2025_23683_Article_IEq3.gif;12889_2025_23683_Article_Equd.gif;12889_2025_23683_Article_Eque.gif;12889_2025_23683_MOESM2_ESM.docx;12889_2025_23683_Fig2_HTML.jpg;12889_2025_23683_Fig1_HTML.jpg;12889_2025_23683_Article_Equb.gif;12889_2025_23683_Fig2_HTML.gif;12889_2025_23683_Article_IEq2.gif;12889_2025_23683_Article_IEq4.gif,
BMC Public Health,1471-2458,PMC11382525,200,,10,12889_2024_19894_Fig2_HTML.gif;12889_2024_19894_Fig1_HTML.gif;12889_2024_19894_Fig3_HTML.jpg;12889_2024_19894_Fig4_HTML.gif;12889_2024_19894_MOESM1_ESM.docx;12889_2024_19894_Fig4_HTML.jpg;12889_2024_19894_MOESM2_ESM.docx;12889_2024_19894_Fig3_HTML.gif;12889_2024_19894_Fig1_HTML.jpg;12889_2024_19894_Fig2_HTML.jpg,
BMC Public Health,1471-2458,PMC10375644,200,,15,12889_2023_16272_Fig6_HTML.jpg;12889_2023_16272_Fig4_HTML.jpg;12889_2023_16272_Fig5_HTML.jpg;12889_2023_16272_Fig3_HTML.gif;12889_2023_16272_MOESM1_ESM.docx;12889_2023_16272_Fig2_HTML.gif;12889_2023_16272_Fig3_HTML.jpg;12889_2023_16272_Fig7_HTML.gif;12889_2023_16272_Fig6_HTML.gif;12889_2023_16272_Fig1_HTML.jpg;12889_2023_16272_Fig7_HTML.jpg;12889_2023_16272_Fig2_HTML.jpg;12889_2023_16272_Fig4_HTML.gif;12889_2023_16272_Fig5_HTML.gif;12889_2023_16272_Fig1_HTML.gif,
BMC Public Health,1471-2458,PMC10763378,200,,15,12889_2023_17323_MOESM2_ESM.docx;12889_2023_17323_Fig3_HTML.jpg;12889_2023_17323_MOESM3_ESM.docx;12889_2023_17323_Fig5_HTML.gif;12889_2023_17323_Fig5_HTML.jpg;12889_2023_17323_MOESM5_ESM.docx;12889_2023_17323_Fig1_HTML.jpg;12889_2023_17323_MOESM1_ESM.docx;12889_2023_17323_Fig4_HTML.jpg;12889_2023_17323_Fig2_HTML.jpg;12889_2023_17323_MOESM4_ESM.docx;12889_2023_17323_Fig1_HTML.gif;12889_2023_17323_Fig2_HTML.gif;12889_2023_17323_Fig4_HTML.gif;12889_2023_17323_Fig3_HTML.gif,
BMC Public Health,1471-2458,PMC11895141,200,,14,12889_2025_22094_Fig6_HTML.gif;12889_2025_22094_Fig4_HTML.gif;12889_2025_22094_Fig5_HTML.jpg;12889_2025_22094_Fig4_HTML.jpg;12889_2025_22094_MOESM2_ESM.pdf;12889_2025_22094_Fig6_HTML.jpg;12889_2025_22094_Fig5_HTML.gif;12889_2025_22094_Fig2_HTML.jpg;12889_2025_22094_Fig1_HTML.gif;12889_2025_22094_Fig3_HTML.jpg;12889_2025_22094_MOESM1_ESM.docx;12889_2025_22094_Fig2_HTML.gif;12889_2025_22094_Fig3_HTML.gif;12889_2025_22094_Fig1_HTML.jpg,
BMC Public Health,1471-2458,PMC11325596,200,,10,12889_2024_19744_Fig4_HTML.jpg;12889_2024_19744_Fig2_HTML.jpg;12889_2024_19744_Fig3_HTML.jpg;12889_2024_19744_Fig1_HTML.gif;12889_2024_19744_Fig4_HTML.gif;12889_2024_19744_MOESM2_ESM.csv;12889_2024_19744_MOESM1_ESM.docx;12889_2024_19744_Fig2_HTML.gif;12889_2024_19744_Fig1_HTML.jpg;12889_2024_19744_Fig3_HTML.gif,
BMC Public Health,1471-2458,PMC12150507,200,,3,12889_2025_23380_MOESM1_ESM.docx;12889_2025_23380_Fig1_HTML.gif;12889_2025_23380_Fig1_HTML.jpg,
BMC Public Health,1471-2458,PMC10071681,200,,7,12889_2023_15532_Fig2_HTML.gif;12889_2023_15532_Fig1_HTML.jpg;12889_2023_15532_Fig1_HTML.gif;12889_2023_15532_Article_Equ2.gif;12889_2023_15532_Article_Equ1.gif;12889_2023_15532_MOESM1_ESM.docx;12889_2023_15532_Fig2_HTML.jpg,
BMC Public Health,1471-2458,PMC11144316,200,,3,12889_2024_18882_Fig1_HTML.jpg;12889_2024_18882_Fig1_HTML.gif;12889_2024_18882_MOESM1_ESM.docx,
BMC Public Health,1471-2458,PMC10986103,200,,6,12889_2024_18425_Fig1_HTML.gif;12889_2024_18425_Fig2_HTML.gif;12889_2024_18425_Fig2_HTML.jpg;12889_2024_18425_Fig3_HTML.gif;12889_2024_18425_Fig1_HTML.jpg;12889_2024_18425_Fig3_HTML.jpg,
BMC Public Health,1471-2458,PMC9841683,404,0,0,,
BMC Public Health,1471-2458,PMC10840213,200,,11,12889_2024_17897_MOESM5_ESM.docx;12889_2024_17897_Fig2_HTML.gif;12889_2024_17897_MOESM2_ESM.docx;12889_2024_17897_MOESM1_ESM.docx;12889_2024_17897_Fig2_HTML.jpg;12889_2024_17897_Fig1_HTML.gif;12889_2024_17897_MOESM3_ESM.docx;12889_2024_17897_Fig3_HTML.jpg;12889_2024_17897_Fig1_HTML.jpg;12889_2024_17897_MOESM4_ESM.docx;12889_2024_17897_Fig3_HTML.gif,
BMC Public Health,1471-2458,PMC10631143,200,,11,12889_2023_17100_Fig2_HTML.jpg;12889_2023_17100_Fig2_HTML.gif;12889_2023_17100_Fig3_HTML.jpg;12889_2023_17100_Fig5_HTML.jpg;12889_2023_17100_Fig4_HTML.gif;12889_2023_17100_Fig1_HTML.jpg;12889_2023_17100_Fig3_HTML.gif;12889_2023_17100_Article_Equ1.gif;12889_2023_17100_Fig1_HTML.gif;12889_2023_17100_Fig5_HTML.gif;12889_2023_17100_Fig4_HTML.jpg,
BMC Public Health,1471-2458,PMC11721322,200,,15,12889_2024_21245_Fig5_HTML.gif;12889_2024_21245_Fig1_HTML.gif;12889_2024_21245_Fig2_HTML.gif;12889_2024_21245_Fig3_HTML.jpg;12889_2024_21245_Fig4_HTML.jpg;12889_2024_21245_Fig4_HTML.gif;12889_2024_21245_MOESM1_ESM.docx;12889_2024_21245_Fig7_HTML.gif;12889_2024_21245_Fig7_HTML.jpg;12889_2024_21245_Fig2_HTML.jpg;12889_2024_21245_Fig3_HTML.gif;12889_2024_21245_Fig5_HTML.jpg;12889_2024_21245_Fig1_HTML.jpg;12889_2024_21245_Fig6_HTML.gif;12889_2024_21245_Fig6_HTML.jpg,
BMC Public Health,1471-2458,PMC10936087,404,0,0,,
BMC Public Health,1471-2458,PMC10116779,200,,2,12889_2023_15592_MOESM1_ESM.docx;12889_2023_15592_Article_Equa.gif,
BMC Public Health,1471-2458,PMC12512475,200,,7,12889_2025_24699_Fig2_HTML.gif;12889_2025_24699_Fig2_HTML.jpg;12889_2025_24699_Fig1_HTML.gif;12889_2025_24699_Fig3_HTML.gif;12889_2025_24699_Fig3_HTML.jpg;12889_2025_24699_MOESM1_ESM.docx;12889_2025_24699_Fig1_HTML.jpg,
BMC Public Health,1471-2458,PMC12817408,200,,13,12889_2025_25894_Fig6_HTML.jpg;12889_2025_25894_Fig3_HTML.jpg;12889_2025_25894_Fig2_HTML.gif;12889_2025_25894_Fig5_HTML.gif;12889_2025_25894_Fig4_HTML.jpg;12889_2025_25894_Fig2_HTML.jpg;12889_2025_25894_MOESM1_ESM.docx;12889_2025_25894_Fig6_HTML.gif;12889_2025_25894_Fig3_HTML.gif;12889_2025_25894_Fig1_HTML.gif;12889_2025_25894_Fig5_HTML.jpg;12889_2025_25894_Fig4_HTML.gif;12889_2025_25894_Fig1_HTML.jpg,
BMC Public Health,1471-2458,PMC10699064,200,,1,12889_2023_17398_MOESM1_ESM.docx,
BMC Public Health,1471-2458,PMC11998159,200,,1,12889_2025_22615_MOESM1_ESM.docx,
BMC Public Health,1471-2458,PMC10863149,200,,7,12889_2024_17707_Fig2_HTML.jpg;12889_2024_17707_Fig2_HTML.gif;12889_2024_17707_Fig1_HTML.gif;12889_2024_17707_Fig3_HTML.jpg;12889_2024_17707_MOESM1_ESM.doc;12889_2024_17707_Fig1_HTML.jpg;12889_2024_17707_Fig3_HTML.gif,
BMC Public Health,1471-2458,PMC11140989,404,0,0,,
BMC Public Health,1471-2458,PMC11744960,200,,36,12889_2025_21417_Article_IEq10.gif;12889_2025_21417_Fig3_HTML.jpg;12889_2025_21417_Fig4_HTML.jpg;12889_2025_21417_Article_IEq8.gif;12889_2025_21417_Article_IEq7.gif;12889_2025_21417_Article_IEq2.gif;12889_2025_21417_Article_IEq3.gif;12889_2025_21417_Fig8_HTML.jpg;12889_2025_21417_Fig8_HTML.gif;12889_2025_21417_Article_IEq9.gif;12889_2025_21417_Article_Equa.gif;12889_2025_21417_Fig7_HTML.gif;12889_2025_21417_MOESM1_ESM.docx;12889_2025_21417_Fig3_HTML.gif;12889_2025_21417_Article_IEq5.gif;12889_2025_21417_Article_Equ1.gif;12889_2025_21417_Fig6_HTML.gif;12889_2025_21417_Fig7_HTML.jpg;12889_2025_21417_Fig2_HTML.gif;12889_2025_21417_Article_IEq16.gif;12889_2025_21417_Article_IEq4.gif;12889_2025_21417_Article_IEq6.gif;12889_2025_21417_Fig5_HTML.jpg;12889_2025_21417_Article_IEq17.gif;12889_2025_21417_Fig4_HTML.gif;12889_2025_21417_Fig1_HTML.gif;12889_2025_21417_Fig6_HTML.jpg;12889_2025_21417_Fig5_HTML.gif;12889_2025_21417_Fig1_HTML.jpg;12889_2025_21417_Article_Equb.gif;12889_2025_21417_Article_IEq14.gif;12889_2025_21417_Article_IEq13.gif;12889_2025_21417_Article_IEq12.gif;12889_2025_21417_Fig2_HTML.jpg;12889_2025_21417_Article_IEq15.gif;12889_2025_21417_Article_IEq11.gif,
BMC Public Health,1471-2458,PMC10369831,404,0,0,,
BMC Public Health,1471-2458,PMC10152580,404,0,0,,
BMC Public Health,1471-2458,PMC9817356,200,,4,12889_2022_14932_Fig2_HTML.jpg;12889_2022_14932_Fig1_HTML.gif;12889_2022_14932_Fig2_HTML.gif;12889_2022_14932_Fig1_HTML.jpg,
BMC Public Health,1471-2458,PMC10598948,200,,3,12889_2023_16473_Fig1_HTML.jpg;12889_2023_16473_MOESM1_ESM.docx;12889_2023_16473_Fig1_HTML.gif,
BMC Public Health,1471-2458,PMC11179300,200,,8,12889_2024_19090_Fig4_HTML.jpg;12889_2024_19090_Fig3_HTML.gif;12889_2024_19090_Fig3_HTML.jpg;12889_2024_19090_Fig2_HTML.gif;12889_2024_19090_Fig2_HTML.jpg;12889_2024_19090_Fig1_HTML.jpg;12889_2024_19090_Fig1_HTML.gif;12889_2024_19090_Fig4_HTML.gif,
BMC Medical Research Methodology,1471-2288,PMC12551268,200,,10,12874_2025_2687_Tab1_HTML.jpg;12874_2025_2687_Fig1_HTML.gif;12874_2025_2687_Fig2_HTML.jpg;12874_2025_2687_Fig2_HTML.gif;12874_2025_2687_Fig3_HTML.jpg;12874_2025_2687_MOESM1_ESM.docx;12874_2025_2687_Tab1_HTML.gif;12874_2025_2687_MOESM2_ESM.docx;12874_2025_2687_Fig1_HTML.jpg;12874_2025_2687_Fig3_HTML.gif,
BMC Medical Research Methodology,1471-2288,PMC11921607,200,,5,12874_2025_2531_Fig1_HTML.gif;12874_2025_2531_Fig1_HTML.jpg;12874_2025_2531_MOESM1_ESM.docx;12874_2025_2531_Fig2_HTML.gif;12874_2025_2531_Fig2_HTML.jpg,
BMC Medical Research Methodology,1471-2288,PMC10557333,200,,35,12874_2023_2041_Fig1_HTML.gif;12874_2023_2041_Article_IEq13.gif;12874_2023_2041_Article_IEq4.gif;12874_2023_2041_Article_IEq14.gif;12874_2023_2041_Fig1_HTML.jpg;12874_2023_2041_Article_IEq8.gif;12874_2023_2041_Fig4_HTML.jpg;12874_2023_2041_Article_IEq3.gif;12874_2023_2041_Article_Equc.gif;12874_2023_2041_Article_Equj.gif;12874_2023_2041_Article_IEq1.gif;12874_2023_2041_Fig2_HTML.jpg;12874_2023_2041_Article_IEq10.gif;12874_2023_2041_Article_Equh.gif;12874_2023_2041_Fig4_HTML.gif;12874_2023_2041_Article_IEq7.gif;12874_2023_2041_Article_Equk.gif;12874_2023_2041_Article_IEq5.gif;12874_2023_2041_Article_IEq9.gif;12874_2023_2041_Article_IEq11.gif;12874_2023_2041_Fig3_HTML.gif;12874_2023_2041_Article_Equa.gif;12874_2023_2041_Article_IEq15.gif;12874_2023_2041_Article_IEq12.gif;12874_2023_2041_Article_Equd.gif;12874_2023_2041_Article_IEq16.gif;12874_2023_2041_Article_Equg.gif;12874_2023_2041_Fig3_HTML.jpg;12874_2023_2041_Article_Equf.gif;12874_2023_2041_Article_Eque.gif;12874_2023_2041_Fig2_HTML.gif;12874_2023_2041_Article_IEq6.gif;12874_2023_2041_Article_Equb.gif;12874_2023_2041_Article_IEq2.gif;12874_2023_2041_Article_Equi.gif,
BMC Medical Research Methodology,1471-2288,PMC10026491,200,,76,12874_2023_1877_Fig2_HTML.jpg;12874_2023_1877_Article_IEq5.gif;12874_2023_1877_Article_IEq31.gif;12874_2023_1877_Article_IEq21.gif;12874_2023_1877_Article_IEq43.gif;12874_2023_1877_Article_IEq40.gif;12874_2023_1877_Article_IEq11.gif;12874_2023_1877_Article_IEq36.gif;12874_2023_1877_Article_IEq41.gif;12874_2023_1877_Article_IEq19.gif;12874_2023_1877_Article_Equi.gif;12874_2023_1877_Article_IEq12.gif;12874_2023_1877_Article_IEq27.gif;12874_2023_1877_Article_IEq10.gif;12874_2023_1877_Article_IEq2.gif;12874_2023_1877_Article_Equf.gif;12874_2023_1877_Fig1_HTML.jpg;12874_2023_1877_Article_IEq18.gif;12874_2023_1877_Article_IEq7.gif;12874_2023_1877_Article_IEq35.gif;12874_2023_1877_Article_IEq29.gif;12874_2023_1877_Article_IEq16.gif;12874_2023_1877_Article_Equh.gif;12874_2023_1877_Article_IEq30.gif;12874_2023_1877_Article_IEq8.gif;12874_2023_1877_Article_IEq44.gif;12874_2023_1877_Article_Equm.gif;12874_2023_1877_Article_IEq23.gif;12874_2023_1877_Article_Equj.gif;12874_2023_1877_Article_Eque.gif;12874_2023_1877_Article_IEq14.gif;12874_2023_1877_Article_IEq33.gif;12874_2023_1877_Article_IEq3.gif;12874_2023_1877_Article_IEq20.gif;12874_2023_1877_Article_IEq24.gif;12874_2023_1877_Article_Equn.gif;12874_2023_1877_Article_IEq9.gif;12874_2023_1877_Article_IEq1.gif;12874_2023_1877_Article_IEq26.gif;12874_2023_1877_Article_Equa.gif;12874_2023_1877_Fig4_HTML.jpg;12874_2023_1877_Article_IEq34.gif;12874_2023_1877_Article_Equk.gif;12874_2023_1877_Article_IEq42.gif;12874_2023_1877_Article_IEq28.gif;12874_2023_1877_Article_IEq38.gif;12874_2023_1877_Article_Equd.gif;12874_2023_1877_Article_IEq39.gif;12874_2023_1877_Article_IEq17.gif;12874_2023_1877_Article_Equg.gif;12874_2023_1877_Article_IEq6.gif;12874_2023_1877_Fig3_HTML.gif;12874_2023_1877_Article_IEq13.gif;12874_2023_1877_Article_IEq32.gif;12874_2023_1877_Fig1_HTML.gif;12874_2023_1877_Article_IEq15.gif;12874_2023_1877_Fig2_HTML.gif;12874_2023_1877_Article_Equc.gif;12874_2023_1877_Article_IEq46.gif;12874_2023_1877_Article_IEq25.gif;12874_2023_1877_Article_Equp.gif;12874_2023_1877_Fig5_HTML.jpg;12874_2023_1877_Fig6_HTML.gif;12874_2023_1877_Article_Equb.gif;12874_2023_1877_Fig5_HTML.gif;12874_2023_1877_Article_IEq22.gif;12874_2023_1877_Article_IEq47.gif;12874_2023_1877_Article_IEq4.gif;12874_2023_1877_Article_IEq45.gif;12874_2023_1877_MOESM1_ESM.pdf;12874_2023_1877_Fig4_HTML.gif;12874_2023_1877_Article_Equl.gif;12874_2023_1877_Article_Equo.gif;12874_2023_1877_Article_IEq37.gif;12874_2023_1877_Fig6_HTML.jpg;12874_2023_1877_Fig3_HTML.jpg,
BMC Medical Research Methodology,1471-2288,PMC12004754,200,,21,12874_2025_2506_MOESM2_ESM.docx;12874_2025_2506_MOESM5_ESM.docx;12874_2025_2506_MOESM3_ESM.docx;12874_2025_2506_Article_IEq2.gif;12874_2025_2506_Fig6_HTML.gif;12874_2025_2506_Fig2_HTML.jpg;12874_2025_2506_MOESM4_ESM.docx;12874_2025_2506_Fig7_HTML.gif;12874_2025_2506_Fig1_HTML.jpg;12874_2025_2506_Fig3_HTML.gif;12874_2025_2506_MOESM1_ESM.docx;12874_2025_2506_Fig2_HTML.gif;12874_2025_2506_Fig6_HTML.jpg;12874_2025_2506_Article_IEq1.gif;12874_2025_2506_Fig4_HTML.jpg;12874_2025_2506_Fig7_HTML.jpg;12874_2025_2506_Fig4_HTML.gif;12874_2025_2506_Fig1_HTML.gif;12874_2025_2506_Fig3_HTML.jpg;12874_2025_2506_Fig5_HTML.jpg;12874_2025_2506_Fig5_HTML.gif,
BMC Medical Research Methodology,1471-2288,PMC12065358,200,,9,12874_2025_2583_Fig1_HTML.jpg;12874_2025_2583_Fig2_HTML.jpg;12874_2025_2583_Fig3_HTML.gif;12874_2025_2583_Fig2_HTML.gif;12874_2025_2583_Article_Equa.gif;12874_2025_2583_Fig1_HTML.gif;12874_2025_2583_MOESM1_ESM.docx;12874_2025_2583_Article_Equb.gif;12874_2025_2583_Fig3_HTML.jpg,
BMC Medical Research Methodology,1471-2288,PMC10858609,200,,65,12874_2024_2147_Fig4_HTML.gif;12874_2024_2147_Article_IEq43.gif;12874_2024_2147_Fig1_HTML.gif;12874_2024_2147_Fig5_HTML.jpg;12874_2024_2147_Article_Equ1.gif;12874_2024_2147_Article_IEq28.gif;12874_2024_2147_Article_IEq4.gif;12874_2024_2147_Article_IEq31.gif;12874_2024_2147_Article_IEq20.gif;12874_2024_2147_MOESM1_ESM.docx;12874_2024_2147_Fig7_HTML.gif;12874_2024_2147_Fig6_HTML.gif;12874_2024_2147_Fig5_HTML.gif;12874_2024_2147_Article_IEq36.gif;12874_2024_2147_Article_IEq12.gif;12874_2024_2147_Article_IEq45.gif;12874_2024_2147_Article_IEq44.gif;12874_2024_2147_Fig3_HTML.gif;12874_2024_2147_Article_IEq13.gif;12874_2024_2147_Article_IEq18.gif;12874_2024_2147_Fig3_HTML.jpg;12874_2024_2147_Article_IEq5.gif;12874_2024_2147_Article_IEq15.gif;12874_2024_2147_Article_IEq34.gif;12874_2024_2147_Article_IEq29.gif;12874_2024_2147_Article_IEq40.gif;12874_2024_2147_Article_IEq33.gif;12874_2024_2147_Article_IEq24.gif;12874_2024_2147_Article_IEq21.gif;12874_2024_2147_Article_IEq47.gif;12874_2024_2147_Article_IEq38.gif;12874_2024_2147_Article_IEq9.gif;12874_2024_2147_Fig6_HTML.jpg;12874_2024_2147_Article_IEq22.gif;12874_2024_2147_Article_IEq39.gif;12874_2024_2147_Article_IEq25.gif;12874_2024_2147_Article_IEq14.gif;12874_2024_2147_Article_IEq27.gif;12874_2024_2147_Article_IEq46.gif;12874_2024_2147_Article_IEq8.gif;12874_2024_2147_Article_Equ2.gif;12874_2024_2147_Article_IEq2.gif;12874_2024_2147_Article_IEq10.gif;12874_2024_2147_Fig2_HTML.jpg;12874_2024_2147_Article_IEq30.gif;12874_2024_2147_Article_IEq37.gif;12874_2024_2147_Fig7_HTML.jpg;12874_2024_2147_Article_IEq7.gif;12874_2024_2147_Article_Equ3.gif;12874_2024_2147_Article_IEq3.gif;12874_2024_2147_Article_IEq41.gif;12874_2024_2147_Article_IEq35.gif;12874_2024_2147_Article_IEq19.gif;12874_2024_2147_Fig1_HTML.jpg;12874_2024_2147_Article_IEq26.gif;12874_2024_2147_Article_IEq23.gif;12874_2024_2147_Fig4_HTML.jpg;12874_2024_2147_Article_IEq42.gif;12874_2024_2147_Article_IEq32.gif;12874_2024_2147_Article_IEq6.gif;12874_2024_2147_Article_IEq11.gif;12874_2024_2147_Article_IEq16.gif;12874_2024_2147_Fig2_HTML.gif;12874_2024_2147_Article_IEq1.gif;12874_2024_2147_Article_IEq17.gif,
BMC Medical Research Methodology,1471-2288,PMC11654179,200,,67,12874_2024_2427_Fig1_HTML.gif;12874_2024_2427_Article_IEq42.gif;12874_2024_2427_Article_IEq17.gif;12874_2024_2427_Article_IEq41.gif;12874_2024_2427_Article_Equa.gif;12874_2024_2427_Article_IEq37.gif;12874_2024_2427_Article_IEq38.gif;12874_2024_2427_Article_Eque.gif;12874_2024_2427_Article_IEq11.gif;12874_2024_2427_Article_IEq8.gif;12874_2024_2427_Article_IEq1.gif;12874_2024_2427_Article_IEq2.gif;12874_2024_2427_Fig4_HTML.gif;12874_2024_2427_Fig2_HTML.gif;12874_2024_2427_Article_IEq22.gif;12874_2024_2427_Article_Equc.gif;12874_2024_2427_Article_IEq5.gif;12874_2024_2427_Figa_HTML.gif;12874_2024_2427_Article_IEq3.gif;12874_2024_2427_Figa_HTML.jpg;12874_2024_2427_Article_IEq26.gif;12874_2024_2427_Article_IEq24.gif;12874_2024_2427_Article_IEq43.gif;12874_2024_2427_Article_IEq7.gif;12874_2024_2427_MOESM2_ESM.docx;12874_2024_2427_Article_IEq33.gif;12874_2024_2427_Article_IEq40.gif;12874_2024_2427_Article_IEq15.gif;12874_2024_2427_Article_IEq14.gif;12874_2024_2427_Fig4_HTML.jpg;12874_2024_2427_Article_IEq32.gif;12874_2024_2427_Article_IEq46.gif;12874_2024_2427_Article_IEq39.gif;12874_2024_2427_Article_IEq18.gif;12874_2024_2427_Article_IEq4.gif;12874_2024_2427_Article_IEq21.gif;12874_2024_2427_Article_IEq6.gif;12874_2024_2427_Article_Equf.gif;12874_2024_2427_Article_IEq28.gif;12874_2024_2427_Article_IEq19.gif;12874_2024_2427_Fig3_HTML.jpg;12874_2024_2427_Article_IEq34.gif;12874_2024_2427_Article_IEq12.gif;12874_2024_2427_Article_IEq9.gif;12874_2024_2427_Fig2_HTML.jpg;12874_2024_2427_Article_IEq25.gif;12874_2024_2427_Article_Equb.gif;12874_2024_2427_Article_Equi.gif;12874_2024_2427_Article_IEq35.gif;12874_2024_2427_Article_IEq16.gif;12874_2024_2427_Article_IEq45.gif;12874_2024_2427_Article_Equh.gif;12874_2024_2427_Article_IEq20.gif;12874_2024_2427_Fig1_HTML.jpg;12874_2024_2427_Article_IEq30.gif;12874_2024_2427_Article_IEq13.gif;12874_2024_2427_MOESM1_ESM.jpg;12874_2024_2427_Article_IEq44.gif;12874_2024_2427_Article_Equg.gif;12874_2024_2427_Article_IEq36.gif;12874_2024_2427_Article_IEq31.gif;12874_2024_2427_Article_IEq23.gif;12874_2024_2427_Fig3_HTML.gif;12874_2024_2427_Article_IEq29.gif;12874_2024_2427_Article_IEq27.gif;12874_2024_2427_Article_Equd.gif;12874_2024_2427_Article_IEq10.gif,
BMC Medical Research Methodology,1471-2288,PMC11758729,200,,3,12874_2025_2478_MOESM3_ESM.docx;12874_2025_2478_MOESM1_ESM.pdf;12874_2025_2478_MOESM2_ESM.pdf,
BMC Medical Research Methodology,1471-2288,PMC10921716,200,,41,12874_2024_2181_Fig1_HTML.jpg;12874_2024_2181_Article_IEq14.gif;12874_2024_2181_Article_IEq21.gif;12874_2024_2181_Article_IEq4.gif;12874_2024_2181_Article_IEq18.gif;12874_2024_2181_MOESM1_ESM.pdf;12874_2024_2181_Article_IEq17.gif;12874_2024_2181_Article_IEq12.gif;12874_2024_2181_Fig7_HTML.gif;12874_2024_2181_Article_IEq10.gif;12874_2024_2181_Fig2_HTML.gif;12874_2024_2181_Fig4_HTML.jpg;12874_2024_2181_Article_IEq23.gif;12874_2024_2181_Article_IEq3.gif;12874_2024_2181_Fig3_HTML.gif;12874_2024_2181_Fig7_HTML.jpg;12874_2024_2181_Article_IEq13.gif;12874_2024_2181_Article_IEq1.gif;12874_2024_2181_Fig2_HTML.jpg;12874_2024_2181_Fig6_HTML.jpg;12874_2024_2181_Article_IEq7.gif;12874_2024_2181_Fig6_HTML.gif;12874_2024_2181_Article_IEq19.gif;12874_2024_2181_Article_IEq9.gif;12874_2024_2181_Article_IEq20.gif;12874_2024_2181_Fig5_HTML.gif;12874_2024_2181_Fig4_HTML.gif;12874_2024_2181_Article_IEq6.gif;12874_2024_2181_Article_IEq5.gif;12874_2024_2181_Article_IEq25.gif;12874_2024_2181_Article_IEq22.gif;12874_2024_2181_Article_IEq8.gif;12874_2024_2181_MOESM2_ESM.pdf;12874_2024_2181_Article_IEq2.gif;12874_2024_2181_Article_IEq24.gif;12874_2024_2181_Fig5_HTML.jpg;12874_2024_2181_Fig1_HTML.gif;12874_2024_2181_Article_IEq16.gif;12874_2024_2181_Fig3_HTML.jpg;12874_2024_2181_Article_IEq15.gif;12874_2024_2181_Article_IEq11.gif,
BMC Medical Research Methodology,1471-2288,PMC12079878,200,,21,12874_2025_2586_MOESM13_ESM.docx;12874_2025_2586_MOESM5_ESM.pdf;12874_2025_2586_Fig1_HTML.jpg;12874_2025_2586_MOESM8_ESM.pdf;12874_2025_2586_Fig1_HTML.gif;12874_2025_2586_MOESM2_ESM.pdf;12874_2025_2586_MOESM6_ESM.pdf;12874_2025_2586_Fig3_HTML.gif;12874_2025_2586_MOESM12_ESM.docx;12874_2025_2586_Fig4_HTML.gif;12874_2025_2586_Fig2_HTML.gif;12874_2025_2586_MOESM3_ESM.pdf;12874_2025_2586_Fig4_HTML.jpg;12874_2025_2586_MOESM7_ESM.pdf;12874_2025_2586_MOESM9_ESM.pdf;12874_2025_2586_MOESM4_ESM.pdf;12874_2025_2586_Fig2_HTML.jpg;12874_2025_2586_MOESM10_ESM.pdf;12874_2025_2586_MOESM1_ESM.txt;12874_2025_2586_Fig3_HTML.jpg;12874_2025_2586_MOESM11_ESM.docx,
