"table","section_id","item","instrument","language","instructions","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"hellstrom_2019_isi","hellstrom_2019_isi_1","ISI_2","Insomnia Severity Index (ISI)","Swedish",NA,NA,"Satisfaction with sleep",NA,NA,"satisfied",NA,1
"hellstrom_2019_isi","hellstrom_2019_isi_1","ISI_2","Insomnia Severity Index (ISI)","Swedish",NA,NA,"Satisfaction with sleep",NA,NA,"neutral",NA,2
"hellstrom_2019_isi","hellstrom_2019_isi_1","ISI_2","Insomnia Severity Index (ISI)","Swedish",NA,NA,"Satisfaction with sleep",NA,NA,"dissatisfied",NA,3
"hellstrom_2019_isi","hellstrom_2019_isi_1","ISI_2","Insomnia Severity Index (ISI)","Swedish",NA,NA,"Satisfaction with sleep",NA,NA,"very dissatisfied",NA,4
"hellstrom_2019_isi","hellstrom_2019_isi_1","ISI_3","Insomnia Severity Index (ISI)","Swedish",NA,NA,"Daily functioning",NA,NA,"not at all",NA,0
"hellstrom_2019_isi","hellstrom_2019_isi_1","ISI_3","Insomnia Severity Index (ISI)","Swedish",NA,NA,"Daily functioning",NA,NA,"a little",NA,1
"hellstrom_2019_isi","hellstrom_2019_isi_1","ISI_3","Insomnia Severity Index (ISI)","Swedish",NA,NA,"Daily functioning",NA,NA,"somewhat",NA,2
"hellstrom_2019_isi","hellstrom_2019_isi_1","ISI_3","Insomnia Severity Index (ISI)","Swedish",NA,NA,"Daily functioning",NA,NA,"much",NA,3
"hellstrom_2019_isi","hellstrom_2019_isi_1","ISI_3","Insomnia Severity Index (ISI)","Swedish",NA,NA,"Daily functioning",NA,NA,"very much",NA,4
"hellstrom_2019_isi","hellstrom_2019_isi_1","ISI_4","Insomnia Severity Index (ISI)","Swedish",NA,NA,"Quality of life",NA,NA,"not at all",NA,0
"hellstrom_2019_isi","hellstrom_2019_isi_1","ISI_4","Insomnia Severity Index (ISI)","Swedish",NA,NA,"Quality of life",NA,NA,"a little",NA,1
"hellstrom_2019_isi","hellstrom_2019_isi_1","ISI_4","Insomnia Severity Index (ISI)","Swedish",NA,NA,"Quality of life",NA,NA,"somewhat",NA,2
"hellstrom_2019_isi","hellstrom_2019_isi_1","ISI_4","Insomnia Severity Index (ISI)","Swedish",NA,NA,"Quality of life",NA,NA,"much",NA,3
"hellstrom_2019_isi","hellstrom_2019_isi_1","ISI_4","Insomnia Severity Index (ISI)","Swedish",NA,NA,"Quality of life",NA,NA,"very much",NA,4
"hellstrom_2019_isi","hellstrom_2019_isi_1","ISI_5","Insomnia Severity Index (ISI)","Swedish",NA,NA,"How troubled are you by your sleep difficulties",NA,NA,"not at all",NA,0
"hellstrom_2019_isi","hellstrom_2019_isi_1","ISI_5","Insomnia Severity Index (ISI)","Swedish",NA,NA,"How troubled are you by your sleep difficulties",NA,NA,"a little",NA,1
"hellstrom_2019_isi","hellstrom_2019_isi_1","ISI_5","Insomnia Severity Index (ISI)","Swedish",NA,NA,"How troubled are you by your sleep difficulties",NA,NA,"somewhat",NA,2
"hellstrom_2019_isi","hellstrom_2019_isi_1","ISI_5","Insomnia Severity Index (ISI)","Swedish",NA,NA,"How troubled are you by your sleep difficulties",NA,NA,"much",NA,3
"hellstrom_2019_isi","hellstrom_2019_isi_1","ISI_5","Insomnia Severity Index (ISI)","Swedish",NA,NA,"How troubled are you by your sleep difficulties",NA,NA,"very much",NA,4
