"table","section_id","item","item_text","correct_response","section_prompt","instrument","instructions","option_text","resp"
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_11","I feel that my friends find me interesting.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","A good part of the time",5
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_11","I feel that my friends find me interesting.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Most of the time",6
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_11","I feel that my friends find me interesting.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Always",7
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_12","I feel that I have a good sense of humor.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Never",1
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_12","I feel that I have a good sense of humor.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Rarely",2
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_12","I feel that I have a good sense of humor.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","A little of the time",3
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_12","I feel that I have a good sense of humor.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Some of the time",4
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_12","I feel that I have a good sense of humor.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","A good part of the time",5
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_12","I feel that I have a good sense of humor.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Most of the time",6
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_12","I feel that I have a good sense of humor.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Always",7
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_13","I get angry at myself over the way I am.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Never",1
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_13","I get angry at myself over the way I am.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Rarely",2
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_13","I get angry at myself over the way I am.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","A little of the time",3
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_13","I get angry at myself over the way I am.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Some of the time",4
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_13","I get angry at myself over the way I am.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","A good part of the time",5
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_13","I get angry at myself over the way I am.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Most of the time",6
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_13","I get angry at myself over the way I am.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Always",7
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_14","My friends value me a lot.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Never",1
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_14","My friends value me a lot.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Rarely",2
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_14","My friends value me a lot.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","A little of the time",3
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_14","My friends value me a lot.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Some of the time",4
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_14","My friends value me a lot.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","A good part of the time",5
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_14","My friends value me a lot.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Most of the time",6
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_14","My friends value me a lot.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Always",7
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_15","I am afraid I will appear stupid to others.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Never",1
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_15","I am afraid I will appear stupid to others.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Rarely",2
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_15","I am afraid I will appear stupid to others.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","A little of the time",3
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_15","I am afraid I will appear stupid to others.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Some of the time",4
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_15","I am afraid I will appear stupid to others.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","A good part of the time",5
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_15","I am afraid I will appear stupid to others.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Most of the time",6
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_15","I am afraid I will appear stupid to others.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Always",7
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_16","I wish I could just disappear when I am around other people.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Never",1
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_16","I wish I could just disappear when I am around other people.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Rarely",2
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_16","I wish I could just disappear when I am around other people.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","A little of the time",3
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_16","I wish I could just disappear when I am around other people.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Some of the time",4
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_16","I wish I could just disappear when I am around other people.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","A good part of the time",5
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_16","I wish I could just disappear when I am around other people.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Most of the time",6
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_16","I wish I could just disappear when I am around other people.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Always",7
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_17","I feel that if I could be more like other people then I would feel better about myself",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Never",1
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_17","I feel that if I could be more like other people then I would feel better about myself",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Rarely",2
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_17","I feel that if I could be more like other people then I would feel better about myself",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","A little of the time",3
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_17","I feel that if I could be more like other people then I would feel better about myself",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Some of the time",4
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_17","I feel that if I could be more like other people then I would feel better about myself",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","A good part of the time",5
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_17","I feel that if I could be more like other people then I would feel better about myself",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Most of the time",6
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_17","I feel that if I could be more like other people then I would feel better about myself",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Always",7
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_18","I feel that I get pushed around more than others.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Never",1
