"table","section_id","item","item_text","correct_response","section_prompt","instrument","instructions","option_text","resp"
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS3","I’m often suspicious of other people’s intentions towards me.",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Slightly agree",3
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS3","I’m often suspicious of other people’s intentions towards me.",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Strongly agree",4
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS4","People will almost certainly lie to me.",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Strongly disagree",0
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS4","People will almost certainly lie to me.",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Slightly disagree",1
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS4","People will almost certainly lie to me.",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Neither agree nor disagree",2
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS4","People will almost certainly lie to me.",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Slightly agree",3
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS4","People will almost certainly lie to me.",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Strongly agree",4
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS5","I often worry about being criticized or rejected in social situations",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Strongly disagree",0
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS5","I often worry about being criticized or rejected in social situations",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Slightly disagree",1
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS5","I often worry about being criticized or rejected in social situations",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Neither agree nor disagree",2
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS5","I often worry about being criticized or rejected in social situations",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Slightly agree",3
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS5","I often worry about being criticized or rejected in social situations",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Strongly agree",4
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS6","I believe that some people want to hurt me deliberately.",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Strongly disagree",0
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS6","I believe that some people want to hurt me deliberately.",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Slightly disagree",1
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS6","I believe that some people want to hurt me deliberately.",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Neither agree nor disagree",2
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS6","I believe that some people want to hurt me deliberately.",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Slightly agree",3
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS6","I believe that some people want to hurt me deliberately.",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Strongly agree",4
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS7","You should only trust yourself.",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Strongly disagree",0
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS7","You should only trust yourself.",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Slightly disagree",1
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS7","You should only trust yourself.",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Neither agree nor disagree",2
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS7","You should only trust yourself.",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Slightly agree",3
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS7","You should only trust yourself.",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Strongly agree",4
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS8","Sometimes I think there are hidden insults in things that people say or do.",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Strongly disagree",0
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS8","Sometimes I think there are hidden insults in things that people say or do.",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Slightly disagree",1
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS8","Sometimes I think there are hidden insults in things that people say or do.",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Neither agree nor disagree",2
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS8","Sometimes I think there are hidden insults in things that people say or do.",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Slightly agree",3
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS8","Sometimes I think there are hidden insults in things that people say or do.",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Strongly agree",4
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS9","I deserve to be disliked by other people",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Strongly disagree",0
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS9","I deserve to be disliked by other people",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Slightly disagree",1
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS9","I deserve to be disliked by other people",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Neither agree nor disagree",2
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS9","I deserve to be disliked by other people",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Slightly agree",3
"alsuhibani_2022_pads_s1","alsuhibani_2022_pads_s1_1","PADS9","I deserve to be disliked by other people",NA,NA,"Paranoia and Deservedness Scale (PaDS), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Strongly agree",4
