"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_04","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.","NA","Not sure/cannot decide","3"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_04","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.","NA","Probably true","4"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_04","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.","NA","Definitely true","5"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_05","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.","NA","Definitely not true","1"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_05","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.","NA","Probably not true","2"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_05","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.","NA","Not sure/cannot decide","3"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_05","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.","NA","Probably true","4"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_05","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.","NA","Definitely true","5"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_06","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.","NA","Definitely not true","1"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_06","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.","NA","Probably not true","2"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_06","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.","NA","Not sure/cannot decide","3"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_06","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.","NA","Probably true","4"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_06","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.","NA","Definitely true","5"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_07","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","A small, secret group of people is responsible for making all major world decisions, such as going to war.","NA","Definitely not true","1"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_07","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","A small, secret group of people is responsible for making all major world decisions, such as going to war.","NA","Probably not true","2"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_07","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","A small, secret group of people is responsible for making all major world decisions, such as going to war.","NA","Not sure/cannot decide","3"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_07","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","A small, secret group of people is responsible for making all major world decisions, such as going to war.","NA","Probably true","4"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_07","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","A small, secret group of people is responsible for making all major world decisions, such as going to war.","NA","Definitely true","5"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_08","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Evidence of alien contact is being concealed from the public.","NA","Definitely not true","1"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_08","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Evidence of alien contact is being concealed from the public.","NA","Probably not true","2"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_08","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Evidence of alien contact is being concealed from the public.","NA","Not sure/cannot decide","3"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_08","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Evidence of alien contact is being concealed from the public.","NA","Probably true","4"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_08","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Evidence of alien contact is being concealed from the public.","NA","Definitely true","5"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_09","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Technology with mind-control capacities is used on people without their knowledge.","NA","Definitely not true","1"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_09","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Technology with mind-control capacities is used on people without their knowledge.","NA","Probably not true","2"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_09","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Technology with mind-control capacities is used on people without their knowledge.","NA","Not sure/cannot decide","3"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_09","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Technology with mind-control capacities is used on people without their knowledge.","NA","Probably true","4"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_09","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Technology with mind-control capacities is used on people without their knowledge.","NA","Definitely true","5"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_10","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","New and advanced technology which would harm current industry is being suppressed.","NA","Definitely not true","1"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_10","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","New and advanced technology which would harm current industry is being suppressed.","NA","Probably not true","2"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_10","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","New and advanced technology which would harm current industry is being suppressed.","NA","Not sure/cannot decide","3"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_10","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","New and advanced technology which would harm current industry is being suppressed.","NA","Probably true","4"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_10","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","New and advanced technology which would harm current industry is being suppressed.","NA","Definitely true","5"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_11","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","The government uses people as patsies to hide its involvement in criminal activity.","NA","Definitely not true","1"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_11","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","The government uses people as patsies to hide its involvement in criminal activity.","NA","Probably not true","2"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_11","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","The government uses people as patsies to hide its involvement in criminal activity.","NA","Not sure/cannot decide","3"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_11","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","The government uses people as patsies to hide its involvement in criminal activity.","NA","Probably true","4"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_11","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","The government uses people as patsies to hide its involvement in criminal activity.","NA","Definitely true","5"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_12","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Certain significant events have been the result of the activity of a small group who secretly manipulate world events.","NA","Definitely not true","1"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_12","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Certain significant events have been the result of the activity of a small group who secretly manipulate world events.","NA","Probably not true","2"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_12","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Certain significant events have been the result of the activity of a small group who secretly manipulate world events.","NA","Not sure/cannot decide","3"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_12","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Certain significant events have been the result of the activity of a small group who secretly manipulate world events.","NA","Probably true","4"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_12","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Certain significant events have been the result of the activity of a small group who secretly manipulate world events.","NA","Definitely true","5"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_13","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Some UFO sightings and rumours are planned or staged in order to distract the public from real alien contact.","NA","Definitely not true","1"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_13","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Some UFO sightings and rumours are planned or staged in order to distract the public from real alien contact.","NA","Probably not true","2"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_13","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Some UFO sightings and rumours are planned or staged in order to distract the public from real alien contact.","NA","Not sure/cannot decide","3"
