"table","instrument","language","instructions","section_id","section_prompt","section_prompt_translated","item","item_text","item_text_translated","correct_response","resp","option_text","option_text_translated"
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_3","The mask will make it more difficult for the therapist to understand me acoustically.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_4","The mask will make it harder for the therapist to understand my feelings.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_4","The mask will make it harder for the therapist to understand my feelings.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_4","The mask will make it harder for the therapist to understand my feelings.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_4","The mask will make it harder for the therapist to understand my feelings.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_4","The mask will make it harder for the therapist to understand my feelings.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_5","The mask will make me feel safe from infection during therapy.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_5","The mask will make me feel safe from infection during therapy.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_5","The mask will make me feel safe from infection during therapy.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_5","The mask will make me feel safe from infection during therapy.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_5","The mask will make me feel safe from infection during therapy.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_6","The mask will make me feel safer from the therapist’s judgments",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_6","The mask will make me feel safer from the therapist’s judgments",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_6","The mask will make me feel safer from the therapist’s judgments",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_6","The mask will make me feel safer from the therapist’s judgments",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_6","The mask will make me feel safer from the therapist’s judgments",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_7","The mask will make it easier for me to open up and talk about myself.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_7","The mask will make it easier for me to open up and talk about myself.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_7","The mask will make it easier for me to open up and talk about myself.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_7","The mask will make it easier for me to open up and talk about myself.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_7","The mask will make it easier for me to open up and talk about myself.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_8","The mask on my face will make the therapist pay less attention to my appearance.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_8","The mask on my face will make the therapist pay less attention to my appearance.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_8","The mask on my face will make the therapist pay less attention to my appearance.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_8","The mask on my face will make the therapist pay less attention to my appearance.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_8","The mask on my face will make the therapist pay less attention to my appearance.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_9","With a mask, I can concentrate better on my issues.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_9","With a mask, I can concentrate better on my issues.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_9","With a mask, I can concentrate better on my issues.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_9","With a mask, I can concentrate better on my issues.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_9","With a mask, I can concentrate better on my issues.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_10","With the mask, I can hide parts of my face that I do not like (e.g., skin impurities).",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_10","With the mask, I can hide parts of my face that I do not like (e.g., skin impurities).",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_10","With the mask, I can hide parts of my face that I do not like (e.g., skin impurities).",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_10","With the mask, I can hide parts of my face that I do not like (e.g., skin impurities).",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_10","With the mask, I can hide parts of my face that I do not like (e.g., skin impurities).",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_11","If I briefly remove the mask (blowing my nose, crying), I will have a bad conscience towards the therapist.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_11","If I briefly remove the mask (blowing my nose, crying), I will have a bad conscience towards the therapist.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_11","If I briefly remove the mask (blowing my nose, crying), I will have a bad conscience towards the therapist.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_11","If I briefly remove the mask (blowing my nose, crying), I will have a bad conscience towards the therapist.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_11","If I briefly remove the mask (blowing my nose, crying), I will have a bad conscience towards the therapist.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_12","The mask on my face will cause me anxiety.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_12","The mask on my face will cause me anxiety.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_12","The mask on my face will cause me anxiety.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_12","The mask on my face will cause me anxiety.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_12","The mask on my face will cause me anxiety.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_13","The mask on my face will trigger unpleasant memories from my past.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_13","The mask on my face will trigger unpleasant memories from my past.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_13","The mask on my face will trigger unpleasant memories from my past.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_13","The mask on my face will trigger unpleasant memories from my past.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_13","The mask on my face will trigger unpleasant memories from my past.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_14","The mask will trigger or intensify a feeling of shortness of breath in the therapy session.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_14","The mask will trigger or intensify a feeling of shortness of breath in the therapy session.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_14","The mask will trigger or intensify a feeling of shortness of breath in the therapy session.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_14","The mask will trigger or intensify a feeling of shortness of breath in the therapy session.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_14","The mask will trigger or intensify a feeling of shortness of breath in the therapy session.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_15","The mask on my face will make me feel disfigured.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_15","The mask on my face will make me feel disfigured.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_15","The mask on my face will make me feel disfigured.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_15","The mask on my face will make me feel disfigured.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_15","The mask on my face will make me feel disfigured.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_16","The mask will create a distance between me and the therapist.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_16","The mask will create a distance between me and the therapist.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_16","The mask will create a distance between me and the therapist.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_16","The mask will create a distance between me and the therapist.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_16","The mask will create a distance between me and the therapist.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_17_pre","I would like to wear a mask during the therapy session.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_17_pre","I would like to wear a mask during the therapy session.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_17_pre","I would like to wear a mask during the therapy session.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_17_pre","I would like to wear a mask during the therapy session.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_17_pre","I would like to wear a mask during the therapy session.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_18","The therapist’s mask will trigger unpleasant memories from my past.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_18","The therapist’s mask will trigger unpleasant memories from my past.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_18","The therapist’s mask will trigger unpleasant memories from my past.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_18","The therapist’s mask will trigger unpleasant memories from my past.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_18","The therapist’s mask will trigger unpleasant memories from my past.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_19","The therapist’s mask will make it harder for me to trust the therapist than if he/she does not wear a mask.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_19","The therapist’s mask will make it harder for me to trust the therapist than if he/she does not wear a mask.",NA,NA,2,"slightly disagree",NA
