table,section_id,item,instrument,instructions,section_prompt,item_text,correct_response,option_text,resp
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi03,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I find it difficult to touch an object when I know it has been touched by strangers or by certain people.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi03,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I find it difficult to touch an object when I know it has been touched by strangers or by certain people.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi03,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I find it difficult to touch an object when I know it has been touched by strangers or by certain people.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi03,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I find it difficult to touch an object when I know it has been touched by strangers or by certain people.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi04,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I find it difficult to touch garbage or dirty things.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi04,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I find it difficult to touch garbage or dirty things.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi04,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I find it difficult to touch garbage or dirty things.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi04,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I find it difficult to touch garbage or dirty things.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi04,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I find it difficult to touch garbage or dirty things.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi05,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I avoid using public toilets because I am afraid of disease and contamination.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi05,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I avoid using public toilets because I am afraid of disease and contamination.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi05,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I avoid using public toilets because I am afraid of disease and contamination.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi05,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I avoid using public toilets because I am afraid of disease and contamination.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi05,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I avoid using public toilets because I am afraid of disease and contamination.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi06,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I avoid using public telephones because I am afraid of contagion and disease.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi06,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I avoid using public telephones because I am afraid of contagion and disease.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi06,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I avoid using public telephones because I am afraid of contagion and disease.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi06,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I avoid using public telephones because I am afraid of contagion and disease.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi06,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I avoid using public telephones because I am afraid of contagion and disease.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi07,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I wash my hands more often and longer than necessary.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi07,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I wash my hands more often and longer than necessary.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi07,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I wash my hands more often and longer than necessary.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi07,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I wash my hands more often and longer than necessary.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi07,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I wash my hands more often and longer than necessary.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi08,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes have to wash or clean myself simply because I think I may be dirty or contaminated.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi08,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes have to wash or clean myself simply because I think I may be dirty or contaminated.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi08,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes have to wash or clean myself simply because I think I may be dirty or contaminated.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi08,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes have to wash or clean myself simply because I think I may be dirty or contaminated.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi08,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes have to wash or clean myself simply because I think I may be dirty or contaminated.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi09,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"If I touch something I think is ""contaminated,"" I immediately have to wash or clean myself.",,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi09,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"If I touch something I think is ""contaminated,"" I immediately have to wash or clean myself.",,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi09,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"If I touch something I think is ""contaminated,"" I immediately have to wash or clean myself.",,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi09,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"If I touch something I think is ""contaminated,"" I immediately have to wash or clean myself.",,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi09,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"If I touch something I think is ""contaminated,"" I immediately have to wash or clean myself.",,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi10,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"If an animal touches me, I feel dirty and immediately have to wash myself or change my clothing.",,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi10,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"If an animal touches me, I feel dirty and immediately have to wash myself or change my clothing.",,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi10,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"If an animal touches me, I feel dirty and immediately have to wash myself or change my clothing.",,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi10,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"If an animal touches me, I feel dirty and immediately have to wash myself or change my clothing.",,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi10,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"If an animal touches me, I feel dirty and immediately have to wash myself or change my clothing.",,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi11,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When doubts and worries come to my mind, I cannot rest until I have talked them over with a reassuring person.",,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi11,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When doubts and worries come to my mind, I cannot rest until I have talked them over with a reassuring person.",,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi11,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When doubts and worries come to my mind, I cannot rest until I have talked them over with a reassuring person.",,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi11,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When doubts and worries come to my mind, I cannot rest until I have talked them over with a reassuring person.",,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi11,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When doubts and worries come to my mind, I cannot rest until I have talked them over with a reassuring person.",,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi12,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,When I talk I tend to repeat the same things and the same sentence several times.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi12,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,When I talk I tend to repeat the same things and the same sentence several times.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi12,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,When I talk I tend to repeat the same things and the same sentence several times.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi12,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,When I talk I tend to repeat the same things and the same sentence several times.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi12,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,When I talk I tend to repeat the same things and the same sentence several times.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi13,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I tend to ask people to repeat the same things to me several times consecutively, even though I did understand what they said the first time.",,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi13,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I tend to ask people to repeat the same things to me several times consecutively, even though I did understand what they said the first time.",,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi13,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I tend to ask people to repeat the same things to me several times consecutively, even though I did understand what they said the first time.",,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi13,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I tend to ask people to repeat the same things to me several times consecutively, even though I did understand what they said the first time.",,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi13,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I tend to ask people to repeat the same things to me several times consecutively, even though I did understand what they said the first time.",,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi14,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I feel obliged to follow a particular order in dressing, undressing and washing myself.",,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi14,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I feel obliged to follow a particular order in dressing, undressing and washing myself.",,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi14,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I feel obliged to follow a particular order in dressing, undressing and washing myself.",,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi14,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I feel obliged to follow a particular order in dressing, undressing and washing myself.",,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi14,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I feel obliged to follow a particular order in dressing, undressing and washing myself.",,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi15,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Before going to sleep I have to do certain things in a certain order.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi15,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Before going to sleep I have to do certain things in a certain order.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi15,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Before going to sleep I have to do certain things in a certain order.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi15,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Before going to sleep I have to do certain things in a certain order.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi15,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Before going to sleep I have to do certain things in a certain order.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi16,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Before going to bed I have to hang up or fold my clothes in a special way.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi16,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Before going to bed I have to hang up or fold my clothes in a special way.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi16,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Before going to bed I have to hang up or fold my clothes in a special way.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi16,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Before going to bed I have to hang up or fold my clothes in a special way.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi16,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Before going to bed I have to hang up or fold my clothes in a special way.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi17,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I feel I have to repeat certain numbers for no reason.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi17,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I feel I have to repeat certain numbers for no reason.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi17,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I feel I have to repeat certain numbers for no reason.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi17,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I feel I have to repeat certain numbers for no reason.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi17,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I feel I have to repeat certain numbers for no reason.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi18,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I have to do things several times before I think they are properly done.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi18,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I have to do things several times before I think they are properly done.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi18,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I have to do things several times before I think they are properly done.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi18,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I have to do things several times before I think they are properly done.,,A lot,3
