_key,source,title,url,doi,license,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files,refined_flag,refined_reason
10.5281/zenodo.7480251,zenodo,Teacher Preference – Teacher Rating / Preferencia del Profesor – Valoración por el Profesor // PREFERENCE-T_Data_CC_T4-Pre,https://zenodo.org/records/7480251,10.5281/zenodo.7480251,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",1575.0,290.0,6.0,0.9052,PREFERENCE-T_Data_CC_T4-Pre.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.7480330,zenodo,Teacher Preference – Teacher Rating / Preferencia del Profesor – Valoración por el Profesor // PREFERENCE-T_Data_IC_T2-Post,https://zenodo.org/records/7480330,10.5281/zenodo.7480330,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",1452.0,265.0,6.0,0.9132,PREFERENCE-T_Data_IC_T2-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.13383115,zenodo,PISA 2018 Database,https://zenodo.org/records/13383115,10.5281/zenodo.13383115,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",3315492.0,21903.0,165.0,0.9174,CY07_MSU_SCH_QQQ.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.6084/m9.figshare.26127244,zenodo,"Bases de datos de encuestas docentes no universitarios en España 2021-2022, sobre diversidad, interculturalidad, estereotipos y aculturación",https://zenodo.org/records/12587894,10.6084/m9.figshare.26127244,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",6685.0,661.0,11.0,0.9194,Base Completa Cuestionario España con variables ad_hocs.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.7480313,zenodo,Teacher Preference – Teacher Rating / Preferencia del Profesor – Valoración por el Profesor // PREFERENCE-T_Data_IC_T3-Pre,https://zenodo.org/records/7480313,10.5281/zenodo.7480313,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",1219.0,265.0,5.0,0.92,PREFERENCE-T_Data_IC_T3-Pre.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.20568661,zenodo,Professional Development Needs of School Science Laboratory Personnel: Insights From A Rasch Analysis,https://zenodo.org/records/20568661,10.5281/zenodo.20568661,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['respondent_id', 'q1', 'q2', 'q3', 'themes', 'text', 'codes']",,,,,SSLP_coded_responses.xlsx,4.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.11638469,zenodo,Anonymized Responses to the Student Expectation of Learning Analytics Questionnaire (SELAQ) in 2022 and 2023,https://zenodo.org/records/11638469,10.5281/zenodo.11638469,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify item columns. | Columns present: ['Column', 'Englis",,,,,column_description.csv,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.16879937,zenodo,When Money Feels Tight: Subjective Financial Strain and Depression Among Older Americans,https://zenodo.org/records/16879937,10.5281/zenodo.16879937,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify item columns. | Columns present: ['s15finr', 'r15fi",,,,,hrs_reduced.dta,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.19627567,zenodo,Beck Depression Inventory-Based Models for Depression Detection,https://zenodo.org/records/19627567,10.5281/zenodo.19627567,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Column1', 'Column2', 'Column3', 'Column4']",,,,,Research_Worksheet_Complete.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.22067403,zenodo,Constructing Chatbot Satisfaction through AI Empathy: Psychological Mechanisms and Design Elements across the Customer Journey - Dataset,https://zenodo.org/records/22067403,10.5281/zenodo.22067403,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'SmartPLS report', 'Unnamed: 2']",,,,,Study Pilottest Boostraping.xlsx,15.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.15009169,zenodo,Validation of the Emotional Self-Efficacy Scale,https://zenodo.org/records/15009169,10.5281/zenodo.15009169,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify NUMERIC item columns, but 37 column(s) look like te",,,,,Data encuesta autoeficacia emocional.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.7621267,zenodo,"Data explanation for Manuscript ""'An optimized hydroponic pipeline for large-scale identification of wheat genotypes with resilient biological nitrification inhibition (BNI) activity'""",https://zenodo.org/records/7621267,10.5281/zenodo.7621267,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Title', 'Unnamed: 1', 'An optimized hydroponic pipeline for large-scale identification of wheat genotypes with resilient biological nitrification inhibition (BNI) activity']",,,,,BNI Pipeline Data calculation Zenodo.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.2557799,zenodo,Questionnaire of all LEA School Lab -participants,https://zenodo.org/records/2557799,10.5281/zenodo.2557799,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify NUMERIC item columns, but 46 column(s) look like te",,,,,raw.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
,zenodo,Questionnaire on Teacher Interaction-EP / Cuestionario sobre la Relación Profesor-Alumnado-EP // QTI-EP_Data_CC-CS_T2-Post,https://zenodo.org/records/7487238,10.5281/zenodo.7487238,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",1470.0,490.0,3.0,1.0,QTI-EP_Data_CC-CS_T2-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.21920165,zenodo,"Beyond the ""illusion of perfection"": Investigating the interplay of perfectionism, motivation, self-efficacy in EFL writing performance",https://zenodo.org/records/21920165,10.5281/zenodo.21920165,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",16740.0,279.0,60.0,1.0,Anonymized Raw Data.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.17955962,zenodo,"Anonymized Raw Data: Perfectionism, Cultural Collectivism, and L2 Speaking Performance in Iranian EFL Learners",https://zenodo.org/records/17955962,10.5281/zenodo.17955962,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, multi_scale*",9450.0,210.0,45.0,1.0,Anonymized_Raw_Data_Perfectionism_Collectivism_EFL.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.19390038,zenodo,"Prisoners of our own beliefs? The mediating role of emotion dysregulation in the relationship between metacognitive beliefs, emotion malleability beliefs and depressive symptoms",https://zenodo.org/records/19390038,10.5281/zenodo.19390038,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",33909.0,381.0,89.0,1.0,database.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.21443515,zenodo,"12-Month RCT of AI-Mediated EFL Creativity, Metacognition, and Conceptual Integration in Kuo's Creative Competencies Framework",https://zenodo.org/records/21443515,10.5281/zenodo.21443515,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, multi_scale*",13392.0,432.0,31.0,1.0,Deidentified_Dataset.sav,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.7489024,zenodo,Teacher Student Relationships - Child Rating / Relaciones Profesor-Alumno (Autoinforme) // TEACHER-STUDENT-CR_Data_CC_T6-Pre,https://zenodo.org/records/7489024,10.5281/zenodo.7489024,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",870.0,290.0,3.0,1.0,TEACHER-STUDENT-CR_Data_CC_T6-Pre.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.17214321,zenodo,Association of TikTok Use with Non-suicidal Self-Harm and Personality Disorders (WX523),https://zenodo.org/records/17214321,10.5281/zenodo.17214321,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",106016.0,570.0,186.0,1.0,WX523 Database (MAH CORRECTED).sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.20826719,zenodo,Daily reciprocal associations between problematic smartphone use and meaning in life: A 14-day diary study,https://zenodo.org/records/20826719,10.5281/zenodo.20826719,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, composite_items*",44302.0,2606.0,17.0,1.0,data.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.13826240,zenodo,Dataset for Validity and reliability study of Personal Resource Questionnaire-2000 Indonesia version (PRQ2000-INA) to measure perceived social support among people with dementia in Indonesia,https://zenodo.org/records/13826240,10.5281/zenodo.13826240,cc-by,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",630.0,105.0,6.0,1.0,raw data PRQ2000 105 samples_without patients' names.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.12788010,zenodo,THE EFFECT OF SOCIAL SUPPORT ON BURNOUT AMONG CHINESE UNIVERSITY LECTURERS,https://zenodo.org/records/12788010,10.5281/zenodo.12788010,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",24776.0,326.0,76.0,1.0,dataset.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.19137231,zenodo,Examining Validity Evidence for a Positively Worded Rosenberg Self-Esteem Scale and its Association with Depression Symptoms in a Physically Active Jamaican Sample,https://zenodo.org/records/19137231,10.5281/zenodo.19137231,cc-by,human_assistance,QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*,3454.0,314.0,11.0,1.0,Positively Worded Rosenberg Self-Esteem Scale-Study 1_Study 2-Data.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.18029125,zenodo,Raw Data_Factors Influencing Social Anxiety Among University Students,https://zenodo.org/records/18029125,10.5281/zenodo.18029125,cc-by,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",56760.0,860.0,66.0,1.0,Raw Data_Factors Influencing Social Anxiety Among University Students.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.15849532,zenodo,Data: PTSD and coping in Sudan's war,https://zenodo.org/records/15849532,10.5281/zenodo.15849532,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",39379.0,716.0,55.0,1.0,SPSS data.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.20431627,zenodo,Dataset psychometric NMQ peruvian version,https://zenodo.org/records/20431627,10.5281/zenodo.20431627,cc-by,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",27945.0,1215.0,23.0,1.0,dataset.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.21106017,zenodo,"Replication Package for ""Overconfidence, Market Optimism, and Herding: Gendered Investor-Belief Profiles in Borsa Istanbul""",https://zenodo.org/records/21106017,10.5281/zenodo.21106017,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale*",19943.0,407.0,49.0,1.0,survey_data.sav,4.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.18681901,zenodo,Circadian typology is related to resilience and optimism in healthy adults,https://zenodo.org/records/18681901,10.5281/zenodo.18681901,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",106535.0,1937.0,55.0,1.0,Dataset.sav,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.19438652,zenodo,The Personality of Creativity: Dispositional Predictors in Academia,https://zenodo.org/records/19438652,10.5281/zenodo.19438652,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",144664.0,856.0,169.0,1.0,ALL DATA SPSS.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.22048398,zenodo,"Study data: Procrastination at work: Evidence of validity, reliability, and factorial invariance of a brief measure in Peruvian university professors",https://zenodo.org/records/22048398,10.5281/zenodo.22048398,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",25198.0,586.0,43.0,1.0,Data - Proyecto 33_IM (1).sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.10254868,zenodo,BRAND ATTACHMENT DATA BASE,https://zenodo.org/records/10254868,10.5281/zenodo.10254868,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",113393.0,1922.0,59.0,1.0,base de datos general.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.19292962,zenodo,"Psychometric Properties, Rasch Analysis, and Measurement Invariance of the Turkish Brief Self-Control Scale in Early Adolescents: Exploring the Mediating Role of Responsibility in the Self-Control and Patience Association",https://zenodo.org/records/19292962,10.5281/zenodo.19292962,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",12636.0,351.0,36.0,1.0,öz denetim dfa 351 tmm.sav,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.20324151,zenodo,Creative Self-Concept Across Academic Disciplines: A Governance-Sensitive Test of the Tribes Thesis,https://zenodo.org/records/20324151,10.5281/zenodo.20324151,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",144664.0,856.0,169.0,1.0,ALL DATA SPSS.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.7398329,zenodo,Peer Preference Nominations Questionnaire / Cuestionario de Nominaciones de Preferencias entre Iguales // SOCIOMET-P_Data_CC-CS_T5-Post,https://zenodo.org/records/7398329,10.5281/zenodo.7398329,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",1470.0,490.0,3.0,1.0,SOCIOMET-P_Data_CC-CS_T5-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.7406929,zenodo,Peer Friendship Nominations Questionnaire / Cuestionario de Nominaciones de Amistad entre Iguales // SOCIOMET-F_Data_CC-CS_T6-Post,https://zenodo.org/records/7406929,10.5281/zenodo.7406929,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",1470.0,490.0,3.0,1.0,SOCIOMET-F_Data_CC-CS_T6-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.13913289,zenodo,Conspiracy beliefs in Italy after the 2024 European elections,https://zenodo.org/records/13913289,10.5281/zenodo.13913289,cc-by,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",104386.0,1558.0,67.0,1.0,Dataset_conspiracy_Italy_IT_2024_v1.0.sav,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.20629471,zenodo,USO DE LA INTELIGENCIA ARTIFICIAL Y PENSAMIENTO CRÍTICO: EVIDENCIA EMPÍRICA DE ESTUDIANTES UNIVERSITARIOS (CUSCO-2026),https://zenodo.org/records/20629471,10.5281/zenodo.20629471,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",11200.0,175.0,64.0,1.0,BASE DE DATOS.sav,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.20019880,zenodo,Maternal Psychological Control and Academic Burnout Among University Students: An Integrated Serial Mediation Model of Dual Filial Piety and Rumination,https://zenodo.org/records/20019880,10.5281/zenodo.20019880,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",40753.0,491.0,83.0,1.0,spss data set.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.18150643,zenodo,"""Raw Data_Parenting Style and Adolescent Reactive Aggression: The Chain-Mediating Role of Difficulties in Emotion Regulation and Angry Rumination, and the Moderating Role of Self-Control""",https://zenodo.org/records/18150643,10.5281/zenodo.18150643,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, composite_items*",105448.0,1076.0,98.0,1.0,Raw Data_Parenting Style and Adolescent Reactive Aggression The Chain-Mediating Role of Difficulties in Emotion Reg.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.16777938,zenodo,"Raw Data_Loneliness, Rumination, Social Support, and Depression in Out-of-Province College Students",https://zenodo.org/records/16777938,10.5281/zenodo.16777938,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",56940.0,780.0,73.0,1.0,"Raw Data_Loneliness, Rumination, Social Support, and Depression in Out-of-Province College Students.sav",0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.21398188,zenodo,"Sustainable AI Literacy, Climate Concern and Behavioral Intentions",https://zenodo.org/records/21398188,10.5281/zenodo.21398188,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",35500.0,500.0,71.0,1.0,GenAIvsSustainability_Dataset.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.15371231,zenodo,Resiliencia y bienestar. Estudio transversal,https://zenodo.org/records/15371231,10.5281/zenodo.15371231,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",86495.0,544.0,159.0,1.0,Base de datos definitiva.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.7499867,zenodo,Friendship Features Interview for Young Children / Cuestionario de Calidad de la Amistad // FRIENDSHIP-Q _Data_CC_T4-Post,https://zenodo.org/records/7499867,10.5281/zenodo.7499867,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",870.0,290.0,3.0,1.0,FRIENDSHIP-Q_Data_CC_T4-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
10.5281/zenodo.3925276,zenodo,Extended data for Manuscript: Precision medicine implementation and research-practice partnerships: implications of measurement scale differential item functioning (DIF),https://zenodo.org/records/3925276,10.5281/zenodo.3925276,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, composite_items*",2046.0,682.0,3.0,1.0,DIF Analysis Raw.Extended Data.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
