source,journal,doi,title,url,pmcid,license,flag,reasons,data_file,n_responses,n_participants,n_items,density,n_other_files,refined_flag,refined_reason
pmc,peerj,10.7717/peerj.2506,Exploring the socio-emotional factors associated with subjective well-being in the unemployed.,https://europepmc.org/article/PMC/PMC5068347,PMC5068347,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",peerj-04-2506-s001.xlsx,5269.0,42.0,12.0,10.4544,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.3968,Revisiting the tryptophan-serotonin deficiency and the inflammatory hypotheses of major depression in a biopsychosocial approach.,https://europepmc.org/article/PMC/PMC5671663,PMC5671663,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-05-3968-s001.xls,3868.0,2.0,35.0,55.2571,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.3396,"Character strengths, social anxiety, and physiological stress reactivity.",https://europepmc.org/article/PMC/PMC5452949,PMC5452949,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",peerj-05-3396-s001.sav,450.0,2.0,5.0,45.0,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.1264,Measuring the well-being of health care professionals in the Punjab: a psychometric evaluation of the Warwick-Edinburgh Mental Well-being Scale in a Pakistani population.,https://europepmc.org/article/PMC/PMC4636413,PMC4636413,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column 'Score' as fallback — verify this is the person identifier. | Could not confidently identify item columns. | Columns present: ['Score']",peerj-03-1264-s002.xlsx,,,,,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.11828,Forgetting faces over a week: investigating self-reported face recognition ability and personality.,https://europepmc.org/article/PMC/PMC8288112,PMC8288112,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-09-11828-s002.xlsx,33900.0,113.0,10.0,30.0,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.10448,Prediction of state anxiety by machine learning applied to photoplethysmography data.,https://europepmc.org/article/PMC/PMC7812926,PMC7812926,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column 'State Anxiety' as fallback — verify this is the person identifier. | Could not confidently identify item columns. | Columns present: ['State Anxiety']",peerj-09-10448-s001.xls,,,,,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.2021,Biopsychological structure of Yin-Yang using Cloninger's Temperament model and Carver and White's BIS/BAS scale.,https://europepmc.org/article/PMC/PMC4878383,PMC4878383,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-04-2021-s001.xlsx,3030.0,2.0,16.0,94.6875,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.8814,Development and psychometric properties of the Portuguese version of the Orofacial Esthetic Scale: OES-Pt.,https://europepmc.org/article/PMC/PMC7083155,PMC7083155,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Column', 'Label', 'Description ']",peerj-08-8814-s001.xlsx,,,,,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.11274,Relationship between emotional intelligence and empathy towards humans and animals.,https://europepmc.org/article/PMC/PMC8054732,PMC8054732,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-09-11274-s001.sav,4239.0,44.0,9.0,10.7045,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.322,Severity of chronic Lyme disease compared to other chronic conditions: a quality of life survey.,https://europepmc.org/article/PMC/PMC3976119,PMC3976119,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6']",peerj-02-322-s001.xlsx,,,,,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
